B.Code,A.Level.Name,ED.Mean.T,Out.Unit.Amount,Out.Unit.Time,Out.Unit.Animals,flag
LM0277.1,10% SDPW,0.08526530612244901,kg,day,individual,too_low_kg
LM0277.1,15% ODPW,0.08773469387755099,kg,day,individual,too_low_kg
LM0277.1,15% SDPW,0.0851224489795918,kg,day,individual,too_low_kg
LM0277.1,20% ODPW,0.0875918367346939,kg,day,individual,too_low_kg
LM0277.1,20% SDPW,0.0910408163265306,kg,day,individual,too_low_kg
LM0289,MP + MSK,0.045,kg,day,individual,too_low_kg
LM0289,MP + MSK + UB,0.062,kg,day,individual,too_low_kg
LM0299,150g Concentrate Mix...350g Concentrate Mix,787,kg,day,individual,too_high_kg
LM0310,FM Con,0.0356,kg,day,individual,too_low_kg
LM0310,FS 100,0.032670000000000005,kg,day,individual,too_low_kg
LM0310,FS 25,0.036270000000000004,kg,day,individual,too_low_kg
LM0310,FS 50,0.036590000000000004,kg,day,individual,too_low_kg
LM0310,FS 75,0.03603,kg,day,individual,too_low_kg
LM0312,Con,1.525e-4,kg,day,individual,too_low_kg
LM0312,MBM1,1.56964285714286e-4,kg,day,individual,too_low_kg
LM0312,MBM2,1.76071428571429e-4,kg,day,individual,too_low_kg
LM0312,MBM3,2.0160714285714302e-4,kg,day,individual,too_low_kg
LM0334,Control,0.00158,kg,day,individual,too_low_kg
LM0334,KM100,0.00123,kg,day,individual,too_low_kg
LM0334,KM25,0.00148,kg,day,individual,too_low_kg
LM0334,KM50,0.00134,kg,day,individual,too_low_kg
LM0334,KM75,0.00128,kg,day,individual,too_low_kg
LM0334,MM100,0.00114,kg,day,individual,too_low_kg
LM0334,MM25,0.0013,kg,day,individual,too_low_kg
LM0334,MM50,0.00124,kg,day,individual,too_low_kg
LM0334,MM75,0.00125,kg,day,individual,too_low_kg
LM0335,MOLM0,0.0764571428571429,kg,day,individual,too_low_kg
LM0335,MOLM100,0.07667142857142861,kg,day,individual,too_low_kg
LM0335,MOLM25,0.0808428571428571,kg,day,individual,too_low_kg
LM0335,MOLM50,0.07795714285714289,kg,day,individual,too_low_kg
LM0354,0% BYS,0.01266,kg,day,individual,too_low_kg
LM0354,100% BYS,0.00675,kg,day,individual,too_low_kg
LM0354,25% BYS,0.00992,kg,day,individual,too_low_kg
LM0354,50% BYS,0.00926,kg,day,individual,too_low_kg
LM0354,75% BYS,0.0077199999999999994,kg,day,individual,too_low_kg
NJ0003,0 g/kg CBLE,6.55952380952381e-4,kg,day,individual,too_low_kg
NJ0003,10 g/kg CBLE,8.583333333333329e-4,kg,day,individual,too_low_kg
NJ0003,15 g/kg CBLE,8.48809523809524e-4,kg,day,individual,too_low_kg
NJ0003,5 g/kg CBLE,7.36904761904762e-4,kg,day,individual,too_low_kg
NJ0047,T3,0.09930232558139529,kg,day,individual,too_low_kg
NJ0047,T4,0.0963720930232558,kg,day,individual,too_low_kg
NN0021,GHMB,0.099,kg,day,individual,too_low_kg
NN0021,GHWB,0.072,kg,day,individual,too_low_kg
NN0083,Cactus Concentrate,0.067,kg,day,individual,too_low_kg
NN0085,U0,0.00205433333333333,kg,day,individual,too_low_kg
NN0085,U1,0.002005,kg,day,individual,too_low_kg
NN0085,U2,0.001903,kg,day,individual,too_low_kg
NN0085,U3,0.0020773333333333303,kg,day,individual,too_low_kg
NN0098,A 0 CON,0.01998,kg,day,individual,too_low_kg
NN0098,A 10,0.01924,kg,day,individual,too_low_kg
NN0098,A 20,0.01844,kg,day,individual,too_low_kg
NN0098,A 30,0.01834,kg,day,individual,too_low_kg
NN0108,CON D NO PKM,0.051486,kg,day,individual,too_low_kg
NN0108,Envoy PKM,0.054983,kg,day,individual,too_low_kg
NN0108,Okomu PKM,0.059631,kg,day,individual,too_low_kg
NN0108,Presco PKM,0.057651,kg,day,individual,too_low_kg
NN0114,CTR,1.14590476190476e-4,kg,day,individual,too_low_kg
NN0114,RSF15,1.33333333333333e-4,kg,day,individual,too_low_kg
NN0114,RSF30,1.1507619047619e-4,kg,day,individual,too_low_kg
NN0114,RSF45,7.63047619047619e-5,kg,day,individual,too_low_kg
NN0114,RSM15,1.23895238095238e-4,kg,day,individual,too_low_kg
NN0114,RSM30,1.1504761904761899e-4,kg,day,individual,too_low_kg
NN0114,RSM45,9.56380952380952e-5,kg,day,individual,too_low_kg
NN0115,FM,5.109e-4,kg,day,individual,too_low_kg
NN0115,SF25,5.0042e-4,kg,day,individual,too_low_kg
NN0115,SF50,5.0435e-4,kg,day,individual,too_low_kg
NN0115,SF75,5.2662e-4,kg,day,individual,too_low_kg
NN0115,SF75 + M,5.109e-4,kg,day,individual,too_low_kg
NN0118,0% Duckweed,0.00114,kg,day,individual,too_low_kg
NN0118,10% Duckweed,0.0012,kg,day,individual,too_low_kg
NN0118,100% Duckweed,6e-4,kg,day,individual,too_low_kg
NN0118,20% Duckweed,0.0011,kg,day,individual,too_low_kg
NN0118,30% Duckweed,0.001,kg,day,individual,too_low_kg
NN0118,5% Duckweed,0.0012,kg,day,individual,too_low_kg
NN0119.2,Diet 1 without TOLM,0.037899999999999996,kg,day,individual,too_low_kg
NN0119.2,Diet 2 with 10% TOLM,0.039,kg,day,individual,too_low_kg
NN0119.2,Diet 3 with 15% TOLM,0.038571,kg,day,individual,too_low_kg
NN0119.2,Diet 4 with 20% TOLM,0.0394,kg,day,individual,too_low_kg
NN0119.2,Diet 5 with 25% TOLM,0.0424,kg,day,individual,too_low_kg
NN0119.2,Diet 6 with 30% TOLM,0.0438,kg,day,individual,too_low_kg
NN0189,No supplement,0,kg,day,individual,too_low_kg
NN0198,CON T1,0.0475,kg,day,individual,too_low_kg
NN0198,MLM T2,0.0544,kg,day,individual,too_low_kg
NN0198,MLM T3,0.055299999999999995,kg,day,individual,too_low_kg
NN0198,MLM T4,0.0595,kg,day,individual,too_low_kg
NN0198,MLM T5,0.061700000000000005,kg,day,individual,too_low_kg
NN0201,"Lablab, maize",0.091,kg,day,individual,too_low_kg
NN0201,"Lablab, no maize",0,kg,day,individual,too_low_kg
NN0201,"Sesbania, maize",0.091,kg,day,individual,too_low_kg
NN0201,"Sesbania, no maize",0,kg,day,individual,too_low_kg
NN0205,T2,0.067,kg,day,individual,too_low_kg
NN0205,T4,0.06825,kg,day,individual,too_low_kg
NN0211,CON T1,0.0588,kg,day,individual,too_low_kg
NN0211,T2 LOW,0.023100000000000002,kg,day,individual,too_low_kg
NN0211,T2 LOW,0.042,kg,day,individual,too_low_kg
NN0211,T3 MEDIUM,0.030699999999999998,kg,day,individual,too_low_kg
NN0211,T3 MEDIUM,0.0351,kg,day,individual,too_low_kg
NN0211,T4 HIGH,0.037,kg,day,individual,too_low_kg
NN0211,T4 HIGH,0.032799999999999996,kg,day,individual,too_low_kg
NN0212,1LSC:2WB,0.0701,kg,day,individual,too_low_kg
NN0212,1LSC:2WB,0.0391,kg,day,individual,too_low_kg
NN0212,1LSC:2WB,0.0312,kg,day,individual,too_low_kg
NN0212,2LSC:1WB,0.0701,kg,day,individual,too_low_kg
NN0212,2LSC:1WB,0.0385,kg,day,individual,too_low_kg
NN0212,2LSC:1WB,0.0316,kg,day,individual,too_low_kg
NN0212,Control,0.055799999999999995,kg,day,individual,too_low_kg
NN0212,Control,0.055799999999999995,kg,day,individual,too_low_kg
NN0212,LSC,0.073,kg,day,individual,too_low_kg
NN0212,LSC,0.0419,kg,day,individual,too_low_kg
NN0212,LSC,0.031100000000000003,kg,day,individual,too_low_kg
NN0212,WB,0.0726,kg,day,individual,too_low_kg
NN0212,WB,0.0399,kg,day,individual,too_low_kg
NN0212,WB,0.032799999999999996,kg,day,individual,too_low_kg
NN0214,Noug Meal Treatment,0.08,kg,day,individual,too_low_kg
NN0217,C0,685,kg,day,individual,too_high_kg
NN0217,C0,685,kg,day,individual,too_high_kg
NN0217,C20,242,kg,day,individual,too_high_kg
NN0217,C20,815,kg,day,individual,too_high_kg
NN0217,C20,573,kg,day,individual,too_high_kg
NN0217,C40,422,kg,day,individual,too_high_kg
NN0217,C40,879,kg,day,individual,too_high_kg
NN0217,C40,457,kg,day,individual,too_high_kg
NN0217,C60,503,kg,day,individual,too_high_kg
NN0217,C60,907,kg,day,individual,too_high_kg
NN0217,C60,404,kg,day,individual,too_high_kg
NN0217,C80,508,kg,day,individual,too_high_kg
NN0217,C80,726,kg,day,individual,too_high_kg
NN0217,C80,218,kg,day,individual,too_high_kg
NN0230,Carissa edulis  maizediet,0.044,kg,day,individual,too_low_kg
NN0230,Carissa edulis diet,0.086,kg,day,individual,too_low_kg
NN0230,Dichrostachys cinerea  maizediet,0.053,kg,day,individual,too_low_kg
NN0230,Dichrostachys cinerea diet,0.043,kg,day,individual,too_low_kg
NN0234,T 1 CON,452.7,kg,day,individual,too_high_kg
NN0234,T 1 CON,842.7,kg,day,individual,too_high_kg
NN0234,T 1 CON,390,kg,day,individual,too_high_kg
NN0234,T 2 74 LUPIN,838.5,kg,day,individual,too_high_kg
NN0234,T 2 74 LUPIN,422.1,kg,day,individual,too_high_kg
NN0234,T 2 74 LUPIN,416.4,kg,day,individual,too_high_kg
NN0234,T 3 147 LUPIN,784.4,kg,day,individual,too_high_kg
NN0234,T 3 147 LUPIN,410.2,kg,day,individual,too_high_kg
NN0234,T 3 147 LUPIN,374.2,kg,day,individual,too_high_kg
NN0234,T 4 219 LUPIN,804.8,kg,day,individual,too_high_kg
NN0234,T 4 219 LUPIN,470.1,kg,day,individual,too_high_kg
NN0234,T 4 219 LUPIN,334.7,kg,day,individual,too_high_kg
NN0234,T 5 LUPIN ONLY,746.7,kg,day,individual,too_high_kg
NN0234,T 5 LUPIN ONLY,457,kg,day,individual,too_high_kg
NN0234,T 5 LUPIN ONLY,269.7,kg,day,individual,too_high_kg
NN0251,C0N,0.09,kg,day,individual,too_low_kg
NN0251,T1 10,0.09,kg,day,individual,too_low_kg
NN0251,T1 10,0.0453,kg,day,individual,too_low_kg
NN0251,T2 20,0.09,kg,day,individual,too_low_kg
NN0251,T2 20,0.0958,kg,day,individual,too_low_kg
NN0251,T3 30,0.09,kg,day,individual,too_low_kg
NN0251,T4 40,0.09,kg,day,individual,too_low_kg
NN0272.1,Control,0.082,kg,day,individual,too_low_kg
NN0272.1,SEP + SPV,0.093,kg,day,individual,too_low_kg
NN0272.1,SEPD,0.087,kg,day,individual,too_low_kg
NN0272.1.2,Control,0.082,kg,day,individual,too_low_kg
NN0272.1.2,SEP + SPV,0.093,kg,day,individual,too_low_kg
NN0272.1.2,SEPD,0.087,kg,day,individual,too_low_kg
NN0272.2,CON,0.023,kg,day,individual,too_low_kg
NN0272.2,T2 MIXED,0.037,kg,day,individual,too_low_kg
NN0272.2,T2 MIXED,0.064,kg,day,individual,too_low_kg
NN0272.2,T3 SPV,0.014,kg,day,individual,too_low_kg
NN0272.2,T4 SOLANUM,0.028,kg,day,individual,too_low_kg
NN0272.2,T4 SOLANUM,0.05,kg,day,individual,too_low_kg
NN0321,0% BSOC,0.0159290476190476,kg,day,individual,too_low_kg
NN0321,10% BSOC,0.018281428571428598,kg,day,individual,too_low_kg
NN0321,15% BSOC,0.0169222222222222,kg,day,individual,too_low_kg
NN0321,5% BSOC,0.0181844444444444,kg,day,individual,too_low_kg
NN0325,0.5 Pumpkin Leaf,0.00265,kg,day,individual,too_low_kg
NN0325,1 Pumpkin Leaf,0.00256,kg,day,individual,too_low_kg
NN0325,1.5 Pumpkin Leaf,0.00257,kg,day,individual,too_low_kg
NN0325,2 Pumpkin Leaf,0.0025800000000000003,kg,day,individual,too_low_kg
NN0325,Control,0.00248,kg,day,individual,too_low_kg
NN0326,D1,0.003266,kg,day,individual,too_low_kg
NN0326,D2,0.00328733333333333,kg,day,individual,too_low_kg
NN0326,D3,0.00335,kg,day,individual,too_low_kg
NN0326,D4,0.003314,kg,day,individual,too_low_kg
NN0326,D5,0.0033039999999999996,kg,day,individual,too_low_kg
NN0358,JSM CON,5.30952380952381e-4,kg,day,individual,too_low_kg
NN0358,LFJSM 25,5.02857142857143e-4,kg,day,individual,too_low_kg
NN0358,LFJSM 50,4.94166666666667e-4,kg,day,individual,too_low_kg
NN0358,LFJSM 75,5.10714285714286e-4,kg,day,individual,too_low_kg
NN0358,PFJSM 25,5.25833333333333e-4,kg,day,individual,too_low_kg
NN0358,PFJSM 50,5.31428571428571e-4,kg,day,individual,too_low_kg
NN0358,PFJSM 75,5.130952380952381e-4,kg,day,individual,too_low_kg
NN0359,CWC 10,0.00799,kg,day,individual,too_low_kg
NN0359,CWC 20,0.008199999999999999,kg,day,individual,too_low_kg
NN0359,CWC 30,0.008039999999999999,kg,day,individual,too_low_kg
NN0359,CWC 40,0.00801,kg,day,individual,too_low_kg
NN0359,Control,0.0081,kg,day,individual,too_low_kg
NN0367,Diet1 Con,4.25e-4,kg,day,individual,too_low_kg
NN0367,Diet2CUR50,4.86e-4,kg,day,individual,too_low_kg
NN0367,Diet3CUR100,4.56e-4,kg,day,individual,too_low_kg
NN0367,Diet4CUR150,4.48e-4,kg,day,individual,too_low_kg
NN0367,Diet5CUR200,4.41e-4,kg,day,individual,too_low_kg
NN0377,T1 H NC Bundle1,0.0965,kg,day,individual,too_low_kg
NN0377,T2 H NC Bundle1,0.0965,kg,day,individual,too_low_kg
NN0377,T3 H NC Bundle1,0.0965,kg,day,individual,too_low_kg
NN0377,T4 H NC Con Bundle1,0,kg,day,individual,too_low_kg
NN0377,T4 H NC Con Bundle1,0.0965,kg,day,individual,too_low_kg
NN0396,0% Sorghum,0.04161,kg,day,individual,too_low_kg
NN0396,100% Sorghum,0.04438,kg,day,individual,too_low_kg
NN0396,25% Sorghum,0.045399999999999996,kg,day,individual,too_low_kg
NN0396,50% Sorghum,0.04231,kg,day,individual,too_low_kg
NN0396,75% Sorghum,0.04446,kg,day,individual,too_low_kg
