"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet"
"315","BO1012","DLL10","Maize Grain Ground","Crop Product",124.4,"g",13.7306843267108
"316","BO1012","DLL10","Salt","Other Ingredients",1.555,"g",0.171633554083885
"317","BO1012","DLL10","Leucaena Leaves Dried","Forage Plants",33.8,"g",3.73068432671082
"318","BO1012","DLL10","Linseed Cake","Crop Byproduct",60.645,"g",6.69370860927152
"319","BO1012","DLL15","Wheat Bran","Crop Byproduct",117.6,"g",13.2432432432432
"320","BO1012","DLL15","Salt","Other Ingredients",1.47,"g",0.165540540540541
"321","BO1012","DLL15","Maize Grain Ground","Crop Product",117.6,"g",13.2432432432432
"322","BO1012","DLL15","Leucaena Leaves Dried","Forage Plants",50.8,"g",5.72072072072072
"323","BO1012","DLL15","Linseed Cake","Crop Byproduct",57.33,"g",6.45608108108108
"324","BO1012","DLL20","Salt","Other Ingredients",1.385,"g",0.159378596087457
"325","BO1012","DLL20","Wheat Bran","Crop Byproduct",110.8,"g",12.7502876869965
"326","BO1012","DLL20","Maize Grain Ground","Crop Product",110.8,"g",12.7502876869965
"327","BO1012","DLL20","Linseed Cake","Crop Byproduct",54.015,"g",6.21576524741082
"328","BO1012","DLL20","Leucaena Leaves Dried","Forage Plants",67.7,"g",7.79056386651323
"329","BO1012","DLL5","Wheat Bran","Crop Byproduct",131.6,"g",15.0228310502283
"330","BO1012","DLL5","Linseed Cake","Crop Byproduct",64.155,"g",7.3236301369863
"331","BO1012","DLL5","Maize Grain Ground","Crop Product",131.6,"g",15.0228310502283
"332","BO1012","DLL5","Salt","Other Ingredients",1.645,"g",0.187785388127854
"333","BO1012","DLL5","Leucaena Leaves Dried","Forage Plants",16.9,"g",1.92922374429224
"334","BO1013","Diet 2","Commelina imberbis Dried","Forage Plants",300,"g",38.1645400536848
"335","BO1013","Diet 3","Commelina benghalensis Dried","Forage Plants",300,"g",37.6232160325065
"336","BO1013","Diet 4","Maize","Crop Product",200,"g",22.0351681283328
"337","BO1013","Diet 4","Wheat Bran","Crop Byproduct",300,"g",33.0527521924992
"338","BO1013","Diet 4","Noug Seed Cake","Crop Byproduct",150,"g",16.5263760962496
"339","BO1014","Diet 1","Trifolium alexandrinum Straw Dried","Forage Plants",400,"g",33.3333333333333
"340","BO1014","Diet 2","Atriplex nummularia Leaves and Twigs","Forage Plants",150,"g",20
"341","BO1014","Diet 3","Atriplex halimus Leaves and Twigs","Forage Plants",200,"g",22.2222222222222
"342","BO1014","Diet 4","Atriplex nummularia Leaves and Twigs","Forage Plants",200,"g",20
"343","BO1014","Diet 4","Trifolium alexandrinum Straw","Forage Plants",200,"g",20
"344","BO1014","Diet 5","Trifolium alexandrinum Straw","Forage Plants",210,"g",20
"345","BO1014","Diet 5","Atriplex halimus Leaves and Twigs","Forage Plants",210,"g",20
"346","BO1014","Diet 6","Trifolium alexandrinum Straw","Forage Plants",330,"g",30
"347","BO1014","Diet 6","Atriplex nummularia Leaves and Twigs","Forage Plants",110,"g",10
"348","BO1014","Diet 7","Trifolium alexandrinum Straw","Forage Plants",345,"g",30
"349","BO1014","Diet 7","Atriplex halimus Leaves and Twigs","Forage Plants",115,"g",10
"350","BO1015","42% CFM +52% CS +6% SS (G3)","Wheat Bran","Crop Byproduct",14.553,"g",2.1
"351","BO1015","42% CFM +52% CS +6% SS (G3)","Salt","Other Ingredients",0.58212,"g",0.084
"352","BO1015","42% CFM +52% CS +6% SS (G3)","Mineral Mix","Supplement",0.29106,"g",0.042
"353","BO1015","42% CFM +52% CS +6% SS (G3)","Maize","Crop Product",25.03116,"g",3.612
"354","BO1015","42% CFM +52% CS +6% SS (G3)","Lime","Supplement",1.16424,"g",0.168
"355","BO1015","42% CFM +52% CS +6% SS (G3)","Maize Ensiled","Crop Product",852,"g",122.943722943723
"356","BO1015","42% CFM +52% CS +6% SS (G3)","Sesbania sesban Seed","Forage Plants",78,"g",11.2554112554113
"357","BO1015","42% CFM +52% CS +6% SS (G3)","Unspecified Molasses","Crop Byproduct",2.03742,"g",0.294
"358","BO1015","42% CFM +52% CS +6% SS (G3)","Cotton Seed Ground","Crop Byproduct",14.553,"g",2.1
"359","BO1015","42% CFM +52% CS +6% TSS (G5)","Salt","Other Ingredients",0.5796,"g",0.084
"360","BO1015","42% CFM +52% CS +6% TSS (G5)","Unspecified Molasses","Crop Byproduct",2.0286,"g",0.294
"361","BO1015","42% CFM +52% CS +6% TSS (G5)","Lime","Supplement",1.1592,"g",0.168
"362","BO1015","42% CFM +52% CS +6% TSS (G5)","Wheat Bran","Crop Byproduct",14.49,"g",2.1
"363","BO1015","42% CFM +52% CS +6% TSS (G5)","Mineral Mix","Supplement",0.2898,"g",0.042
"364","BO1015","42% CFM +52% CS +6% TSS (G5)","Maize Ensiled","Crop Product",850,"g",123.188405797101
"365","BO1015","42% CFM +52% CS +6% TSS (G5)","Cotton Seed Ground","Crop Byproduct",14.49,"g",2.1
"366","BO1015","42% CFM +52% CS +6% TSS (G5)","Maize","Crop Product",24.9228,"g",3.612
"367","BO1015","42% CFM +52% CS +6% TSS (G5)","Sesbania sesban Seed Roasted","Forage Plants",77,"g",11.1594202898551
"368","BO1015","46% CFM +51% CS +3% SS (G2)","Lime","Supplement",1.4444,"g",0.184
"369","BO1015","46% CFM +51% CS +3% SS (G2)","Unspecified Molasses","Crop Byproduct",2.5277,"g",0.322
"370","BO1015","46% CFM +51% CS +3% SS (G2)","Salt","Other Ingredients",0.7222,"g",0.092
"371","BO1015","46% CFM +51% CS +3% SS (G2)","Wheat Bran","Crop Byproduct",18.055,"g",2.3
"372","BO1015","46% CFM +51% CS +3% SS (G2)","Cotton Seed Ground","Crop Byproduct",18.055,"g",2.3
"373","BO1015","46% CFM +51% CS +3% SS (G2)","Maize","Crop Product",31.0546,"g",3.956
"374","BO1015","46% CFM +51% CS +3% SS (G2)","Mineral Mix","Supplement",0.3611,"g",0.046
"375","BO1015","46% CFM +51% CS +3% SS (G2)","Maize Ensiled","Crop Product",850,"g",108.28025477707
"376","BO1015","46% CFM +51% CS +3% SS (G2)","Sesbania sesban Seed","Forage Plants",39,"g",4.96815286624204
"377","BO1015","46% CFM +51% CS +3% TSS (G4)","Mineral Mix","Supplement",0.3588,"g",0.046
"378","BO1015","46% CFM +51% CS +3% TSS (G4)","Wheat Bran","Crop Byproduct",17.94,"g",2.3
"379","BO1015","46% CFM +51% CS +3% TSS (G4)","Maize","Crop Product",30.8568,"g",3.956
"380","BO1015","46% CFM +51% CS +3% TSS (G4)","Lime","Supplement",1.4352,"g",0.184
"381","BO1015","46% CFM +51% CS +3% TSS (G4)","Maize Ensiled","Crop Product",845,"g",108.333333333333
"382","BO1015","46% CFM +51% CS +3% TSS (G4)","Salt","Other Ingredients",0.7176,"g",0.092
"383","BO1015","46% CFM +51% CS +3% TSS (G4)","Unspecified Molasses","Crop Byproduct",2.5116,"g",0.322
"384","BO1015","46% CFM +51% CS +3% TSS (G4)","Sesbania sesban Seed Roasted","Forage Plants",38.5,"g",4.93589743589744
"385","BO1015","46% CFM +51% CS +3% TSS (G4)","Cotton Seed Ground","Crop Byproduct",17.94,"g",2.3
"386","BO1015","50% CFM +50% CS (G1)","Unspecified Molasses","Crop Byproduct",2.975,"g",0.35
"387","BO1015","50% CFM +50% CS (G1)","Salt","Other Ingredients",0.85,"g",0.1
"388","BO1015","50% CFM +50% CS (G1)","Maize Ensiled","Crop Product",835,"g",98.2352941176471
"389","BO1015","50% CFM +50% CS (G1)","Mineral Mix","Supplement",0.425,"g",0.05
"390","BO1015","50% CFM +50% CS (G1)","Maize","Crop Product",36.55,"g",4.3
"391","BO1015","50% CFM +50% CS (G1)","Cotton Seed Ground","Crop Byproduct",21.25,"g",2.5
"392","BO1015","50% CFM +50% CS (G1)","Wheat Bran","Crop Byproduct",21.25,"g",2.5
"393","BO1015","50% CFM +50% CS (G1)","Lime","Supplement",1.7,"g",0.2
"394","BO1016","InHay +Cal","Chloris gayana Dried","Forage Plants",644,"g",100
"395","BO1016","InHay +Cal","Calliandra calothyrsus Leaves Dried","Forage Plants",36.8,"g",5.71428571428571
"396","BO1016","InHay +Cal +PEG","Polyethylene glycol","Other Ingredients",10,"g",1.32802124833997
"397","BO1016","InHay +Cal +PEG","Polyethylene glycol","Other Ingredients",10,"g",1.32802124833997
"398","BO1016","InHay +Cal +PEG","Chloris gayana Dried","Forage Plants",439,"g",58.3001328021248
"399","BO1016","InHay +Cal +PEG","Chloris gayana Dried","Forage Plants",439,"g",58.3001328021248
"400","BO1016","InHay +Cal +PEG","Calliandra calothyrsus Leaves Dried","Forage Plants",314,"g",41.6998671978752
"401","BO1016","InHay +Cal +PEG","Calliandra calothyrsus Leaves Dried","Forage Plants",314,"g",41.6998671978752
"402","BO1017","BRT1","Bracharia Dried Ground","Forage Plants",50.5,"g",50
"403","BO1017","BRT1","Chloris gayana Dried Ground","Forage Plants",50.5,"g",50
"404","BO1017","BRT2","Chloris gayana Dried Ground","Forage Plants",22.68,"g",45
"405","BO1017","BRT2","Calliandra calothyrsus Leaves Dried Ground","Forage Plants",5.04,"g",10
"406","BO1017","BRT2","Bracharia Dried Ground","Forage Plants",22.68,"g",45
"407","BO1017","BRT3","Chloris gayana Dried Ground","Forage Plants",14.08,"g",40
"408","BO1017","BRT3","Bracharia Dried Ground","Forage Plants",14.08,"g",40
"409","BO1017","BRT3","Calliandra calothyrsus Leaves Dried Ground","Forage Plants",7.04,"g",20
"410","BO1017","BRT4","Calliandra calothyrsus Leaves Dried Ground","Forage Plants",5.79,"g",30
"411","BO1017","BRT4","Chloris gayana Dried Ground","Forage Plants",6.755,"g",35
"412","BO1017","BRT4","Bracharia Dried Ground","Forage Plants",6.755,"g",35
"413","BO1017","BT1","Bracharia Dried Ground","Forage Plants",113,"g",100
"414","BO1017","BT2","Calliandra calothyrsus Leaves Dried Ground","Forage Plants",7.39,"g",10
"415","BO1017","BT2","Bracharia Dried Ground","Forage Plants",66.51,"g",90
"416","BO1017","BT3","Calliandra calothyrsus Leaves Dried Ground","Forage Plants",13.42,"g",20
"417","BO1017","BT3","Bracharia Dried Ground","Forage Plants",53.68,"g",80
"418","BO1017","BT4","Bracharia Dried Ground","Forage Plants",34.72,"g",70
"419","BO1017","RT1","Chloris gayana Dried Ground","Forage Plants",103,"g",100
"420","BO1017","RT2","Calliandra calothyrsus Leaves Dried Ground","Forage Plants",6.7,"g",10
"421","BO1017","RT2","Chloris gayana Dried Ground","Forage Plants",60.3,"g",90
"422","BO1017","RT3","Chloris gayana Dried Ground","Forage Plants",46.64,"g",80
"423","BO1017","RT3","Calliandra calothyrsus Leaves Dried Ground","Forage Plants",11.66,"g",20
"424","BO1017","RT4","Chloris gayana Dried Ground","Forage Plants",26.74,"g",70
"425","BO1017","RT4","Calliandra calothyrsus Leaves Dried Ground","Forage Plants",11.46,"g",30
"426","BO1018","BHY -ve","Trifolium alexandrinum Dried","Forage Plants",776,"g",54.0013917884482
"427","BO1018","BHY+ve","Saccharomyces cerevisiae","Probiotic",5,"g",0.352360817477097
"428","BO1018","BHY+ve","Trifolium alexandrinum Dried","Forage Plants",747,"g",52.6427061310782
"429","BO1019","GLM0","Palm Kernel Cake Ground","Crop Byproduct",52.5735,"g",15
"430","BO1019","GLM12","Palm Kernel Cake Ground","Crop Byproduct",40.7935,"g",11
"431","BO1019","GLM12","Gmelina arborea Leaves Dried Ground","Forage Plants",14.834,"g",4
"432","BO1019","GLM24","Gmelina arborea Leaves Dried Ground","Forage Plants",28.5952,"g",8
"433","BO1019","GLM24","Palm Kernel Cake Ground","Crop Byproduct",25.0208,"g",7
"434","BO1019","GLM36","Gmelina arborea Leaves Dried Ground","Forage Plants",42.366,"g",12
"435","BO1019","GLM36","Palm Kernel Cake Ground","Crop Byproduct",10.5915,"g",3
"436","BO1020","Control group","Trifolium alexandrinum","Forage Plants",7.14285714285714,"% Diet",100
"437","BO1020","Moringa leaves group","Moringa oleifera Leaves Extract","Forage Plants",1.07142857142857,"% Diet",15
"438","BO1020","Moringa leaves group","Trifolium alexandrinum","Forage Plants",6.07142857142857,"% Diet",85
"439","BO1021","0% Nigella sativa","Soybean Ground","Crop Product",6,"%",6.21761658031088
"440","BO1021","0% Nigella sativa","Wheat Bran","Crop Byproduct",20.5,"%",21.2435233160622
"441","BO1021","0% Nigella sativa","Cotton Seed Ground","Crop Byproduct",20,"%",20.7253886010363
"442","BO1021","0% Nigella sativa","Maize","Crop Product",50,"%",51.8134715025907
"443","BO1021","100% Nigella sativa","Wheat Bran","Crop Byproduct",18.5,"%",19.1709844559585
"444","BO1021","100% Nigella sativa","Maize","Crop Product",53,"%",54.9222797927461
"445","BO1021","100% Nigella sativa","Black Cumin Seed Ground","Crop Product",25,"%",25.9067357512953
"446","BO1021","50% Nigella sativa","Black Cumin Seed Ground","Crop Product",13,"%",13.4715025906736
"447","BO1021","50% Nigella sativa","Soybean Ground","Crop Product",8,"%",8.29015544041451
"448","BO1021","50% Nigella sativa","Maize","Crop Product",54,"%",55.9585492227979
"449","BO1021","50% Nigella sativa","Wheat Bran","Crop Byproduct",21.5,"%",22.279792746114
"450","BO1023","CGS diet","CGS silage Ensiled",NA,NA,NA,NA
"451","BO1023","CGS diet","Maize Grain","Crop Product",27320,"g",453.067993366501
"452","BO1023","HSB diet","Sugar Beet Crushed","Crop Product",1e+05,"g",1572.32704402516
"453","BO1023","HSB diet","HSB silage Ensiled",NA,NA,NA,NA
"454","BO1023","LSB diet","Sugar Beet Crushed","Crop Product",50000,"g",798.722044728435
"455","BO1023","LSB diet","LSB silage Ensiled",NA,NA,NA,NA
"456","BO1023","LSB diet","Maize Grain","Crop Product",13660,"g",218.210862619808
"457","BO1024","Diet 0%","Sesame Seed Cake","Crop Byproduct",175.9494,"g",22
"458","BO1024","Diet 0%","Wheat Shorts","Crop Byproduct",239.931,"g",30
"459","BO1024","Diet 0%","Noug Seed Cake","Crop Byproduct",223.9356,"g",28
"460","BO1024","Diet 0%","Maize Grain","Crop Product",135.9609,"g",17
"461","BO1024","Diet 15%","Sesame Seed Cake","Crop Byproduct",297.5552,"g",38
"462","BO1024","Diet 15%","Noug Seed Cake","Crop Byproduct",86.1344,"g",11
"463","BO1024","Diet 15%","Maize Grain","Crop Product",156.608,"g",20
"464","BO1024","Diet 15%","Wheat Shorts","Crop Byproduct",101.7952,"g",13
"465","BO1024","Diet 15%","Khat Leftover Crushed Dried","Crop Byproduct",117.456,"g",15
"466","BO1024","Diet 30%","Maize Grain","Crop Product",77.128,"g",10
"467","BO1024","Diet 30%","Wheat Shorts","Crop Byproduct",77.128,"g",10
"468","BO1024","Diet 30%","Sesame Seed Cake","Crop Byproduct",231.384,"g",30
"469","BO1024","Diet 30%","Khat Leftover Crushed Dried","Crop Byproduct",231.384,"g",30
"470","BO1024","Diet 30%","Noug Seed Cake","Crop Byproduct",131.1176,"g",17
"471","BO1024","Diet 45%","Maize Grain","Crop Product",13.0018,"g",2
"472","BO1024","Diet 45%","Noug Seed Cake","Crop Byproduct",84.5117,"g",13
"473","BO1024","Diet 45%","Khat Leftover Crushed Dried","Crop Byproduct",292.5405,"g",45
"474","BO1024","Diet 45%","Sesame Seed Cake","Crop Byproduct",208.0288,"g",32
"475","BO1024","Diet 45%","Wheat Shorts","Crop Byproduct",32.5045,"g",5
"476","BO1025","100% (DVLM + DMLM)","DVLM + DMLM","Forage Plants",112.9095,"g",49.5
"477","BO1025","100% concentrate mix","Noug Seed Cake","Crop Byproduct",357.786,"g",49.5
"478","BO1025","25% NSC + 75% (DVLM + DMLM)","DVLM + DMLM","Forage Plants",109.184625,"g",37.125
"479","BO1025","25% NSC + 75% (DVLM + DMLM)","Noug Seed Cake","Crop Byproduct",36.394875,"g",12.375
"480","BO1025","50% NSC + 50% (DVLM + DMLM)","DVLM + DMLM","Forage Plants",80.01675,"g",24.75
"481","BO1025","50% NSC + 50% (DVLM + DMLM)","Noug Seed Cake","Crop Byproduct",80.01675,"g",24.75
"482","BO1025","75% NSC + 25% (DVLM + DMLM)","Noug Seed Cake","Crop Byproduct",120.990375,"g",37.125
"483","BO1025","75% NSC + 25% (DVLM + DMLM)","DVLM + DMLM","Forage Plants",40.330125,"g",12.375
"484","BO1026","Diet 1","Noug Seed Cake","Crop Byproduct",169.785,"g",38.5
"485","BO1026","Diet 1","Wheat Bran","Crop Byproduct",266.805,"g",60.5
"486","BO1026","Diet 2","Poultry Litter Dried","Animal Manures",48.1,"g",10
"487","BO1026","Diet 2","Wheat Bran","Crop Byproduct",276.094,"g",57.4
"488","BO1026","Diet 2","Noug Seed Cake","Crop Byproduct",151.996,"g",31.6
"489","BO1026","Diet 3","Poultry Litter Dried","Animal Manures",98.6,"g",20
"490","BO1026","Diet 3","Wheat Bran","Crop Byproduct",267.699,"g",54.3
"491","BO1026","Diet 3","Noug Seed Cake","Crop Byproduct",122.264,"g",24.8
"492","BO1026","Diet 4","Wheat Bran","Crop Byproduct",241.703,"g",51.1
"493","BO1026","Diet 4","Noug Seed Cake","Crop Byproduct",84.667,"g",17.9
"494","BO1026","Diet 4","Poultry Litter Dried","Animal Manures",141.9,"g",30
"495","BO1026","Diet 5","Noug Seed Cake","Crop Byproduct",50.255,"g",11.5
"496","BO1026","Diet 5","Poultry Litter Dried","Animal Manures",174.8,"g",40
"497","BO1026","Diet 5","Wheat Bran","Crop Byproduct",207.575,"g",47.5
"498","BO1027","Tv treated RH","Rice Husk Fermented","Crop Byproduct",525.95,"g",50
"499","BO1027","Tv treated SCB","Sugarcane Bagasse Fermented","Crop Byproduct",330.95,"g",50
"500","BO1027","Untreated RH","Rice Husk","Crop Byproduct",471,"g",50
"501","BO1027","Untreated SCB","Sugarcane Bagasse","Crop Byproduct",277.35,"g",50
"502","BO1028","UMB + UTTS + concentrate","Salt","Other Ingredients",529,"g",5
"503","BO1028","UMB + UTTS + concentrate","Cement","Other Ingredients",1058,"g",10
"504","BO1028","UMB + UTTS + concentrate","Unspecified Molasses","Crop Byproduct",4232,"g",40
"505","BO1028","UMB + UTTS + concentrate","Urea","Supplement",1058,"g",10
"506","BO1028","UMB + UTTS + concentrate","Noug Seed Cake","Crop Byproduct",1058,"g",10
"507","BO1028","UMB + UTTS + concentrate","Wheat Bran","Crop Byproduct",2645,"g",25
"508","BO1029","T0 (100 CH)","Trifolium alexandrinum Dried","Forage Plants",454.55,"g",50
"509","BO1029","T1 (50CH:50DBV)","Trifolium alexandrinum Dried","Forage Plants",227.45,"g",25
"510","BO1029","T1 (50CH:50DBV)","Lima Bean Vein Dried","Crop Byproduct",227.45,"g",25
"511","BO1029","T2 (25CH:75DBV)","Trifolium alexandrinum Dried","Forage Plants",113.775,"g",12.5
"512","BO1029","T2 (25CH:75DBV)","Lima Bean Vein Dried","Crop Byproduct",341.325,"g",37.5
"513","BO1029","T3 (100DBV)","Lima Bean Vein Dried","Crop Byproduct",455.3,"g",50
"514","BO1031","Diet 1","Noug Seed Cake","Crop Byproduct",100,"g",11.9189511323004
"515","BO1031","Diet 2","Wheat Bran","Crop Byproduct",200,"g",36.4963503649635
"516","BO1031","Diet 2","Noug Seed Cake","Crop Byproduct",75,"g",13.6861313868613
"517","BO1031","Diet 2","Morus alba Leaves Crushed Dried","Forage Plants",86.55,"g",15.793795620438
"518","BO1031","Diet 3","Morus alba Leaves Crushed Dried","Forage Plants",173.1,"g",32.1150278293135
"519","BO1031","Diet 3","Wheat Bran","Crop Byproduct",150,"g",27.8293135435993
"520","BO1031","Diet 3","Noug Seed Cake","Crop Byproduct",50,"g",9.27643784786642
"521","BO1031","Diet 4","Wheat Bran","Crop Byproduct",100,"g",18.1488203266788
"522","BO1031","Diet 4","Morus alba Leaves Crushed Dried","Forage Plants",259.7,"g",47.1324863883848
"523","BO1031","Diet 4","Noug Seed Cake","Crop Byproduct",25,"g",4.53720508166969
"524","BO1031","Diet 5","Morus alba Leaves Crushed Dried","Forage Plants",346.2,"g",61.1660777385159
"525","BO1031","Diet 5","Wheat Bran","Crop Byproduct",50,"g",8.8339222614841
"526","BO1032","NSM0","Wheat Bran","Crop Byproduct",186.96,"g",11.4
"527","BO1032","NSM0","Soybean Ground","Crop Product",216.48,"g",13.2
"528","BO1032","NSM100","Black Cumin Seed Cake Crushed Dried","Crop Byproduct",251.16,"g",15.6
"529","BO1032","NSM100","Wheat Bran","Crop Byproduct",144.9,"g",9
"530","BO1032","NSM50","Black Cumin Seed Cake Crushed Dried","Crop Byproduct",126.36,"g",7.8
"531","BO1032","NSM50","Soybean Ground","Crop Product",106.92,"g",6.6
"532","BO1032","NSM50","Wheat Bran","Crop Byproduct",165.24,"g",10.2
"533","BO1032","NSM75","Wheat Bran","Crop Byproduct",158.4,"g",9.6
"534","BO1032","NSM75","Soybean Ground","Crop Product",54.45,"g",3.3
"535","BO1032","NSM75","Black Cumin Seed Cake Crushed Dried","Crop Byproduct",193.05,"g",11.7
"536","BO1033","Melon seed husk 10","Palm Kernel Cake Ground","Crop Byproduct",393,"g",10
"537","BO1033","Melon seed husk 10","Melon Seed Husk Ground","Crop Byproduct",393,"g",10
"538","BO1033","Melon seed husk 20","Melon Seed Husk Ground","Crop Byproduct",734,"g",20
"539","BO1033","Melon seed husk 5","Palm Kernel Cake Ground","Crop Byproduct",604.5,"g",15
"540","BO1033","Melon seed husk 5","Melon Seed Husk Ground","Crop Byproduct",201.5,"g",5
"541","BO1033","Melon seek husk 0","Palm Kernel Cake Ground","Crop Byproduct",942,"g",20
"542","BO1035","Bermuda Diet","Cynadon dactylon Dried","Forage Plants",416,"g",58.1005586592179
"543","BO1035","Elephant Diet","Pennisetum purpureum Dried","Forage Plants",400,"g",57.1428571428571
