B.Code,A.Level.Name,D.Item,D.Type,D.Amount,D.Unit.Amount,D.Unit.Time,D.Unit.Animals,DC.Is.Dry,D.Ad.lib,D.Item.Group,Source,Units,T.Animals,Out.WG.Start,Out.WG.Unit,basal_intake_status,Prediction_Source,Prediction_Source.from_AName,from_feed_intake,T.Name,T.Control
AG0087,Roasted DF 1.5%,Imported Concentrate,Other Feed,3.5,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.26373,kg,NA,NA,NA,FALSE,Roasted DF 1.5%,no
AG0087,Roasted DF 1.5%,Fish Ground Roasted,Animal,1.5,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.26373,kg,NA,NA,NA,FALSE,Roasted DF 1.5%,no
AG0087,Roasted DF 1.5%,Groundnut Cake,Crop Byproduct,12.01,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.26373,kg,NA,NA,NA,FALSE,Roasted DF 1.5%,no
AG0087,Roasted DF 1.5%,Sorghum Grain,Crop Product,54,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.26373,kg,NA,NA,NA,FALSE,Roasted DF 1.5%,no
AG0087,Roasted DF 3.5%,Sorghum Grain,Crop Product,54,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.27739,kg,NA,NA,NA,FALSE,Roasted DF 3.5%,no
AG0087,Roasted DF 3.5%,Groundnut Cake,Crop Byproduct,12.01,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.27739,kg,NA,NA,NA,FALSE,Roasted DF 3.5%,no
AG0087,Roasted DF 3.5%,Fish Ground Roasted,Animal,3.5,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.27739,kg,NA,NA,NA,FALSE,Roasted DF 3.5%,no
AG0087,Roasted DF 3.5%,Imported Concentrate,Other Feed,1.5,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.27739,kg,NA,NA,NA,FALSE,Roasted DF 3.5%,no
AG0087,Roasted DF 5%,Groundnut Cake,Crop Byproduct,12.01,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.28111,kg,NA,NA,NA,FALSE,Roasted DF 5%,no
AG0087,Roasted DF 5%,Fish Ground Roasted,Animal,5,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.28111,kg,NA,NA,NA,FALSE,Roasted DF 5%,no
AG0087,Roasted DF 5%,Sorghum Grain,Crop Product,54,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.28111,kg,NA,NA,NA,FALSE,Roasted DF 5%,no
AG0087,Sun dried DF 1.5%,Imported Concentrate,Other Feed,3.5,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.20602,kg,NA,NA,NA,FALSE,Sun dried DF 1.5%,no
AG0087,Sun dried DF 1.5%,Sorghum Grain,Crop Product,54,% Diet,NA,NA,Yes,NA,NA,livestock,% Diet;NA;NA,10,1.20602,kg,NA,NA,NA,FALSE,Sun dried DF 1.5%,no
