"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Item.Group","Source","Units","T.Animals","Out.WG.Start","Out.WG.Unit","basal_intake_status","Prediction_Source","Prediction_Source.from_AName","from_feed_intake","T.Name","T.Control","D.Item_raw","Ingredient_Category","Ingredient_Category_orig","Category_Source.x","Category_Source.y"
"62","AG0087","direct boiling df 5%","fish boiled ground","Animal",5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.17054,"kg",NA,NA,NA,FALSE,"Direct boiling DF 5%","no","fish boiled ground","Protein","Protein",NA,NA
"63","AG0087","indirect boiling df 1.5%","sorghum grain","Crop Product",54,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.16592,"kg",NA,NA,NA,FALSE,"Indirect boiling DF 1.5%","no","sorghum grain","High-starch","High-starch",NA,NA
"64","AG0087","indirect boiling df 1.5%","groundnut cake","Crop Byproduct",12.01,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.16592,"kg",NA,NA,NA,FALSE,"Indirect boiling DF 1.5%","no","groundnut cake","Protein","Protein",NA,NA
"65","AG0087","indirect boiling df 1.5%","fish boiled ground","Animal",1.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.16592,"kg",NA,NA,NA,FALSE,"Indirect boiling DF 1.5%","no","fish boiled ground","Protein","Protein",NA,NA
"66","AG0087","indirect boiling df 3.5%","groundnut cake","Crop Byproduct",12.01,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.15016,"kg",NA,NA,NA,FALSE,"Indirect boiling DF 3.5%","no","groundnut cake","Protein","Protein",NA,NA
"67","AG0087","indirect boiling df 3.5%","fish boiled ground","Animal",3.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.15016,"kg",NA,NA,NA,FALSE,"Indirect boiling DF 3.5%","no","fish boiled ground","Protein","Protein",NA,NA
"68","AG0087","indirect boiling df 3.5%","sorghum grain","Crop Product",53.97,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.15016,"kg",NA,NA,NA,FALSE,"Indirect boiling DF 3.5%","no","sorghum grain","High-starch","High-starch",NA,NA
"69","AG0087","indirect boiling df 3.5%","imported concentrate","Other Feed",1.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.15016,"kg",NA,NA,NA,FALSE,"Indirect boiling DF 3.5%","no","imported concentrate","Protein","Protein",NA,NA
"70","AG0087","indirect boiling df 5%","fish boiled ground","Animal",5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.16361,"kg",NA,NA,NA,FALSE,"Indirect boiling DF 5%","no","fish boiled ground","Protein","Protein",NA,NA
"71","AG0087","indirect boiling df 5%","groundnut cake","Crop Byproduct",12.01,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.16361,"kg",NA,NA,NA,FALSE,"Indirect boiling DF 5%","no","groundnut cake","Protein","Protein",NA,NA
"72","AG0087","indirect boiling df 5%","sorghum grain","Crop Product",54,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.16361,"kg",NA,NA,NA,FALSE,"Indirect boiling DF 5%","no","sorghum grain","High-starch","High-starch",NA,NA
"73","AG0087","indirect boiling df 5%","imported concentrate","Other Feed",3.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.16361,"kg",NA,NA,NA,FALSE,"Indirect boiling DF 5%","no","imported concentrate","Protein","Protein",NA,NA
"74","AG0087","roasted df 1.5%","imported concentrate","Other Feed",3.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.26373,"kg",NA,NA,NA,FALSE,"Roasted DF 1.5%","no","imported concentrate","Protein","Protein",NA,NA
"75","AG0087","roasted df 1.5%","fish ground roasted","Animal",1.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.26373,"kg",NA,NA,NA,FALSE,"Roasted DF 1.5%","no","fish ground roasted","Protein","Protein",NA,NA
"76","AG0087","roasted df 1.5%","groundnut cake","Crop Byproduct",12.01,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.26373,"kg",NA,NA,NA,FALSE,"Roasted DF 1.5%","no","groundnut cake","Protein","Protein",NA,NA
"77","AG0087","roasted df 1.5%","sorghum grain","Crop Product",54,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.26373,"kg",NA,NA,NA,FALSE,"Roasted DF 1.5%","no","sorghum grain","High-starch","High-starch",NA,NA
"78","AG0087","roasted df 3.5%","sorghum grain","Crop Product",54,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.27739,"kg",NA,NA,NA,FALSE,"Roasted DF 3.5%","no","sorghum grain","High-starch","High-starch",NA,NA
"79","AG0087","roasted df 3.5%","groundnut cake","Crop Byproduct",12.01,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.27739,"kg",NA,NA,NA,FALSE,"Roasted DF 3.5%","no","groundnut cake","Protein","Protein",NA,NA
"80","AG0087","roasted df 3.5%","fish ground roasted","Animal",3.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.27739,"kg",NA,NA,NA,FALSE,"Roasted DF 3.5%","no","fish ground roasted","Protein","Protein",NA,NA
"81","AG0087","roasted df 3.5%","imported concentrate","Other Feed",1.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.27739,"kg",NA,NA,NA,FALSE,"Roasted DF 3.5%","no","imported concentrate","Protein","Protein",NA,NA
"82","AG0087","roasted df 5%","groundnut cake","Crop Byproduct",12.01,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.28111,"kg",NA,NA,NA,FALSE,"Roasted DF 5%","no","groundnut cake","Protein","Protein",NA,NA
"83","AG0087","roasted df 5%","fish ground roasted","Animal",5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.28111,"kg",NA,NA,NA,FALSE,"Roasted DF 5%","no","fish ground roasted","Protein","Protein",NA,NA
"84","AG0087","roasted df 5%","sorghum grain","Crop Product",54,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.28111,"kg",NA,NA,NA,FALSE,"Roasted DF 5%","no","sorghum grain","High-starch","High-starch",NA,NA
"85","AG0087","sun dried df 1.5%","imported concentrate","Other Feed",3.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.20602,"kg",NA,NA,NA,FALSE,"Sun dried DF 1.5%","no","imported concentrate","Protein","Protein",NA,NA
"86","AG0087","sun dried df 1.5%","sorghum grain","Crop Product",54,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.20602,"kg",NA,NA,NA,FALSE,"Sun dried DF 1.5%","no","sorghum grain","High-starch","High-starch",NA,NA
"87","AG0087","sun dried df 1.5%","fish dried ground","Animal",1.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.20602,"kg",NA,NA,NA,FALSE,"Sun dried DF 1.5%","no","fish dried ground","Protein","Protein",NA,NA
