"","B.Code","A.Level.Name","D.Unit.Amount","Total_Amount"
"2538","EM1053","Diet C","kg",0.2639
"2539","EM1053","Diet D","kg",0.29025
"2540","EM1058","Treatment T1","kg",0.8869482
"2541","EM1059","Diet 1","kg",0.01371875
"2542","EM1059","Diet 2","kg",0.0136775
"2543","EM1059","Diet 3","kg",0.016135
"2544","EM1059","Diet 4","kg",0.01324
"2545","EM1060","Treatment T1","kg",0.00552533333333334
"2546","EM1060","Treatment T2","kg",0.00526066666666666
"2547","EM1060","Treatment T3","kg",0.00455333333333334
"2548","EM1060","Treatment T4","kg",0.00425066666666666
"2549","EM1061","BSF-based diet","kg",0.111940555555556
"2550","EM1061","Control Diet","kg",0.119514722222222
"2551","EM1062","Diet A M+V+C","kg",1.4941e-05
"2552","EM1062","Diet B M+C","kg",1.43038e-05
"2553","EM1062","Diet C V+C","kg",1.472345e-05
"2554","EM1062","Diet D","kg",1.44396e-05
"2555","EM1063","Treatment T1","kg",0.0105728571428571
"2556","EM1063","Treatment T2","kg",0.0131542857142857
"2557","EM1063","Treatment T3","kg",0.0135345571428571
"2558","EM1063","Treatment T4","kg",0.0129585714285714
"2559","EM1063","Treatment T5","kg",0.0134385714285714
"2560","EM1063","Treatment T6","kg",0.0131371428571429
"2561","EM1065","Treatment T1","kg",0.01413
"2562","EM1065","Treatment T2","kg",0.016136
"2563","EM1065","Treatment T3","kg",0.017904
"2564","EM1067","Control (A)","kg",0.00250982142857143
"2565","EM1067","Treatment 1(B)","kg",0.00249625
"2566","EM1067","Treatment 2 (C)","kg",0.00249375
"2567","EM1067","Treatment 3 (D)","kg",0.00249178571428571
"2568","EM1068","RFM","kg",0.005134
"2569","EM1068","RIM","kg",0.005132
"2570","EM1068","RTS","kg",0.005242
"2571","EM1069","Treatment T1","kg",0.0095769296
"2572","EM1070","Treatment T1","kg",0.006168
"2573","EM1070","Treatment T2","kg",0.006788
"2574","EM1070","Treatment T3","kg",0.0063
"2575","EM1070","Treatment T4","kg",0.006502
"2576","EM1073","GKA","kg",0.19986
"2577","EM1073","GKB","kg",0.17923
"2578","EM1073","GKC","kg",0.17029
"2579","EM1073","GKD","kg",0.17299
"2580","EM1076","CFM T1","kg",0.857166
"2581","EM1076","CFM T2","kg",0.849822
"2582","EM1076","CFM T3","kg",0.853658
"2583","EM1076","CFM T4","kg",0.84465
"2584","EM1078","Group T4","g",300
"2585","EM1090","Treatment T1","kg",0.70233
"2586","EM1090","Treatment T5","kg",0.73038
"2587","EM1093","Treatment T1","kg",7.35
"2588","EM1093","Treatment T2","kg",7.35
"2589","EM1093","Treatment T3","kg",7.35
"2590","EM1095","Treatment T1","g",100
"2591","EM1095","Treatment T2","g",100
"2592","EM1095","Treatment T3","g",200
"2593","EM1095","Treatment T4","g",200
"2594","EM1095","Treatment T5","g",300
"2595","EM1095","Treatment T6","g",300
"2596","EM1096","RCNS A","kg",0.45637
"2597","EM1096","RCNS B","kg",0.40216
"2598","EM1096","RCNS C","kg",0.29457
"2599","EM1096","RCNS D","kg",0.20769
"2600","EM1098","Treatment T1","kg",2.87166666666667
"2601","EM1098","Treatment T2","kg",2.62020000000001
"2602","EM1098","Treatment T3","kg",2.71333333333333
"2603","EM1100","Control PKC","kg",0.54414
"2604","EM1104","CR50","kg",0.2354
"2605","EM1104","Control","kg",0.228
"2606","EM1104","SB50","kg",0.2352
"2607","EO0027","Reference diet","kg",3.64166666666667e-08
"2608","EO0032","100% concentrate","kg",0.349239903552969
"2609","EO0032","25%concentrate+75% leaf meal","kg",0.743169234535513
"2610","EO0032","50%concentrate+50% leaf meal","kg",0.608726558941148
"2611","EO0032","75% concentrate+25% leaf meal","kg",0.438400848206202
"2612","EO0041","PL22","kg",9.95
"2613","EO0041","PL35","kg",9.28
"2614","EO0041","PL45","kg",8.69
"2615","EO0041","PLO","kg",9.72
"2616","EO0046","0% CFL","kg",0.30753
"2617","EO0046","10% CFL","kg",0.36793
"2618","EO0046","20% CFL","kg",0.45574
"2619","EO0046","30% CFL","kg",0.38563
"2620","EO0047","PP0-0%","kg",0.116116
"2621","EO0047","PP10-10%","kg",0.115115
"2622","EO0047","PP20-20%","kg",0.123123
"2623","EO0047","PP30-30%","kg",0.012012
"2624","EO0067","Supplements","g",2000
"2625","EO0086","0JKM1","kg",0.1393392
"2626","EO0086","0JKM2","kg",0.0187187
"2627","EO0086","4JKM1","kg",0.0552
"2628","EO0086","8JKM1","kg",0.0234
"2629","EO0086","8JKM2","kg",0.0031031
"2630","HK0005","FSS Con","kg",0.0383
"2631","HK0005","FSS1","kg",0.0383
"2632","HK0005","FSS2","kg",0.0381
"2633","HK0005","FSS3","kg",0.0379
"2634","HK0006","D1 No F.polita","kg",0.0213888510723077
"2635","HK0006","D2 30 F.polita","kg",0.0214451781619275
"2636","HK0006","D3  60 F.polita","kg",0.0231397083503506
"2637","HK0006","D4 90 F.polita","kg",0.0223670297118747
"2638","HK0014","D1 No Macuna Bundle 1","kg",0.04892
"2639","HK0014","D2 5% Treated Macuna Bundle 1","kg",0.0644154
"2640","HK0014","D2 5% Treated Macuna Bundle 2","kg",0.0644154
"2641","HK0014","D3 5% Raw Macuna Bundle 1","kg",0.0773906
"2642","HK0014","D3 5% Raw Macuna Bundle 2","kg",0.0773906
"2643","HK0014","D4 10% Treated Macuna Bundle 1","kg",0.04292
"2644","HK0014","D5 15% Treated Macuna Bundle 1","kg",0.03641
"2645","HK0017","0% Animal  Protein Mixture","kg",0.000160357142857143
"2646","HK0017","100% Animal Protein Mixture","kg",0.000225540303571428
"2647","HK0017","25% Animal Protein Mixture","kg",0.00029354725
"2648","HK0017","50% Animal Protein Mixture","kg",0.000307876214285713
"2649","HK0017","75% Animal Protein Mixture","kg",0.000271306142857143
"2650","HK0044.1","Diet with 0% UCSM 1","kg",7.08
"2651","HK0044.1","Diet with 10% UCSM 1","kg",7.56
"2652","HK0044.1","Diet with 20% UCSM 1","kg",7.52
"2653","HK0044.1","Diet with 30% UCSM 1","kg",7.32
"2654","HK0045","OB2","kg",7.0967261904762e-06
"2655","HK0045","OB3","kg",1.46309523809524e-05
"2656","HK0045","OB4","kg",2.25874999999999e-05
"2657","HK0045","OB5","kg",2.74880952380952e-05
"2658","HK0045","WL6","kg",6.7842261904762e-06
"2659","HK0045","WL7","kg",1.32339285714286e-05
"2660","HK0045","WL8","kg",2.07633928571429e-05
"2661","HK0045","WL9","kg",2.61309523809524e-05
"2662","HK0082","CHM1","kg",1.2252
"2663","HK0082","CHM2","kg",1.166
"2664","HK0082","CHM3","kg",1.4714
"2665","HK0082","CHM4","kg",1.4788
"2666","HK0082","Diet Con","kg",1.146
"2667","HK0102.2","Diet Con","kg",0.07146425
"2668","HK0102.2","PKM1","kg",0.0717641
"2669","HK0102.2","PKM2","kg",0.0721639
"2670","HK0102.2","PKM3","kg",0.0727636
"2671","HK0102.2","PKM4","kg",0.0727636
"2672","HK0102.2","PKM5","kg",0.0729635
"2673","HK0107","0% Palm Oil","kg",1.382
"2674","HK0107","12% Palm Oil","kg",1.081
"2675","HK0107","16% Palm Oil","kg",1.147
"2676","HK0107","4% Palm Oil","kg",1.414
"2677","HK0107","8% Palm Oil","kg",1.325
"2678","HK0108","0% Leucaena Diet","kg",0.13789
"2679","HK0108","15% Leucaena Diet","kg",0.17989
"2680","HK0108","30% Leucaena Diet","kg",0.13761
"2681","HK0108","45% Leucaena Diet","kg",0.23514
"2682","HK0129","BDG1","kg",4.042828
"2683","HK0129","BDG2","kg",3.48041
"2684","HK0129","BDG3","kg",2.98
"2685","HK0129","Diet Con","kg",4.77
"2686","HK0171","Ration A1","kg",0.24
"2687","HK0171","Ration A2","kg",0.47
"2688","HK0171","Ration B1","kg",0.21
"2689","HK0171","Ration B2","kg",0.3
"2690","HK0171","Ration C1","kg",0.23
"2691","HK0171","Ration C2","kg",0.42
"2692","HK0250","Supplementation - calves","g",2275
"2693","HK0250","Supplementation - dam","g",2275
"2694","HK0270","Supplement Diet","g",22000
"2695","HK0288","Maize Only","kg",0.4
"2696","HK0288","Sorghum Only","kg",0.361
"2697","HK0327.1","LH WH2 B1","g",1e+06
"2698","HK0329","DC0","kg",1.6
"2699","HK0329","DC100","kg",1.552
"2700","HK0329","DC150","kg",1.47
"2701","HK0329","DC200","kg",1.41858
"2702","HK0331","Diet Con","kg",0.00070049
"2703","HK0331","KLM 1","kg",0.000629811
"2704","HK0331","KLM 2","kg",0.000579478
"2705","HK0331","KLM 3","kg",0.00054923
"2706","HK0331","KLM 4","kg",0.000517608
"2707","HK0331","MLM 1","kg",0.00069622
"2708","HK0331","MLM 2","kg",0.000546645
"2709","HK0331","MLM 3","kg",0.000516048
"2710","HK0331","MLM 4","kg",0.00044775
"2711","HK0346","CM Bundle1","g",25
"2712","HK0346","CM Bundle2","g",25
"2713","JO1001","SAM","kg",0.13072
"2714","JO1009","MS","kg",0.389
"2715","JO1009","MT","kg",0.1335
"2716","JO1009","UMT","kg",0.5014
"2717","JO1009","UT","kg",0.4451
"2718","JO1010","Control","kg",0.3472
"2719","JO1011","LL100","g",100
"2720","JO1011","LL50","g",50
"2721","JO1011","LL75","g",75
"2722","JO1011","MO40","g",40
"2723","JO1011","MO60","g",60
"2724","JO1011","MO80","g",80
"2725","JO1017","R1","kg",0.67613
"2726","JO1017","R2","kg",0.67313
"2727","JO1017","R3","kg",0.67088
"2728","JO1017","R4","kg",0.66638
"2729","JO1020","Ration 1","kg",0.7262
"2730","JO1020","Ration 2","kg",0.4464
"2731","JO1020","Ration 3","kg",0.4394
"2732","JO1020","Ration 4","kg",0.7306
"2733","JO1021","Afzelia africa","kg",0.242
"2734","JO1021","Annona senegalensis","kg",0.2388
"2735","JO1021","Arachis hypogaea","kg",0.2271
"2736","JO1021","Ficus gnaphalocarpa","kg",0.2649
"2737","JO1021","Pericopsis laxiflo","kg",0.2081
"2738","JO1021","Pterocarpus erinace","kg",0.1918
"2739","JO1022","Feed 1","kg",1.08450622
"2740","JO1022","Feed 2","kg",0.96525
"2741","JO1022","Feed 3","kg",0.8732766
"2742","JO1022","Feed 4","kg",0.79295842
"2743","JO1022","Feed 5","kg",0.712
"2744","JO1024","T1 300CPH","kg",0.68711
"2745","JO1024","T5 300WB","kg",0.67347
"2746","JO1025","SPV 0","kg",6.8
"2747","JO1028","T1 Feed","kg",1.05768
"2748","JO1028","T2 Feed","kg",1.07776
"2749","JO1028","T3 Feed","kg",1.12388
"2750","JO1030","Diet A","kg",0.9
"2751","JO1030","Diet B","kg",0.96
"2752","JO1030","Diet C","kg",1
"2753","JO1031","GF","kg",0.2368
"2754","JO1032","Diet WS40","kg",7.38
"2755","JO1032","Diet WS60","kg",7.03
"2756","JO1032","Diet WS80","kg",6.91
"2757","JO1035","Fattening Ac Feed","g",500
"2758","JO1035","Fattening Ba Feed","g",500
"2759","JO1035","Suckling Ac Feed","g",300
"2760","JO1035","Suckling Ba Feed","g",400
"2761","JO1037","20gFSF/KG Feed","kg",0.505395
"2762","JO1037","40gFSF/KG Feed","kg",0.65583
"2763","JO1037","60gFSF/KG Feed","kg",0.623868
"2764","JO1039.1","IQR Feed","kg",1.55
"2765","JO1046","Untreated Barley Straw","kg",6.2
"2766","JO1047","EMWS T4","kg",3.55
"2767","JO1047","ULTWS T3","kg",3.67
"2768","JO1047","UMTWS T2","kg",3.12
"2769","JO1047","UWS T1","kg",3.03
"2770","JO1048","F1 Control","kg",0.37787
"2771","JO1048","F2 25","kg",0.37276
"2772","JO1048","F3 50","kg",0.3912
"2773","JO1048","F4 75","kg",0.34698
"2774","JO1048","F5 100","kg",0.31863
"2775","JO1054","T1 CFM60 BH15 DRS25","kg",0.8064
"2776","JO1054","T2 CFM60 BH15 CSL25","kg",0.6846
"2777","JO1054","T3 CFM60 BH15 UR25","kg",0.6048
"2778","JO1055","Feed 1 BSC10","kg",1.53
"2779","JO1055","Feed 2 BSC15","kg",1.65
"2780","JO1055","Feed 3 MOC10","kg",1.65
"2781","JO1055","Feed 4 MOC15","kg",1.47
"2782","JO1058","Diet 1","kg",0.07
"2783","JO1058","Diet 2","kg",0.07
"2784","JO1058","Diet 3","kg",0.08
"2785","JO1058","Diet 4","kg",0.0833333333333334
"2786","JO1058","Diet 5","kg",0.0866666666666666
"2787","JO1059","SCM 10","kg",0.811904761904761
"2788","JO1059","SCM 15","kg",0.869345238095239
"2789","JO1059","SCM 20","kg",0.867857142857143
"2790","JO1061","CA Diet","kg",0.734
"2791","JO1061","Control","kg",0.83
"2792","JO1061","OG Diet","kg",0.75
"2793","JO1061","OG VA Diet","kg",0.8564
"2794","JO1061","VA CA Diet","kg",0.687
"2795","JO1065","Intervention diet","kg",8.24
"2796","JO1065","Untreated Diet","kg",6.14
"2797","JO1066","BC","g",140
"2798","JO1066","BC2A","g",2140
"2799","JO1066","BC4A","g",4140
"2800","JO1067","Diet 1","kg",0.76038
"2801","JO1067","Diet 2","kg",0.750375
"2802","JO1067","Diet 3","kg",0.770385
"2803","JO1067","Diet 4","kg",0.750375
"2804","JO1067","Diet 5","kg",0.8004
"2805","JO1068","Control","kg",0.045011665
"2806","JO1068","Diet 2","kg",0.04183615
"2807","JO1068","Diet 3","kg",0.038459015
"2808","JO1068","Diet 4","kg",0.03287322
"2809","JO1069","0 Inclusion","kg",0.09142
"2810","JO1069","5 inclusion","kg",0.08871
"2811","JO1071","Treatment 1","kg",0.01808
"2812","JO1071","Treatment 2","kg",0.01795
"2813","JO1071","Treatment 3","kg",0.01842
"2814","JO1071","Treatment 4","kg",0.01869
"2815","JO1072","15FGMPP","kg",3.15
"2816","JO1072","15UGMPP","kg",3.23
"2817","JO1072","30FGMPP","kg",3.02
"2818","JO1072","30UGMPP","kg",3.41
"2819","JO1072","Control","kg",2.95
"2820","JO1073","G0","kg",0.1684
"2821","JO1073","G25","kg",0.1738
"2822","JO1073","G50","kg",0.1698
"2823","JO1073","G75","kg",0.1832
"2824","JO1074","URS AL Adults","g",200
"2825","JO1074","URS AL Lambs","kg",0.4409
"2826","JO1074","URS FE Adults","g",200
"2827","JO1074","URS MO Adults","g",200
"2828","JO1074","URS MO Lambs","kg",0.4874
"2829","JO1078","Control","kg",0.0603705
"2830","JO1078","Mistletoe","kg",0.0771435
"2831","JO1078","Moringa","kg",0.06014004
"2832","JO1078","Phyllanthus","kg",0.077469
"2833","JO1080","Diet 1","kg",0.921844216071238
"2834","JO1080","Diet 2","kg",1.0327808941054
"2835","JO1080","Diet 3","kg",1.07411128295707
"2836","JO1080","Diet 4","kg",1.09093296139092
"2837","JO1080","Diet 5","kg",1.13133203916114
"2838","JO1081","Diet 1","g",1500
"2839","JO1081","Diet 2","g",1500
"2840","JO1081","Diet 3","g",1500
"2841","JO1081","Diet 4","g",1500
"2842","JO1083","Diet 1","g",400
"2843","JO1083","Diet 2","g",400
"2844","JO1083","Diet 3","g",400
"2845","JO1083","Diet 4","g",400
"2846","JO1083","Diet 5","g",400
"2847","JO1084","Diet 3","g",500
"2848","JO1085","MKCD","kg",0.8730068
"2849","JO1085","SCD","kg",0.9140531
"2850","JO1087","Diet 1","kg",0.10667
"2851","JO1089","Ration 1","kg",0.865
"2852","JO1089","Ration 2","kg",0.894
"2853","JO1089","Ration 3","kg",0.902
"2854","JO1094","Diet 1","kg",1.05768
"2855","JO1094","Diet 2","kg",1.07768
"2856","JO1094","Diet 3","kg",1.12389
"2857","JO1097","Diet 1","kg",13.69
"2858","JO1097","Diet 2","kg",13.73
"2859","JO1097","Diet 3","kg",13.72
"2860","JO1097","Diet 4","kg",14.23
"2861","JS0048","A. S. pods","kg",0.939
"2862","JS0048","P.L leaves","kg",0.796
"2863","JS0048","P.L pods","kg",0.742
"2864","JS0048","T Con","kg",0.662
"2865","JS0119","100% Cull Date","kg",0.735
"2866","JS0119","50% Cull Date","kg",0.62984
"2867","JS0119","75% Cull Date","kg",0.665
"2868","JS0119","No Cull Date","kg",0.71566
"2869","JS0123","Diet Con","kg",0.14998
"2870","JS0123","JCSM1","kg",0.14137
"2871","JS0123","JCSM2","kg",0.1
"2872","JS0123","JCSM3","kg",0.09301
"2873","JS0123","JCSM4","kg",0.09
"2874","JS0124","Spirulina1","kg",0.000208333333333332
"2875","JS0124","Spirulina2","kg",0.000216666666666667
"2876","JS0124","Spirulina3","kg",0.000219047619047619
"2877","JS0124","Spirulina4","kg",0.000201190476190476
"2878","JS0124","Spirulina5","kg",2e-04
"2879","JS0139","Con Basal","kg",0.00165857142857143
"2880","JS0139","FM SB Substitution1","kg",0.00174
"2881","JS0139","FM SB Substitution2","kg",0.00181714285714286
"2882","JS0139","FM SB Substitution3","kg",0.00178571428571429
"2883","JS0139","FM SB Substitution4","kg",0.00162642857142857
"2884","JS0147","Diet Con","kg",1.25
"2885","JS0147","GM2 C","kg",1.45
"2886","JS0147","GM3 D","kg",1.2
"2887","JS0147","GM4 E","kg",1.16
"2888","JS0167","Broiler Litter1","kg",2.9
"2889","JS0167","Broiler Litter2","kg",2.73
"2890","JS0167","Broiler Litter3","kg",2.99
"2891","JS0167","Con","kg",2.55
"2892","JS0172","AH + CC","kg",1.09
"2893","JS0172","DE + CC","kg",1.07
"2894","JS0172","GS + CC","kg",1.81
"2895","JS0176","LLM 1.2","g",4800
"2896","JS0176","LLM 2","g",5600
"2897","JS0176","LLM 2.6","g",6200
"2898","JS0177","L3","kg",0.1052
"2899","JS0177","PP2","kg",0.1262
"2900","JS0177","S4","kg",0.0994
"2901","JS0192","H","kg",0.1082
"2902","JS0192","HL1","kg",0.1585
"2903","JS0192","HL2","kg",0.2157
"2904","JS0192","HL3","kg",0.1989
"2905","JS0197","R1 0DLL","kg",0.6530795
"2906","JS0197","R2 15DLL","kg",0.6713545
"2907","JS0197","R3 30DLL","kg",0.6906655
"2908","JS0197","R4 45DLL","kg",0.679985
"2909","JS0207","Bundle 1 Untreated Straw","kg",0.357
"2910","JS0207","Bundle 2 Untreated Staw +Hay","kg",0.426
"2911","JS0207","Bundle 2 Untreated Straw","kg",0.357
"2912","JS0207","Bundle 4 Untreated Straw + Hay","kg",0.426
"2913","JS0210.1","15% Marejea Hay","kg",0.7402
"2914","JS0210.1","30% Marejea Hay","kg",0.7379
"2915","JS0210.1","45% Marejea Hay","kg",0.7268
"2916","JS0210.1","No Marejea Hay","kg",0.7485
"2917","JS0226","Cenchrus ciliaris Diet","kg",1.41412
"2918","JS0226","Millet Forage Diet","kg",1.34134
"2919","JS0226","Sorghum Forage Diet","kg",1.33702
"2920","JS0226","Veldt Grass Diet","kg",1.38668
"2921","JS0230","D Con Lucerne","kg",2.71680548673573
"2922","JS0230","Euclea schimperi","kg",0.7339
"2923","JS0243","CSC","kg",0.185878851163126
"2924","JS0243","LSC","kg",0.243136175851767
"2925","JS0249","200 g CM","kg",1.0264
"2926","JS0249","300 g CM","kg",1.1195
"2927","JS0249","400 g CM","kg",1.0982
"2928","JS0262","T2 Wheat Bran","kg",0.788
"2929","JS0262","T5 Noug Seed Meal","kg",0.6658
"2930","JS0265","Bundle 2 Fresh Leucaena","kg",0.707
"2931","JS0265","Cotton Seed Cake Diet Bundle 1","kg",0.761
"2932","JS0265","Dry Sesbania  Diet Bundle 1","kg",0.766
"2933","JS0265","Fresh Leucaena Diet Bundle 1","kg",0.707
"2934","JS0269.1","D2 Native Hay and 345g Alfafa Hay","kg",0.278
"2935","JS0269.1","D3 Native Hay and 387g Cowpea Hay","kg",0.312
"2936","JS0269.1","D4 Native Hay and 302 g  A. brevispica Leaves","kg",0.215
"2937","JS0269.1","D5 Native Hay and 365 g A. tortilis Fruits","kg",0.307
"2938","JS0269.2","T2 Grazing and 567 g Alfafa hay","kg",0.438
"2939","JS0269.2","T3 Grazing and 662 g Cowpea hay","kg",0.423
"2940","JS0269.2","T4 Grazing and 473 g A.brevispica Leaves.","kg",0.3
"2941","JS0269.2","T5 Grazing and 616 g A.tortilis Fruits","kg",0.463
"2942","JS0271","Mixture C","kg",0.614
"2943","JS0281","Diet1","kg",0.432687742655857
"2944","JS0281","Diet2","kg",0.479242752941613
"2945","JS0281","Diet3","kg",0.383394202353291
"2946","JS0289.1","Teff + 150 g Wheat Bran","kg",0.643290368256213
"2947","JS0289.1","Teff + 200g S. Sesban","kg",0.682027293778718
"2948","JS0289.1","Teff + 400 g S. Sesban","kg",0.763714190457322
"2949","JS0289.2","Teff + 150 g Wheat Bran","kg",0.489192854280533
"2950","JS0289.2","Teff + 200g S. Sesban","kg",0.530757038339098
"2951","JS0289.2","Teff + 400 g S. Sesban","kg",0.622067638500238
"2952","JS0290","Goetzei","kg",0.745
"2953","JS0290","Lablab","kg",0.698
"2954","JS0290","Leucaena","kg",0.702
"2955","JS0290","Sesban1","kg",0.674
"2956","JS0290","Sesban2","kg",0.694
"2957","JS0290","Sesban3","kg",0.707
"2958","JS0290","Sesban4","kg",0.742
"2959","JS0290","Sesban5","kg",0.731
"2960","JS0290","Sesban6","kg",0.738
"2961","JS0290","Tagasaste","kg",0.722
"2962","JS0291","Leucocephala 1","kg",0.558008232026637
"2963","JS0291","Leucocephala 2","kg",0.590679849571471
"2964","JS0291","Leucocephala 3","kg",0.615232808369693
"2965","JS0291","Leucocephala 4","kg",0.607318718573484
"2966","JS0291","Pallida 1","kg",0.533760799929482
"2967","JS0291","Pallida 2","kg",0.577412459936689
"2968","JS0291","Pallida 3","kg",0.586466266801879
"2969","JS0291","Pallida 4","kg",0.558627678187866
"2970","JS0291","Palmensis 1","kg",0.55278020351133
"2971","JS0291","Palmensis 2","kg",0.610593043600691
"2972","JS0291","Palmensis 3","kg",0.668956928297192
"2973","JS0291","Palmensis 4","kg",0.679420484248875
"2974","JS0291","Sesban 1","kg",0.579224884044524
"2975","JS0291","Sesban 2","kg",0.586057941515356
"2976","JS0291","Sesban 3","kg",0.623584384953897
"2977","JS0291","Sesban 4","kg",0.656062738336913
"2978","JS0295","Diet Con","kg",0.000431428571428571
"2979","JS0295","RCP 1","kg",0.000432857142857144
"2980","JS0295","RCP 2","kg",0.000424285714285714
"2981","JS0295","RCP 3","kg",0.000412857142857143
"2982","JS0295","RCP 4","kg",0.000397142857142858
"2983","JS0311","L.leucocephala","kg",0.35
"2984","JS0311","Poultry waste-DPW","kg",0.26
"2985","JS0316","Con Mix Bundle2","kg",0.536
"2986","JS0316","Mixture Bundle1","kg",0.536
"2987","JS0316","Sesbania 1 Bundle2","kg",0.54605
"2988","JS0316","Sesbania 2 Bundle2","kg",0.55007
"2989","JS0324.1","Acacia tortilis 1","g",3000
"2990","JS0324.1","Acacia tortilis 2","g",3000
"2991","JS0324.1","Acacia tortilis 3","g",3000
"2992","JS0324.1","Con","g",3000
"2993","JS0324.2","Con Bundle1","g",3000
"2994","JS0324.2","Con Bundle2","g",3000
"2995","JS0324.2","Faidherbia albida 1 Bundle1","g",3000
"2996","JS0324.2","Faidherbia albida 2 Bundle1","g",3000
"2997","JS0324.2","Faidherbia albida 3 Bundle2","g",3000
"2998","JS0342","0% BSC","kg",0.04074
"2999","JS0342","100% BSC","kg",0.04171
"3000","JS0342","25% BSC","kg",0.04171
"3001","JS0342","75% BSC","kg",0.041225
"3002","JS0343","Con","kg",0.1997
"3003","JS0343","PE1","kg",0.2775
"3004","JS0343","PE2","kg",0.28
"3005","JS0343","PE3","kg",0.2819
"3006","JS0343","PE4","kg",0.1971
"3007","JS0370","FishMeal Con","kg",0.000102142857142857
"3008","JS0370","Spirulina One","kg",0.000111071428571429
"3009","JS0370","Spirulina Three","kg",0.000114285714285714
"3010","JS0370","Spirulina Two","kg",0.00013875
"3011","LM0020","Supplementation","g",600
"3012","LM0101","T1 Sorghum treated B1","g",1050
"3013","LM0101","T1 Sorghum treated B2","g",1000
"3014","LM0101","T2 Poultry L B2","g",1500
"3015","LM0101","T2 Poultry L B3","g",1500
"3016","LM0101","T3 Untreated sorghum B1","kg",1.1
"3017","LM0101","T3 Untreated sorghum B3","kg",1.1
"3018","LM0114","Bundle 1 0 WS","kg",1.521
"3019","LM0114","Bundle 1 13 WS","kg",1.339
"3020","LM0114","Bundle 1 19.5 WS","kg",1.263
"3021","LM0114","Bundle 1 26 WS","kg",1.201
"3022","LM0114","Bundle 1 6.5 WS","kg",1.426
"3023","LM0114","Bundle 2 26 AWS","kg",1.152
"3024","LM0114","Bundle 2 26 WS","kg",1.201
"3025","LM0126","A. karroo Diet","g",1800
"3026","LM0126","Sunflower Cake Diet","g",650
"3027","LM0138","Fish Meal Con","kg",0.11378
"3028","LM0138","Hatchery Waste Meal1","kg",0.11825
"3029","LM0138","Hatchery Waste Meal2","kg",0.10817
"3030","LM0138","Hatchery Waste Meal3","kg",0.10397
"3031","LM0248","HB","kg",0.982
"3032","LM0248","HB2","kg",0.982
"3033","LM0248","HG","kg",1.108
"3034","LM0248","HG1","kg",1.108
"3035","LM0248","HGB","kg",1.02
"3036","LM0248","HGB1","kg",1.02
"3037","LM0260","Calliandra","g",85000
"3038","LM0261","10% Calliandra Trial","kg",0.151
"3039","LM0261","5% Calliandra Trial","kg",0.127
"3040","LM0261","7.5% Calliandra Trial","kg",0.139
"3041","LM0261","No Calliandra Trial","kg",0.129
"3042","LM0266","brevispica4","kg",0.3603
"3043","LM0266","brownii5","kg",0.288
"3044","LM0266","discolor6","kg",0.3063
"3045","LM0266","nilotica3","kg",0.417
"3046","LM0266","tortilis2","kg",0.432
"3047","LM0277.1","0% Poultry Waste","kg",0.0865534693877552
"3048","LM0277.1","05% ODPW","kg",0.0878057142857143
"3049","LM0277.1","05% SDPW","kg",0.0905436734693877
"3050","LM0277.1","10% ODPW","kg",0.0871689795918367
"3051","LM0277.1","10% SDPW","kg",0.088675918367347
"3052","LM0277.1","15% ODPW","kg",0.091244081632653
"3053","LM0277.1","15% SDPW","kg",0.0885273469387755
"3054","LM0277.1","20% ODPW","kg",0.0911480653061225
"3055","LM0277.1","20% SDPW","kg",0.0975047142857143
"3056","LM0289","Control","kg",0.527
"3057","LM0289","MP","kg",0.669
"3058","LM0289","MP + MSK","kg",0.617
"3059","LM0289","MP + MSK + UB","kg",0.733
"3060","LM0289","MSK","kg",0.567
"3061","LM0312","Con","kg",0.0001525
"3062","LM0312","MBM1","kg",0.000156964285714286
"3063","LM0312","MBM2","kg",0.000176071428571429
"3064","LM0312","MBM3","kg",0.000201607142857143
"3065","LM0329","Con","kg",1.381604
"3066","LM0329","Seca1","kg",1.411814
"3067","LM0329","Seca2","kg",1.33931
"3068","LM0336","CM0","kg",1.162746
"3069","LM0336","CM100","kg",1.14287
"3070","LM0336","CM25","kg",1.202498
"3071","LM0336","CM50","kg",1.183812
"3072","LM0336","CM75","kg",1.14287
"3073","LM0351","Diet CAAS","kg",1.2181
"3074","LM0351","Diet CCCS","kg",1.2824
"3075","LM0351","Diet CLLS","kg",1.2869
"3076","LM0351","Diet CMAS","kg",1.1204
"3077","NJ0013","Group C","kg",0.305
"3078","NJ0013","Group GH","kg",0.591
"3079","NJ0016","Beef survival meal Y1","g",1042.85714285714
"3080","NJ0016","Beef survival meal Y2","g",1042.85714285714
"3081","NJ0016","Beef survival meal Y3","g",1042.85714285714
"3082","NJ0016","Leucaena leucocephala Y1","g",1042.85714285714
"3083","NJ0016","Leucaena leucocephala Y2","g",1042.85714285714
"3084","NJ0016","Leucaena leucocephala Y3","g",1042.85714285714
"3085","NJ0016","Urea-treated Maize strover Y1","g",1042.85714285714
"3086","NJ0016","Urea-treated Maize strover Y2","g",1042.85714285714
"3087","NJ0016","Urea-treated Maize strover Y3","g",1042.85714285714
"3088","NJ0027","CM","kg",0.093173871
"3089","NJ0027","CMEnz","kg",0.094885848
"3090","NJ0027","CMEnzPh","kg",0.097038125
"3091","NJ0027","CMPh","kg",0.095699839
"3092","NJ0027","Control","kg",0.1050168
