"","B.Code","A.Level.Name","D.Unit.Amount","Total_Amount"
"3093","NJ0032","SB-0","kg",0.8455
"3094","NJ0032","SB-10","kg",0.907618
"3095","NJ0032","SB-15","kg",0.943102
"3096","NJ0032","SB-20","kg",0.955486
"3097","NJ0032","SB-5","kg",0.8710185
"3098","NJ0047","T1","kg",0.109395348837209
"3099","NJ0047","T2","kg",0.119488372093023
"3100","NJ0047","T3","kg",0.0993023255813953
"3101","NJ0047","T4","kg",0.0963720930232558
"3102","NN0021","GH200","kg",0.766
"3103","NN0021","GH400","kg",0.879
"3104","NN0021","GH600","kg",1.028
"3105","NN0021","GHMB","kg",1.11
"3106","NN0021","GHWB","kg",1.171
"3107","NN0022","150g/day","g",150
"3108","NN0022","300g/day","g",300
"3109","NN0022","450g/day","g",450
"3110","NN0034","UNTS + CS","kg",0.389722674713997
"3111","NN0081","C","g",500
"3112","NN0081","OC-FB-0.25C","g",818.998278702215
"3113","NN0081","OC-FB-0.5C","g",992.167825038873
"3114","NN0081","TP-FB-0.25C","g",849.327252321592
"3115","NN0081","TP-FB-0.5C","g",1028.7409991093
"3116","NN0085","U0","kg",6.81353888888887e-05
"3117","NN0085","U1","kg",6.64991666666666e-05
"3118","NN0085","U2","kg",6.31161666666667e-05
"3119","NN0085","U3","kg",6.88982222222222e-05
"3120","NN0092.1","Cac-FL","g",400
"3121","NN0092.2","C130","g",600
"3122","NN0092.2","C260","g",300
"3123","NN0137.1","DGCM 0.05","kg",2.8644315
"3124","NN0137.1","DGSM 0","kg",2.798
"3125","NN0137.1","DGSM 0.1","kg",2.850848
"3126","NN0137.1","DGSM 0.15","kg",2.8713005
"3127","NN0137.1","DGSM 0.2","kg",2.849688
"3128","NN0137.2","DGSM 0","kg",4.2002289
"3129","NN0137.2","DGSM 2","kg",4.3822695
"3130","NN0137.2","DGSM 4","kg",3.9916692
"3131","NN0137.2","DGSM 6","kg",3.865023
"3132","NN0137.3","Control","kg",4.34
"3133","NN0137.3","DGSM 1.5 Finisher","kg",4.19
"3134","NN0137.4","DGSM 0","kg",1.395
"3135","NN0137.4","DGSM 2","kg",1.3952546
"3136","NN0137.4","DGSM 4","kg",1.3387322
"3137","NN0137.4","DGSM 6","kg",1.4069842
"3138","NN0156","Meal","kg",2.376
"3139","NN0156","Whole-grain","kg",2.19
"3140","NN0180.2","Control","kg",0.1865625
"3141","NN0180.2","DB","kg",0.161764125
"3142","NN0180.2","DB + PHS","kg",0.1295375
"3143","NN0191.2","1000g Goat","kg",0.326708681899726
"3144","NN0191.2","1000g Sheep","kg",0.368449343335866
"3145","NN0191.2","500g Goat","kg",0.296875595133827
"3146","NN0191.2","500g Sheep","kg",0.324020940189337
"3147","NN0196","A. angustissima 15132","kg",0.5769
"3148","NN0196","L. pallida 14203","kg",0.6041
"3149","NN0196","S. sesban 1198","kg",0.5846
"3150","NN0196","S. sesban 15019","kg",0.5916
"3151","NN0196","SS 1198 + AA 15132","kg",0.5949
"3152","NN0196","SS 1198 + LP 14203","kg",0.6259
"3153","NN0196","SS 15019 + AA 15132","kg",0.6062
"3154","NN0196","SS 15019 + LP 14203","kg",0.5988
"3155","NN0196","Wheat bran (control)","kg",0.5546
"3156","NN0197","LAB (10.5g DM/kg LW)","kg",0.5685
"3157","NN0197","LP1 (8.3g DM/kg LW)","kg",0.5991
"3158","NN0197","LP2 (11g DM/kg LW)","kg",0.6036
"3159","NN0197","LP3 (13.3g DM/kg LW)","kg",0.6338
"3160","NN0197","SS1 (8.2g DM/kg LW)","kg",0.5798
"3161","NN0197","SS2 (10.9g DM/kg LW)","kg",0.6128
"3162","NN0200","NSM","kg",0.702
"3163","NN0200","RB","kg",0.7203
"3164","NN0201","Lablab, maize","kg",0.309
"3165","NN0201","Lablab, no maize","kg",0.217
"3166","NN0201","Sesbania, maize","kg",0.308
"3167","NN0201","Sesbania, no maize","kg",0.218
"3168","NN0202","CSC","kg",0.191132161720826
"3169","NN0202","LEU","kg",0.169791125820548
"3170","NN0202","SESE","kg",0.169148292662818
"3171","NN0202","SESM","kg",0.169791125820548
"3172","NN0202","SESME","kg",0.16993386742088
"3173","NN0205","T1","kg",0.55
"3174","NN0205","T2","kg",0.596
"3175","NN0205","T3","kg",0.675
"3176","NN0205","T4","kg",0.691
"3177","NN0205","T5","kg",0.689
"3178","NN0205","T6","kg",0.431
"3179","NN0212","LSC","kg",0.570258324529085
"3180","NN0212","WB","kg",0.570660561820036
"3181","NN0214","Acacia albida Treatment","kg",0.595
"3182","NN0214","Acacia nilotica Treatment","kg",0.551
"3183","NN0214","Acacia sieberiana Treatment","kg",0.531
"3184","NN0214","Acacia tortilis Treatment","kg",0.636
"3185","NN0214","Noug Meal Treatment","kg",0.563
"3186","NN0216","supplemented","g",10000
"3187","NN0217","C0","kg",0.685
"3188","NN0227","T2 TS + WM","kg",3.4
"3189","NN0227","T3 OV hay,  WT + CH, TS +CH","kg",8.3
"3190","NN0227","T4 OV hay,  ML + CH, TS + CH","kg",3.4
"3191","NN0229","Control Station","kg",0.528
"3192","NN0229","Dry Khat Farm","kg",0.288
"3193","NN0229","Dry Khat Station","kg",0.663
"3194","NN0229","Fresh Khat Farm","kg",0.2745
"3195","NN0229","Fresh Khat Station","kg",0.649
"3196","NN0229","Silage Khat Farm","kg",0.2835
"3197","NN0229","Silage Khat Station","kg",0.6455
"3198","NN0234","T 1 CON","kg",0.8427
"3199","NN0234","T 5 LUPIN ONLY","kg",0.7267
"3200","NN0236","T1","kg",0.424
"3201","NN0244.2","Bundle 1 Chopped Grass (CG)","g",16666.6666666667
"3202","NN0244.2","Bundle 1 Ground Grass (GG)","g",16666.6666666667
"3203","NN0244.2","Bundle 1 Whole Grass (WG)","g",16666.6666666667
"3204","NN0244.2","Bundle 2 Whole Grass (WG)","g",16666.6666666667
"3205","NN0244.2","Bundle 3 Chopped Grass (CG)","g",16666.6666666667
"3206","NN0253","UMB","kg",0.55
"3207","NN0279","12g Gliricidia","kg",1.1866
"3208","NN0279","4g Gliricidia","kg",1.0991
"3209","NN0279","8g Gliricidia","kg",1.1857
"3210","NN0280.1","ML 2","kg",1.8
"3211","NN0280.1","ML 3","kg",3.5
"3212","NN0280.1","ML 4","kg",5.1
"3213","NN0280.1","OV 2","kg",1.8
"3214","NN0280.1","OV 3","kg",3.6
"3215","NN0280.1","OV 4","kg",5.1
"3216","NN0280.2","ML stover + lablab hay","kg",11.5
"3217","NN0280.2","ML stover + lablab hay 1.25","kg",3.3
"3218","NN0280.2","ML stover + lablab hay 2.5","kg",4.6
"3219","NN0280.2","ML stover + lablab hay 3.75","kg",5.9
"3220","NN0280.2","OV hay + lablab hay","kg",7.22
"3221","NN0280.2","OV hay + lablab hay 1.25","kg",5.3
"3222","NN0280.2","OV hay + lablab hay 2.5","kg",6.5
"3223","NN0280.2","OV hay + lablab hay 3.75","kg",7.8
"3224","NN0282","Maize bran T1","kg",1.1009
"3225","NN0282","Wheat bran T2","kg",0.91908
"3226","NN0282","Whole maize T3","kg",0.707
"3227","NN0299","Control","kg",30
"3228","NN0326","D2","kg",0.00330377
"3229","NN0326","D3","kg",0.0033835
"3230","NN0326","D4","kg",0.00336371
"3231","NN0326","D5","kg",0.00337008
"3232","NN0329","Diet 4 (Linseed Meal)","kg",0.3952
"3233","NN0339.2","Commercial High Constant","g",9.344e-05
"3234","NN0339.2","Commercial Low Constant","g",7.626e-05
"3235","NN0339.2","Control","g",7.25e-05
"3236","NN0339.2","Trout Silage High Constant","g",8.201088e-05
"3237","NN0339.2","Trout Silage Low Constant","g",7.198944e-05
"3238","NN0345","T1 Pasture Hay","kg",0.3276
"3239","NN0345","T2 AG","kg",0.4732
"3240","NN0345","T3 PEG","kg",0.5512
"3241","NN0356","improved","g",14862
"3242","NN0357","Control diet","kg",1.952
"3243","NN0365","F-group","g",50
"3244","NN0365","M-group","g",140
"3245","NN0374","High 450","g",459
"3246","NN0374","Low 150","g",153
"3247","NN0374","Med 300","g",306
"3248","NN0375","T2 Feed Addition","kg",0.553
"3249","NN0375","T2 Feed Substitution","kg",0.553
"3250","NN0375","T3 Feed Addition","kg",0.812999999932527
"3251","NN0375","T3 Feed Substitution","kg",0.812999999932527
"3252","NN0375","T4 Feed Addition","kg",0.689999998903645
"3253","NN0375","T4 Feed Substitution","kg",0.689999998903645
"3254","NN0375","T5 Feed Addition","kg",0.7099999998249
"3255","NN0375","T5 Feed Substitution","kg",0.7099999998249
"3256","NN0377","T2 H NC Bundle2","kg",0.463
"3257","NN0377","T4 H NC Con Bundle1","kg",0.463
"3258","NN0380","D2","kg",0.64764705882353
"3259","NN0380","D3","kg",0.67
"3260","NN0380","D4","kg",0.656470588235294
"3261","NN0380","D5","kg",0.668235294117647
"3262","NN0396","0% Sorghum","kg",0.04161
"3263","NN0396","100% Sorghum","kg",0.0448238
"3264","NN0396","25% Sorghum","kg",0.0454
"3265","NN0396","50% Sorghum","kg",0.04231
"3266","NN0396","75% Sorghum","kg",0.04446
