"","B.Code","A.Level.Name","GE_MJ_kg","GEI_MJ_d","GE_source","P.Product","Purpose","any_na","total_diet","total_forage_strict","total_forage_broad","n_ingredients","D.Type.first","forage_prop_strict","forage_prop_broad","forage_prop","BW_kg","DE_MJ_kg","ME_MJ_kg","DEI_MJ_d","MEI_MJ_d","For_percent","DMI_kg_d","DMI_source","eq_dairy_niu_DMI_C","eq_beef_DMI_C_HF","eq_beef_Animal_C_HF","eq_beef_DMI_C_LF","eq_beef_Animal_C_INT","eq_beef_Diet_C_INT","eq_sheep_GEI_linear","eq_sheep_MEI_nonlinear","eq_goat_GEI_linear","eq_goat_DEI_linear","eq_goat_MEI_nonlinear","CH4_dairy_niu","CH4_beef_Animal_C_HF","CH4_beef_DMI_C_HF","CH4_beef_Animal_C_INT","CH4_beef_Diet_C_INT","CH4_beef_DMI_C_LF","EME_sheep_linear","CH4_sheep_linear","EME_sheep_nonlinear","CH4_sheep_nonlinear","EME_goat_linear","CH4_goat_linear","EME_goat_DEI","CH4_goat_DEI","EME_goat_nonlinear","CH4_goat_nonlinear","CH4_g_d","CH4_equation_used","beef_forage_category","CH4_kg_yr","X","Out.Code.Joined","ED.Intake.Item","ED.Intake.Item.Raw","ED.Mean.T","ED.Error","Out.Subind","Out.Unit","Out.WG.Start","Out.WG.Unit","is_entire_diet","is_group","T.Animals","T.Name","Country","Source","D.Item.Root.Comp.Proc_Major","ED.Intake.Item.is_entire_diet","n_ing","n_tar","Out.Unit_raw","Product","facet"
"129","EM1050","Treatment T1",18.22918592,126.3282584256,"diet_level","Cattle","Meat",FALSE,6.93,0,5.544,3,"Crop Byproduct",0,0.8,0.8,197,NA,NA,NA,NA,80,6.93,"diet_level",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,136.0802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.0802,"Beef_HF_Animal_C","Higher (≥25%)",49.669273,830,NA,"Treatment T1",NA,135.5,11.18,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,FALSE,NA,"5","Treatment T1","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Cattle – Meat"
"130","EM1050","Treatment T2",19.94688528,142.8196986048,"diet_level","Cattle","Meat",FALSE,7.16,0,4.296,3,"Supplement",0,0.6,0.6,196.8,NA,NA,NA,NA,60,7.16,"diet_level",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,127.51928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.51928,"Beef_HF_Animal_C","Higher (≥25%)",46.5445372,832,NA,"Treatment T2",NA,133,11.18,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,FALSE,NA,"5","Treatment T2","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Cattle – Meat"
"131","EM1050","Treatment T3",20.0806896,150.404365104,"diet_level","Cattle","Meat",FALSE,7.49,0,2.996,3,"Supplement",0,0.4,0.4,197.2,NA,NA,NA,NA,40,7.49,"diet_level",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,120.14812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.14812,"Beef_HF_Animal_C","Higher (≥25%)",43.8540638,834,NA,"Treatment T3",NA,155.5,11.18,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,FALSE,NA,"5","Treatment T3","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Cattle – Meat"
"132","EM1050","Treatment T4",20.43181088,154.6688083616,"diet_level","Cattle","Meat",FALSE,7.57,0,1.514,3,"Crop Byproduct",0,0.2,0.2,196.8,NA,NA,NA,NA,20,7.57,"diet_level",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,89.4878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.4878,"Beef_INT_Animal_C","Intermediate (18-25%)",32.663047,836,NA,"Treatment T4",NA,150,11.18,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,FALSE,NA,"5","Treatment T4","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Cattle – Meat"
"133","EM1076","CFM T1",17.786184,23.82156981672,"diet_level","Sheep","Dairy",FALSE,1.33933,0,0,8,"Crop Byproduct",0,0,0,41.5,NA,NA,NA,NA,0,1.33933,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.37525692101928,24.7126131360158,NA,NA,NA,NA,NA,NA,NA,NA,24.7126131360158,"Sheep_GEI_linear",NA,9.02010379464577,961,NA,"CFM T1||ewes",NA,0.4364,NA,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,NA,"CFM T1||ewes","Egypt","camel",NA,FALSE,NA,NA,"g/individual/day","Milk","Sheep – Milk"
"134","EM1076","CFM T2",17.894968,23.76201220848,"diet_level","Sheep","Dairy",FALSE,1.32786,0,0,9,"Other Ingredients",0,0,0,41.5,NA,NA,NA,NA,0,1.32786,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.37233859821552,24.6601724746724,NA,NA,NA,NA,NA,NA,NA,NA,24.6601724746724,"Sheep_GEI_linear",NA,9.00096295325543,962,NA,"CFM T2||ewes",NA,0.4405,NA,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,NA,"CFM T2||ewes","Egypt","camel",NA,FALSE,NA,NA,"g/individual/day","Milk","Sheep – Milk"
"135","EM1076","CFM T3",17.940992,23.92054522368,"diet_level","Sheep","Dairy",FALSE,1.33329,0,0,9,"Crop Byproduct",0,0,0,41.5,NA,NA,NA,NA,0,1.33329,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.38010671596032,24.7997612930875,NA,NA,NA,NA,NA,NA,NA,NA,24.7997612930875,"Sheep_GEI_linear",NA,9.05191287197694,963,NA,"CFM T3||ewes",NA,0.4857,NA,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,NA,"CFM T3||ewes","Egypt","camel",NA,FALSE,NA,NA,"g/individual/day","Milk","Sheep – Milk"
"136","EM1076","CFM T4",18.045592,23.811158644,"diet_level","Sheep","Dairy",FALSE,1.3195,0,0,9,"Crop Byproduct",0,0,0,41.5,NA,NA,NA,NA,0,1.3195,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.374746773556,24.7034460656963,NA,NA,NA,NA,NA,NA,NA,NA,24.7034460656963,"Sheep_GEI_linear",NA,9.01675781397915,964,NA,"CFM T4||ewes",NA,0.4489,NA,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,NA,"CFM T4||ewes","Egypt","camel",NA,FALSE,NA,NA,"g/individual/day","Milk","Sheep – Milk"
"137","EM1077","Ration1",16.98929936,23.2753401232,"diet_level","Goat","Dairy",FALSE,1.50375,0.81875,0.81875,8,"Crop Byproduct",0.544472152950956,0.544472152950956,0.544472152950956,28.34,NA,NA,NA,NA,54.4472152950956,1.37,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04006882610256,18.6894667763263,NA,NA,NA,NA,18.6894667763263,"Goat_GEI_linear",NA,6.82165537335911,965,NA,"Ration1||Dam",NA,1.3776,NA,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,NA,"Ration1||Dam","Egypt","camel",NA,FALSE,NA,NA,"g/individual/day","Milk","Goat – Milk"
"138","EM1077","Ration2",16.95256384,23.5640637376,"diet_level","Goat","Dairy",FALSE,1.53125,0.83,0.83,9,"Forage Plants",0.542040816326531,0.542040816326531,0.542040816326531,31.17,NA,NA,NA,NA,54.2040816326531,1.39,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04968332246208,18.8622340065064,NA,NA,NA,NA,18.8622340065064,"Goat_GEI_linear",NA,6.88471541237483,966,NA,"Ration2||Dam",NA,1.4484,NA,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,NA,"Ration2||Dam","Egypt","camel",NA,FALSE,NA,NA,"g/individual/day","Milk","Goat – Milk"
"139","EM1077","Ration3",16.91407104,23.3414180352,"diet_level","Goat","Dairy",FALSE,1.558,0.848,0.848,9,"Other Ingredients",0.544287548138639,0.544287548138639,0.544287548138639,32.38,NA,NA,NA,NA,54.4287548138639,1.38,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04226922057216,18.7290066589786,NA,NA,NA,NA,18.7290066589786,"Goat_GEI_linear",NA,6.8360874305272,967,NA,"Ration3||Dam",NA,1.5587,NA,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,NA,"Ration3||Dam","Egypt","camel",NA,FALSE,NA,NA,"g/individual/day","Milk","Goat – Milk"
"140","EM1079","T1",17.4581584,162.186291536,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.29,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,247.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.557,"Dairy_Niu_DMI_C",NA,90.358305,969,NA,"T1",NA,3.84,0.0402,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"4","T1","Niger","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"141","EM1079","T2",17.37079648,162.416947088,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,248.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.355,"Dairy_Niu_DMI_C",NA,90.649575,971,NA,"T2",NA,3.86,0.0402,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"4","T2","Niger","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"142","EM1079","T3",17.43205024,157.5857341696,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.04,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,244.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.232,"Dairy_Niu_DMI_C",NA,89.14468,973,NA,"T3",NA,4,0.0402,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"4","T3","Niger","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"143","EM1079","T4",17.60510048,164.0795364736,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.32,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,247.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.956,"Dairy_Niu_DMI_C",NA,90.50394,975,NA,"T4",NA,3.7,0.0402,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"4","T4","Niger","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"144","EM1079","T5",17.390796,162.08221872,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.32,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,247.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.956,"Dairy_Niu_DMI_C",NA,90.50394,977,NA,"T5",NA,3.68,0.0402,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"4","T5","Niger","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"145","EM1083","Treatment T1",NA,NA,NA,"Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,147.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.009,"Dairy_Niu_DMI_C",NA,53.658285,1007,NA,"Treatment T1",NA,3.27,0.51,"Milk Yield","l/individual/day",NA,NA,FALSE,NA,"4","Treatment T1","Ethiopia","camel",NA,FALSE,NA,NA,"l/individual/day","Milk","Cattle – Milk"
"146","EM1083","Treatment T2",NA,NA,NA,"Cattle","Dairy",FALSE,4,0,0,1,"Preformulated Feed",0,0,0,340,NA,NA,NA,NA,0,11.47,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,276.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.551,"Dairy_Niu_DMI_C",NA,100.941115,1009,NA,"Treatment T2",NA,6.26,0.51,"Milk Yield","l/individual/day",NA,NA,FALSE,NA,"4","Treatment T2","Ethiopia","camel",NA,FALSE,NA,NA,"l/individual/day","Milk","Cattle – Milk"
"147","EM1083","Treatment T3",NA,NA,NA,"Cattle","Dairy",FALSE,4,0,0,1,"Preformulated Feed",0,0,0,318.25,NA,NA,NA,NA,0,9.53,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,250.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.749,"Dairy_Niu_DMI_C",NA,91.523385,1011,NA,"Treatment T3",NA,4.44,0.51,"Milk Yield","l/individual/day",NA,NA,FALSE,NA,"4","Treatment T3","Ethiopia","camel",NA,FALSE,NA,NA,"l/individual/day","Milk","Cattle – Milk"
"148","EM1084","Diet A",17.47472704,199.211888256,"diet_level","Cattle","Dairy",FALSE,11.4,2.85,4.56,11,"Crop Product",0.25,0.4,0.4,380,NA,NA,NA,NA,40,11.4,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,275.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.62,"Dairy_Niu_DMI_C",NA,100.6013,1012,NA,"Diet A",NA,8.26,NA,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"6","Diet A","Egypt","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"149","EM1084","Diet B",17.64677312,203.6437618048,"diet_level","Cattle","Dairy",FALSE,11.536,2.88,4.612,10,"Crop Byproduct",0.249653259361997,0.399791955617198,0.399791955617198,385,NA,NA,NA,NA,39.9791955617198,11.54,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,277.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.482,"Dairy_Niu_DMI_C",NA,101.28093,1013,NA,"Diet B",NA,8.504,NA,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"6","Diet B","Egypt","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"150","EM1084","Diet C",19.3480712,222.889780224,"diet_level","Cattle","Dairy",FALSE,11.52,2.88,4.608,9,"Crop Product",0.25,0.4,0.4,382,NA,NA,NA,NA,40,11.52,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,277.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.216,"Dairy_Niu_DMI_C",NA,101.18384,1014,NA,"Diet C",NA,8.845,NA,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"6","Diet C","Egypt","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"151","EM1084","Diet D",17.58468256,201.71389364576,"diet_level","Cattle","Dairy",FALSE,11.4716,2.868,4.589,9,"Other Ingredients",0.250008717179818,0.400031381847345,0.400031381847345,384,NA,NA,NA,NA,40.0031381847345,11.471,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,276.5643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.5643,"Dairy_Niu_DMI_C",NA,100.9459695,1015,NA,"Diet D",NA,9.028,NA,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"6","Diet D","Egypt","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"152","EM1096","RCNS A",17.55957856,8.0136648674272,"diet_level","Goat","Meat",FALSE,0.45637,0,0,7,"Crop Byproduct",0,0,0,6.67,NA,NA,NA,NA,0,0.45637,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531855040085326,9.55714357745419,NA,NA,NA,NA,9.55714357745419,"Goat_GEI_linear",NA,3.48835740577078,1061,NA,"RCNS A",NA,8.36,NA,"Meat Yield","kg/individual/day",NA,NA,FALSE,NA,"5","RCNS A","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Goat – Meat"
"153","EM1096","RCNS A",17.55957856,8.0136648674272,"diet_level","Goat","Meat",FALSE,0.45637,0,0,7,"Crop Byproduct",0,0,0,6.67,NA,NA,NA,NA,0,0.45637,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531855040085326,9.55714357745419,NA,NA,NA,NA,9.55714357745419,"Goat_GEI_linear",NA,3.48835740577078,1062,NA,"RCNS A",NA,3.74,NA,"Meat Yield-Dressed","kg/individual/day",NA,NA,FALSE,NA,"5","RCNS A","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Goat – Meat"
"154","EM1096","RCNS B",17.54861648,7.0573516035968,"diet_level","Goat","Meat",FALSE,0.40216,0,0,8,"Crop Byproduct",0,0,0,6.9,NA,NA,NA,NA,0,0.40216,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500009808399773,8.9849022174263,NA,NA,NA,NA,8.9849022174263,"Goat_GEI_linear",NA,3.2794893093606,1064,NA,"RCNS B",NA,8.45,NA,"Meat Yield","kg/individual/day",NA,NA,FALSE,NA,"5","RCNS B","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Goat – Meat"
"155","EM1096","RCNS B",17.54861648,7.0573516035968,"diet_level","Goat","Meat",FALSE,0.40216,0,0,8,"Crop Byproduct",0,0,0,6.9,NA,NA,NA,NA,0,0.40216,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500009808399773,8.9849022174263,NA,NA,NA,NA,8.9849022174263,"Goat_GEI_linear",NA,3.2794893093606,1065,NA,"RCNS B",NA,4.14,NA,"Meat Yield-Dressed","kg/individual/day",NA,NA,FALSE,NA,"5","RCNS B","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Goat – Meat"
"156","EM1096","RCNS C",17.57388784,5.1767401410288,"diet_level","Goat","Meat",FALSE,0.29457,0,0,8,"Other Ingredients",0,0,0,6.52,NA,NA,NA,NA,0,0.29457,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437385446696259,7.85957676004059,NA,NA,NA,NA,7.85957676004059,"Goat_GEI_linear",NA,2.86874551741482,1067,NA,"RCNS C",NA,8.59,NA,"Meat Yield","kg/individual/day",NA,NA,FALSE,NA,"5","RCNS C","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Goat – Meat"
"157","EM1096","RCNS C",17.57388784,5.1767401410288,"diet_level","Goat","Meat",FALSE,0.29457,0,0,8,"Other Ingredients",0,0,0,6.52,NA,NA,NA,NA,0,0.29457,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437385446696259,7.85957676004059,NA,NA,NA,NA,7.85957676004059,"Goat_GEI_linear",NA,2.86874551741482,1068,NA,"RCNS C",NA,3.66,NA,"Meat Yield-Dressed","kg/individual/day",NA,NA,FALSE,NA,"5","RCNS C","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Goat – Meat"
"158","EM1096","RCNS D",17.60811296,3.6570289806624,"diet_level","Goat","Meat",FALSE,0.20769,0,0,8,"Supplement",0,0,0,6.86,NA,NA,NA,NA,0,0.20769,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.386779065056058,6.95020781771892,NA,NA,NA,NA,6.95020781771892,"Goat_GEI_linear",NA,2.53682585346741,1070,NA,"RCNS D",NA,8.21,NA,"Meat Yield","kg/individual/day",NA,NA,FALSE,NA,"5","RCNS D","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Goat – Meat"
"159","EM1096","RCNS D",17.60811296,3.6570289806624,"diet_level","Goat","Meat",FALSE,0.20769,0,0,8,"Supplement",0,0,0,6.86,NA,NA,NA,NA,0,0.20769,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.386779065056058,6.95020781771892,NA,NA,NA,NA,6.95020781771892,"Goat_GEI_linear",NA,2.53682585346741,1071,NA,"RCNS D",NA,3.61,NA,"Meat Yield-Dressed","kg/individual/day",NA,NA,FALSE,NA,"5","RCNS D","Nigeria","camel",NA,FALSE,NA,NA,"kg/individual","Meat","Goat – Meat"
"160","EM1101","DSBP 1",17.76250256,362.8879273008,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.43,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,395.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.719,"Dairy_Niu_DMI_C",NA,144.437435,1087,NA,"DSBP 1",NA,32.21,0.34,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"10","DSBP 1","Egypt","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"161","EM1101","DSBP 2",17.67631216,360.4200049424,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.39,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,395.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.187,"Dairy_Niu_DMI_C",NA,144.243255,1088,NA,"DSBP 2",NA,33.71,0.34,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"10","DSBP 2","Egypt","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"162","EM1101","YCG",17.84534576,365.2942277072,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.47,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,396.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.251,"Dairy_Niu_DMI_C",NA,144.631615,1089,NA,"YCG",NA,30.66,0.34,"Milk Yield","kg/individual/day",NA,NA,FALSE,NA,"10","YCG","Egypt","camel",NA,FALSE,NA,NA,"kg/individual/day","Milk","Cattle – Milk"
"163","EM1105","1 C",5.79435772363286,5.69834521615226,"ingredient_weighted","Goat","Dairy",FALSE,0.3113,0,0,7,"Crop Byproduct",0,0,0,31.13,NA,NA,NA,NA,0,0.98343,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45475489569787,8.17169623895544,NA,NA,NA,NA,8.17169623895544,"Goat_GEI_linear",NA,2.98266912721874,1100,NA,"1 C||Does",NA,0.40409,62.33,"Milk Yield","l/individual/day",NA,NA,FALSE,NA,NA,"1 C||Does","Nigeria","camel",NA,FALSE,NA,NA,"ml/individual/day","Milk","Goat – Milk"
"164","EM1105","1.5C",5.68453594143125,5.6664591171375,"ingredient_weighted","Goat","Dairy",FALSE,0.4065,0,0,7,"Animal Byproduct",0,0,0,27.1,NA,NA,NA,NA,0,0.99682,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453693088600679,8.1526161473617,NA,NA,NA,NA,8.1526161473617,"Goat_GEI_linear",NA,2.97570489378702,1102,NA,"1.5C||Does",NA,0.38652,62.33,"Milk Yield","l/individual/day",NA,NA,FALSE,NA,NA,"1.5C||Does","Nigeria","camel",NA,FALSE,NA,NA,"ml/individual/day","Milk","Goat – Milk"
"165","EM1105","2.5C",5.49791372290301,7.26967139924574,"ingredient_weighted","Goat","Dairy",FALSE,0.6825,0,0,7,"Other Ingredients",0,0,0,27.3,NA,NA,NA,NA,0,1.32226,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507080057594883,9.11195072048307,NA,NA,NA,NA,9.11195072048307,"Goat_GEI_linear",NA,3.32586201297632,1104,NA,"2.5C||Does",NA,0.60031,62.33,"Milk Yield","l/individual/day",NA,NA,FALSE,NA,NA,"2.5C||Does","Nigeria","camel",NA,FALSE,NA,NA,"ml/individual/day","Milk","Goat – Milk"
