"","X","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet","D.Item_raw"
"1926",1926,"EM1063","Treatment T4","minerals and vitamins mix","Supplement",0.0323964285714286,"g",0.025,"Minerals and Vitamins Mix"
"1927",1927,"EM1063","Treatment T4","salt","Other Ingredients",0.0129585714285714,"g",0.01,"Salt"
"1928",1928,"EM1063","Treatment T4","groundnut cake","Crop Byproduct",3.61544142857143,"g",2.79,"Groundnut Cake"
"1929",1929,"EM1063","Treatment T4","methionine","Supplement",0.0129585714285714,"g",0.01,"Methionine"
"1930",1930,"EM1063","Treatment T4","calcium carbonate","Supplement",0.129585714285714,"g",0.1,"Calcium Carbonate"
"1931",1931,"EM1063","Treatment T4","bone ground","Animal Byproduct",0.103668571428571,"g",0.08,"Bone Ground"
"1932",1932,"EM1063","Treatment T4","palm oil","Crop Product",0.388757142857143,"g",0.3,"Palm Oil"
"1933",1933,"EM1063","Treatment T4","lysine","Supplement",0.0129585714285714,"g",0.01,"Lysine"
"1934",1934,"EM1063","Treatment T4","fish ground","Animal",0.647928571428571,"g",0.5,"Fish Ground"
"1935",1935,"EM1063","Treatment T5","delonix regia seed alkali treated dried fermented ground","Forage Plants",1.00789285714286,"g",0.75,"Delonix regia Seed Alkali Treated Dried Fermented Ground"
"1936",1936,"EM1063","Treatment T5","lysine","Supplement",0.0134385714285714,"g",0.01,"Lysine"
"1937",1937,"EM1063","Treatment T5","maize","Crop Product",7.29714428571429,"g",5.43,"Maize"
"1938",1938,"EM1063","Treatment T5","salt","Other Ingredients",0.0134385714285714,"g",0.01,"Salt"
"1939",1939,"EM1063","Treatment T5","calcium carbonate","Supplement",0.134385714285714,"g",0.1,"Calcium Carbonate"
"1940",1940,"EM1063","Treatment T5","bone ground","Animal Byproduct",0.107508571428571,"g",0.08,"Bone Ground"
"1941",1941,"EM1063","Treatment T5","groundnut cake","Crop Byproduct",3.41339714285714,"g",2.54,"Groundnut Cake"
"1942",1942,"EM1063","Treatment T5","methionine","Supplement",0.0134385714285714,"g",0.01,"Methionine"
"1943",1943,"EM1063","Treatment T5","fish ground","Animal",0.671928571428571,"g",0.5,"Fish Ground"
"1944",1944,"EM1063","Treatment T5","maize offal","Crop Byproduct",0.329245,"g",0.245,"Maize Bran"
"1945",1945,"EM1063","Treatment T5","minerals and vitamins mix","Supplement",0.0335964285714286,"g",0.025,"Minerals and Vitamins Mix"
"1946",1946,"EM1063","Treatment T5","palm oil","Crop Product",0.403157142857143,"g",0.3,"Palm Oil"
"1947",1947,"EM1063","Treatment T6","palm oil","Crop Product",0.394114285714286,"g",0.3,"Palm Oil"
"1948",1948,"EM1063","Treatment T6","salt","Other Ingredients",0.0131371428571429,"g",0.01,"Salt"
"1949",1949,"EM1063","Treatment T6","groundnut cake","Crop Byproduct",3.33683428571429,"g",2.54,"Groundnut Cake"
"1950",1950,"EM1063","Treatment T6","methionine","Supplement",0.0131371428571429,"g",0.01,"Methionine"
"1951",1951,"EM1063","Treatment T6","lysine","Supplement",0.0131371428571429,"g",0.01,"Lysine"
"1952",1952,"EM1063","Treatment T6","minerals and vitamins mix","Supplement",0.0328428571428571,"g",0.025,"Minerals and Vitamins Mix"
"1953",1953,"EM1063","Treatment T6","fish ground","Animal",0.656857142857143,"g",0.5,"Fish Ground"
"1954",1954,"EM1063","Treatment T6","delonix regia seed dried ground roasted","Forage Plants",0.985285714285714,"g",0.75,"Delonix regia Seed Dried Ground Roasted"
"1955",1955,"EM1063","Treatment T6","maize offal","Crop Byproduct",0.32186,"g",0.245,"Maize Bran"
"1956",1956,"EM1063","Treatment T6","maize","Crop Product",7.13346857142857,"g",5.43,"Maize"
"1957",1957,"EM1063","Treatment T6","calcium carbonate","Supplement",0.131371428571429,"g",0.1,"Calcium Carbonate"
"1958",1958,"EM1063","Treatment T6","bone ground","Animal Byproduct",0.105097142857143,"g",0.08,"Bone Ground"
"1959",1959,"EM1064","Diet 1","methionine","Supplement",0.482,"g",0.1,"Methionine"
"1960",1960,"EM1064","Diet 1","groundnut cake","Crop Byproduct",96.4,"g",20,"Groundnut Cake"
"1961",1961,"EM1064","Diet 1","dicalcium phosphate","Supplement",4.82,"g",1,"Dicalcium Phosphate"
"1962",1962,"EM1064","Diet 1","maize","Crop Product",255.701,"g",53.05,"Maize"
"1963",1963,"EM1064","Diet 1","lysine","Supplement",0.482,"g",0.1,"Lysine"
"1964",1964,"EM1064","Diet 1","fish ground","Animal",14.46,"g",3,"Fish Ground"
"1965",1965,"EM1064","Diet 1","vegetable oil","Crop Product",14.46,"g",3,"Vegetable Oil"
"1966",1966,"EM1064","Diet 1","lime","Supplement",9.64,"g",2,"Lime"
"1967",1967,"EM1064","Diet 1","soybean","Crop Product",81.94,"g",17,"Soybean"
"1968",1968,"EM1064","Diet 1","salt","Other Ingredients",2.41,"g",0.5,"Salt"
"1969",1969,"EM1064","Diet 1","minerals and vitamins mix","Supplement",1.205,"g",0.25,"Minerals and Vitamins Mix"
"1970",1970,"EM1064","Diet 2","bread waste","Preformulated Feed",19.755,"g",4.5,"Bread Waste"
"1971",1971,"EM1064","Diet 2","salt","Other Ingredients",2.195,"g",0.5,"Salt"
"1972",1972,"EM1064","Diet 2","fish ground","Animal",13.17,"g",3,"Fish Ground"
"1973",1973,"EM1064","Diet 2","dicalcium phosphate","Supplement",4.39,"g",1,"Dicalcium Phosphate"
"1974",1974,"EM1064","Diet 2","moringa oleifera leaves ground","Forage Plants",2.195,"g",0.5,"Moringa oleifera Leaves Ground"
"1975",1975,"EM1064","Diet 2","lime","Supplement",8.78,"g",2,"Lime"
"1976",1976,"EM1064","Diet 2","methionine","Supplement",0.439,"g",0.1,"Methionine"
"1977",1977,"EM1064","Diet 2","maize","Crop Product",219.7195,"g",50.05,"Maize"
"1978",1978,"EM1064","Diet 2","vegetable oil","Crop Product",13.17,"g",3,"Vegetable Oil"
"1979",1979,"EM1064","Diet 2","minerals and vitamins mix","Supplement",1.0975,"g",0.25,"Minerals and Vitamins Mix"
"1980",1980,"EM1064","Diet 2","groundnut cake","Crop Byproduct",87.8,"g",20,"Groundnut Cake"
"1981",1981,"EM1064","Diet 2","lysine","Supplement",0.439,"g",0.1,"Lysine"
"1982",1982,"EM1064","Diet 2","soybean","Crop Product",65.85,"g",15,"Soybean"
"1983",1983,"EM1064","Diet 3","bread waste","Preformulated Feed",39.06,"g",9,"Bread Waste"
"1984",1984,"EM1064","Diet 3","dicalcium phosphate","Supplement",4.34,"g",1,"Dicalcium Phosphate"
"1985",1985,"EM1064","Diet 3","lysine","Supplement",0.434,"g",0.1,"Lysine"
"1986",1986,"EM1064","Diet 3","methionine","Supplement",0.434,"g",0.1,"Methionine"
"1987",1987,"EM1064","Diet 3","groundnut cake","Crop Byproduct",86.8,"g",20,"Groundnut Cake"
"1988",1988,"EM1064","Diet 3","fish ground","Animal",13.02,"g",3,"Fish Ground"
"1989",1989,"EM1064","Diet 3","vegetable oil","Crop Product",13.02,"g",3,"Vegetable Oil"
"1990",1990,"EM1064","Diet 3","soybean","Crop Product",58.59,"g",13.5,"Soybean"
"1991",1991,"EM1064","Diet 3","maize","Crop Product",202.027,"g",46.55,"Maize"
"1992",1992,"EM1064","Diet 3","salt","Other Ingredients",2.17,"g",0.5,"Salt"
"1993",1993,"EM1064","Diet 3","moringa oleifera leaves ground","Forage Plants",4.34,"g",1,"Moringa oleifera Leaves Ground"
"1994",1994,"EM1064","Diet 3","lime","Supplement",8.68,"g",2,"Lime"
"1995",1995,"EM1064","Diet 3","minerals and vitamins mix","Supplement",1.085,"g",0.25,"Minerals and Vitamins Mix"
"1996",1996,"EM1064","Diet 4","vegetable oil","Crop Product",12.33,"g",3,"Vegetable Oil"
"1997",1997,"EM1064","Diet 4","minerals and vitamins mix","Supplement",1.0275,"g",0.25,"Minerals and Vitamins Mix"
"1998",1998,"EM1064","Diet 4","fish ground","Animal",12.33,"g",3,"Fish Ground"
"1999",1999,"EM1064","Diet 4","groundnut cake","Crop Byproduct",82.2,"g",20,"Groundnut Cake"
"2000",2000,"EM1064","Diet 4","methionine","Supplement",0.411,"g",0.1,"Methionine"
"2001",2001,"EM1064","Diet 4","lysine","Supplement",0.411,"g",0.1,"Lysine"
"2002",2002,"EM1064","Diet 4","dicalcium phosphate","Supplement",4.11,"g",1,"Dicalcium Phosphate"
"2003",2003,"EM1064","Diet 4","soybean","Crop Product",49.32,"g",12,"Soybean"
"2004",2004,"EM1064","Diet 4","moringa oleifera leaves ground","Forage Plants",6.165,"g",1.5,"Moringa oleifera Leaves Ground"
"2005",2005,"EM1064","Diet 4","maize","Crop Product",176.9355,"g",43.05,"Maize"
"2006",2006,"EM1064","Diet 4","lime","Supplement",8.22,"g",2,"Lime"
"2007",2007,"EM1064","Diet 4","bread waste","Preformulated Feed",55.485,"g",13.5,"Bread Waste"
"2008",2008,"EM1064","Diet 4","salt","Other Ingredients",2.055,"g",0.5,"Salt"
"2009",2009,"EM1065","Treatment T1","maize","Crop Product",6.3585,"g",9,"Maize"
"2010",2010,"EM1065","Treatment T1","soybean","Crop Product",2.1195,"g",3,"Soybean"
"2011",2011,"EM1065","Treatment T2","mucuna pruriens seed boiled dried ground","Forage Plants",3.2272,"g",4,"Mucuna pruriens Seed Boiled Dried Ground"
"2012",2012,"EM1065","Treatment T2","soybean","Crop Product",0.8068,"g",1,"Soybean"
"2013",2013,"EM1065","Treatment T2","maize","Crop Product",5.6476,"g",7,"Maize"
"2014",2014,"EM1065","Treatment T3","mucuna pruriens seed boiled dried ground","Forage Plants",5.3712,"g",6,"Mucuna pruriens Seed Boiled Dried Ground"
"2015",2015,"EM1065","Treatment T3","maize","Crop Product",4.83408,"g",5.4,"Maize"
"2016",2016,"EM1065","Treatment T3","soybean","Crop Product",0.53712,"g",0.6,"Soybean"
"2017",2017,"EM1066","Con","soybean full fat ground","Crop Product",0.0972504464285713,"g",0.4225,"Soybean Full Fat Ground"
"2018",2018,"EM1066","Con","soybean ground","Crop Product",0.377301041666666,"g",1.63916666666667,"Soybean Ground"
"2019",2019,"EM1066","Con","maize","Crop Product",1.34002291666666,"g",5.82166666666667,"Maize"
"2020",2020,"EM1066","PEG0","soybean full fat ground","Crop Product",0.300649642857142,"g",1.23833333333333,"Soybean Full Fat Ground"
"2021",2021,"EM1066","PEG0","soybean ground","Crop Product",0.142636607142857,"g",0.5875,"Soybean Ground"
"2022",2022,"EM1066","PEG0","moringa oleifera leaves dried ground","Forage Plants",0.202321428571428,"g",0.833333333333333,"Moringa oleifera Leaves Dried Ground"
"2023",2023,"EM1066","PEG0","maize","Crop Product",1.26835303571428,"g",5.22416666666667,"Maize"
"2024",2024,"EM1066","PEG100","moringa oleifera leaves dried ground","Forage Plants",0.221755952380953,"g",0.833333333333333,"Moringa oleifera Leaves Dried Ground"
"2025",2025,"EM1066","PEG100","maize","Crop Product",1.39018806547619,"g",5.22416666666667,"Maize"
"2026",2026,"EM1066","PEG100","soybean ground","Crop Product",0.156337946428572,"g",0.5875,"Soybean Ground"
"2027",2027,"EM1066","PEG100","soybean full fat ground","Crop Product",0.329529345238095,"g",1.23833333333333,"Soybean Full Fat Ground"
"2028",2028,"EM1066","PEG100","polyethylene glycol","Other Ingredients",0.221755952380952,"g",0.833333333333333,"Polyethylene glycol"
"2029",2029,"EM1066","PEG25","soybean full fat ground","Crop Product",0.294944464285714,"g",1.23833333333333,"Soybean Full Fat Ground"
"2030",2030,"EM1066","PEG25","polyethylene glycol","Other Ingredients",0.0496205357142856,"g",0.208333333333333,"Polyethylene glycol"
"2031",2031,"EM1066","PEG25","maize","Crop Product",1.24428455357143,"g",5.22416666666667,"Maize"
"2032",2032,"EM1066","PEG25","moringa oleifera leaves dried ground","Forage Plants",0.198482142857142,"g",0.833333333333333,"Moringa oleifera Leaves Dried Ground"
"2033",2033,"EM1066","PEG25","soybean ground","Crop Product",0.139929910714285,"g",0.5875,"Soybean Ground"
"2034",2034,"EM1066","PEG50","soybean ground","Crop Product",0.149099107142857,"g",0.5875,"Soybean Ground"
"2035",2035,"EM1066","PEG50","polyethylene glycol","Other Ingredients",0.105744047619048,"g",0.416666666666667,"Polyethylene glycol"
"2036",2036,"EM1066","PEG50","maize","Crop Product",1.32581886904762,"g",5.22416666666667,"Maize"
"2037",2037,"EM1066","PEG50","soybean full fat ground","Crop Product",0.314271309523809,"g",1.23833333333333,"Soybean Full Fat Ground"
"2038",2038,"EM1066","PEG50","moringa oleifera leaves dried ground","Forage Plants",0.211488095238095,"g",0.833333333333333,"Moringa oleifera Leaves Dried Ground"
"2039",2039,"EM1066","PEG75","soybean full fat ground","Crop Product",0.314669345238095,"g",1.23833333333333,"Soybean Full Fat Ground"
"2040",2040,"EM1066","PEG75","soybean ground","Crop Product",0.149287946428572,"g",0.5875,"Soybean Ground"
"2041",2041,"EM1066","PEG75","maize","Crop Product",1.32749806547619,"g",5.22416666666667,"Maize"
"2042",2042,"EM1066","PEG75","polyethylene glycol","Other Ingredients",0.158816964285714,"g",0.625,"Polyethylene glycol"
"2043",2043,"EM1066","PEG75","moringa oleifera leaves dried ground","Forage Plants",0.211755952380953,"g",0.833333333333333,"Moringa oleifera Leaves Dried Ground"
"2044",2044,"EM1067","Control (A)","bone ground","Animal Byproduct",0.0752946428571429,"g",0.375,"Bone Ground"
"2045",2045,"EM1067","Control (A)","lime","Supplement",0.150589285714286,"g",0.75,"Lime"
"2046",2046,"EM1067","Control (A)","groundnut cake","Crop Byproduct",0.59031,"g",2.94,"Groundnut Cake"
"2047",2047,"EM1067","Control (A)","maize","Crop Product",1.12992160714286,"g",5.6275,"Maize"
"2048",2048,"EM1067","Control (A)","methionine","Supplement",0.00376473214285714,"g",0.01875,"Methionine"
"2049",2049,"EM1067","Control (A)","soybean","Crop Product",0.295155,"g",1.47,"Soybean"
"2050",2050,"EM1067","Control (A)","lysine","Supplement",0.00250982142857143,"g",0.0125,"Lysine"
"2051",2051,"EM1067","Control (A)","wheat offal","Crop Byproduct",0.250982142857143,"g",1.25,"Wheat Offal"
"2052",2052,"EM1067","Control (A)","salt","Other Ingredients",0.00501964285714286,"g",0.025,"Salt"
"2053",2053,"EM1067","Control (A)","minerals and vitamins mix","Supplement",0.00627455357142857,"g",0.03125,"Minerals and Vitamins Mix"
"2054",2054,"EM1067","Treatment 1(B)","lysine","Supplement",0.0023714375,"g",0.011875,"Lysine"
"2055",2055,"EM1067","Treatment 1(B)","methionine","Supplement",0.00355715625,"g",0.0178125,"Methionine"
"2056",2056,"EM1067","Treatment 1(B)","salt","Other Ingredients",0.004742875,"g",0.02375,"Salt"
"2057",2057,"EM1067","Treatment 1(B)","lime","Supplement",0.14228625,"g",0.7125,"Lime"
"2058",2058,"EM1067","Treatment 1(B)","maize","Crop Product",1.0676211625,"g",5.346125,"Maize"
"2059",2059,"EM1067","Treatment 1(B)","wheat offal","Crop Byproduct",0.23714375,"g",1.1875,"Wheat Offal"
"2060",2060,"EM1067","Treatment 1(B)","soybean","Crop Product",0.27888105,"g",1.3965,"Soybean"
"2061",2061,"EM1067","Treatment 1(B)","minerals and vitamins mix","Supplement",0.00592859375,"g",0.0296875,"Minerals and Vitamins Mix"
"2062",2062,"EM1067","Treatment 1(B)","groundnut cake","Crop Byproduct",0.5577621,"g",2.793,"Groundnut Cake"
"2063",2063,"EM1067","Treatment 1(B)","gmelina arborea leaves dried ground","Forage Plants",0.1248125,"g",0.625,"Gmelina arborea Leaves Dried Ground"
"2064",2064,"EM1067","Treatment 1(B)","bone ground","Animal Byproduct",0.071143125,"g",0.35625,"Bone Ground"
"2065",2065,"EM1067","Treatment 2 (C)","bone ground","Animal Byproduct",0.06733125,"g",0.3375,"Bone Ground"
"2066",2066,"EM1067","Treatment 2 (C)","salt","Other Ingredients",0.00448875,"g",0.0225,"Salt"
"2067",2067,"EM1067","Treatment 2 (C)","soybean","Crop Product",0.2639385,"g",1.323,"Soybean"
"2068",2068,"EM1067","Treatment 2 (C)","wheat offal","Crop Byproduct",0.2244375,"g",1.125,"Wheat Offal"
"2069",2069,"EM1067","Treatment 2 (C)","gmelina arborea leaves dried ground","Forage Plants",0.249375,"g",1.25,"Gmelina arborea Leaves Dried Ground"
"2070",2070,"EM1067","Treatment 2 (C)","maize","Crop Product",1.010417625,"g",5.06475,"Maize"
"2071",2071,"EM1067","Treatment 2 (C)","methionine","Supplement",0.0033665625,"g",0.016875,"Methionine"
"2072",2072,"EM1067","Treatment 2 (C)","minerals and vitamins mix","Supplement",0.0056109375,"g",0.028125,"Minerals and Vitamins Mix"
"2073",2073,"EM1067","Treatment 2 (C)","groundnut cake","Crop Byproduct",0.527877,"g",2.646,"Groundnut Cake"
"2074",2074,"EM1067","Treatment 2 (C)","lime","Supplement",0.1346625,"g",0.675,"Lime"
"2075",2075,"EM1067","Treatment 2 (C)","lysine","Supplement",0.002244375,"g",0.01125,"Lysine"
"2076",2076,"EM1067","Treatment 3 (D)","wheat offal","Crop Byproduct",0.211801785714286,"g",1.0625,"Wheat Offal"
"2077",2077,"EM1067","Treatment 3 (D)","minerals and vitamins mix","Supplement",0.00529504464285714,"g",0.0265625,"Minerals and Vitamins Mix"
"2078",2078,"EM1067","Treatment 3 (D)","gmelina arborea leaves dried ground","Forage Plants",0.373767857142857,"g",1.875,"Gmelina arborea Leaves Dried Ground"
"2079",2079,"EM1067","Treatment 3 (D)","lysine","Supplement",0.00211801785714286,"g",0.010625,"Lysine"
"2080",2080,"EM1067","Treatment 3 (D)","salt","Other Ingredients",0.00423603571428571,"g",0.02125,"Salt"
"2081",2081,"EM1067","Treatment 3 (D)","groundnut cake","Crop Byproduct",0.4981578,"g",2.499,"Groundnut Cake"
"2082",2082,"EM1067","Treatment 3 (D)","lime","Supplement",0.127081071428571,"g",0.6375,"Lime"
"2083",2083,"EM1067","Treatment 3 (D)","maize","Crop Product",0.953531639285714,"g",4.783375,"Maize"
"2084",2084,"EM1067","Treatment 3 (D)","soybean","Crop Product",0.2490789,"g",1.2495,"Soybean"
"2085",2085,"EM1067","Treatment 3 (D)","bone ground","Animal Byproduct",0.0635405357142857,"g",0.31875,"Bone Ground"
"2086",2086,"EM1067","Treatment 3 (D)","methionine","Supplement",0.00317702678571429,"g",0.0159375,"Methionine"
"2087",2087,"EM1068","RFM","mucuna pruriens seed alkali treated boiled decorticated dried ground","Forage Plants",0.82144,"g",1.06666666666667,"Mucuna pruriens Seed Alkali Treated Boiled Decorticated Dried Ground"
"2088",2088,"EM1068","RFM","maize offal ground","Crop Byproduct",0.71876,"g",0.933333333333334,"Maize Bran Ground"
"2089",2089,"EM1068","RFM","maize","Crop Product",2.3103,"g",3,"Maize"
"2090",2090,"EM1068","RIM","maize offal","Crop Byproduct",0.71848,"g",0.933333333333333,"Maize Bran"
"2091",2091,"EM1068","RIM","mucuna pruriens protein acid treated alkali treated dried ground","Forage Plants",0.2566,"g",0.333333333333333,"Mucuna pruriens Protein Acid Treated Alkali Treated Dried Ground"
"2092",2092,"EM1068","RIM","maize","Crop Product",2.87392,"g",3.73333333333333,"Maize"
"2093",2093,"EM1068","RTS","maize offal","Crop Byproduct",0.94356,"g",1.2,"Maize Bran"
"2094",2094,"EM1068","RTS","soybean","Crop Product",0.36694,"g",0.466666666666667,"Soybean"
"2095",2095,"EM1068","RTS","maize","Crop Product",2.621,"g",3.33333333333333,"Maize"
"2096",2096,"EM1069","Treatment T1","palm oil","Crop Product",0.33439,"g",0.175,"Palm Oil"
"2097",2097,"EM1069","Treatment T1","groundnut cake","Crop Byproduct",2.14965,"g",1.125,"Groundnut Cake"
"2098",2098,"EM1069","Treatment T1","bone ground","Animal Byproduct",0.277066,"g",0.145,"Bone Ground"
"2099",2099,"EM1069","Treatment T1","minerals and vitamins mix","Supplement",0.028662,"g",0.015,"Minerals and Vitamins Mix"
"2100",2100,"EM1069","Treatment T1","lysine","Supplement",0.0353498,"g",0.0185,"Lysine"
"2101",2101,"EM1069","Treatment T1","lime","Supplement",0.076432,"g",0.04,"Lime"
"2102",2102,"EM1069","Treatment T1","fish ground","Animal",0.38216,"g",0.2,"Fish Ground"
"2103",2103,"EM1069","Treatment T1","salt","Other Ingredients",0.028662,"g",0.015,"Salt"
"2104",2104,"EM1069","Treatment T1","methionine","Supplement",0.0229296,"g",0.012,"Methionine"
"2105",2105,"EM1069","Treatment T1","maize","Crop Product",4.7359178,"g",2.4785,"Maize"
"2106",2106,"EM1069","Treatment T1","wheat offal","Crop Byproduct",0.5503104,"g",0.288,"Wheat Offal"
"2107",2107,"EM1069","Treatment T1","soybean cake","Crop Byproduct",0.9554,"g",0.5,"Soybean Cake"
"2108",2108,"EM1070","Treatment T1","fish ground","Animal",0.18504,"g",0.3,"Fish Ground"
"2109",2109,"EM1070","Treatment T1","maize","Crop Product",2.89896,"g",4.7,"Maize"
