"","scope","B.Code","D.Item","CP","NDF","Ash","EE","GE","D.Type","M2_Category","M3_Category","M4_Category","M5_Category","M6_Category","M7_Category","Diet_Category_method","Diet_Category_prop_top","used_patch","used_nearest","M7_Category_full"
"2178","diet","JO1097","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2179","diet","JO1098","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2180","diet","JO1099","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2181","diet","JO1100","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2182","diet","JS0046","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2183","diet","JS0047","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"2184","diet","JS0047","SCB Bundle1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2185","diet","JS0047","SCB Con Bundle2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2186","diet","JS0047","SFM Bundle1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2187","diet","JS0047","SO Con Bundle1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2188","diet","JS0048","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2189","diet","JS0060","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2190","diet","JS0076","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2191","diet","JS0079.1","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2192","diet","JS0079.1","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"2193","diet","JS0079.2","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2194","diet","JS0079.2","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"2195","diet","JS0080","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2196","diet","JS0080","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"2197","diet","JS0081","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2198","diet","JS0081","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"2199","diet","JS0093","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2200","diet","JS0093","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"2201","diet","JS0094.1","Con Experiment1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","by_category_dominance",0.999999999999999,TRUE,FALSE,"High-fat"
"2202","diet","JS0094.1","SHC1 Experiment1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2203","diet","JS0094.1","SHC2 Experiment1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2204","diet","JS0094.1","SHC3 Experiment1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2205","diet","JS0094.1","SHC4 Experiment1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2206","diet","JS0094.2","SHC2 Experiment2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2207","diet","JS0112","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2208","diet","JS0112","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"2209","diet","JS0115","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2210","diet","JS0115","Berseem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2211","diet","JS0115","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"2212","diet","JS0118","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2213","diet","JS0119","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2214","diet","JS0123","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2215","diet","JS0124","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2216","diet","JS0125","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2217","diet","JS0134","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2218","diet","JS0135","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2219","diet","JS0137","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2220","diet","JS0139","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2221","diet","JS0140","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2222","diet","JS0147","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2223","diet","JS0167","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2224","diet","JS0167","Broiler Litter3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2225","diet","JS0172","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2226","diet","JS0172","Concentrate + CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","by_category_dominance",0.267711397058824,TRUE,FALSE,"High-fat"
"2227","diet","JS0192","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2228","diet","JS0193","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2229","diet","JS0193","Trt 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.7,TRUE,FALSE,"Good forage"
"2230","diet","JS0193","Trt 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.7,TRUE,FALSE,"Good forage"
"2231","diet","JS0193","Trt 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.7,TRUE,FALSE,"Good forage"
"2232","diet","JS0196","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2233","diet","JS0197","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2234","diet","JS0197","R1 0DLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.67,TRUE,FALSE,"Good forage"
"2235","diet","JS0197","R2 15DLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.77,TRUE,FALSE,"Good forage"
"2236","diet","JS0197","R3 30DLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.87,TRUE,FALSE,"Good forage"
"2237","diet","JS0197","R4 45DLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.474647693366995,TRUE,FALSE,"Good forage"
"2238","diet","JS0201.1","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2239","diet","JS0201.1","MUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.930232558139535,TRUE,FALSE,"High-starch"
"2240","diet","JS0201.1","NMMB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.360215053763441,TRUE,FALSE,"Good forage"
"2241","diet","JS0201.2","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2242","diet","JS0201.2","NMMB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.360215053763441,TRUE,FALSE,"Good forage"
"2243","diet","JS0205","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2244","diet","JS0205","Leucaena LLM 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",1,TRUE,FALSE,"Good forage"
"2245","diet","JS0206","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2246","diet","JS0207","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2247","diet","JS0208","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2248","diet","JS0208","WS Treated TS Bundle2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mineral/Vitamin","by_category_dominance",1.14129194247889,TRUE,FALSE,"Mineral/Vitamin"
"2249","diet","JS0208","WS Treated+Hay TSH Bundle1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mineral/Vitamin","by_category_dominance",1.12968820605513,TRUE,FALSE,"Mineral/Vitamin"
"2250","diet","JS0208","WS Treated+Hay TSH Bundle3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mineral/Vitamin","by_category_dominance",1.12968820605513,TRUE,FALSE,"Mineral/Vitamin"
"2251","diet","JS0210.1","15% Marejea Hay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.63,TRUE,FALSE,"Good forage"
"2252","diet","JS0210.1","30% Marejea Hay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.58,TRUE,FALSE,"Good forage"
"2253","diet","JS0210.1","45% Marejea Hay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.53,TRUE,FALSE,"Good forage"
"2254","diet","JS0210.1","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2255","diet","JS0210.1","No Marejea Hay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.68,TRUE,FALSE,"Good forage"
"2256","diet","JS0210.2","15% Marejea Hay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.63,TRUE,FALSE,"Good forage"
"2257","diet","JS0210.2","30% Marejea Hay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.58,TRUE,FALSE,"Good forage"
"2258","diet","JS0210.2","No Marejea Hay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.68,TRUE,FALSE,"Good forage"
"2259","diet","JS0211","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2260","diet","JS0213.1","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2261","diet","JS0214","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2262","diet","JS0215.1","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2263","diet","JS0215.2","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2264","diet","JS0226","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2265","diet","JS0226","Cenchrus ciliaris Diet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2266","diet","JS0226","Millet Forage Diet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2267","diet","JS0226","Sorghum Forage Diet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2268","diet","JS0226","Veldt Grass Diet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2269","diet","JS0230","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2270","diet","JS0230","D Con Lucerne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2271","diet","JS0230","Terminalia serecia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2272","diet","JS0231","Before Rain S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.44,TRUE,FALSE,"High-starch"
"2273","diet","JS0231","Continuous S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.44,TRUE,FALSE,"High-starch"
"2274","diet","JS0243","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2275","diet","JS0249","200 g CM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","by_category_dominance",1,TRUE,FALSE,"High-fat"
"2276","diet","JS0249","300 g CM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","by_category_dominance",1,TRUE,FALSE,"High-fat"
"2277","diet","JS0249","400 g CM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","by_category_dominance",0.533617929562433,TRUE,FALSE,"High-fat"
"2278","diet","JS0249","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2279","diet","JS0261","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2280","diet","JS0261","Hay with 400g Suppliment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","by_category_dominance",0.75,TRUE,FALSE,"Protein"
"2281","diet","JS0262","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2282","diet","JS0263","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2283","diet","JS0265","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2284","diet","JS0265","Leucaena leucocephala",233,409,85,40,19,NA,NA,NA,NA,"Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"2285","diet","JS0269.1","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2286","diet","JS0269.1","D1 Access to Native Hay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2287","diet","JS0269.1","D2 Native Hay and 345g Alfafa Hay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2288","diet","JS0269.1","D3 Native Hay and 387g Cowpea Hay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2289","diet","JS0269.1","D4 Native Hay and 302 g  A. brevispica Leaves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2290","diet","JS0269.1","D5 Native Hay and 365 g A. tortilis Fruits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2291","diet","JS0271","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2292","diet","JS0271","Mixture C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mineral/Vitamin","M7_numeric",NA,FALSE,FALSE,"Mineral/Vitamin"
"2293","diet","JS0272","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2294","diet","JS0273","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2295","diet","JS0276","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2296","diet","JS0281","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2297","diet","JS0285","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2298","diet","JS0285","High Conc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.239398084815322,TRUE,FALSE,"Good forage"
"2299","diet","JS0285","Low Conc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.113071008593397,TRUE,FALSE,"Good forage"
"2300","diet","JS0285","Medium Conc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.166201303018216,TRUE,FALSE,"Good forage"
"2301","diet","JS0289.1","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2302","diet","JS0289.2","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2303","diet","JS0290","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2304","diet","JS0291","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2305","diet","JS0292","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2306","diet","JS0295","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2307","diet","JS0296","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2308","diet","JS0299","Lard Diet Bundle 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"2309","diet","JS0299","Palm Oil Diet Bundle 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"2310","diet","JS0299","Soybean Oil Diet Bundle 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"2311","diet","JS0299","Sunflower Oil Diet Bundle 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"2312","diet","JS0301","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2313","diet","JS0305","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2314","diet","JS0306","20% MOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2315","diet","JS0306","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2316","diet","JS0306","Soybean",396,132,57,214,23.6,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"2317","diet","JS0311","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2318","diet","JS0314","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2319","diet","JS0316","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2320","diet","JS0316","Con Hay Bundle1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2321","diet","JS0316","Con Mix Bundle2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.67,TRUE,FALSE,"Good forage"
"2322","diet","JS0316","Mixture Bundle1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mineral/Vitamin","M7_numeric",NA,FALSE,FALSE,"Mineral/Vitamin"
"2323","diet","JS0316","Sesban Bundle1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2324","diet","JS0316","Sesbania 1 Bundle2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.67,TRUE,FALSE,"Good forage"
"2325","diet","JS0316","Sesbania 2 Bundle2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.67,TRUE,FALSE,"Good forage"
"2326","diet","JS0316","Sesbania 3 Bundle2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2327","diet","JS0324.1","Acacia tortilis 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","by_category_dominance",0.666666666666667,TRUE,FALSE,"High-fat"
"2328","diet","JS0324.1","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2329","diet","JS0324.2","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2330","diet","JS0324.2","Con Bundle2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","by_category_dominance",0.666666666666667,TRUE,FALSE,"High-fat"
"2331","diet","JS0326","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2332","diet","JS0340","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2333","diet","JS0340","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"2334","diet","JS0340","MSP100 Yeast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2335","diet","JS0341","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2336","diet","JS0341","Deep Litter System + LP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2337","diet","JS0341","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"2338","diet","JS0342","0% BSC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.182785299806576,TRUE,FALSE,"High-starch"
"2339","diet","JS0342","100% BSC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.223958333333333,TRUE,FALSE,"High-starch"
"2340","diet","JS0342","25% BSC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.178012879484821,TRUE,FALSE,"High-starch"
"2341","diet","JS0342","75% BSC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.189732142857143,TRUE,FALSE,"High-starch"
"2342","diet","JS0342","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2343","diet","JS0342","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"2344","diet","JS0344","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2345","diet","JS0345","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2346","diet","JS0345","Natural (NP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2347","diet","JS0345","Pasture + Supplementation(PS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.693069306930693,TRUE,FALSE,"Good forage"
"2348","diet","JS0349","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2349","diet","JS0350","Diet Con Bundle1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.8,TRUE,FALSE,"High-starch"
"2350","diet","JS0350","Diet Con Bundle2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
"2351","diet","JS0350","T2 Rosemay Oil Bundle1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
