"","scope","B.Code","D.Item","CP","NDF","Ash","EE","GE","D.Type","M2_Category","M3_Category","M4_Category","M5_Category","M6_Category","M7_Category","Diet_Category_method","Diet_Category_prop_top","used_patch","used_nearest","M7_Category_full"
"669","diet","LM0335","MOLM50",189,106,45,61,NA,NA,NA,NA,NA,"High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"670","diet","LM0336","CM0",160,215,67.1,NA,NA,NA,NA,NA,NA,NA,"High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"671","diet","LM0336","CM100",160,222,71.6,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"672","diet","LM0336","CM25",161,216,68.2,NA,NA,NA,NA,NA,NA,NA,"High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"673","diet","LM0336","CM50",160,219,69.1,NA,NA,NA,NA,NA,NA,NA,"High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"674","diet","LM0336","CM75",160,219,70.2,NA,NA,NA,NA,NA,NA,NA,"High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"675","diet","LM0339","20% silage",159,242,NA,32.8,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"676","diet","LM0339","50% silage",154.5,316.7,NA,31.2,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"677","diet","LM0339","70% silage",153.3,341.8,NA,36.8,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"678","diet","LM0339","Control",165.2,421.7,NA,19.2,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"679","diet","LM0347","DBL0",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"680","diet","LM0347","DBL100",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"681","diet","LM0347","DBL150",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"682","diet","LM0347","DBL200",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"683","diet","LM0347","DBL50",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"684","diet","LM0349","CACT-AA",NA,295,109,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"685","diet","LM0349","CACT-LL",NA,339,96,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"686","diet","LM0349","CACT-MA",NA,248,107,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"687","diet","LM0349","Commercial Sheep Meal Diet",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"688","diet","LM0354","0% BYS",345,NA,91.8,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"689","diet","LM0354","100% BYS",378.3,NA,98.9,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"690","diet","LM0354","25% BYS",353,NA,93.6,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"691","diet","LM0354","50% BYS",362.3,NA,95.1,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"692","diet","LM0354","75% BYS",370.7,NA,97.4,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"693","diet","NJ0003","0 g/kg CBLE",402.3,NA,82.7,92.7,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"694","diet","NJ0003","10 g/kg CBLE",405.3,NA,86.9,96.4,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"695","diet","NJ0003","15 g/kg CBLE",401.5,NA,85.8,95,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"696","diet","NJ0003","5 g/kg CBLE",399.7,NA,85.6,95,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"697","diet","NJ0008","100% DGH",54,673,121,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"698","diet","NJ0008","100% NPH",35,712,115,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"699","diet","NJ0008","25% NPH +75% DGH",57,689,119,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"700","diet","NJ0008","50% NPH + 50% DGH",53,677,123,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"701","diet","NJ0008","75% NPH +25% DGH",45,695,117,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"702","diet","NJ0025","Beef survival meal",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"703","diet","NJ0025","Mixed forage meal",133,431,75,NA,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"704","diet","NJ0025","NP",32,762,86,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"705","diet","NJ0025","Urea-treated Maize strover",157,718,97,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"706","diet","NJ0032","SB-0",159,232,36,46,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"707","diet","NJ0032","SB-10",158,242,64,49,NA,NA,NA,NA,NA,NA,NA,"Poor forage","by_category_dominance",0.1,TRUE,FALSE,"Poor forage"
"708","diet","NJ0032","SB-15",157,252,67,48,NA,NA,NA,NA,NA,NA,NA,"Poor forage","by_category_dominance",0.15,TRUE,FALSE,"Poor forage"
"709","diet","NJ0032","SB-20",164,253,73,46,NA,NA,NA,NA,NA,NA,NA,"Poor forage","by_category_dominance",0.11602020749983,TRUE,FALSE,"Poor forage"
"710","diet","NJ0032","SB-5",153,212,41,48,NA,NA,NA,NA,NA,NA,"High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"711","diet","NJ0047","T1",193.8,NA,158.4,52.5,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"712","diet","NJ0047","T2",196.8,NA,187,54.5,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"713","diet","NJ0047","T3",196.8,NA,191.1,31.5,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"714","diet","NJ0047","T4",198.4,NA,195.2,39,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"715","diet","NN0005","0 M",153,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"716","diet","NN0005","20 M",153,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"717","diet","NN0005","40 M",153,189,NA,NA,NA,NA,NA,NA,NA,"High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"718","diet","NN0005","60 M",153,147,NA,NA,NA,NA,NA,NA,NA,"High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"719","diet","NN0034","UNTS",161,745,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"720","diet","NN0034","UTS",25,747,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"721","diet","NN0085","U0",286.4,NA,67.2,NA,16.12,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"722","diet","NN0085","U1",281.3,NA,79.8,NA,15.37,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"723","diet","NN0085","U2",278.3,NA,114.2,NA,14.77,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"724","diet","NN0085","U3",271.4,NA,118.8,NA,14.57,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"725","diet","NN0098","A 0 CON",364,NA,102,NA,18.96,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"726","diet","NN0098","A 10",362.7,NA,120,NA,19.28,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"727","diet","NN0098","A 20",356.1,NA,133,NA,19.54,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"728","diet","NN0098","A 30",352.2,NA,154.4,NA,19.72,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"729","diet","NN0101","B",210,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"730","diet","NN0101","B-PEG",210,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"731","diet","NN0106","B0",151.5,NA,85.6,NA,13.13776,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"732","diet","NN0106","B1",144.8,NA,93.1,NA,12.552,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"733","diet","NN0106","B2",143,NA,96.6,NA,12.3428,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"734","diet","NN0106","B3",141.7,NA,98,NA,12.21728,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"735","diet","NN0106","B4",140.5,NA,104,NA,11.9244,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"736","diet","NN0106","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"737","diet","NN0107.1","Green panic",42,732,86,20,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"738","diet","NN0107.1","TIS-2532.OP.1.13",221,482,200,23,NA,NA,NA,NA,NA,"Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"739","diet","NN0107.1","TIS-8164",191,458,144,21,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"740","diet","NN0107.1","TIS-87/007",145,467,182,17,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"741","diet","NN0109.1","C-0",378.4,NA,29.5,NA,18.3,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"742","diet","NN0109.1","C-15",377.6,NA,36.4,NA,18.4,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"743","diet","NN0109.1","C-30",376.8,NA,42.3,NA,18.6,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"744","diet","NN0109.1","C-45",374.9,NA,59.1,NA,18.7,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"745","diet","NN0109.1","Maize",80,155,43,45,17,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"746","diet","NN0109.2","P-25",257.2,NA,58.9,NA,18.5,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"747","diet","NN0109.2","P-30",377.6,NA,36.4,NA,18.4,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"748","diet","NN0109.2","P-35",376.8,NA,42.3,NA,18.6,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"749","diet","NN0109.2","P-40",374.9,NA,59.1,NA,18.7,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"750","diet","NN0110.1","FM",398,NA,NA,NA,17.56,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"751","diet","NN0110.1","S80",395,NA,NA,NA,17.64,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"752","diet","NN0110.1","W20",390,NA,NA,NA,17.6,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"753","diet","NN0110.1","W40",394,NA,NA,NA,17.61,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"754","diet","NN0110.1","W60",392,NA,NA,NA,17.63,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"755","diet","NN0110.1","W80",396,NA,NA,NA,17.66,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"756","diet","NN0110.2","Diet 1",407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"757","diet","NN0110.2","Diet 2",405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"758","diet","NN0110.2","Diet 3",404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"759","diet","NN0110.2","Diet 4",408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"760","diet","NN0110.2","Diet 5",407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"761","diet","NN0112","RQ 20",399.2,NA,109.3,NA,18.41,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"762","diet","NN0112","RQ 40",395.9,NA,110.9,NA,18.28,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"763","diet","NN0112","RQ 60",398.4,NA,112.6,NA,18.12,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"764","diet","NN0112","SB 60",397.5,NA,107.5,NA,18.6,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"765","diet","NN0113","T1",372.1,NA,34.2,NA,18.813356,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"766","diet","NN0113","T2",369.8,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"767","diet","NN0113","T3",368.8,NA,40.8,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"768","diet","NN0113","T4",368.4,NA,43.1,NA,18.8317656,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"769","diet","NN0114","CTR",406,NA,93.5,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"770","diet","NN0114","RSF15",404.7,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"771","diet","NN0114","RSF30",402.8,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"772","diet","NN0114","RSF45",401.8,NA,90.4,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"773","diet","NN0114","RSM15",404.8,NA,89.1,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"774","diet","NN0114","RSM30",404.2,NA,88.1,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"775","diet","NN0114","RSM45",402.4,NA,85.1,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"776","diet","NN0115","FM",428.9,NA,85,NA,18.4,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"777","diet","NN0115","SF25",429.1,NA,78.4,NA,18.3,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"778","diet","NN0115","SF50",430.2,NA,70.3,NA,18.6,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"779","diet","NN0115","SF75",430.7,NA,62.7,NA,18.9,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"780","diet","NN0115","SF75 + M",431.2,NA,62.3,NA,18.7,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"781","diet","NN0117","CON 0 POM",399,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"782","diet","NN0117","POM 30%",398,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"783","diet","NN0117","POM 60%",402,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"784","diet","NN0117","POM 90%",400,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"785","diet","NN0118","0% Duckweed",300.3,NA,88.1,124.8,17.7953888,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"786","diet","NN0118","10% Duckweed",297.5,NA,95,147.5,16.9447816,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"787","diet","NN0118","100% Duckweed",298,NA,105,123,14.9979664,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"788","diet","NN0118","20% Duckweed",297,NA,97.5,144,16.6426968,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"789","diet","NN0118","30% Duckweed",300.2,NA,101.7,142.5,16.089572,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"790","diet","NN0118","5% Duckweed",299,NA,52,151,17.1728096,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"791","diet","NN0119.1","1",161,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"792","diet","NN0119.1","2",162,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"793","diet","NN0119.1","3",160,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"794","diet","NN0119.1","4",161,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"795","diet","NN0119.2","Diet 1 without TOLM",NA,NA,NA,72.1,19.33008,NA,NA,NA,"High-fat",NA,"High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"796","diet","NN0119.2","Diet 2 with 10% TOLM",NA,NA,NA,64.1,19.33008,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"797","diet","NN0119.2","Diet 3 with 15% TOLM",NA,NA,NA,64,19.33008,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"798","diet","NN0119.2","Diet 4 with 20% TOLM",NA,NA,NA,67.1,19.33008,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"799","diet","NN0119.2","Diet 5 with 25% TOLM",NA,NA,NA,70.2,19.33008,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"800","diet","NN0119.2","Diet 6 with 30% TOLM",NA,NA,NA,82.4,13.43064,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"801","diet","NN0119.2","Maize",80.0488505747126,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"802","diet","NN0135","30% CASSAVA-S",31.5,NA,14.4,3.4,NA,NA,NA,NA,NA,NA,NA,"Poor forage","nearest_window_diet",NA,FALSE,TRUE,"Poor forage"
"803","diet","NN0135","30% CASSAVA-U",173.3,NA,71.3,36.1,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"804","diet","NN0135","CON 30% MAIZE-BASED",182,NA,65.7,46.7,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"805","diet","NN0137.1","DGSM 0",221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"806","diet","NN0137.3","Control",221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"807","diet","NN0137.3","DGSM 1.5 Finisher",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"808","diet","NN0137.3","DGSM 1.5 Grower",217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"809","diet","NN0137.4","DGSM 0",212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"810","diet","NN0137.4","DGSM 2",211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"811","diet","NN0137.4","DGSM 4",210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"812","diet","NN0137.4","DGSM 6",209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"813","diet","NN0156","Meal",182,NA,63,28,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"814","diet","NN0156","Whole-grain",182,NA,63,28,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"815","diet","NN0180.1","PW 0",155,290,NA,38,16.5,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"816","diet","NN0180.1","PW 100",177,351,NA,54,16.2,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"817","diet","NN0180.1","PW 25",167,308,NA,43,16.6,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"818","diet","NN0180.1","PW 50",169,312,NA,45,16.1,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"819","diet","NN0180.1","PW 75",172,318,NA,49,15.9,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"820","diet","NN0180.2","Control",126,NA,NA,NA,15.71,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"821","diet","NN0180.2","DB",134,NA,NA,6.8,15.21,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"822","diet","NN0180.2","DB + PHS",106,NA,NA,NA,14.79,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.0225,TRUE,FALSE,"High-starch"
"823","diet","NN0196","A. angustissima 15132",278.7,338.2,68.7,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"824","diet","NN0196","L. pallida 14203",216.2,298.2,88.8,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"825","diet","NN0196","S. sesban 1198",231.2,204.4,115.3,NA,NA,NA,NA,NA,NA,NA,"High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"826","diet","NN0196","S. sesban 15019",220.6,200.3,113.8,NA,NA,NA,NA,NA,NA,NA,"High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"827","diet","NN0196","SS 1198 + AA 15132",233.1,246.2,106,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
