"","B.Code","Diet","GE_MJ_kg","GEI_MJ_d","GE_source","P.Product","Purpose","any_na","total_diet","total_forage_strict","total_forage_broad","n_ingredients","D.Type.first","forage_prop_strict","forage_prop_broad","forage_prop","BW_kg","DE_MJ_kg","ME_MJ_kg","DEI_MJ_d","MEI_MJ_d","For_percent","DMI_kg_d","DMI_source","eq_dairy_niu_DMI_C","eq_beef_DMI_C_HF","eq_beef_Animal_C_HF","eq_beef_DMI_C_LF","eq_beef_Animal_C_INT","eq_beef_Diet_C_INT","eq_sheep_GEI_linear","eq_sheep_MEI_nonlinear","eq_goat_GEI_linear","eq_goat_DEI_linear","eq_goat_MEI_nonlinear","CH4_dairy_niu","CH4_beef_Animal_C_HF","CH4_beef_DMI_C_HF","CH4_beef_Animal_C_INT","CH4_beef_Diet_C_INT","CH4_beef_DMI_C_LF","EME_sheep_linear","CH4_sheep_linear","EME_sheep_nonlinear","CH4_sheep_nonlinear","EME_goat_linear","CH4_goat_linear","EME_goat_DEI","CH4_goat_DEI","EME_goat_nonlinear","CH4_goat_nonlinear","CH4_g_d","CH4_equation_used","beef_forage_category","CH4_kg_yr"
"2512","NN0214","Acacia albida Treatment",18.0612553734454,10.7464469472,"ingredient_weighted","Sheep",NA,FALSE,0.595,0.194,0.595,2,"Agroforestry Fodders",0.326050420168067,1,1,21,NA,NA,NA,NA,100,0.595,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.7345759004128,13.1999263326649,NA,NA,NA,NA,NA,NA,NA,NA,13.1999263326649,"Sheep_GEI_linear",NA,4.81797311142268
"2513","NN0214","Acacia nilotica Treatment",18.2370235934664,10.0486,"ingredient_weighted","Sheep",NA,FALSE,0.551,0.204,0.551,2,"Agroforestry Fodders",0.370235934664247,1,1,21,NA,NA,NA,NA,100,0.551,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.7003814,12.585469901168,NA,NA,NA,NA,NA,NA,NA,NA,12.585469901168,"Sheep_GEI_linear",NA,4.59369651392633
"2514","NN0214","Acacia sieberiana Treatment",NA,NA,NA,"Sheep",NA,FALSE,0.531,0.211,0.531,2,"Crop Byproduct",0.397363465160075,1,1,21,NA,NA,NA,NA,100,0.531,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2515","NN0214","Acacia tortilis Treatment",18.2323899371069,11.5958,"ingredient_weighted","Sheep",NA,FALSE,0.636,0.206,0.636,2,"Agroforestry Fodders",0.323899371069182,1,1,21,NA,NA,NA,NA,100,0.636,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.7761942,13.9477843665768,NA,NA,NA,NA,NA,NA,NA,NA,13.9477843665768,"Sheep_GEI_linear",NA,5.09094129380054
"2516","NN0214","Noug Meal Treatment",19.4362344582593,10.9426,"ingredient_weighted","Sheep",NA,FALSE,0.563,0,0.483,2,"Crop Byproduct",0,0.857904085257549,0.857904085257549,21,NA,NA,NA,NA,85.7904085257549,0.563,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.7441874,13.3726397124888,NA,NA,NA,NA,NA,NA,NA,NA,13.3726397124888,"Sheep_GEI_linear",NA,4.8810134950584
"2517","NN0234","T 1 CON",NA,NA,NA,"Sheep","Meat",FALSE,0.4527,0,0,1,"Other Feed",0,0,0,20.9,NA,NA,NA,NA,0,0.8427,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2518","NN0253","UMB",14.08895056,7.748922808,"ingredient_weighted","Cattle",NA,FALSE,0.55,0,0,1,"Non-ERA Feed",0,0,0,138,NA,NA,NA,NA,0,0.55,"total_amounts",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2519","NN0276.1","BP",17.6629399585921,8.5312,"ingredient_weighted","Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54908896,9.86682767295597,NA,NA,NA,NA,9.86682767295597,"Goat_GEI_linear",NA,3.60139210062893
"2520","NN0276.1","CSC",18.7013698630137,9.5564,"ingredient_weighted","Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58322812,10.4802896675651,NA,NA,NA,NA,10.4802896675651,"Goat_GEI_linear",NA,3.82530572866128
"2521","NN0276.1","Control",17.4,7.0296,"ingredient_weighted","Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49908568,8.96829613656784,NA,NA,NA,NA,8.96829613656784,"Goat_GEI_linear",NA,3.27342808984726
"2522","NN0276.1","LL",17.8193832599119,8.09,"ingredient_weighted","Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534397,9.60282120395328,NA,NA,NA,NA,9.60282120395328,"Goat_GEI_linear",NA,3.50502973944295
"2523","NN0276.1","MB",17.8581613508443,9.5184,"ingredient_weighted","Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58196272,10.4575511230907,NA,NA,NA,NA,10.4575511230907,"Goat_GEI_linear",NA,3.81700615992812
"2524","NN0276.2","Banana peels T3",17.9320121951219,11.7634,"ingredient_weighted","Goat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65672122,11.8009203953279,NA,NA,NA,NA,11.8009203953279,"Goat_GEI_linear",NA,4.3073359442947
"2525","NN0276.2","Cottonseed cake T4",19.0304273504274,11.1328,"ingredient_weighted","Goat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63572224,11.4235802336029,NA,NA,NA,NA,11.4235802336029,"Goat_GEI_linear",NA,4.16960678526505
"2526","NN0276.2","Elephant grass T5",17.4,6.0726,"ingredient_weighted","Goat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46721758,8.39564384546271,NA,NA,NA,NA,8.39564384546271,"Goat_GEI_linear",NA,3.06441000359389
"2527","NN0276.2","Leucana leaves T2",17.8009732360097,7.3162,"ingredient_weighted","Goat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50862946,9.13979263252471,NA,NA,NA,NA,9.13979263252471,"Goat_GEI_linear",NA,3.33602431087152
"2528","NN0276.2","Maize bran T2",18.0184331797235,11.73,"ingredient_weighted","Goat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.651,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655609,11.7809344115004,NA,NA,NA,NA,11.7809344115004,"Goat_GEI_linear",NA,4.30004106019766
"2529","NN0299","Control",18.38292,551.4876,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"total_amounts",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,"Dairy_Niu_DMI_C",NA,190.895
"2530","NN0299","T1",18.813356,468.07629728,"diet_level","Cattle","Dairy",FALSE,0.3,0,0,1,"Crop Byproduct",0,0,0,NA,NA,NA,NA,NA,0,24.88,"ingredient_sum",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,454.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.904,"Dairy_Niu_DMI_C",NA,166.03996
"2531","NN0299","T2",19.18121328,369.8137920384,"diet_level","Cattle","Dairy",FALSE,0.6,0,0,1,"Crop Byproduct",0,0,0,NA,NA,NA,NA,NA,0,19.28,"ingredient_sum",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,380.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.424,"Dairy_Niu_DMI_C",NA,138.85476
"2532","NN0299","T3",19.21016656,333.8726948128,"diet_level","Cattle","Dairy",FALSE,0.9,0,0,1,"Crop Byproduct",0,0,0,NA,NA,NA,NA,NA,0,17.38,"ingredient_sum",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,355.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.154,"Dairy_Niu_DMI_C",NA,129.63121
"2533","NN0370","Con",17.94712,19.32904824,"diet_level","Sheep",NA,FALSE,1600,600,600,8,"Crop Product",0.375,0.375,0.375,NA,NA,NA,NA,NA,37.5,1.077,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.15512336376,20.7569337602875,NA,NA,NA,NA,NA,NA,NA,NA,20.7569337602875,"Sheep_GEI_linear",NA,7.57628082250494
"2534","NN0370","Urea1",NA,NA,NA,"Sheep",NA,FALSE,1600,600,600,9,"Crop Product",0.375,0.375,0.375,NA,NA,NA,NA,NA,37.5,1.1,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535","NN0370","Urea2",NA,NA,NA,"Sheep",NA,FALSE,1600,600,600,9,"Crop Product",0.375,0.375,0.375,NA,NA,NA,NA,NA,37.5,1.055,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2536","NN0374","High 450",18,8.262,"ingredient_weighted","Goat","Meat",FALSE,0.459,0,0,4,"Non-ERA Feed",0,0,0,NA,NA,NA,NA,NA,0,0.459,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5401246,9.70574303683738,NA,NA,NA,NA,9.70574303683738,"Goat_GEI_linear",NA,3.54259620844564
"2537","NN0374","High 450...Low 150...Med 300",NA,NA,NA,"Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.167,"ingredient_sum",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2538","NN0374","Low 150",18,2.754,"ingredient_weighted","Goat","Meat",FALSE,0.153,0,0,4,"Non-ERA Feed",0,0,0,NA,NA,NA,NA,NA,0,0.153,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3567082,6.40985085354897,NA,NA,NA,NA,6.40985085354897,"Goat_GEI_linear",NA,2.33959556154537
"2539","NN0374","Med 300",18,5.508,"ingredient_weighted","Goat","Meat",FALSE,0.306,0,0,4,"Non-ERA Feed",0,0,0,NA,NA,NA,NA,NA,0,0.306,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4484164,8.05779694519317,NA,NA,NA,NA,8.05779694519317,"Goat_GEI_linear",NA,2.94109588499551
"2540","AG0018","BSM",NA,NA,NA,"Cattle","Meat",FALSE,1.04285714285714,0,0,3,"Non-ERA Feed",0,0,0,295.566666666667,NA,NA,NA,NA,0,1.04285714285714,"total_amounts",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,56.5488571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5488571428571,"Beef_LF_DMI_C","Lower (≤18%)",20.6403328571428
"2541","AG0018","LLM",NA,NA,NA,"Cattle","Meat",FALSE,1.04285714285714,1,1,3,"Crop Byproduct",0.958904109589041,0.958904109589041,0.958904109589041,287.833333333333,NA,NA,NA,NA,95.8904109589041,1.04285714285714,"total_amounts",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,87.4534446183952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4534446183952,"Beef_HF_Animal_C","Higher (≥25%)",31.9205072857143
"2542","AG0018","MFM",NA,NA,NA,"Cattle","Meat",FALSE,0.0438571428571429,0.000666571428571428,0.000999999999999999,5,"Crop Byproduct",0.0151986970684039,0.022801302931596,0.022801302931596,279.933333333333,NA,NA,NA,NA,2.2801302931596,0.0438571428571429,"total_amounts",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,47.0183971428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0183971428571,"Beef_LF_DMI_C","Lower (≤18%)",17.1617149571429
"2543","AG0018","NP",NA,NA,NA,"Cattle","Meat",FALSE,0.0428571428571429,0,0,2,"Crop Byproduct",0,0,0,260.233333333333,NA,NA,NA,NA,0,0.0428571428571429,"total_amounts",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,47.0088571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0088571428571,"Beef_LF_DMI_C","Lower (≤18%)",17.1582328571429
"2544","AG0018","UTS",NA,NA,NA,"Cattle","Meat",FALSE,1.04285714285714,0,1,3,"Crop Byproduct",0,0.958904109589041,0.958904109589041,266.433333333333,NA,NA,NA,NA,95.8904109589041,1.04285714285714,"total_amounts",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,85.3220046183952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3220046183952,"Beef_HF_Animal_C","Higher (≥25%)",31.1425316857143
"2545","BO1036","100% (MLM +VLM)",NA,NA,NA,"Sheep","Meat",FALSE,0.519,0.317,0.317,4,"Forage Plants",0.610789980732177,0.610789980732177,0.610789980732177,20.94,NA,NA,NA,NA,61.0789980732177,0.519,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2546","BO1036","100% concentrate mix",NA,NA,NA,"Sheep","Meat",FALSE,0.3505,0,0,3,"Other Ingredients",0,0,0,20.84,NA,NA,NA,NA,0,0.3505,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2547","BO1036","25% NSC + 75% (MLM +VLM)",NA,NA,NA,"Sheep","Meat",FALSE,0.4893,0.2378,0.2378,5,"Forage Plants",0.48600040874719,0.48600040874719,0.48600040874719,20.95,NA,NA,NA,NA,48.600040874719,0.4893,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2548","BO1036","50% NSC+ 50% (MLM +VLM)",NA,NA,NA,"Sheep","Meat",FALSE,0.4095,0.1585,0.1585,5,"Crop Product",0.387057387057387,0.387057387057387,0.387057387057387,20.83,NA,NA,NA,NA,38.7057387057387,0.4095,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2549","BO1036","75% NSC+25% (MLM +VLM)",NA,NA,NA,"Sheep","Meat",FALSE,0.3803,0.0793,0.0793,5,"Crop Byproduct",0.208519589797528,0.208519589797528,0.208519589797528,20.98,NA,NA,NA,NA,20.8519589797528,0.3803,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2550","BO1066","Control",NA,NA,NA,"Sheep","Meat",FALSE,1.188,0,0,6,"Crop Product",0,0,0,17.83,NA,NA,NA,NA,0,1.188,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2551","BO1066","RRF",NA,NA,NA,"Sheep","Meat",FALSE,1.17,0,0,6,"Crop Product",0,0,0,17.83,NA,NA,NA,NA,0,1.17,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2552","BO1066","RRS",NA,NA,NA,"Sheep","Meat",FALSE,1.2,0,0,6,"Crop Byproduct",0,0,0,17.83,NA,NA,NA,NA,0,1.2,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2553","BO1072","HPF",NA,NA,NA,"Cattle","Meat",FALSE,2.8,0,0,3,"Crop Byproduct",0,0,0,109.6,NA,NA,NA,NA,0,2.8,"total_amounts",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,73.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.312,"Beef_LF_DMI_C","Lower (≤18%)",26.75888
"2554","BO1072","LPF",NA,NA,NA,"Cattle","Meat",FALSE,2.8,0,0,3,"Grazing",0,0,0,108.5,NA,NA,NA,NA,0,2.8,"total_amounts",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,73.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.312,"Beef_LF_DMI_C","Lower (≤18%)",26.75888
"2555","BO1072","MPF",NA,NA,NA,"Cattle","Meat",FALSE,2.8,0,0,3,"Grazing",0,0,0,109.5,NA,NA,NA,NA,0,2.8,"total_amounts",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,73.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.312,"Beef_LF_DMI_C","Lower (≤18%)",26.75888
"2556","BO1091","Diet 184 g/d",NA,NA,NA,"Goat","Meat",FALSE,0.184,0,0,1,"Preformulated Feed",0,0,0,18.92,NA,NA,NA,NA,0,0.184,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557","BO1091","Diet 368 g/d",NA,NA,NA,"Goat","Meat",FALSE,0.368,0,0,1,"Preformulated Feed",0,0,0,18.92,NA,NA,NA,NA,0,0.368,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2558","BO1091","Diet 552 g/d",NA,NA,NA,"Goat","Meat",FALSE,0.552,0,0,1,"Preformulated Feed",0,0,0,18.92,NA,NA,NA,NA,0,0.552,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2559","CJ1013","1",NA,NA,NA,"Not Found","Meat",FALSE,1.2,1.2,1.2,3,"Forage Plants",1,1,1,29.9408099688473,NA,NA,NA,NA,100,1.2,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2560","CJ1013","2",NA,NA,NA,"Not Found","Meat",FALSE,1.6,1.6,1.6,4,"Forage Plants",1,1,1,30.5404984423676,NA,NA,NA,NA,100,1.6,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2561","CJ1013","3",NA,NA,NA,"Not Found","Meat",FALSE,1.8,1.8,1.8,4,"Forage Plants",1,1,1,30.7476635514018,NA,NA,NA,NA,100,1.8,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2562","EM1010","MSM",NA,NA,NA,"Sheep",NA,FALSE,0.004,0,0,1,"Crop Product",0,0,0,25.3,NA,NA,NA,NA,0,0.004,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2563","EM1019","Ration 1",NA,NA,NA,"Sheep","Meat",FALSE,1.6,1.6,1.6,4,"Forage Plants",1,1,1,11.36,NA,NA,NA,NA,100,1.6,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2564","EM1019","Ration 2",NA,NA,NA,"Sheep","Meat",FALSE,1.8,1.8,1.8,4,"Forage Plants",1,1,1,11.86,NA,NA,NA,NA,100,1.8,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2565","EM1063","Treatment T1",NA,NA,NA,"Chicken","Meat",FALSE,0.0047712648325881,0,0,11,"Supplement",0,0,0,0.0603,NA,NA,NA,NA,0,0.0105728571428571,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2566","EM1063","Treatment T2",NA,NA,NA,"Chicken","Meat",FALSE,0.00481897105551661,0,0,12,"Crop Byproduct",0,0,0,0.061,NA,NA,NA,NA,0,0.0131542857142857,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2567","EM1063","Treatment T3",NA,NA,NA,"Chicken","Meat",FALSE,0.00483983637764592,0,0,12,"Crop Product",0,0,0,0.0612,NA,NA,NA,NA,0,0.0135345571428571,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2568","EM1063","Treatment T4",NA,NA,NA,"Chicken","Meat",FALSE,0.00475079595286456,0,0,12,"Supplement",0,0,0,0.06,NA,NA,NA,NA,0,0.0129585714285714,"total_amounts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
