"","B.Code","Diet","GE_MJ_kg","GEI_MJ_d","GE_source","P.Product","Purpose","any_na","total_diet","total_forage_strict","total_forage_broad","n_ingredients","D.Type.first","forage_prop_strict","forage_prop_broad","forage_prop","BW_kg","DE_MJ_kg","ME_MJ_kg","DEI_MJ_d","MEI_MJ_d","For_percent","DMI_kg_d","DMI_source","eq_dairy_niu_DMI_C","eq_beef_DMI_C_HF","eq_beef_Animal_C_HF","eq_beef_DMI_C_LF","eq_beef_Animal_C_INT","eq_beef_Diet_C_INT","eq_sheep_GEI_linear","eq_sheep_MEI_nonlinear","eq_goat_GEI_linear","eq_goat_DEI_linear","eq_goat_MEI_nonlinear","CH4_dairy_niu","CH4_beef_Animal_C_HF","CH4_beef_DMI_C_HF","CH4_beef_Animal_C_INT","CH4_beef_Diet_C_INT","CH4_beef_DMI_C_LF","EME_sheep_linear","CH4_sheep_linear","EME_sheep_nonlinear","CH4_sheep_nonlinear","EME_goat_linear","CH4_goat_linear","EME_goat_DEI","CH4_goat_DEI","EME_goat_nonlinear","CH4_goat_nonlinear","CH4_g_d","CH4_equation_used","beef_forage_category","CH4_kg_yr"
"694","EM1084","Diet A",17.47472704,199.211888256,"diet_level","Cattle","Dairy",FALSE,11.4,2.85,4.56,11,"Crop Product",0.25,0.4,0.4,380,NA,NA,NA,NA,40,11.4,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,275.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.62,"Dairy_Niu_DMI_C",NA,100.6013
"695","EM1084","Diet B",17.64677312,203.6437618048,"diet_level","Cattle","Dairy",FALSE,11.536,2.88,4.612,10,"Crop Byproduct",0.249653259361997,0.399791955617198,0.399791955617198,385,NA,NA,NA,NA,39.9791955617198,11.54,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,277.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.482,"Dairy_Niu_DMI_C",NA,101.28093
"696","EM1084","Diet C",19.3480712,222.889780224,"diet_level","Cattle","Dairy",FALSE,11.52,2.88,4.608,9,"Crop Product",0.25,0.4,0.4,382,NA,NA,NA,NA,40,11.52,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,277.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.216,"Dairy_Niu_DMI_C",NA,101.18384
"697","EM1084","Diet D",17.58468256,201.71389364576,"diet_level","Cattle","Dairy",FALSE,11.4716,2.868,4.589,9,"Other Ingredients",0.250008717179818,0.400031381847345,0.400031381847345,384,NA,NA,NA,NA,40.0031381847345,11.471,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,276.5643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.5643,"Dairy_Niu_DMI_C",NA,100.9459695
"698","EM1085","Control",NA,NA,NA,"Sheep","Meat",FALSE,1.25,0,0,5,"Crop Byproduct",0,0,0,35,NA,NA,NA,NA,0,1.139,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","EM1085","Mconc",NA,NA,NA,"Sheep","Meat",FALSE,1.25,0.12,0.12,6,"Crop Byproduct",0.096,0.096,0.096,35,NA,NA,NA,NA,9.6,1.143,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","EM1085","Mhay",NA,NA,NA,"Sheep","Meat",FALSE,1.25,0.435,0.435,5,"Supplement",0.348,0.348,0.348,35,NA,NA,NA,NA,34.8,1.085,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","EM1087","Eragrostis teff hay",17.5192448,30.0630240768,"diet_level","Sheep",NA,FALSE,1.7146272,0,0.370656,10,"Supplement",0,0.216172938350681,0.216172938350681,43.03,NA,NA,NA,NA,21.6172938350681,1.716,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.6810881797632,30.2082332392309,NA,NA,NA,NA,NA,NA,NA,NA,30.2082332392309,"Sheep_GEI_linear",NA,11.0260051323193
"702","EM1087","Lucerne Hay",17.903336,28.716950944,"diet_level","Sheep",NA,FALSE,1.6046416,0.5614,0.5614,10,"Crop Product",0.349860055977609,0.349860055977609,0.349860055977609,43.03,NA,NA,NA,NA,34.9860055977609,1.604,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.615130596256,29.0230116128661,NA,NA,NA,NA,NA,NA,NA,NA,29.0230116128661,"Sheep_GEI_linear",NA,10.5933992386961
"703","EM1087","Maize S",17.5150608,29.6705129952,"diet_level","Sheep",NA,FALSE,1.6945082,0,0.33033,10,"Supplement",0,0.194941517544737,0.194941517544737,43.03,NA,NA,NA,NA,19.4941517544737,1.694,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.6618551367648,29.8626259975705,NA,NA,NA,NA,NA,NA,NA,NA,29.8626259975705,"Sheep_GEI_linear",NA,10.8998584891132
"704","EM1087","Soybean Hulls",17.7719584,25.5205322624,"diet_level","Sheep",NA,FALSE,1.436718,0,0,9,"Supplement",0,0,0,43.03,NA,NA,NA,NA,0,1.436,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.4585060808576,26.2085549120862,NA,NA,NA,NA,NA,NA,NA,NA,26.2085549120862,"Sheep_GEI_linear",NA,9.56612254291148
"705","EM1089","Ration R1",NA,NA,NA,"Sheep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5662,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","EM1089","Ration R1",NA,NA,NA,"Goat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5662,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","EM1089","Ration R2",NA,NA,NA,"Sheep",NA,FALSE,0.77,0.035,0.735,3,"Crop Byproduct",0.0454545454545455,0.954545454545454,0.954545454545454,17.5,NA,NA,NA,NA,95.4545454545455,0.57039,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","EM1089","Ration R2",NA,NA,NA,"Goat",NA,FALSE,0.77,0.035,0.735,3,"Crop Byproduct",0.0454545454545455,0.954545454545454,0.954545454545454,17.5,NA,NA,NA,NA,95.4545454545455,0.57039,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","EM1089","Ration R3",NA,NA,NA,"Sheep",NA,FALSE,0.805,0.07,0.77,3,"Forage Plants",0.0869565217391304,0.956521739130435,0.956521739130435,17.5,NA,NA,NA,NA,95.6521739130435,0.60377,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","EM1089","Ration R3",NA,NA,NA,"Goat",NA,FALSE,0.805,0.07,0.77,3,"Forage Plants",0.0869565217391304,0.956521739130435,0.956521739130435,17.5,NA,NA,NA,NA,95.6521739130435,0.60377,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","EM1090","Treatment T1",19.3229749547933,13.571105,"ingredient_weighted","Sheep","Meat",FALSE,0.24,0,0,1,"Crop Byproduct",0,0,0,15.76,NA,NA,NA,NA,0,0.70233,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.872984145,15.6870466307278,NA,NA,NA,NA,NA,NA,NA,NA,15.6870466307278,"Sheep_GEI_linear",NA,5.72577202021563
"712","EM1090","Treatment T2",NA,NA,NA,"Sheep","Meat",FALSE,0.255,0,0,2,"Crop Byproduct",0,0,0,15.74,NA,NA,NA,NA,0,0.70853,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","EM1090","Treatment T3",NA,NA,NA,"Sheep","Meat",FALSE,0.269,0,0,2,"Crop Byproduct",0,0,0,15.64,NA,NA,NA,NA,0,0.71632,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","EM1090","Treatment T4",NA,NA,NA,"Sheep","Meat",FALSE,0.283,0,0,2,"Crop Byproduct",0,0,0,15.68,NA,NA,NA,NA,0,0.72249,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","EM1090","Treatment T5",18.6514280237684,13.62263,"ingredient_weighted","Sheep","Meat",FALSE,0.297,0,0,1,"Crop Byproduct",0,0,0,15.6,NA,NA,NA,NA,0,0.73038,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.87550887,15.7324145552561,NA,NA,NA,NA,NA,NA,NA,NA,15.7324145552561,"Sheep_GEI_linear",NA,5.74233131266846
"716","EM1091","Treatment T1",18.4605143126672,22.35568283264,"ingredient_weighted","Sheep","Meat",FALSE,1.211,0,0,6,"Other Ingredients",0,0,0,22.06,NA,NA,NA,NA,0,1.211,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.30342845879936,23.4218950368259,NA,NA,NA,NA,NA,NA,NA,NA,23.4218950368259,"Sheep_GEI_linear",NA,8.54899168844145
"717","EM1091","Treatment T2",18.4756537676647,24.6834734336,"ingredient_weighted","Sheep","Meat",FALSE,1.336,0,0,6,"Crop Byproduct",0,0,0,20.7,NA,NA,NA,NA,0,1.336,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.4174901982464,25.4715219810674,NA,NA,NA,NA,NA,NA,NA,NA,25.4715219810674,"Sheep_GEI_linear",NA,9.2971055230896
"718","EM1091","Treatment T3",17.5587491435294,23.8798988352,"ingredient_weighted","Sheep","Meat",FALSE,1.36,0,0,6,"Crop Product",0,0,0,22.8,NA,NA,NA,NA,0,1.36,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.3781150429248,24.763972020212,NA,NA,NA,NA,NA,NA,NA,NA,24.763972020212,"Sheep_GEI_linear",NA,9.0388497873774
"719","EM1091","Treatment T4",18.0742409890909,24.85208136,"ingredient_weighted","Sheep","Meat",FALSE,1.375,0,0,7,"Crop Product",0,0,0,23.6,NA,NA,NA,NA,0,1.375,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.42575198664,25.6199817904762,NA,NA,NA,NA,NA,NA,NA,NA,25.6199817904762,"Sheep_GEI_linear",NA,9.35129335352381
"720","EM1092","MCFJM",NA,NA,NA,"Rabbit","Meat",FALSE,0.2,0,0,10,"Other Ingredients",0,0,0,0.633,NA,NA,NA,NA,0,0.04058,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","EM1092","PWFJM",NA,NA,NA,"Rabbit","Meat",FALSE,0.2,0,0,10,"Other Ingredients",0,0,0,0.645,NA,NA,NA,NA,0,0.0377,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","EM1092","RDFFJM",NA,NA,NA,"Rabbit","Meat",FALSE,0.2,0,0,10,"Supplement",0,0,0,0.673,NA,NA,NA,NA,0,0.04088,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","EM1092","RJFM",NA,NA,NA,"Rabbit","Meat",FALSE,0.2,0,0,10,"Supplement",0,0,0,0.647,NA,NA,NA,NA,0,0.03869,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","EM1092","Treatment C",NA,NA,NA,"Rabbit","Meat",FALSE,0.2,0,0,10,"Supplement",0,0,0,0.613,NA,NA,NA,NA,0,0.04982,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","EM1096","RCNS A",17.55957856,8.0136648674272,"diet_level","Goat","Meat",FALSE,0.45637,0,0,7,"Crop Byproduct",0,0,0,6.67,NA,NA,NA,NA,0,0.45637,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531855040085326,9.55714357745419,NA,NA,NA,NA,9.55714357745419,"Goat_GEI_linear",NA,3.48835740577078
"726","EM1096","RCNS B",17.54861648,7.0573516035968,"diet_level","Goat","Meat",FALSE,0.40216,0,0,8,"Crop Byproduct",0,0,0,6.9,NA,NA,NA,NA,0,0.40216,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500009808399773,8.9849022174263,NA,NA,NA,NA,8.9849022174263,"Goat_GEI_linear",NA,3.2794893093606
"727","EM1096","RCNS C",17.57388784,5.1767401410288,"diet_level","Goat","Meat",FALSE,0.29457,0,0,8,"Other Ingredients",0,0,0,6.52,NA,NA,NA,NA,0,0.29457,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437385446696259,7.85957676004059,NA,NA,NA,NA,7.85957676004059,"Goat_GEI_linear",NA,2.86874551741482
"728","EM1096","RCNS D",17.60811296,3.6570289806624,"diet_level","Goat","Meat",FALSE,0.20769,0,0,8,"Supplement",0,0,0,6.86,NA,NA,NA,NA,0,0.20769,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.386779065056058,6.95020781771892,NA,NA,NA,NA,6.95020781771892,"Goat_GEI_linear",NA,2.53682585346741
"729","EM1097","Treatment T1",NA,NA,NA,"Not Found","Meat",FALSE,0.20282,0.10282,0.10282,8,"Other Ingredients",0.506951977122572,0.506951977122572,0.506951977122572,6.33,NA,NA,NA,NA,50.6951977122572,0.19695,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","EM1097","Treatment T2",NA,NA,NA,"Not Found","Meat",FALSE,0.20481,0.11481,0.11481,9,"Other Ingredients",0.560568331624432,0.560568331624432,0.560568331624432,6.26,NA,NA,NA,NA,56.0568331624432,0.19067,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","EM1097","Treatment T3",NA,NA,NA,"Not Found","Meat",FALSE,0.20967,0.12467,0.12467,9,"Forage Plants",0.594601039729098,0.594601039729098,0.594601039729098,6.16,NA,NA,NA,NA,59.4601039729098,0.16864,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","EM1097","Treatment T4",NA,NA,NA,"Not Found","Meat",FALSE,0.20991,0.12991,0.12991,9,"Crop Byproduct",0.618884283740651,0.618884283740651,0.618884283740651,6.3,NA,NA,NA,NA,61.8884283740651,0.13471,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","EM1098","Treatment T1",NA,NA,NA,"Cattle","Meat",FALSE,2.87166666666667,0,0,2,"Crop Byproduct",0,0,0,89.17,NA,NA,NA,NA,0,2.87166666666667,"diet_level",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,73.9957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9957,"Beef_LF_DMI_C","Lower (≤18%)",27.0084305
"734","EM1098","Treatment T2",NA,NA,NA,"Cattle","Meat",FALSE,2.62020000000001,0,0,2,"Crop Byproduct",0,0,0,83.67,NA,NA,NA,NA,0,2.64666666666667,"diet_level",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,71.8492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.8492,"Beef_LF_DMI_C","Lower (≤18%)",26.224958
"735","EM1098","Treatment T3",NA,NA,NA,"Cattle","Meat",FALSE,2.71333333333333,0,0,3,"Crop Byproduct",0,0,0,86.83,NA,NA,NA,NA,0,2.71333333333333,"diet_level",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,72.4852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.4852,"Beef_LF_DMI_C","Lower (≤18%)",26.457098
"736","EM1099","Treatment T1",NA,NA,NA,"Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43619,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","EM1099","Treatment T2",NA,NA,NA,"Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50772,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","EM1099","Treatment T3",NA,NA,NA,"Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59923,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","EM1099","Treatment T4",NA,NA,NA,"Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62536,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","EM1100","Control PKC",21.11053936,11.4870888873504,"diet_level","Goat","Meat",FALSE,0.54414,0.44432,0.44432,2,"Crop Byproduct",0.816554563163892,0.816554563163892,0.816554563163892,7.5875,NA,NA,NA,NA,81.6554563163892,0.54414,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647520059948768,11.6355805920713,NA,NA,NA,NA,11.6355805920713,"Goat_GEI_linear",NA,4.24698691610603
"741","EM1100","PFBSM",21.89587616,12.4900646379488,"diet_level","Goat","Meat",FALSE,0.63932,0.43932,0.43932,3,"Forage Plants",0.687167615591566,0.687167615591566,0.687167615591566,7.76,NA,NA,NA,NA,68.7167615591566,0.57043,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.680919152443695,12.2357439792218,NA,NA,NA,NA,12.2357439792218,"Goat_GEI_linear",NA,4.46604655241597
"742","EM1100","WFBSM",20.87129824,13.0775380512192,"diet_level","Goat","Meat",FALSE,0.64822,0.44822,0.44822,3,"Crop Byproduct",0.691462774983802,0.691462774983802,0.691462774983802,7.5725,NA,NA,NA,NA,69.1462774983802,0.62658,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.700482017105599,12.5872779354106,NA,NA,NA,NA,12.5872779354106,"Goat_GEI_linear",NA,4.59435644642487
"743","EM1101","DSBP 1",17.76250256,362.8879273008,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.43,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,395.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.719,"Dairy_Niu_DMI_C",NA,144.437435
"744","EM1101","DSBP 2",17.67631216,360.4200049424,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.39,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,395.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.187,"Dairy_Niu_DMI_C",NA,144.243255
"745","EM1101","YCG",17.84534576,365.2942277072,"diet_level","Cattle","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.47,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,396.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.251,"Dairy_Niu_DMI_C",NA,144.631615
"746","EM1102","Treatment Control",NA,NA,NA,"Sheep","Meat",FALSE,2.10284,0,0,7,"Crop Product",0,0,0,27.33,NA,NA,NA,NA,0,2.10284,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","EM1102","Treatment T1",NA,NA,NA,"Sheep","Meat",FALSE,2.0112,0,0,8,"Crop Product",0,0,0,27.66,NA,NA,NA,NA,0,2.0112,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","EM1102","Treatment T2",NA,NA,NA,"Sheep","Meat",FALSE,2.1752,0,0,8,"Supplement",0,0,0,27.33,NA,NA,NA,NA,0,2.1752,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","EM1103","Ration R1",18.4024527072898,20.0590415,"ingredient_weighted","Sheep","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09002,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.1908930335,21.3996951212938,NA,NA,NA,NA,NA,NA,NA,NA,21.3996951212938,"Sheep_GEI_linear",NA,7.81088871927224
"750","EM1103","Ration R2",NA,NA,NA,"Sheep","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99664,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
