"","B.Code","pair_type","A","B","Practice","Subpractice","Magnitude_pct","POS_sum","NEG_sum","added_n","removed_n","Types_added","Types_decreased","Substitution_pairs"
"951","EM1014","trt_vs_trt","T2A.B+BC","T5B.D+BC","Substitution","Unclassified → Unclassified",93.5209495125705,47.2032098182676,46.3177396943029,1,1,"Unclassified","Unclassified","Unclassified → Unclassified"
"952","EM1014","trt_vs_trt","T2A.B+BC","T6B.D","Substitution","Unclassified → Unclassified",97.3253358717104,49.0075961774075,48.3177396943029,1,2,"Unclassified","Unclassified","Unclassified → Unclassified"
"953","EM1014","trt_vs_trt","T4B.D+PEG","T5B.D+BC","Substitution","Mineral/Vitamin → Unclassified",9.0834292288582,2,7.0834292288582,1,1,"Unclassified","Mineral/Vitamin","Mineral/Vitamin → Unclassified"
"954","EM1014",NA,"T3A.B","T1A.B+PEG","Addition","Mineral/Vitamin",2.9040574169843,2.9040574169843,0,0,1,"Mineral/Vitamin","",""
"955","EM1014",NA,"T3A.B","T2A.B+BC","Addition","Unclassified",2.4040574169843,2.4040574169843,0,0,1,"Unclassified","",""
"956","EM1014",NA,"T6B.D","T4B.D+PEG","Addition","Mineral/Vitamin",5.2790428697183,5.2790428697183,0,0,1,"Mineral/Vitamin","",""
"957","EM1014",NA,"T6B.D","T5B.D+BC","Addition","Unclassified",3.8043863591399,2,1.8043863591399,0,1,"Unclassified","",""
"958","EM1015","trt_vs_ctrl","T1HS","T3HS+GT","Addition","Good forage",63.2458233890215,36.231884057971,27.0139393310505,1,0,"Good forage","",""
"959","EM1015","trt_vs_ctrl","T2GT","T3HS+GT","Addition","Good forage",61.2244897959184,36.231884057971,24.9926057379474,1,0,"Good forage","",""
"960","EM1015","trt_vs_trt","T1HS","T2GT","Substitution","Good forage → Good forage",124.47031318494,61.2244897959184,63.2458233890215,1,1,"Good forage","Good forage","Good forage → Good forage"
"961","EM1017","trt_vs_trt","10MOL","20MOL","No change","",3.37761642345713,1.71094975679046,1.66666666666667,0,0,"","",""
"962","EM1017","trt_vs_trt","10MOL","30MOL","Substitution","Good forage → Protein",7.78608477762827,3.33333333333333,4.45275144429494,0,0,"","","Good forage → Protein"
"963","EM1017","trt_vs_trt","20MOL","30MOL","No change","",4.49703453441874,1.66666666666667,2.83036786775207,0,0,"","",""
"964","EM1017",NA,"Control","10MOL","Addition","Protein",4.16597671169903,2.49931004503237,1.66666666666666,0,1,"Protein","",""
"965","EM1017",NA,"Control","20MOL","Addition","Protein",7.54359313515616,4.21025980182283,3.33333333333333,0,1,"Protein","",""
"966","EM1017",NA,"Control","30MOL","Addition","Protein",10.2867747325959,5,5.2867747325959,0,1,"Protein","",""
"967","EM1019","trt_vs_trt","Ration 1","Ration 2","No change","",0,0,0,0,0,"","",""
"968","EM1020","trt_vs_trt","T2 2DVL:1WB","T3 1DVL:1WB","Substitution","Good forage → Good forage",12.0772946859904,6.1265888091553,5.9507058768351,0,0,"","","Good forage → Good forage"
"969","EM1020","trt_vs_trt","T2 2DVL:1WB","T4 1DVL:2WB","Substitution","Good forage → Good forage",24.2873068960026,12.3427297340341,11.9445771619685,0,0,"","","Good forage → Good forage"
"970","EM1020","trt_vs_trt","T3 1DVL:1WB","T4 1DVL:2WB","Substitution","Good forage → Good forage",12.2100122100122,6.2161409248788,5.9938712851334,0,0,"","","Good forage → Good forage"
"971","EM1022","trt_vs_ctrl","T0 Typha silage","T10 Typha silage","Addition","Unclassified",8.82736030935839,4.26719498604589,4.5601653233125,1,0,"Unclassified","",""
"972","EM1022","trt_vs_ctrl","T0 Typha silage","T20 Typha silage","Addition","Unclassified",17.3617502814502,8.23423456540519,9.12751571604501,1,0,"Unclassified","",""
"973","EM1022","trt_vs_ctrl","T0 Typha silage","T30 Typha silage","Addition","Unclassified",25.4704062717198,12.1629839854044,13.3074222863154,1,0,"Unclassified","",""
"974","EM1022","trt_vs_trt","T10 Typha silage","T20 Typha silage","Substitution","Poor forage → Unclassified",8.53438997209181,3.9670395793593,4.56735039273251,0,0,"","","Poor forage → Unclassified"
"975","EM1022","trt_vs_trt","T10 Typha silage","T30 Typha silage","Substitution","Poor forage → Unclassified",16.6430459623614,7.89578899935851,8.74725696300289,0,0,"","","Poor forage → Unclassified"
"976","EM1022","trt_vs_trt","T20 Typha silage","T30 Typha silage","Substitution","Poor forage → Unclassified",8.10865599026959,3.92874941999921,4.17990657027038,0,0,"","","Poor forage → Unclassified"
"977","EM1023","trt_vs_ctrl","1.5A","Control","Substitution","Good forage, High-starch, Mineral/Vitamin → Good forage, High-starch, Mineral/Vitamin",226.342535860667,181.370982982488,44.9715528781794,3,5,"Good forage, High-starch, Mineral/Vitamin","Good forage, High-starch, Mineral/Vitamin","Good forage, High-starch, Mineral/Vitamin → Good forage, High-starch, Mineral/Vitamin"
"978","EM1023","trt_vs_ctrl","1A","Control","Substitution","Good forage, High-starch, Mineral/Vitamin → Good forage, High-starch, Mineral/Vitamin",213.729155501396,181.235450008695,32.4937054927005,3,5,"Good forage, High-starch, Mineral/Vitamin","Good forage, High-starch, Mineral/Vitamin","Good forage, High-starch, Mineral/Vitamin → Good forage, High-starch, Mineral/Vitamin"
"979","EM1023","trt_vs_ctrl","2A","Control","Substitution","Good forage, High-starch, Mineral/Vitamin → Good forage, High-starch, Mineral/Vitamin",231.511033901569,181.832423715414,49.6786101861557,3,5,"Good forage, High-starch, Mineral/Vitamin","Good forage, High-starch, Mineral/Vitamin","Good forage, High-starch, Mineral/Vitamin → Good forage, High-starch, Mineral/Vitamin"
"980","EM1023","trt_vs_trt","1.5A","2A","Addition","",6.61197930800433,5.4287979415273,1.18318136647703,0,0,"","",""
"981","EM1023","trt_vs_trt","1A","2A","Addition","",19.6493346109334,18.1186327988351,1.53070181209826,0,0,"","",""
"982","EM1023",NA,"1A","1.5A","Addition","",13.037355302929,12.6898348573078,0.347520445621231,0,0,"","",""
"983","EM1025","trt_vs_trt","D1 Katambora /Vigna (1:4)","D2 Pellets","Substitution","Good forage, High-starch, Mineral/Vitamin, Unclassified → Unclassified",180,90,90,1,5,"Unclassified","Good forage, High-starch, Mineral/Vitamin, Unclassified","Good forage, High-starch, Mineral/Vitamin, Unclassified → Unclassified"
"984","EM1025","trt_vs_trt","D1 Katambora /Vigna (1:4)","D3 Katambora/Lablab (1:4)","Substitution","Good forage, Poor forage → Good forage, Poor forage",182,91,91,2,2,"Good forage, Poor forage","Good forage, Poor forage","Good forage, Poor forage → Good forage, Poor forage"
"985","EM1025","trt_vs_trt","D2 Pellets","D3 Katambora/Lablab (1:4)","Substitution","Poor forage, Unclassified → Good forage, High-starch, Mineral/Vitamin, Poor forage, Unclassified",200,100,100,6,2,"Good forage, High-starch, Mineral/Vitamin, Poor forage, Unclassified","Poor forage, Unclassified","Poor forage, Unclassified → Good forage, High-starch, Mineral/Vitamin, Poor forage, Unclassified"
"986","EM1026","trt_vs_trt","Diet2","Diet3","Addition","",11.3296392390094,11.3296392390094,0,0,0,"","",""
"987","EM1026","trt_vs_trt","Diet2","Diet4","Addition","",20.0204818204341,20.0204818204341,0,0,0,"","",""
"988","EM1026","trt_vs_trt","Diet3","Diet4","Addition","",8.69084258142475,8.69084258142475,0,0,0,"","",""
"989","EM1028","trt_vs_trt","T1 CM","T2 CM+DWLM","Addition","Good forage",2.77161862527715,2.27272727272727,0.498891352549879,1,0,"Good forage","",""
"990","EM1028","trt_vs_trt","T1 CM","T4 CM+DWLP","Addition","Good forage",11.602787456446,6.42857142857143,5.17421602787456,1,0,"Good forage","",""
"991","EM1028","trt_vs_trt","T1 CM","T5 DWLP","Substitution","Good forage, High-fat → Good forage",15.4251812788398,8.10810810810811,7.3170731707317,1,2,"Good forage","Good forage, High-fat","Good forage, High-fat → Good forage"
"992","EM1028","trt_vs_trt","T2 CM+DWLM","T4 CM+DWLP","Substitution","Good forage → Good forage",8.83116883116884,4.15584415584416,4.67532467532468,0,0,"","","Good forage → Good forage"
"993","EM1028",NA,"T5 DWLP","T2 CM+DWLM","Addition","Good forage, High-fat",12.6535626535627,6.81818181818182,5.83538083538084,0,2,"Good forage, High-fat","",""
"994","EM1028",NA,"T5 DWLP","T4 CM+DWLP","Addition","Good forage, High-fat",3.82239382239382,2.14285714285714,1.67953667953668,0,2,"Good forage, High-fat","",""
"995","EM1029","trt_vs_ctrl","T1 Diet","T2 Diet","Addition","Unclassified",40,20,20,1,0,"Unclassified","",""
"996","EM1029","trt_vs_ctrl","T1 Diet","T3 Diet","Addition","Unclassified",40,20,20,2,0,"Unclassified","",""
"997","EM1029","trt_vs_ctrl","T1 Diet","T4 Diet","Addition","Unclassified",40,20,20,1,0,"Unclassified","",""
"998","EM1029","trt_vs_trt","T2 Diet","T3 Diet","Addition","Unclassified",20,10,10,1,0,"Unclassified","",""
"999","EM1029","trt_vs_trt","T2 Diet","T4 Diet","Substitution","Unclassified → Unclassified",40,20,20,1,1,"Unclassified","Unclassified","Unclassified → Unclassified"
"1000","EM1029",NA,"T4 Diet","T3 Diet","Addition","Unclassified",20,10,10,0,1,"Unclassified","",""
"1001","EM1030","trt_vs_ctrl","T1 WB+CLM","T4 CM","Substitution","Good forage → Good forage",15.9152313407633,7.97872340425532,7.93650793650793,1,2,"Good forage","Good forage","Good forage → Good forage"
"1002","EM1030","trt_vs_ctrl","T2 WB+CLM","T4 CM","Substitution","Good forage → Good forage",17.12506486767,7.97872340425532,9.14634146341464,1,2,"Good forage","Good forage","Good forage → Good forage"
"1003","EM1030","trt_vs_ctrl","T3 WB+CLM","T4 CM","Substitution","Good forage → Good forage",18.2126415329103,7.97872340425532,10.233918128655,1,2,"Good forage","Good forage","Good forage → Good forage"
"1004","EM1030","trt_vs_trt","T1 WB+CLM","T2 WB+CLM","No change","",1.46147890050329,1.335656213705,0.12582268679829,0,0,"","",""
"1005","EM1030","trt_vs_trt","T1 WB+CLM","T3 WB+CLM","No change","",2.79866332497912,2.54803675856308,0.25062656641604,0,0,"","",""
"1006","EM1030","trt_vs_trt","T2 WB+CLM","T3 WB+CLM","No change","",1.33718442447583,1.21238054485808,0.12480387961775,0,0,"","",""
"1007","EM1031","trt_vs_trt","T1 SBM","T2 BCSM","Substitution","Protein → High-fat",46,23,23,1,1,"High-fat","Protein","Protein → High-fat"
"1008","EM1031","trt_vs_trt","T1 SBM","T3 CSM","Substitution","Protein → High-fat",56,28,28,1,1,"High-fat","Protein","Protein → High-fat"
"1009","EM1031","trt_vs_trt","T1 SBM","T4 SSM","Substitution","Protein → High-fat",43,21.5,21.5,1,1,"High-fat","Protein","Protein → High-fat"
"1010","EM1031","trt_vs_trt","T2 BCSM","T3 CSM","Substitution","High-fat → High-fat",56,28,28,1,1,"High-fat","High-fat","High-fat → High-fat"
"1011","EM1031","trt_vs_trt","T2 BCSM","T4 SSM","Substitution","High-fat → High-fat",46,23,23,1,1,"High-fat","High-fat","High-fat → High-fat"
"1012","EM1031","trt_vs_trt","T3 CSM","T4 SSM","Substitution","High-fat → High-fat",56,28,28,1,1,"High-fat","High-fat","High-fat → High-fat"
"1013","EM1032","trt_vs_trt","T2 MB","T3 MB+GH","Addition","Poor forage",32.1199143468951,16.008537886873,16.1113764600221,1,0,"Poor forage","",""
"1014","EM1032","trt_vs_trt","T2 MB","T4 GH","Substitution","Good forage → Poor forage",64.0008920302107,31.8809776833156,32.1199143468951,1,1,"Poor forage","Good forage","Good forage → Poor forage"
"1015","EM1032",NA,"T4 GH","T3 MB+GH","Addition","Good forage",31.8809776833156,16.008537886873,15.8724397964426,0,1,"Good forage","",""
"1016","EM1033","trt_vs_ctrl","T1 NPH","T2 NPH+MH","Addition","Unclassified",50,25,25,1,0,"Unclassified","",""
"1017","EM1033","trt_vs_ctrl","T1 NPH","T3 NPH+MH","Addition","Unclassified",100,50,50,1,0,"Unclassified","",""
"1018","EM1033","trt_vs_ctrl","T1 NPH","T4 NPH+MH","Addition","Unclassified",150,75,75,1,0,"Unclassified","",""
"1019","EM1033","trt_vs_ctrl","T1 NPH","T5 MH","Substitution","Poor forage → Unclassified",200,100,100,1,1,"Unclassified","Poor forage","Poor forage → Unclassified"
"1020","EM1033","trt_vs_trt","T2 NPH+MH","T3 NPH+MH","Substitution","Poor forage → Unclassified",50,25,25,0,0,"","","Poor forage → Unclassified"
"1021","EM1033","trt_vs_trt","T2 NPH+MH","T4 NPH+MH","Substitution","Poor forage → Unclassified",100,50,50,0,0,"","","Poor forage → Unclassified"
"1022","EM1033","trt_vs_trt","T3 NPH+MH","T4 NPH+MH","Substitution","Poor forage → Unclassified",50,25,25,0,0,"","","Poor forage → Unclassified"
"1023","EM1033",NA,"T5 MH","T2 NPH+MH","Addition","Poor forage",150,75,75,0,1,"Poor forage","",""
"1024","EM1033",NA,"T5 MH","T3 NPH+MH","Addition","Poor forage",100,50,50,0,1,"Poor forage","",""
"1025","EM1033",NA,"T5 MH","T4 NPH+MH","Addition","Poor forage",50,25,25,0,1,"Poor forage","",""
"1026","EM1034","trt_vs_ctrl","T1  Hay + Conc  daily","T2 Silage + Conc  daily","Substitution","Good forage → Poor forage",2026.51317175975,995.205479452055,1031.30769230769,1,1,"Poor forage","Good forage","Good forage → Poor forage"
"1027","EM1034","trt_vs_ctrl","T1  Hay + Conc  daily","T3 Silage + Conc  Skip-a-day","Substitution","Good forage, Mineral/Vitamin → Mineral/Vitamin, Poor forage",2229.55769230769,1197.25,1032.30769230769,2,2,"Mineral/Vitamin, Poor forage","Good forage, Mineral/Vitamin","Good forage, Mineral/Vitamin → Mineral/Vitamin, Poor forage"
"1028","EM1034","trt_vs_ctrl","T1  Hay + Conc  daily","T4 Silage + Conc  Skip-2-days","Substitution","Good forage, Mineral/Vitamin → Mineral/Vitamin, Poor forage",2386.54843304843,1354.24074074074,1032.30769230769,2,2,"Mineral/Vitamin, Poor forage","Good forage, Mineral/Vitamin","Good forage, Mineral/Vitamin → Mineral/Vitamin, Poor forage"
"1029","EM1034","trt_vs_trt","T2 Silage + Conc  daily","T3 Silage + Conc  Skip-a-day","Substitution","Mineral/Vitamin → Mineral/Vitamin",203.044520547945,202.044520547945,1,1,1,"Mineral/Vitamin","Mineral/Vitamin","Mineral/Vitamin → Mineral/Vitamin"
"1030","EM1034","trt_vs_trt","T2 Silage + Conc  daily","T4 Silage + Conc  Skip-2-days","Substitution","Mineral/Vitamin → Mineral/Vitamin",360.035261288685,359.035261288685,1,1,1,"Mineral/Vitamin","Mineral/Vitamin","Mineral/Vitamin → Mineral/Vitamin"
"1031","EM1034","trt_vs_trt","T3 Silage + Conc  Skip-a-day","T4 Silage + Conc  Skip-2-days","Addition","",156.99074074074,156.99074074074,0,0,0,"","",""
"1032","EM1035","trt_vs_trt","T1  Mash","T2 Pelleted","Substitution","Poor forage → Poor forage",10,5,5,1,1,"Poor forage","Poor forage","Poor forage → Poor forage"
"1033","EM1036","trt_vs_ctrl","T1 Control DBG","T2 DBG+SCF","Addition","High-starch",5.88642127103665,5.32544378698225,0.5609774840544,1,0,"High-starch","",""
"1034","EM1036","trt_vs_ctrl","T1 Control DBG","T3 DBG+SCF","Addition","High-starch",12.987012987013,8.7719298245614,4.2150831624516,1,0,"High-starch","",""
"1035","EM1036","trt_vs_ctrl","T1 Control DBG","T4 DBG+SCF","Addition","High-starch",20.0045568466622,12.280701754386,7.72385509227616,1,0,"High-starch","",""
"1036","EM1036","trt_vs_ctrl","T1 Control DBG","T5 SCF","Substitution","Good forage → High-starch",30.6340718105424,17.6470588235294,12.987012987013,1,1,"High-starch","Good forage","Good forage → High-starch"
"1037","EM1036","trt_vs_trt","T2 DBG+SCF","T3 DBG+SCF","Substitution","Good forage → High-starch",7.10059171597635,3.44648603757915,3.6541056783972,0,0,"","","Good forage → High-starch"
"1038","EM1036","trt_vs_trt","T2 DBG+SCF","T4 DBG+SCF","Substitution","Good forage → High-starch",14.1181355756255,6.95525796740375,7.16287760822176,0,0,"","","Good forage → High-starch"
"1039","EM1036","trt_vs_trt","T3 DBG+SCF","T4 DBG+SCF","Substitution","Good forage → High-starch",7.01754385964916,3.5087719298246,3.50877192982456,0,0,"","","Good forage → High-starch"
"1040","EM1036",NA,"T5 SCF","T2 DBG+SCF","Addition","Good forage",24.7476505395057,12.4260355029586,12.3216150365471,0,1,"Good forage","",""
"1041","EM1036",NA,"T5 SCF","T3 DBG+SCF","Addition","Good forage",17.6470588235294,8.7719298245614,8.875128998968,0,1,"Good forage","",""
"1042","EM1036",NA,"T5 SCF","T4 DBG+SCF","Addition","Good forage",10.6295149638802,5.26315789473684,5.3663570691434,0,1,"Good forage","",""
"1043","EM1037","trt_vs_trt","T2 WB+NC","T3 WB+NC","No change","",2.2149374404951,2.2149374404951,0,0,0,"","",""
"1044","EM1037","trt_vs_trt","T2 WB+NC","T4 WB+NC","No change","",4.3461330148699,4.3461330148699,0,0,0,"","",""
"1045","EM1037","trt_vs_trt","T3 WB+NC","T4 WB+NC","No change","",2.1311955743748,2.1311955743748,0,0,0,"","",""
"1046","EM1038","trt_vs_trt","DU2","DU3","Addition","",11.2237803239501,11.2237803239501,0,0,0,"","",""
"1047","EM1038","trt_vs_trt","DU2","DU4","Addition","",18.7253009833655,18.7253009833655,0,0,0,"","",""
"1048","EM1038","trt_vs_trt","DU3","DU4","Addition","",7.5015206594154,7.5015206594154,0,0,0,"","",""
"1049","EM1039","trt_vs_trt","T2 NSC","T3 Atella","Substitution","High-fat → Poor forage",54.819693803225,33.8125706509213,21.0071231523037,1,1,"Poor forage","High-fat","High-fat → Poor forage"
"1050","EM1040","trt_vs_trt","T2 Atella","T3 Tata","Substitution","Poor forage → High-starch",89.3362109654726,42.9492041652702,46.3870068002024,1,1,"High-starch","Poor forage","Poor forage → High-starch"
"1051","EM1040","trt_vs_trt","T2 Atella","T4 Atella+Tata","Addition","High-starch",46.3870068002024,18.6076016281651,27.7794051720373,1,0,"High-starch","",""
"1052","EM1040","trt_vs_trt","T3 Tata","T4 Atella+Tata","Addition","Poor forage",42.9492041652702,18.6076016281651,24.3416025371051,1,0,"Poor forage","",""
"1053","EM1042","trt_vs_ctrl","Ration 1 CFM1","Ration2 CFM2","Addition","High-fat, Unclassified",3.75,1.875,1.875,2,0,"High-fat, Unclassified","",""
"1054","EM1043","trt_vs_trt","Diet A","Diet B","Substitution","Unclassified → Unclassified",90,45,45,1,1,"Unclassified","Unclassified","Unclassified → Unclassified"
"1055","EM1043","trt_vs_trt","Diet A","Diet C","Substitution","Unclassified → Unclassified",140,70,70,1,1,"Unclassified","Unclassified","Unclassified → Unclassified"
"1056","EM1043","trt_vs_trt","Diet B","Diet C","Substitution","Good forage → Unclassified",50,25,25,0,0,"","","Good forage → Unclassified"
"1057","EM1045","trt_vs_ctrl","Treatment T1","Treatment T2","Addition","Poor forage",10,5,5,1,0,"Poor forage","",""
"1058","EM1045","trt_vs_ctrl","Treatment T1","Treatment T3","Addition","Poor forage",15,7.5,7.5,1,0,"Poor forage","",""
"1059","EM1045","trt_vs_ctrl","Treatment T1","Treatment T4","Addition","Poor forage",20,10,10,1,0,"Poor forage","",""
"1060","EM1045","trt_vs_ctrl","Treatment T1","Treatment T5","Addition","Poor forage",25,12.5,12.5,1,0,"Poor forage","",""
"1061","EM1045","trt_vs_trt","Treatment T2","Treatment T3","Substitution","High-fat → Poor forage",5,2.5,2.5,0,0,"","","High-fat → Poor forage"
"1062","EM1045","trt_vs_trt","Treatment T2","Treatment T4","Substitution","Good forage → Poor forage",10,5,5,0,0,"","","Good forage → Poor forage"
"1063","EM1045","trt_vs_trt","Treatment T2","Treatment T5","Substitution","Good forage → Poor forage",15,7.5,7.5,0,0,"","","Good forage → Poor forage"
"1064","EM1045","trt_vs_trt","Treatment T3","Treatment T4","No change","",5,2.5,2.5,0,0,"","",""
"1065","EM1045","trt_vs_trt","Treatment T3","Treatment T5","Substitution","Good forage → Poor forage",10,5,5,0,0,"","","Good forage → Poor forage"
"1066","EM1045","trt_vs_trt","Treatment T4","Treatment T5","No change","",5,2.5,2.5,0,0,"","",""
"1067","EM1046","trt_vs_ctrl","Treatment T1","Treatment T2","Addition","Mineral/Vitamin",5,2.5,2.5,1,0,"Mineral/Vitamin","",""
"1068","EM1046","trt_vs_ctrl","Treatment T1","Treatment T3","Addition","Mineral/Vitamin",10,5,5,1,0,"Mineral/Vitamin","",""
"1069","EM1046","trt_vs_trt","Treatment T2","Treatment T3","Substitution","Protein → Mineral/Vitamin",5,2.5,2.5,0,0,"","","Protein → Mineral/Vitamin"
"1070","EM1047","trt_vs_ctrl","GH0","GH25","Addition","High-starch, Poor forage",50,25,25,2,0,"High-starch, Poor forage","",""
"1071","EM1047","trt_vs_ctrl","GH0","GH50","Addition","High-starch, Poor forage",100,50,50,2,0,"High-starch, Poor forage","",""
"1072","EM1047","trt_vs_ctrl","GH0","GH75","Addition","High-starch, Poor forage",150,75,75,2,0,"High-starch, Poor forage","",""
"1073","EM1047","trt_vs_trt","GH25","GH50","Substitution","Good forage → High-starch; High-fat → Poor forage",50,25,25,0,0,"","","Good forage → High-starch; High-fat → Poor forage"
"1074","EM1047","trt_vs_trt","GH25","GH75","Substitution","Good forage → High-starch; High-fat → Poor forage",100,50,50,0,0,"","","Good forage → High-starch; High-fat → Poor forage"
"1075","EM1047","trt_vs_trt","GH50","GH75","Substitution","Good forage → High-starch; High-fat → Poor forage",50,25,25,0,0,"","","Good forage → High-starch; High-fat → Poor forage"
"1076","EM1048","trt_vs_ctrl","T1 Control","T2 35FPH","Substitution","High-starch → Good forage, Poor forage",130,65,65,2,1,"Good forage, Poor forage","High-starch","High-starch → Good forage, Poor forage"
"1077","EM1048","trt_vs_ctrl","T1 Control","T3 50FPH","Substitution","High-starch → Good forage, Poor forage",132,66,66,2,1,"Good forage, Poor forage","High-starch","High-starch → Good forage, Poor forage"
"1078","EM1048","trt_vs_trt","T2 35FPH","T3 50FPH","Substitution","High-fat → Poor forage",30,15,15,0,0,"","","High-fat → Poor forage"
"1079","EM1049","trt_vs_trt","Treatment T2","Treatment T3","No change","",0,0,0,0,0,"","",""
"1080","EM1049","trt_vs_trt","Treatment T2","Treatment T4","No change","",0,0,0,0,0,"","",""
"1081","EM1049","trt_vs_trt","Treatment T3","Treatment T4","No change","",0,0,0,0,0,"","",""
"1082","EM1050","trt_vs_trt","Treatment T1","Treatment T2","Substitution","High-fat → Good forage",41.8821898151507,20,21.8821898151507,0,0,"","","High-fat → Good forage"
"1083","EM1050","trt_vs_trt","Treatment T1","Treatment T3","No change","",84.197381019811,40,44.197381019811,0,0,"","",""
"1084","EM1050","trt_vs_trt","Treatment T1","Treatment T4","No change","",124.859540870109,60,64.8595408701089,0,0,"","",""
"1085","EM1050","trt_vs_trt","Treatment T2","Treatment T3","Substitution","High-fat → Good forage",42.3151912046603,20,22.3151912046603,0,0,"","","High-fat → Good forage"
"1086","EM1050","trt_vs_trt","Treatment T2","Treatment T4","Substitution","High-fat → Good forage",82.9773510549582,40,42.9773510549582,0,0,"","","High-fat → Good forage"
"1087","EM1050","trt_vs_trt","Treatment T3","Treatment T4","Substitution","Poor forage → Good forage",40.6621598502979,20,20.6621598502979,0,0,"","","Poor forage → Good forage"
"1088","EM1051","trt_vs_ctrl","T1  A","T2 B","Addition","High-fat",49.704365995916,23.3138274310494,26.3905385648666,1,0,"High-fat","",""
"1089","EM1051","trt_vs_ctrl","T1  A","T3 C","Addition","High-fat",88.589947667946,62.111801242236,26.47814642571,1,0,"High-fat","",""
"1090","EM1051","trt_vs_ctrl","T1  A","T4 D","Addition","High-fat",154.356018368897,104.1305102395,50.2255081293972,1,0,"High-fat","",""
"1091","EM1051","trt_vs_trt","T2 B","T3 C","Addition","",38.88558167203,38.7979738111866,0.0876078608434057,0,0,"","",""
"1092","EM1051","trt_vs_trt","T2 B","T4 D","Addition","",104.651652372981,80.8166828084506,23.8349695645306,0,0,"","",""
"1093","EM1051","trt_vs_trt","T3 C","T4 D","Addition","",65.7660707009512,42.018708997264,23.7473617036872,0,0,"","",""
"1094","EM1052","trt_vs_ctrl","Diet 1","Diet 2","Addition","High-starch",2,1,1,1,0,"High-starch","",""
"1095","EM1052","trt_vs_ctrl","Diet 1","Diet 3","Addition","High-starch",4,2,2,1,0,"High-starch","",""
"1096","EM1052","trt_vs_ctrl","Diet 1","Diet 4","Addition","High-starch",6,3,3,1,0,"High-starch","",""
"1097","EM1052","trt_vs_ctrl","Diet 1","Diet 5","Substitution","Protein → High-starch",8,4,4,1,1,"High-starch","Protein","Protein → High-starch"
"1098","EM1052","trt_vs_trt","Diet 2","Diet 3","No change","",2,1,1,0,0,"","",""
"1099","EM1052","trt_vs_trt","Diet 2","Diet 4","No change","",4,2,2,0,0,"","",""
"1100","EM1052","trt_vs_trt","Diet 3","Diet 4","No change","",2,1,1,0,0,"","",""
"1101","EM1052",NA,"Diet 5","Diet 2","Addition","Protein",6,3,3,0,1,"Protein","",""
"1102","EM1052",NA,"Diet 5","Diet 3","Addition","Protein",4,2,2,0,1,"Protein","",""
"1103","EM1052",NA,"Diet 5","Diet 4","Addition","Protein",2,1,1,0,1,"Protein","",""
"1104","EM1053","trt_vs_ctrl","Diet A","Diet D","Substitution","Good forage, Poor forage → Poor forage",200,100,100,2,3,"Poor forage","Good forage, Poor forage","Good forage, Poor forage → Poor forage"
"1105","EM1053","trt_vs_ctrl","Diet B","Diet D","Substitution","Good forage, Poor forage → Poor forage",200,100,100,2,3,"Poor forage","Good forage, Poor forage","Good forage, Poor forage → Poor forage"
"1106","EM1053","trt_vs_ctrl","Diet C","Diet D","Substitution","Good forage, Poor forage → Poor forage",200,100,100,2,3,"Poor forage","Good forage, Poor forage","Good forage, Poor forage → Poor forage"
"1107","EM1053","trt_vs_trt","Diet A","Diet B","Substitution","Poor forage → Good forage",60,30,30,0,0,"","","Poor forage → Good forage"
"1108","EM1053","trt_vs_trt","Diet A","Diet C","Substitution","Good forage → Good forage",60,30,30,0,0,"","","Good forage → Good forage"
"1109","EM1053","trt_vs_trt","Diet B","Diet C","Substitution","Good forage → Good forage",60,30,30,0,0,"","","Good forage → Good forage"
"1110","EM1054","trt_vs_ctrl","M0","M15","Addition","Protein",31.1953565775054,15,16.1953565775054,1,0,"Protein","",""
"1111","EM1055","trt_vs_ctrl","Treatment T1","Treatment T2","Addition","High-starch, Unclassified",0.12,0.06,0.0600000000000001,2,0,"High-starch, Unclassified","",""
"1112","EM1055","trt_vs_ctrl","Treatment T1","Treatment T3","Addition","High-starch, Unclassified",0.36,0.18,0.18,2,0,"High-starch, Unclassified","",""
"1113","EM1055","trt_vs_ctrl","Treatment T1","Treatment T4","Addition","High-starch, Unclassified",0.6,0.3,0.3,2,0,"High-starch, Unclassified","",""
"1114","EM1055","trt_vs_trt","Treatment T2","Treatment T3","No change","",0.24,0.12,0.12,0,0,"","",""
"1115","EM1055","trt_vs_trt","Treatment T2","Treatment T4","No change","",0.48,0.24,0.24,0,0,"","",""
"1116","EM1055","trt_vs_trt","Treatment T3","Treatment T4","No change","",0.24,0.12,0.12,0,0,"","",""
"1117","EM1056","trt_vs_ctrl","Treatment T1","Treatment T2","Substitution","Good forage, High-fat, Poor forage, Unclassified → Good forage",194,97,97,2,4,"Good forage","Good forage, High-fat, Poor forage, Unclassified","Good forage, High-fat, Poor forage, Unclassified → Good forage"
"1118","EM1056","trt_vs_ctrl","Treatment T1","Treatment T3","Substitution","Good forage, High-fat, Poor forage, Unclassified → Good forage",194,97,97,2,4,"Good forage","Good forage, High-fat, Poor forage, Unclassified","Good forage, High-fat, Poor forage, Unclassified → Good forage"
