"","B.Code","pair_type","A","B","Practice","Subpractice","Magnitude_pct","POS_sum","NEG_sum","added_n","removed_n","Types_added","Types_decreased","Substitution_pairs"
"1","0","trt_vs_trt","CFM (10)","CFM (20)","Substitution","Good forage → High-fat",20,10,10,0,0,"","","Good forage → High-fat"
"2","0","trt_vs_trt","CFM (10)","CFM (5)","Substitution","High-fat → Good forage",12,6,6,0,0,"","","High-fat → Good forage"
"3","0","trt_vs_trt","CFM (20)","CFM (5)","Substitution","High-fat → Good forage",32,16,16,0,0,"","","High-fat → Good forage"
"4","0",NA,"CFM without MSK","CFM (10)","Addition","High-fat",24,12,12,0,1,"High-fat","",""
"5","0",NA,"CFM without MSK","CFM (20)","Addition","High-fat",44,22,22,0,1,"High-fat","",""
"6","0",NA,"CFM without MSK","CFM (5)","Addition","High-fat",12,6,6,0,1,"High-fat","",""
"7","AG0018","trt_vs_ctrl","NP","UTS","Addition","Unclassified",191.780821917808,95.8904109589041,95.8904109589041,1,0,"Unclassified","",""
"8","AG0018","trt_vs_trt","BSM","LLM","Substitution","High-starch → Good forage",191.780821917808,95.8904109589041,95.8904109589041,1,1,"Good forage","High-starch","High-starch → Good forage"
"9","AG0018","trt_vs_trt","BSM","MFM","Substitution","High-starch → Good forage, Poor forage, Unclassified",191.780821917808,95.8904109589041,95.8904109589041,3,1,"Good forage, Poor forage, Unclassified","High-starch","High-starch → Good forage, Poor forage, Unclassified"
"10","AG0018","trt_vs_trt","BSM","UTS","Substitution","High-starch → Unclassified",191.780821917808,95.8904109589041,95.8904109589041,1,1,"Unclassified","High-starch","High-starch → Unclassified"
"11","AG0018","trt_vs_trt","LLM","MFM","Addition","Poor forage, Unclassified",190.260952210968,95.1304761054839,95.1304761054839,2,0,"Poor forage, Unclassified","",""
"12","AG0018","trt_vs_trt","LLM","UTS","Substitution","Good forage → Unclassified",191.780821917808,95.8904109589041,95.8904109589041,1,1,"Unclassified","Good forage","Good forage → Unclassified"
"13","AG0018",NA,"NP","BSM","Addition","High-starch",191.780821917808,95.8904109589041,95.8904109589041,0,1,"High-starch","",""
"14","AG0018",NA,"NP","LLM","Addition","Good forage",191.780821917808,95.8904109589041,95.8904109589041,0,1,"Good forage","",""
"15","AG0018",NA,"NP","MFM","Addition","Good forage, Poor forage, Unclassified",4.5602605863192,2.28013029315961,2.28013029315959,0,3,"Good forage, Poor forage, Unclassified","",""
"16","AG0018",NA,"UTS","MFM","Addition","Good forage, Poor forage",190.26030074517,95.1301503725849,95.1301503725849,0,2,"Good forage, Poor forage","",""
"17","AG0042","trt_vs_trt","60% F SOPM","60% UF SOPM","Substitution","High-starch → High-starch",47.1625265703729,25.1721265703729,21.9904,1,1,"High-starch","High-starch","High-starch → High-starch"
"18","AG0042",NA,"Con","60% F SOPM","Addition","High-starch",44.0012865556979,21.9904,22.0108865556979,0,1,"High-starch","",""
"19","AG0042",NA,"Con","60% UF SOPM","Addition","High-starch",45.7082704490293,24.4347552318522,21.2735152171772,0,1,"High-starch","",""
"20","AG0050","trt_vs_trt","CPL","CST","Substitution","Good forage → High-starch",200,100,100,1,1,"High-starch","Good forage","Good forage → High-starch"
"21","AG0051","trt_vs_ctrl","NG","NGD","Addition","Good forage",60,30,30,1,0,"Good forage","",""
"22","AG0051","trt_vs_ctrl","NG","PG","Substitution","Poor forage → Poor forage",200,100,100,1,1,"Poor forage","Poor forage","Poor forage → Poor forage"
"23","AG0051","trt_vs_ctrl","NG","PGD","Substitution","Poor forage → Good forage, Poor forage",200,100,100,2,1,"Good forage, Poor forage","Poor forage","Poor forage → Good forage, Poor forage"
"24","AG0051","trt_vs_trt","NGD","PG","Substitution","Good forage, Poor forage → Poor forage",200,100,100,1,2,"Poor forage","Good forage, Poor forage","Good forage, Poor forage → Poor forage"
"25","AG0051","trt_vs_trt","NGD","PGD","Substitution","Poor forage → Poor forage",140,70,70,1,1,"Poor forage","Poor forage","Poor forage → Poor forage"
"26","AG0051","trt_vs_trt","PG","PGD","Addition","Good forage",60,30,30,1,0,"Good forage","",""
"27","AG0087","trt_vs_ctrl","Control","Direct boiling DF 1.5%","Substitution","Protein → Protein",14.082523588227,7.04126179411355,7.0412617941135,1,1,"Protein","Protein","Protein → Protein"
"28","AG0087","trt_vs_ctrl","Control","Direct boiling DF 3.5%","Addition","Protein",9.8577665117589,4.92888325587945,4.92888325587945,1,0,"Protein","",""
"29","AG0087","trt_vs_ctrl","Control","Direct boiling DF 5%","Addition","Protein",13.4210173131123,6.71050865655617,6.71050865655617,1,0,"Protein","",""
"30","AG0087","trt_vs_ctrl","Control","Indirect boiling DF 1.5%","Substitution","Protein → Protein",14.082523588227,7.04126179411355,7.0412617941135,1,1,"Protein","Protein","Protein → Protein"
"31","AG0087","trt_vs_ctrl","Control","Indirect boiling DF 3.5%","Addition","Protein",9.87622973583784,4.93811486791891,4.93811486791893,1,0,"Protein","",""
"32","AG0087","trt_vs_ctrl","Control","Indirect boiling DF 5%","Addition","Protein",13.4210173131123,6.71050865655617,6.71050865655617,1,0,"Protein","",""
"33","AG0087","trt_vs_ctrl","Control","Roasted DF 1.5%","Addition","Protein",4.2247570764681,2.11237853823405,2.11237853823405,1,0,"Protein","",""
"34","AG0087","trt_vs_ctrl","Control","Roasted DF 3.5%","Addition","Protein",9.8577665117589,4.92888325587945,4.92888325587945,1,0,"Protein","",""
"35","AG0087","trt_vs_ctrl","Control","Roasted DF 5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.0412617941135,1,1,"Protein","Protein","Protein → Protein"
"36","AG0087","trt_vs_ctrl","Control","Sun dried DF 1.5%","Addition","Protein",4.2247570764681,2.11237853823405,2.11237853823405,1,0,"Protein","",""
"37","AG0087","trt_vs_ctrl","Control","Sun dried DF 3.5%","Addition","Protein",9.8577665117589,4.92888325587945,4.92888325587945,1,0,"Protein","",""
"38","AG0087","trt_vs_ctrl","Control","Sun dried DF 5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.0412617941135,1,1,"Protein","Protein","Protein → Protein"
"39","AG0087","trt_vs_trt","Direct boiling DF 1.5%","Direct boiling DF 3.5%","Addition","Protein",9.63873748246495,4.81936874123245,4.8193687412325,1,0,"Protein","",""
"40","AG0087","trt_vs_trt","Direct boiling DF 1.5%","Direct boiling DF 5%","Addition","Protein",18.3719433265289,9.18597166326444,9.18597166326449,1,0,"Protein","",""
"41","AG0087","trt_vs_trt","Direct boiling DF 1.5%","Indirect boiling DF 1.5%","No change","",0,0,0,0,0,"","",""
"42","AG0087","trt_vs_trt","Direct boiling DF 1.5%","Indirect boiling DF 3.5%","Addition","Protein",9.64468952117513,4.82234476058753,4.8223447605876,1,0,"Protein","",""
"43","AG0087","trt_vs_trt","Direct boiling DF 1.5%","Indirect boiling DF 5%","Addition","Protein",18.3719433265289,9.18597166326444,9.18597166326449,1,0,"Protein","",""
"44","AG0087","trt_vs_trt","Direct boiling DF 1.5%","Roasted DF 1.5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,2,1,"Protein","Protein","Protein → Protein"
"45","AG0087","trt_vs_trt","Direct boiling DF 1.5%","Roasted DF 3.5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,2,1,"Protein","Protein","Protein → Protein"
"46","AG0087","trt_vs_trt","Direct boiling DF 1.5%","Roasted DF 5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,1,1,"Protein","Protein","Protein → Protein"
"47","AG0087","trt_vs_trt","Direct boiling DF 1.5%","Sun dried DF 1.5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,2,1,"Protein","Protein","Protein → Protein"
"48","AG0087","trt_vs_trt","Direct boiling DF 1.5%","Sun dried DF 3.5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,2,1,"Protein","Protein","Protein → Protein"
"49","AG0087","trt_vs_trt","Direct boiling DF 1.5%","Sun dried DF 5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,1,1,"Protein","Protein","Protein → Protein"
"50","AG0087","trt_vs_trt","Direct boiling DF 3.5%","Direct boiling DF 5%","Substitution","High-starch → Protein",8.73320584406398,4.36660292203199,4.36660292203199,0,0,"","","High-starch → Protein"
"51","AG0087","trt_vs_trt","Direct boiling DF 3.5%","Indirect boiling DF 3.5%","No change","",0.0202488356919823,0.0101244178459816,0.0101244178460007,0,0,"","",""
"52","AG0087","trt_vs_trt","Direct boiling DF 3.5%","Indirect boiling DF 5%","Substitution","High-starch → Protein",8.73320584406398,4.36660292203199,4.36660292203199,0,0,"","","High-starch → Protein"
"53","AG0087","trt_vs_trt","Direct boiling DF 3.5%","Roasted DF 1.5%","Substitution","Protein → Protein",9.8577665117589,4.92888325587945,4.92888325587945,1,1,"Protein","Protein","Protein → Protein"
"54","AG0087","trt_vs_trt","Direct boiling DF 3.5%","Roasted DF 3.5%","Substitution","Protein → Protein",9.8577665117589,4.92888325587945,4.92888325587945,1,1,"Protein","Protein","Protein → Protein"
"55","AG0087","trt_vs_trt","Direct boiling DF 3.5%","Roasted DF 5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.0412617941135,1,2,"Protein","Protein","Protein → Protein"
"56","AG0087","trt_vs_trt","Direct boiling DF 3.5%","Sun dried DF 1.5%","Substitution","Protein → Protein",9.8577665117589,4.92888325587945,4.92888325587945,1,1,"Protein","Protein","Protein → Protein"
"57","AG0087","trt_vs_trt","Direct boiling DF 3.5%","Sun dried DF 3.5%","Substitution","Protein → Protein",9.8577665117589,4.92888325587945,4.92888325587945,1,1,"Protein","Protein","Protein → Protein"
"58","AG0087","trt_vs_trt","Direct boiling DF 3.5%","Sun dried DF 5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.0412617941135,1,2,"Protein","Protein","Protein → Protein"
"59","AG0087","trt_vs_trt","Direct boiling DF 5%","Indirect boiling DF 3.5%","Substitution","Protein → High-starch",8.72725380535381,4.3636269026769,4.36362690267691,0,0,"","","Protein → High-starch"
"60","AG0087","trt_vs_trt","Direct boiling DF 5%","Indirect boiling DF 5%","No change","",0,0,0,0,0,"","",""
"61","AG0087","trt_vs_trt","Direct boiling DF 5%","Roasted DF 1.5%","Substitution","Protein → Protein",13.4210173131123,6.71050865655617,6.71050865655617,1,1,"Protein","Protein","Protein → Protein"
"62","AG0087","trt_vs_trt","Direct boiling DF 5%","Roasted DF 3.5%","Substitution","Protein → Protein",18.5909723558229,9.29548617791144,9.29548617791144,1,1,"Protein","Protein","Protein → Protein"
"63","AG0087","trt_vs_trt","Direct boiling DF 5%","Roasted DF 5%","Substitution","Protein → Protein",22.815729432291,11.4078647161455,11.4078647161455,1,2,"Protein","Protein","Protein → Protein"
"64","AG0087","trt_vs_trt","Direct boiling DF 5%","Sun dried DF 1.5%","Substitution","Protein → Protein",13.4210173131123,6.71050865655617,6.71050865655617,1,1,"Protein","Protein","Protein → Protein"
"65","AG0087","trt_vs_trt","Direct boiling DF 5%","Sun dried DF 3.5%","Substitution","Protein → Protein",18.5909723558229,9.29548617791144,9.29548617791144,1,1,"Protein","Protein","Protein → Protein"
"66","AG0087","trt_vs_trt","Direct boiling DF 5%","Sun dried DF 5%","Substitution","Protein → Protein",22.815729432291,11.4078647161455,11.4078647161455,1,2,"Protein","Protein","Protein → Protein"
"67","AG0087","trt_vs_trt","Indirect boiling DF 1.5%","Indirect boiling DF 3.5%","Addition","Protein",9.64468952117513,4.82234476058753,4.8223447605876,1,0,"Protein","",""
"68","AG0087","trt_vs_trt","Indirect boiling DF 1.5%","Indirect boiling DF 5%","Addition","Protein",18.3719433265289,9.18597166326444,9.18597166326449,1,0,"Protein","",""
"69","AG0087","trt_vs_trt","Indirect boiling DF 1.5%","Roasted DF 1.5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,2,1,"Protein","Protein","Protein → Protein"
"70","AG0087","trt_vs_trt","Indirect boiling DF 1.5%","Roasted DF 3.5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,2,1,"Protein","Protein","Protein → Protein"
"71","AG0087","trt_vs_trt","Indirect boiling DF 1.5%","Roasted DF 5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,1,1,"Protein","Protein","Protein → Protein"
"72","AG0087","trt_vs_trt","Indirect boiling DF 1.5%","Sun dried DF 1.5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,2,1,"Protein","Protein","Protein → Protein"
"73","AG0087","trt_vs_trt","Indirect boiling DF 1.5%","Sun dried DF 3.5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,2,1,"Protein","Protein","Protein → Protein"
"74","AG0087","trt_vs_trt","Indirect boiling DF 1.5%","Sun dried DF 5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.04126179411355,1,1,"Protein","Protein","Protein → Protein"
"75","AG0087","trt_vs_trt","Indirect boiling DF 3.5%","Indirect boiling DF 5%","Substitution","High-starch → Protein",8.72725380535381,4.36362690267691,4.3636269026769,0,0,"","","High-starch → Protein"
"76","AG0087","trt_vs_trt","Indirect boiling DF 3.5%","Roasted DF 1.5%","Substitution","Protein → Protein",9.87622973583784,4.93811486791893,4.93811486791891,1,1,"Protein","Protein","Protein → Protein"
"77","AG0087","trt_vs_trt","Indirect boiling DF 3.5%","Roasted DF 3.5%","Substitution","Protein → Protein",9.87801534745088,4.93900767372545,4.93900767372543,1,1,"Protein","Protein","Protein → Protein"
"78","AG0087","trt_vs_trt","Indirect boiling DF 3.5%","Roasted DF 5%","Substitution","Protein → Protein",14.102772423919,7.0513862119595,7.05138621195948,1,2,"Protein","Protein","Protein → Protein"
"79","AG0087","trt_vs_trt","Indirect boiling DF 3.5%","Sun dried DF 1.5%","Substitution","Protein → Protein",9.87622973583784,4.93811486791893,4.93811486791891,1,1,"Protein","Protein","Protein → Protein"
"80","AG0087","trt_vs_trt","Indirect boiling DF 3.5%","Sun dried DF 3.5%","Substitution","Protein → Protein",9.87801534745088,4.93900767372545,4.93900767372543,1,1,"Protein","Protein","Protein → Protein"
"81","AG0087","trt_vs_trt","Indirect boiling DF 3.5%","Sun dried DF 5%","Substitution","Protein → Protein",14.102772423919,7.0513862119595,7.05138621195948,1,2,"Protein","Protein","Protein → Protein"
"82","AG0087","trt_vs_trt","Indirect boiling DF 5%","Roasted DF 1.5%","Substitution","Protein → Protein",13.4210173131123,6.71050865655617,6.71050865655617,1,1,"Protein","Protein","Protein → Protein"
"83","AG0087","trt_vs_trt","Indirect boiling DF 5%","Roasted DF 3.5%","Substitution","Protein → Protein",18.5909723558229,9.29548617791144,9.29548617791144,1,1,"Protein","Protein","Protein → Protein"
"84","AG0087","trt_vs_trt","Indirect boiling DF 5%","Roasted DF 5%","Substitution","Protein → Protein",22.815729432291,11.4078647161455,11.4078647161455,1,2,"Protein","Protein","Protein → Protein"
"85","AG0087","trt_vs_trt","Indirect boiling DF 5%","Sun dried DF 1.5%","Substitution","Protein → Protein",13.4210173131123,6.71050865655617,6.71050865655617,1,1,"Protein","Protein","Protein → Protein"
"86","AG0087","trt_vs_trt","Indirect boiling DF 5%","Sun dried DF 3.5%","Substitution","Protein → Protein",18.5909723558229,9.29548617791144,9.29548617791144,1,1,"Protein","Protein","Protein → Protein"
"87","AG0087","trt_vs_trt","Indirect boiling DF 5%","Sun dried DF 5%","Substitution","Protein → Protein",22.815729432291,11.4078647161455,11.4078647161455,1,2,"Protein","Protein","Protein → Protein"
"88","AG0087","trt_vs_trt","Roasted DF 1.5%","Roasted DF 3.5%","Substitution","Protein → Protein",5.6330094352908,2.8165047176454,2.8165047176454,0,0,"","","Protein → Protein"
"89","AG0087","trt_vs_trt","Roasted DF 1.5%","Sun dried DF 1.5%","Substitution","Protein → Protein",4.2247570764681,2.11237853823405,2.11237853823405,1,1,"Protein","Protein","Protein → Protein"
"90","AG0087","trt_vs_trt","Roasted DF 1.5%","Sun dried DF 3.5%","Substitution","Protein → Protein",9.8577665117589,4.92888325587945,4.92888325587945,1,1,"Protein","Protein","Protein → Protein"
"91","AG0087","trt_vs_trt","Roasted DF 1.5%","Sun dried DF 5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.0412617941135,1,2,"Protein","Protein","Protein → Protein"
"92","AG0087","trt_vs_trt","Roasted DF 3.5%","Sun dried DF 1.5%","Substitution","Protein → Protein",9.8577665117589,4.92888325587945,4.92888325587945,1,1,"Protein","Protein","Protein → Protein"
"93","AG0087","trt_vs_trt","Roasted DF 3.5%","Sun dried DF 3.5%","Substitution","Protein → Protein",9.8577665117589,4.92888325587945,4.92888325587945,1,1,"Protein","Protein","Protein → Protein"
"94","AG0087","trt_vs_trt","Roasted DF 3.5%","Sun dried DF 5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.0412617941135,1,2,"Protein","Protein","Protein → Protein"
"95","AG0087","trt_vs_trt","Roasted DF 5%","Sun dried DF 1.5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.0412617941135,2,1,"Protein","Protein","Protein → Protein"
"96","AG0087","trt_vs_trt","Roasted DF 5%","Sun dried DF 3.5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.0412617941135,2,1,"Protein","Protein","Protein → Protein"
"97","AG0087","trt_vs_trt","Roasted DF 5%","Sun dried DF 5%","Substitution","Protein → Protein",14.082523588227,7.0412617941135,7.0412617941135,1,1,"Protein","Protein","Protein → Protein"
"98","AG0087","trt_vs_trt","Sun dried DF 1.5%","Sun dried DF 3.5%","Substitution","Protein → Protein",5.6330094352908,2.8165047176454,2.8165047176454,0,0,"","","Protein → Protein"
"99","AG0087",NA,"Indirect boiling DF 1.5%","Direct boiling DF 3.5%","Addition","Protein",9.63873748246495,4.81936874123245,4.8193687412325,0,1,"Protein","",""
"100","AG0087",NA,"Indirect boiling DF 1.5%","Direct boiling DF 5%","Addition","Protein",18.3719433265289,9.18597166326444,9.18597166326449,0,1,"Protein","",""
"101","AG0087",NA,"Roasted DF 5%","Roasted DF 1.5%","Addition","Protein",9.8577665117589,4.92888325587945,4.92888325587945,0,1,"Protein","",""
"102","AG0087",NA,"Roasted DF 5%","Roasted DF 3.5%","Addition","Protein",4.2247570764681,2.11237853823405,2.11237853823405,0,1,"Protein","",""
"103","AG0087",NA,"Sun dried DF 5%","Sun dried DF 1.5%","Addition","Protein",9.8577665117589,4.92888325587945,4.92888325587945,0,1,"Protein","",""
"104","AG0087",NA,"Sun dried DF 5%","Sun dried DF 3.5%","Addition","Protein",4.2247570764681,2.11237853823405,2.11237853823405,0,1,"Protein","",""
"105","AN0007","trt_vs_ctrl","T1","T2","Addition","Good forage",20,10,10,1,0,"Good forage","",""
"106","AN0007","trt_vs_ctrl","T1","T3","Addition","Good forage",40,20,20,1,0,"Good forage","",""
"107","AN0007","trt_vs_ctrl","T1","T4","Addition","Good forage",60,30,30,1,0,"Good forage","",""
"108","AN0007","trt_vs_ctrl","T1","T5","Substitution","Poor forage → Good forage",95.3886844526219,9.22263109475621,86.1660533578657,1,1,"Good forage","Poor forage","Poor forage → Good forage"
"109","AN0007","trt_vs_trt","T2","T3","Substitution","Poor forage → Good forage",20,10,10,0,0,"","","Poor forage → Good forage"
"110","AN0007","trt_vs_trt","T2","T4","Substitution","Poor forage → Good forage",40,20,20,0,0,"","","Poor forage → Good forage"
"111","AN0007","trt_vs_trt","T3","T4","Substitution","Poor forage → Good forage",20,10,10,0,0,"","","Poor forage → Good forage"
"112","AN0007",NA,"T5","T2","Addition","Poor forage",76.9434222631095,76.9434222631095,0,0,1,"Poor forage","",""
"113","AN0007",NA,"T5","T3","Addition","Poor forage",76.9434222631095,76.9434222631095,0,0,1,"Poor forage","",""
"114","AN0007",NA,"T5","T4","Addition","Poor forage",76.9434222631095,76.9434222631095,0,0,1,"Poor forage","",""
"115","AN0020","trt_vs_ctrl","Control T1","T2","Substitution","Protein → Good forage, High-fat, High-starch, Mineral/Vitamin, Protein, Unclassified",200,100,100,11,1,"Good forage, High-fat, High-starch, Mineral/Vitamin, Protein, Unclassified","Protein","Protein → Good forage, High-fat, High-starch, Mineral/Vitamin, Protein, Unclassified"
"116","AN0020","trt_vs_ctrl","Control T1","T3","Substitution","Protein → Good forage, High-fat, High-starch, Mineral/Vitamin, Protein, Unclassified",200,100,100,11,1,"Good forage, High-fat, High-starch, Mineral/Vitamin, Protein, Unclassified","Protein","Protein → Good forage, High-fat, High-starch, Mineral/Vitamin, Protein, Unclassified"
"117","AN0020","trt_vs_trt","T2","T3","Substitution","Protein → Protein",30,15,15,1,1,"Protein","Protein","Protein → Protein"
"118","AN0021","trt_vs_ctrl","U0","U10","Substitution","Poor forage → Mineral/Vitamin, Poor forage",78,39,39,2,1,"Mineral/Vitamin, Poor forage","Poor forage","Poor forage → Mineral/Vitamin, Poor forage"
"119","AN0021","trt_vs_ctrl","U0","U15","Substitution","Poor forage → Mineral/Vitamin, Poor forage",77.5,38.5,39,2,1,"Mineral/Vitamin, Poor forage","Poor forage","Poor forage → Mineral/Vitamin, Poor forage"
"120","AN0021","trt_vs_ctrl","U0","U20","Substitution","Poor forage → Mineral/Vitamin, Poor forage",78,39,39,2,1,"Mineral/Vitamin, Poor forage","Poor forage","Poor forage → Mineral/Vitamin, Poor forage"
"121","AN0021","trt_vs_trt","U10","U15","No change","",1.5,0.5,1,0,0,"","",""
"122","AN0021","trt_vs_trt","U10","U20","No change","",2,1,1,0,0,"","",""
"123","AN0021","trt_vs_trt","U15","U20","No change","",0.5,0.5,0,0,0,"","",""
"124","AN0027","trt_vs_ctrl","Control PDS","R1","Addition","Poor forage",133.333333333333,66.6666666666667,66.6666666666667,1,0,"Poor forage","",""
"125","AN0029","trt_vs_trt","T2 1.5%","T3 2.5%","No change","",0,0,0,0,0,"","",""
"126","AN0057","trt_vs_trt","150 PPL","300 PPL","Addition","",14.806578260989,14.806578260989,0,0,0,"","",""
"127","AN0057","trt_vs_trt","150 PPL","450 PPL","Addition","",24.4788832427654,24.4788832427654,0,0,0,"","",""
"128","AN0057","trt_vs_trt","300 PPL","450 PPL","Addition","",9.6723049817764,9.6723049817764,0,0,0,"","",""
"129","AN0058","trt_vs_ctrl","PJP 0","PJP 10","Addition","Good forage",20,10,10,1,0,"Good forage","",""
"130","AN0058","trt_vs_ctrl","PJP 0","PJP 20","Addition","Good forage",40,20,20,1,0,"Good forage","",""
"131","AN0058","trt_vs_ctrl","PJP 0","PJP 30","Addition","Good forage",60,30,30,1,0,"Good forage","",""
"132","AN0058","trt_vs_trt","PJP 10","PJP 20","Substitution","High-starch → Good forage",20,10,10,0,0,"","","High-starch → Good forage"
"133","AN0058","trt_vs_trt","PJP 10","PJP 30","Substitution","High-starch → Good forage",40,20,20,0,0,"","","High-starch → Good forage"
"134","AN0058","trt_vs_trt","PJP 20","PJP 30","Substitution","High-starch → Good forage",20,10,10,0,0,"","","High-starch → Good forage"
"135","B01063","trt_vs_ctrl","Control Diet","PEG0","Addition","Protein",39.58,19.79,19.79,1,0,"Protein","",""
"136","B01063","trt_vs_ctrl","Control Diet","PEG100","Addition","Mineral/Vitamin, Protein",49.58,29.79,19.79,2,0,"Mineral/Vitamin, Protein","",""
"137","B01063","trt_vs_ctrl","Control Diet","PEG25","Addition","Mineral/Vitamin, Protein",42.08,22.29,19.79,2,0,"Mineral/Vitamin, Protein","",""
"138","B01063","trt_vs_ctrl","Control Diet","PEG50","Addition","Mineral/Vitamin, Protein",44.58,24.79,19.79,2,0,"Mineral/Vitamin, Protein","",""
"139","B01063","trt_vs_ctrl","Control Diet","PEG75","Addition","Mineral/Vitamin, Protein",47.08,27.29,19.79,2,0,"Mineral/Vitamin, Protein","",""
"140","B01063","trt_vs_trt","PEG0","PEG100","Addition","Mineral/Vitamin",10,10,0,1,0,"Mineral/Vitamin","",""
"141","B01063","trt_vs_trt","PEG0","PEG25","Addition","Mineral/Vitamin",2.5,2.5,0,1,0,"Mineral/Vitamin","",""
"142","B01063","trt_vs_trt","PEG0","PEG50","Addition","Mineral/Vitamin",5,5,0,1,0,"Mineral/Vitamin","",""
"143","B01063","trt_vs_trt","PEG0","PEG75","Addition","Mineral/Vitamin",7.5,7.5,0,1,0,"Mineral/Vitamin","",""
"144","B01063","trt_vs_trt","PEG100","PEG75","No change","",2.5,0,2.5,0,0,"","",""
"145","B01063","trt_vs_trt","PEG25","PEG50","No change","",2.5,2.5,0,0,0,"","",""
"146","B01063","trt_vs_trt","PEG25","PEG75","Addition","",5,5,0,0,0,"","",""
"147","B01063","trt_vs_trt","PEG50","PEG75","No change","",2.5,2.5,0,0,0,"","",""
"148","B01063",NA,"PEG25","PEG100","Addition","",7.5,7.5,0,0,0,"","",""
"149","B01063",NA,"PEG50","PEG100","Addition","",5,5,0,0,0,"","",""
"150","BO1000","trt_vs_trt","Diet 1","Diet 2","Addition","Good forage",25.2131113607931,16.0604157149383,9.1526956458548,1,0,"Good forage","",""
"151","BO1000","trt_vs_trt","Diet 1","Diet 3","Addition","Good forage",47.9068437504671,30.1293553657034,17.7774883847637,1,0,"Good forage","",""
"152","BO1000","trt_vs_trt","Diet 1","Diet 4","Addition","Good forage",68.8200475709381,43.5894455422527,25.2306020286854,1,0,"Good forage","",""
"153","BO1000","trt_vs_trt","Diet 1","Diet 5","Substitution","Good forage, High-fat → Good forage",80.4361036639999,48.2634788267335,32.1726248372664,1,2,"Good forage","Good forage, High-fat","Good forage, High-fat → Good forage"
"154","BO1000","trt_vs_trt","Diet 2","Diet 3","Addition","",22.693732389674,14.0689396507651,8.62479273890886,0,0,"","",""
"155","BO1000","trt_vs_trt","Diet 2","Diet 4","Addition","",43.606936210145,27.5290298273144,16.0779063828306,0,0,"","",""
"156","BO1000","trt_vs_trt","Diet 3","Diet 4","Addition","",20.9132038204711,13.4600901765493,7.45311364392176,0,0,"","",""
"157","BO1000",NA,"Diet 5","Diet 2","Addition","Good forage, High-fat",55.2229923032068,23.0199291914116,32.2030631117952,0,2,"Good forage, High-fat","",""
"158","BO1000",NA,"Diet 5","Diet 3","Addition","Good forage, High-fat",32.5292599135328,14.3951364525027,18.1341234610301,0,2,"Good forage, High-fat","",""
"159","BO1000",NA,"Diet 5","Diet 4","Addition","Good forage, High-fat",11.6160560930618,6.94202280858098,4.6740332844808,0,2,"Good forage, High-fat","",""
"160","BO1001","trt_vs_trt","Diet 2","Diet 3","Addition","",11.1567083907134,11.1567083907134,0,0,0,"","",""
"161","BO1001","trt_vs_trt","Diet 2","Diet 4","Addition","",19.5722781877541,19.5722781877541,0,0,0,"","",""
"162","BO1001","trt_vs_trt","Diet 2","Diet 5","Addition","",26.7439787749473,26.7439787749473,0,0,0,"","",""
"163","BO1001","trt_vs_trt","Diet 3","Diet 4","Addition","",8.4155697970407,8.4155697970407,0,0,0,"","",""
"164","BO1001","trt_vs_trt","Diet 3","Diet 5","Addition","",15.5872703842339,15.5872703842339,0,0,0,"","",""
"165","BO1001","trt_vs_trt","Diet 4","Diet 5","Addition","",7.1717005871932,7.1717005871932,0,0,0,"","",""
"166","BO1003","trt_vs_trt","C25","C50","Substitution","Poor forage → Unclassified",52,26,26,0,0,"","","Poor forage → Unclassified"
"167","BO1003","trt_vs_trt","C25","C75","Substitution","Poor forage → Mineral/Vitamin",104,52,52,0,0,"","","Poor forage → Mineral/Vitamin"
"168","BO1003","trt_vs_trt","C50","C75","Substitution","Poor forage → Unclassified",52,26,26,0,0,"","","Poor forage → Unclassified"
"169","BO1004",NA,"Treatment 3","Treatment 2","Addition","Good forage",62.2868757048854,58.7327434909261,3.55413221395929,0,1,"Good forage","",""
