"","B.Code","A.Level.Name","Out.Code.Joined","ED.Intake.Item","ED.Intake.Item.Raw","ED.Mean.T","ED.Error","Out.Subind","Out.Unit","Out.WG.Start","Out.WG.Unit","P.Product","is_entire_diet","is_group","T.Animals","T.Name","Country","Source","D.Item.Root.Comp.Proc_Major","ED.Intake.Item.is_entire_diet","n_ing","n_tar"
"1","AG0015","Floating feed","Meat Yield..g/individual..15","New+float",NA,0.2873464,NA,"Meat Yield","kg/individual/day",15,"g","Fish",FALSE,FALSE,"1","New+float","Ghana","livestock",NA,NA,NA,NA
"2","AG0015","Sinking feed","Meat Yield..g/individual..15","Old+sink",NA,0.1652334,NA,"Meat Yield","kg/individual/day",15,"g","Fish",FALSE,FALSE,"1","Old+sink","Ghana","livestock",NA,NA,NA,NA
"3","AG0018","BSM","Meat Yield..kg/individual..328.7","BSM",NA,388.2,13.9,"Meat Yield","kg/individual/day",328.7,"kg","Cattle",FALSE,FALSE,"6","BSM","Zimbabwe","livestock",NA,NA,NA,NA
"4","AG0018","LLM","Meat Yield..kg/individual..304.2","LLM",NA,358.3,9.3,"Meat Yield","kg/individual/day",304.2,"kg","Cattle",FALSE,FALSE,"6","LLM","Zimbabwe","livestock",NA,NA,NA,NA
"5","AG0018","MFM","Meat Yield..kg/individual..301","MFM",NA,340.8,13.9,"Meat Yield","kg/individual/day",301,"kg","Cattle",FALSE,FALSE,"6","MFM","Zimbabwe","livestock",NA,NA,NA,NA
"6","AG0018","NP","Meat Yield..kg/individual..243.2","NP",NA,286.3,10.5,"Meat Yield","kg/individual/day",243.2,"kg","Cattle",FALSE,FALSE,"6","NP","Zimbabwe","livestock",NA,NA,NA,NA
"7","AG0018","UTS","Meat Yield..kg/individual..286","UTS",NA,331.3,9.3,"Meat Yield","kg/individual/day",286,"kg","Cattle",FALSE,FALSE,"6","UTS","Zimbabwe","livestock",NA,NA,NA,NA
"8","AG0042","60% F SOPM","Meat Yield..kg/individual..9.72","60% F SOPM",NA,10.53,1.35,"Meat Yield","kg/individual/day",9.72,"kg","Goat",FALSE,FALSE,"1","60% F SOPM","Nigeria","livestock",NA,NA,NA,NA
"9","AG0042","60% UF SOPM","Meat Yield..kg/individual..9.25","60% UF SOPM",NA,10.2,1.35,"Meat Yield","kg/individual/day",9.25,"kg","Goat",FALSE,FALSE,"1","60% UF SOPM","Nigeria","livestock",NA,NA,NA,NA
"10","AG0042","Con","Meat Yield..kg/individual..9.83","Con",NA,11.17,1.35,"Meat Yield","kg/individual/day",9.83,"kg","Goat",FALSE,FALSE,"1","Con","Nigeria","livestock",NA,NA,NA,NA
"11","AG0087","Control","Meat Yield..g/individual..1234.64","Control",NA,1.34507,2.435,"Meat Yield","kg/individual/day",1234.64,"g","Chicken",FALSE,FALSE,"10","Control","Sudan","livestock",NA,NA,NA,NA
"12","AG0087","Direct boiling DF 1.5%","Meat Yield..g/individual..1163.5","Direct boiling DF 1.5%",NA,1.24624,2.435,"Meat Yield","kg/individual/day",1163.5,"g","Chicken",FALSE,FALSE,"10","Direct boiling DF 1.5%","Sudan","livestock",NA,NA,NA,NA
"13","AG0087","Direct boiling DF 3.5%","Meat Yield..g/individual..1179.1","Direct boiling DF 3.5%",NA,1.26733,2.435,"Meat Yield","kg/individual/day",1179.1,"g","Chicken",FALSE,FALSE,"10","Direct boiling DF 3.5%","Sudan","livestock",NA,NA,NA,NA
"14","AG0087","Direct boiling DF 5%","Meat Yield..g/individual..1170.54","Direct boiling DF 5%",NA,1.27634,2.435,"Meat Yield","kg/individual/day",1170.54,"g","Chicken",FALSE,FALSE,"10","Direct boiling DF 5%","Sudan","livestock",NA,NA,NA,NA
"15","AG0087","Indirect boiling DF 1.5%","Meat Yield..g/individual..1165.92","Indirect boiling DF 1.5%",NA,0.28548,2.435,"Meat Yield","kg/individual/day",1165.92,"g","Chicken",FALSE,FALSE,"10","Indirect boiling DF 1.5%","Sudan","livestock",NA,NA,NA,NA
"16","AG0087","Indirect boiling DF 3.5%","Meat Yield..g/individual..1150.16","Indirect boiling DF 3.5%",NA,1.27152,2.435,"Meat Yield","kg/individual/day",1150.16,"g","Chicken",FALSE,FALSE,"10","Indirect boiling DF 3.5%","Sudan","livestock",NA,NA,NA,NA
"17","AG0087","Indirect boiling DF 5%","Meat Yield..g/individual..1163.61","Indirect boiling DF 5%",NA,1.26776,2.435,"Meat Yield","kg/individual/day",1163.61,"g","Chicken",FALSE,FALSE,"10","Indirect boiling DF 5%","Sudan","livestock",NA,NA,NA,NA
"18","AG0087","Roasted DF 1.5%","Meat Yield..g/individual..1263.73","Roasted DF 1.5%",NA,1.33755,2.435,"Meat Yield","kg/individual/day",1263.73,"g","Chicken",FALSE,FALSE,"10","Roasted DF 1.5%","Sudan","livestock",NA,NA,NA,NA
"19","AG0087","Roasted DF 3.5%","Meat Yield..g/individual..1277.39","Roasted DF 3.5%",NA,1.362,2.435,"Meat Yield","kg/individual/day",1277.39,"g","Chicken",FALSE,FALSE,"10","Roasted DF 3.5%","Sudan","livestock",NA,NA,NA,NA
"20","AG0087","Roasted DF 5%","Meat Yield..g/individual..1281.11","Roasted DF 5%",NA,1.36791,2.435,"Meat Yield","kg/individual/day",1281.11,"g","Chicken",FALSE,FALSE,"10","Roasted DF 5%","Sudan","livestock",NA,NA,NA,NA
"21","AG0087","Sun dried DF 1.5%","Meat Yield..g/individual..1206.02","Sun dried DF 1.5%",NA,1.29479,2.435,"Meat Yield","kg/individual/day",1206.02,"g","Chicken",FALSE,FALSE,"10","Sun dried DF 1.5%","Sudan","livestock",NA,NA,NA,NA
"22","AG0087","Sun dried DF 3.5%","Meat Yield..g/individual..1229.17","Sun dried DF 3.5%",NA,1.31637,2.435,"Meat Yield","kg/individual/day",1229.17,"g","Chicken",FALSE,FALSE,"10","Sun dried DF 3.5%","Sudan","livestock",NA,NA,NA,NA
"23","AG0087","Sun dried DF 5%","Meat Yield..g/individual..1292.12","Sun dried DF 5%",NA,1.38202,2.435,"Meat Yield","kg/individual/day",1292.12,"g","Chicken",FALSE,FALSE,"10","Sun dried DF 5%","Sudan","livestock",NA,NA,NA,NA
"24","AN0007","T1","Meat Yield..kg/individual..12.8","T1",NA,14.5,NA,"Meat Yield","kg/individual/day",12.8,"kg","Sheep",FALSE,FALSE,"2","T1","Nigeria","livestock",NA,NA,NA,NA
"25","AN0007","T2","Meat Yield..kg/individual..13","T2",NA,15,NA,"Meat Yield","kg/individual/day",13,"kg","Sheep",FALSE,FALSE,"2","T2","Nigeria","livestock",NA,NA,NA,NA
"26","AN0007","T3","Meat Yield..kg/individual..13.2","T3",NA,15.4,NA,"Meat Yield","kg/individual/day",13.2,"kg","Sheep",FALSE,FALSE,"2","T3","Nigeria","livestock",NA,NA,NA,NA
"27","AN0007","T4","Meat Yield..kg/individual..12.6","T4",NA,14.6,NA,"Meat Yield","kg/individual/day",12.6,"kg","Sheep",FALSE,FALSE,"2","T4","Nigeria","livestock",NA,NA,NA,NA
"28","AN0007","T5","Meat Yield..kg/individual..13.2","T5",NA,15.3,NA,"Meat Yield","kg/individual/day",13.2,"kg","Sheep",FALSE,FALSE,"2","T5","Nigeria","livestock",NA,NA,NA,NA
"29","AN0020","Control T1","Meat Yield..g/individual..47.1","Control T1",NA,1.60507,NA,"Meat Yield","kg/individual/day",47.1,"g","Chicken",FALSE,FALSE,"15","Control T1","Nigeria","livestock",NA,NA,NA,NA
"30","AN0020","T2","Meat Yield..g/individual..46.98","APLM T2",NA,2.20085,NA,"Meat Yield","kg/individual/day",46.98,"g","Chicken",FALSE,FALSE,"15","APLM T2","Nigeria","livestock",NA,NA,NA,NA
"31","AN0020","T3","Meat Yield..g/individual..50","WTM T3",NA,2.04623,NA,"Meat Yield","kg/individual/day",50,"g","Chicken",FALSE,FALSE,"15","WTM T3","Nigeria","livestock",NA,NA,NA,NA
"32","AN0021","U0","Meat Yield..kg/individual..10.24","U0",NA,18.76,0.011,"Meat Yield","kg/individual/day",10.24,"kg","Sheep",FALSE,FALSE,"1","U0","Nigeria","livestock",NA,NA,NA,NA
"33","AN0021","U10","Meat Yield..kg/individual..11.1","U10",NA,25.65,0.011,"Meat Yield","kg/individual/day",11.1,"kg","Sheep",FALSE,FALSE,"1","U10","Nigeria","livestock",NA,NA,NA,NA
"34","AN0021","U15","Meat Yield..kg/individual..10.1","U15",NA,38.12,0.011,"Meat Yield","kg/individual/day",10.1,"kg","Sheep",FALSE,FALSE,"1","U15","Nigeria","livestock",NA,NA,NA,NA
"35","AN0021","U20","Meat Yield..kg/individual..9.8","U20",NA,31.52,0.011,"Meat Yield","kg/individual/day",9.8,"kg","Sheep",FALSE,FALSE,"1","U20","Nigeria","livestock",NA,NA,NA,NA
"36","AN0029","T1 Control","Meat Yield..kg..8.75","T1 Control",NA,6.93,1.22,"Meat Yield","kg/individual/day",8.75,"kg","Sheep",FALSE,FALSE,"4","T1 Control","Nigeria","livestock",NA,NA,NA,NA
"37","AN0029","T2 1.5%","Meat Yield..kg..10.75","T2 1.5%",NA,13.88,1.22,"Meat Yield","kg/individual/day",10.75,"kg","Sheep",FALSE,FALSE,"4","T2 1.5%","Nigeria","livestock",NA,NA,NA,NA
"38","AN0029","T3 2.5%","Meat Yield..kg..12","T3 2.5%",NA,14.4,1.22,"Meat Yield","kg/individual/day",12,"kg","Sheep",FALSE,FALSE,"4","T3 2.5%","Nigeria","livestock",NA,NA,NA,NA
"39","AN0057","0 PPL","Meat Yield..kg/individual..15.4","0 PPL",NA,15,1.01,"Meat Yield","kg/individual/day",15.4,"kg","Goat",FALSE,FALSE,"1","0 PPL","Ethiopia","livestock",NA,NA,NA,NA
"40","AN0057","150 PPL","Meat Yield..kg/individual..15.3","150 PPL",NA,16.3,1.01,"Meat Yield","kg/individual/day",15.3,"kg","Goat",FALSE,FALSE,"1","150 PPL","Ethiopia","livestock",NA,NA,NA,NA
"41","AN0057","300 PPL","Meat Yield..kg/individual..15.5","300 PPL",NA,17.7,1.01,"Meat Yield","kg/individual/day",15.5,"kg","Goat",FALSE,FALSE,"1","300 PPL","Ethiopia","livestock",NA,NA,NA,NA
"42","AN0057","450 PPL","Meat Yield..kg/individual..15.7","450 PPL",NA,18.1,1.01,"Meat Yield","kg/individual/day",15.7,"kg","Goat",FALSE,FALSE,"1","450 PPL","Ethiopia","livestock",NA,NA,NA,NA
"43","AN0058","PJP 0","Meat Yield..kg/individual..Cockerels..Unspecified","PJP 0",NA,2.33,NA,"Meat Yield","kg/individual/day",NA,NA,"Chicken",FALSE,FALSE,"8","PJP 0","Kenya","livestock",NA,NA,NA,NA
"44","AN0058","PJP 10","Meat Yield..kg/individual..Cockerels..Unspecified","PJP 10",NA,2.33,NA,"Meat Yield","kg/individual/day",NA,NA,"Chicken",FALSE,FALSE,"8","PJP 10","Kenya","livestock",NA,NA,NA,NA
"45","AN0058","PJP 20","Meat Yield..kg/individual..Cockerels..Unspecified","PJP 20",NA,2.28,NA,"Meat Yield","kg/individual/day",NA,NA,"Chicken",FALSE,FALSE,"8","PJP 20","Kenya","livestock",NA,NA,NA,NA
"46","AN0058","PJP 30","Meat Yield..kg/individual..Cockerels..Unspecified","PJP 30",NA,2.15,NA,"Meat Yield","kg/individual/day",NA,NA,"Chicken",FALSE,FALSE,"8","PJP 30","Kenya","livestock",NA,NA,NA,NA
"47","B01063","Control Diet",NA,"Control Diet",NA,0.1548,14.94,"Meat Yield-Cold Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","Control Diet","South Africa","camel",NA,FALSE,NA,NA
"48","B01063","Control Diet",NA,"Control Diet",NA,0.2343,6.487,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"12","Control Diet","South Africa","camel",NA,FALSE,NA,NA
"49","B01063","Control Diet",NA,"Control Diet",NA,0.1578,4.2,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","Control Diet","South Africa","camel",NA,FALSE,NA,NA
"50","B01063","PEG0",NA,"PEG0",NA,0.1496,14.94,"Meat Yield-Cold Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG0","South Africa","camel",NA,FALSE,NA,NA
"51","B01063","PEG0",NA,"PEG0",NA,0.2324,6.487,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG0","South Africa","camel",NA,FALSE,NA,NA
"52","B01063","PEG0",NA,"PEG0",NA,0.1537,4.2,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG0","South Africa","camel",NA,FALSE,NA,NA
"53","B01063","PEG100",NA,"PEG100",NA,0.1669,14.94,"Meat Yield-Cold Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG100","South Africa","camel",NA,FALSE,NA,NA
"54","B01063","PEG100",NA,"PEG100",NA,0.2313,6.487,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG100","South Africa","camel",NA,FALSE,NA,NA
"55","B01063","PEG100",NA,"PEG100",NA,0.1475,4.2,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG100","South Africa","camel",NA,FALSE,NA,NA
"56","B01063","PEG25",NA,"PEG25",NA,0.1425,14.94,"Meat Yield-Cold Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG25","South Africa","camel",NA,FALSE,NA,NA
"57","B01063","PEG25",NA,"PEG25",NA,0.2331,6.487,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG25","South Africa","camel",NA,FALSE,NA,NA
"58","B01063","PEG25",NA,"PEG25",NA,0.1424,4.2,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG25","South Africa","camel",NA,FALSE,NA,NA
"59","B01063","PEG50",NA,"PEG50",NA,0.1491,14.94,"Meat Yield-Cold Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG50","South Africa","camel",NA,FALSE,NA,NA
"60","B01063","PEG50",NA,"PEG50",NA,0.2396,6.487,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG50","South Africa","camel",NA,FALSE,NA,NA
"61","B01063","PEG50",NA,"PEG50",NA,0.1522,4.2,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG50","South Africa","camel",NA,FALSE,NA,NA
"62","B01063","PEG75",NA,"PEG75",NA,0.1226,14.94,"Meat Yield-Cold Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG75","South Africa","camel",NA,FALSE,NA,NA
"63","B01063","PEG75",NA,"PEG75",NA,0.2359,6.487,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG75","South Africa","camel",NA,FALSE,NA,NA
"64","B01063","PEG75",NA,"PEG75",NA,0.1536,4.2,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"12","PEG75","South Africa","camel",NA,FALSE,NA,NA
"65","BO1000","Diet 1",NA,"T1",NA,22.8,1.175,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T1","Ethiopia","camel",NA,FALSE,NA,NA
"66","BO1000","Diet 2",NA,"T2",NA,22.3,1.175,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T2","Ethiopia","camel",NA,FALSE,NA,NA
"67","BO1000","Diet 3",NA,"T3",NA,21.98,1.175,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T3","Ethiopia","camel",NA,FALSE,NA,NA
"68","BO1000","Diet 4",NA,"T4",NA,21.55,1.175,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T4","Ethiopia","camel",NA,FALSE,NA,NA
"69","BO1000","Diet 5",NA,"T5",NA,21.13,1.175,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T5","Ethiopia","camel",NA,FALSE,NA,NA
"70","BO1001","Diet 1",NA,"T1",NA,12.7,NA,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T1","Ethiopia","camel",NA,FALSE,NA,NA
"71","BO1001","Diet 1",NA,"T1",NA,17.44,NA,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T1","Ethiopia","camel",NA,FALSE,NA,NA
"72","BO1001","Diet 1",NA,"T1",NA,6.49,NA,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T1","Ethiopia","camel",NA,FALSE,NA,NA
"73","BO1001","Diet 1",NA,"T1",NA,17.52,NA,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T1","Ethiopia","camel",NA,FALSE,NA,NA
"74","BO1001","Diet 2",NA,"T2",NA,13.6,NA,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T2","Ethiopia","camel",NA,FALSE,NA,NA
"75","BO1001","Diet 2",NA,"T2",NA,19.46,NA,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T2","Ethiopia","camel",NA,FALSE,NA,NA
"76","BO1001","Diet 2",NA,"T2",NA,6.73,NA,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T2","Ethiopia","camel",NA,FALSE,NA,NA
"77","BO1001","Diet 2",NA,"T2",NA,19.5,NA,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T2","Ethiopia","camel",NA,FALSE,NA,NA
"78","BO1001","Diet 3",NA,"T3",NA,14.3,NA,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T3","Ethiopia","camel",NA,FALSE,NA,NA
"79","BO1001","Diet 3",NA,"T3",NA,19.54,NA,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T3","Ethiopia","camel",NA,FALSE,NA,NA
"80","BO1001","Diet 3",NA,"T3",NA,7.15,NA,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T3","Ethiopia","camel",NA,FALSE,NA,NA
"81","BO1001","Diet 3",NA,"T3",NA,19.6,NA,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T3","Ethiopia","camel",NA,FALSE,NA,NA
"82","BO1001","Diet 4",NA,"T4",NA,16.2,NA,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T4","Ethiopia","camel",NA,FALSE,NA,NA
"83","BO1001","Diet 4",NA,"T4",NA,21.4,NA,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T4","Ethiopia","camel",NA,FALSE,NA,NA
"84","BO1001","Diet 4",NA,"T4",NA,8.4,NA,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T4","Ethiopia","camel",NA,FALSE,NA,NA
"85","BO1001","Diet 4",NA,"T4",NA,21.5,NA,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T4","Ethiopia","camel",NA,FALSE,NA,NA
"86","BO1001","Diet 5",NA,"T5",NA,17,NA,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T5","Ethiopia","camel",NA,FALSE,NA,NA
"87","BO1001","Diet 5",NA,"T5",NA,22.22,NA,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T5","Ethiopia","camel",NA,FALSE,NA,NA
"88","BO1001","Diet 5",NA,"T5",NA,9,NA,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T5","Ethiopia","camel",NA,FALSE,NA,NA
"89","BO1001","Diet 5",NA,"T5",NA,22.6,NA,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T5","Ethiopia","camel",NA,FALSE,NA,NA
"90","BO1002","Control",NA,"Control||Does",NA,0.876,32,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Control||Does","Egypt","camel",NA,FALSE,NA,NA
"91","BO1002","MA20",NA,"MA20||Does",NA,1.003,32,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"MA20||Does","Egypt","camel",NA,FALSE,NA,NA
"92","BO1002","MA40",NA,"MA40||Does",NA,1.023,32,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"MA40||Does","Egypt","camel",NA,FALSE,NA,NA
"93","BO1003","C25",NA,"T1",NA,12.34,0.86,"Meat Yield-Final Body Weight","kg/individual/day",11.7,"kg",NA,FALSE,NA,"5","T1","Madagascar","camel",NA,FALSE,NA,NA
"94","BO1003","C50",NA,"T2",NA,15.54,0.86,"Meat Yield-Final Body Weight","kg/individual/day",11.7,"kg",NA,FALSE,NA,"5","T2","Madagascar","camel",NA,FALSE,NA,NA
"95","BO1003","C75",NA,"T3",NA,13.18,0.86,"Meat Yield-Final Body Weight","kg/individual/day",11.7,"kg",NA,FALSE,NA,"5","T3","Madagascar","camel",NA,FALSE,NA,NA
"96","BO1005","OSCM",NA,"T2",NA,11.9,1.2,"Meat Yield-Cold Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"8","T2","South Africa","camel",NA,FALSE,NA,NA
"97","BO1005","OSCM",NA,"T2",NA,24.5,2.2,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"8","T2","South Africa","camel",NA,FALSE,NA,NA
"98","BO1005","OSCM",NA,"T2",NA,28.9,2.27,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"8","T2","South Africa","camel",NA,FALSE,NA,NA
"99","BO1005","OSCM",NA,"T2",NA,12.7,1.2,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"8","T2","South Africa","camel",NA,FALSE,NA,NA
"100","BO1005","OSCM",NA,"T2",NA,27.5,2.6,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"8","T2","South Africa","camel",NA,FALSE,NA,NA
"101","BO1005","TMRL",NA,"T1",NA,12.6,1.2,"Meat Yield-Cold Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"8","T1","South Africa","camel",NA,FALSE,NA,NA
"102","BO1005","TMRL",NA,"T1",NA,26.5,2.2,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"8","T1","South Africa","camel",NA,FALSE,NA,NA
"103","BO1005","TMRL",NA,"T1",NA,29.3,2.27,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"8","T1","South Africa","camel",NA,FALSE,NA,NA
"104","BO1005","TMRL",NA,"T1",NA,13.3,1.2,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"8","T1","South Africa","camel",NA,FALSE,NA,NA
"105","BO1005","TMRL",NA,"T1",NA,29.4,2.6,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"8","T1","South Africa","camel",NA,FALSE,NA,NA
"106","BO1006","Ration 1",NA,"T1",NA,39.01,0.94,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"9","T1","Egypt","camel",NA,FALSE,NA,NA
"107","BO1006","Ration 2",NA,"T2",NA,41.83,0.94,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"9","T2","Egypt","camel",NA,FALSE,NA,NA
"108","BO1006","Ration 3",NA,"T3",NA,36.98,0.94,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"9","T3","Egypt","camel",NA,FALSE,NA,NA
"109","BO1008","Control",NA,"T1||Ewes",NA,0.72,NA,"Milk Yield","l/individual/day",NA,NA,NA,FALSE,NA,NA,"T1||Ewes","Egypt","camel",NA,FALSE,NA,NA
"110","BO1008","G1",NA,"T2||Ewes",NA,0.66,NA,"Milk Yield","l/individual/day",NA,NA,NA,FALSE,NA,NA,"T2||Ewes","Egypt","camel",NA,FALSE,NA,NA
"111","BO1008","G2",NA,"T3||Ewes",NA,0.117,NA,"Milk Yield","l/individual/day",NA,NA,NA,FALSE,NA,NA,"T3||Ewes","Egypt","camel",NA,FALSE,NA,NA
"112","BO1011","Control",NA,"T1||Ewes",NA,0.57111,NA,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T1||Ewes","Egypt","camel",NA,FALSE,NA,NA
"113","BO1011","Diet 1",NA,"T2||Ewes",NA,0.53766,NA,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T2||Ewes","Egypt","camel",NA,FALSE,NA,NA
"114","BO1011","Diet 2",NA,"T3||Ewes",NA,0.61722,NA,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T3||Ewes","Egypt","camel",NA,FALSE,NA,NA
"115","BO1011","Diet 3",NA,"T4||Ewes",NA,0.50555,NA,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T4||Ewes","Egypt","camel",NA,FALSE,NA,NA
"116","BO1013","Diet 1",NA,"T1",NA,21.05,0.47,"Meat Yield-Final Body Weight","kg/individual/day",19.7,"kg",NA,FALSE,NA,"5","T1","Ethiopia","camel",NA,FALSE,NA,NA
"117","BO1013","Diet 2",NA,"T2",NA,22.51,0.47,"Meat Yield-Final Body Weight","kg/individual/day",19.7,"kg",NA,FALSE,NA,"5","T2","Ethiopia","camel",NA,FALSE,NA,NA
"118","BO1013","Diet 3",NA,"T3",NA,20.01,0.47,"Meat Yield-Final Body Weight","kg/individual/day",19.7,"kg",NA,FALSE,NA,"5","T3","Ethiopia","camel",NA,FALSE,NA,NA
"119","BO1013","Diet 4",NA,"T4",NA,23.82,0.47,"Meat Yield-Final Body Weight","kg/individual/day",19.7,"kg",NA,FALSE,NA,"5","T4","Ethiopia","camel",NA,FALSE,NA,NA
"120","BO1014","Diet 1",NA,"T1",NA,33.46,NA,"Final Body Weight Meat Yield","kg/individual/day",12.16,"kg",NA,FALSE,NA,"5","T1","Egypt","camel",NA,FALSE,NA,NA
"121","BO1014","Diet 2",NA,"T2",NA,22.2,NA,"Final Body Weight Meat Yield","kg/individual/day",12.16,"kg",NA,FALSE,NA,"5","T2","Egypt","camel",NA,FALSE,NA,NA
"122","BO1014","Diet 3",NA,"T3",NA,26.18,NA,"Final Body Weight Meat Yield","kg/individual/day",12.16,"kg",NA,FALSE,NA,"5","T3","Egypt","camel",NA,FALSE,NA,NA
"123","BO1014","Diet 4",NA,"T4",NA,28.07,NA,"Final Body Weight Meat Yield","kg/individual/day",12.16,"kg",NA,FALSE,NA,"5","T4","Egypt","camel",NA,FALSE,NA,NA
"124","BO1014","Diet 5",NA,"T5",NA,29.66,NA,"Final Body Weight Meat Yield","kg/individual/day",12.16,"kg",NA,FALSE,NA,"5","T5","Egypt","camel",NA,FALSE,NA,NA
"125","BO1014","Diet 6",NA,"T6",NA,30.97,NA,"Final Body Weight Meat Yield","kg/individual/day",12.16,"kg",NA,FALSE,NA,"5","T6","Egypt","camel",NA,FALSE,NA,NA
"126","BO1014","Diet 7",NA,"T7",NA,31.81,NA,"Final Body Weight Meat Yield","kg/individual/day",12.16,"kg",NA,FALSE,NA,"5","T7","Egypt","camel",NA,FALSE,NA,NA
