"","B.Code","A.Level.Name","Out.Code.Joined","ED.Intake.Item","ED.Intake.Item.Raw","ED.Mean.T","ED.Error","Out.Subind","Out.Unit","Out.WG.Start","Out.WG.Unit","P.Product","is_entire_diet","is_group","T.Animals","T.Name","Country","Source","D.Item.Root.Comp.Proc_Major","ED.Intake.Item.is_entire_diet","n_ing","n_tar"
"2323","NN0114","RSF30","Meat Yield..g/Individual..2.006","RSF30",NA,0.00538733333333333,NA,"Meat Yield","kg/individual/day",2.006,"g","Fish",FALSE,FALSE,"15","RSF30","Nigeria","livestock",NA,NA,NA,NA
"2324","NN0114","RSF45","Meat Yield..g/Individual..2.018","RSF45",NA,0.00336,NA,"Meat Yield","kg/individual/day",2.018,"g","Fish",FALSE,FALSE,"15","RSF45","Nigeria","livestock",NA,NA,NA,NA
"2325","NN0114","RSM15","Meat Yield..g/Individual..2.00933333333333","RSM15",NA,0.00667066666666667,NA,"Meat Yield","kg/individual/day",2.00933333333333,"g","Fish",FALSE,FALSE,"15","RSM15","Nigeria","livestock",NA,NA,NA,NA
"2326","NN0114","RSM30","Meat Yield..g/Individual..2.022","RSM30",NA,0.00600666666666667,NA,"Meat Yield","kg/individual/day",2.022,"g","Fish",FALSE,FALSE,"15","RSM30","Nigeria","livestock",NA,NA,NA,NA
"2327","NN0114","RSM45","Meat Yield..g/Individual..2.006","RSM45",NA,0.00467533333333333,NA,"Meat Yield","kg/individual/day",2.006,"g","Fish",FALSE,FALSE,"15","RSM45","Nigeria","livestock",NA,NA,NA,NA
"2328","NN0115","FM","Meat Yield..g/individual..13.1","FM",NA,0.0625,4.65,"Meat Yield","kg/individual/day",13.1,"g","Fish",FALSE,FALSE,"20","FM","Nigeria","livestock",NA,NA,NA,NA
"2329","NN0115","SF25","Meat Yield..g/individual..13.1","SF25",NA,0.0617,4.65,"Meat Yield","kg/individual/day",13.1,"g","Fish",FALSE,FALSE,"20","SF25","Nigeria","livestock",NA,NA,NA,NA
"2330","NN0115","SF50","Meat Yield..g/individual..13.1","SF50",NA,0.0606,4.65,"Meat Yield","kg/individual/day",13.1,"g","Fish",FALSE,FALSE,"20","SF50","Nigeria","livestock",NA,NA,NA,NA
"2331","NN0115","SF75","Meat Yield..g/individual..13.1","SF75",NA,0.0543,4.65,"Meat Yield","kg/individual/day",13.1,"g","Fish",FALSE,FALSE,"20","SF75","Nigeria","livestock",NA,NA,NA,NA
"2332","NN0115","SF75 + M","Meat Yield..g/individual..13.1","SF75 + M",NA,0.0609,4.65,"Meat Yield","kg/individual/day",13.1,"g","Fish",FALSE,FALSE,"20","SF75 + M","Nigeria","livestock",NA,NA,NA,NA
"2333","NN0117","CON 0 POM","Meat Yield..g/individual..0.74","T CON  POM",NA,0.00318,0.03,"Meat Yield","kg/individual/day",0.74,"g","Fish",FALSE,FALSE,"10","T CON  POM","Nigeria","livestock",NA,NA,NA,NA
"2334","NN0117","POM 30%","Meat Yield..g/individual..0.74","T 3 POM",NA,0.00305,0.03,"Meat Yield","kg/individual/day",0.74,"g","Fish",FALSE,FALSE,"10","T 3 POM","Nigeria","livestock",NA,NA,NA,NA
"2335","NN0117","POM 60%","Meat Yield..g/individual..0.74","T 6 POM",NA,0.00284,0.03,"Meat Yield","kg/individual/day",0.74,"g","Fish",FALSE,FALSE,"10","T 6 POM","Nigeria","livestock",NA,NA,NA,NA
"2336","NN0117","POM 90%","Meat Yield..g/individual..0.75","T 9 POM",NA,0.00276,0.03,"Meat Yield","kg/individual/day",0.75,"g","Fish",FALSE,FALSE,"10","T 9 POM","Nigeria","livestock",NA,NA,NA,NA
"2337","NN0119.2","Diet 1 without TOLM","Meat Yield..g/individual..Unspecified","Diet 1 without TOLM",NA,0.4215,31.9,"Meat Yield","kg/individual/day",NA,"Unspecified","Chicken",FALSE,FALSE,"30","Diet 1 without TOLM","Nigeria","livestock",NA,NA,NA,NA
"2338","NN0119.2","Diet 2 with 10% TOLM","Meat Yield..g/individual..Unspecified","Diet 2 with 10% TOLM",NA,0.4017,24.2,"Meat Yield","kg/individual/day",NA,"Unspecified","Chicken",FALSE,FALSE,"30","Diet 2 with 10% TOLM","Nigeria","livestock",NA,NA,NA,NA
"2339","NN0119.2","Diet 3 with 15% TOLM","Meat Yield..g/individual..Unspecified","Diet 3 with 15% TOLM",NA,0.4162,23.7,"Meat Yield","kg/individual/day",NA,"Unspecified","Chicken",FALSE,FALSE,"30","Diet 3 with 15% TOLM","Nigeria","livestock",NA,NA,NA,NA
"2340","NN0119.2","Diet 4 with 20% TOLM","Meat Yield..g/individual..Unspecified","Diet 4 with 20% TOLM",NA,0.4089,70.11,"Meat Yield","kg/individual/day",NA,"Unspecified","Chicken",FALSE,FALSE,"30","Diet 4 with 20% TOLM","Nigeria","livestock",NA,NA,NA,NA
"2341","NN0119.2","Diet 5 with 25% TOLM","Meat Yield..g/individual..Unspecified","Diet 5 with 25% TOLM",NA,0.3892,28.8,"Meat Yield","kg/individual/day",NA,"Unspecified","Chicken",FALSE,FALSE,"30","Diet 5 with 25% TOLM","Nigeria","livestock",NA,NA,NA,NA
"2342","NN0119.2","Diet 6 with 30% TOLM","Meat Yield..g/individual..Unspecified","Diet 6 with 30% TOLM",NA,0.4018,28.2,"Meat Yield","kg/individual/day",NA,"Unspecified","Chicken",FALSE,FALSE,"30","Diet 6 with 30% TOLM","Nigeria","livestock",NA,NA,NA,NA
"2343","NN0135","30% CASSAVA-S","Meat Yield..kg/individual..22.94","T  CS-T F ENZYME",NA,39.44,1.13,"Meat Yield","kg/individual/day",22.94,"kg","Pigs",FALSE,FALSE,"4","T  CS-T F ENZYME","Nigeria","livestock",NA,NA,NA,NA
"2344","NN0135","30% CASSAVA-U","Meat Yield..kg/individual..22.78","T  CS-U",NA,37.17,1.13,"Meat Yield","kg/individual/day",22.78,"kg","Pigs",FALSE,FALSE,"4","T  CS-U","Nigeria","livestock",NA,NA,NA,NA
"2345","NN0135","CON 30% MAIZE-BASED","Meat Yield..kg/individual..22.5","T  MB DIET",NA,39.28,1.13,"Meat Yield","kg/individual/day",22.5,"kg","Pigs",FALSE,FALSE,"4","T  MB DIET","Nigeria","livestock",NA,NA,NA,NA
"2346","NN0137.1","DGCM 0.05","Meat Yield..g/individual..DGSM 0.05..81.8","DGSM 0.05",NA,1.279,78.3,"Meat Yield","kg/individual/day",81.8,"g","Chicken",FALSE,FALSE,"5","DGSM 0.05","Egypt","livestock",NA,NA,NA,NA
"2347","NN0137.1","DGSM 0","Meat Yield..g/individual..DGSM 0..79","DGSM 0",NA,1.279,78.3,"Meat Yield","kg/individual/day",79,"g","Chicken",FALSE,FALSE,"5","DGSM 0","Egypt","livestock",NA,NA,NA,NA
"2348","NN0137.1","DGSM 0.1","Meat Yield..g/individual..DGSM 0.1..79.6","DGSM 0.1",NA,1.339,78.3,"Meat Yield","kg/individual/day",79.6,"g","Chicken",FALSE,FALSE,"5","DGSM 0.1","Egypt","livestock",NA,NA,NA,NA
"2349","NN0137.1","DGSM 0.15","Meat Yield..g/individual..DGSM 0.15..78.2","DGSM 0.15",NA,1.338,78.3,"Meat Yield","kg/individual/day",78.2,"g","Chicken",FALSE,FALSE,"5","DGSM 0.15","Egypt","livestock",NA,NA,NA,NA
"2350","NN0137.1","DGSM 0.2","Meat Yield..g/individual..DGSM 0.2..78","DGSM 0.2",NA,1.367,78.3,"Meat Yield","kg/individual/day",78,"g","Chicken",FALSE,FALSE,"5","DGSM 0.2","Egypt","livestock",NA,NA,NA,NA
"2351","NN0137.2","DGSM 0","Meat Yield..g/individual..DGSM 0 ..48","DGSM 0",NA,1.833,104,"Meat Yield","kg/individual/day",48,"g","Chicken",FALSE,FALSE,"6","DGSM 0","Egypt","livestock",NA,NA,NA,NA
"2352","NN0137.2","DGSM 2","Meat Yield..g/individual..DGSM 2 ..49","DGSM 2",NA,1.798,104,"Meat Yield","kg/individual/day",49,"g","Chicken",FALSE,FALSE,"6","DGSM 2","Egypt","livestock",NA,NA,NA,NA
"2353","NN0137.2","DGSM 4","Meat Yield..g/individual..DGSM 4 ..48","DGSM 4",NA,1.52,104,"Meat Yield","kg/individual/day",48,"g","Chicken",FALSE,FALSE,"6","DGSM 4","Egypt","livestock",NA,NA,NA,NA
"2354","NN0137.2","DGSM 6","Meat Yield..g/individual..DGSM 6 ..48","DGSM 6",NA,1.474,104,"Meat Yield","kg/individual/day",48,"g","Chicken",FALSE,FALSE,"6","DGSM 6","Egypt","livestock",NA,NA,NA,NA
"2355","NN0137.3","Control","Meat Yield..g/individual..Control..49","Control",NA,1.926,120.5,"Meat Yield","kg/individual/day",49,"g","Chicken",FALSE,FALSE,"6","Control","Egypt","livestock",NA,NA,NA,NA
"2356","NN0137.3","DGSM 1.5 Finisher","Meat Yield..g/individual..DGSM 1.5 Finisher..48","DGSM 1.5 Finisher",NA,1.668,120.5,"Meat Yield","kg/individual/day",48,"g","Chicken",FALSE,FALSE,"6","DGSM 1.5 Finisher","Egypt","livestock",NA,NA,NA,NA
"2357","NN0137.4","DGSM 0","Meat Yield..g/individual..DGSM 0..170","DGSM 0",NA,0.474,80.8,"Meat Yield","kg/individual/day",170,"g","Chicken",FALSE,FALSE,"6","DGSM 0","Egypt","livestock",NA,NA,NA,NA
"2358","NN0137.4","DGSM 2","Meat Yield..g/individual..DGSM 2..172","DGSM 2",NA,0.772,80.8,"Meat Yield","kg/individual/day",172,"g","Chicken",FALSE,FALSE,"6","DGSM 2","Egypt","livestock",NA,NA,NA,NA
"2359","NN0137.4","DGSM 4","Meat Yield..g/individual..DGSM 4..171","DGSM 4",NA,0.718,80.8,"Meat Yield","kg/individual/day",171,"g","Chicken",FALSE,FALSE,"6","DGSM 4","Egypt","livestock",NA,NA,NA,NA
"2360","NN0137.4","DGSM 6","Meat Yield..g/individual..DGSM 6..170","DGSM 6",NA,0.774,80.8,"Meat Yield","kg/individual/day",170,"g","Chicken",FALSE,FALSE,"6","DGSM 6","Egypt","livestock",NA,NA,NA,NA
"2361","NN0154","Lupins Supplimentation...Zero Supplimentation","Meat Yield..kg/individual..53.56","Zero Supplimentation SAMM...Lupins Supplimentation SAMM",NA,52.72,NA,"Meat Yield","kg/individual/day",53.56,"kg","Sheep",FALSE,FALSE,NA,"Zero Supplimentation SAMM...Lupins Supplimentation SAMM","South Africa","livestock",NA,NA,NA,NA
"2362","NN0179","Diet 1","Meat Yield..kg/individual..24.4","Diet 1",NA,29.6,0.88,"Meat Yield","kg/individual/day",24.4,"kg","Sheep",FALSE,FALSE,"6","Diet 1","South Africa","livestock",NA,NA,NA,NA
"2363","NN0179","Diet 2","Meat Yield..kg/individual..24.5","Diet 2",NA,31.9,0.88,"Meat Yield","kg/individual/day",24.5,"kg","Sheep",FALSE,FALSE,"6","Diet 2","South Africa","livestock",NA,NA,NA,NA
"2364","NN0179","Diet 3","Meat Yield..kg/individual..24.6","Diet 3",NA,31.2,0.88,"Meat Yield","kg/individual/day",24.6,"kg","Sheep",FALSE,FALSE,"6","Diet 3","South Africa","livestock",NA,NA,NA,NA
"2365","NN0179","Diet 4","Meat Yield..kg/individual..23.3","Diet 4",NA,30.8,0.88,"Meat Yield","kg/individual/day",23.3,"kg","Sheep",FALSE,FALSE,"6","Diet 4","South Africa","livestock",NA,NA,NA,NA
"2366","NN0179","Diet 5","Meat Yield..kg/individual..23.4","Diet 5",NA,30.8,0.88,"Meat Yield","kg/individual/day",23.4,"kg","Sheep",FALSE,FALSE,"6","Diet 5","South Africa","livestock",NA,NA,NA,NA
"2367","NN0180.1","PW 0","Meat Yield..kg/individual..24.7","T M",NA,35.2,1.43,"Meat Yield","kg/individual/day",24.7,"kg","Sheep",FALSE,FALSE,"8","T M","South Africa","livestock",NA,NA,NA,NA
"2368","NN0180.1","PW 100","Meat Yield..kg/individual..24.3","T PW",NA,32.3,1.43,"Meat Yield","kg/individual/day",24.3,"kg","Sheep",FALSE,FALSE,"8","T PW","South Africa","livestock",NA,NA,NA,NA
"2369","NN0180.1","PW 25","Meat Yield..kg/individual..25.2","T M PW 25",NA,36.3,1.43,"Meat Yield","kg/individual/day",25.2,"kg","Sheep",FALSE,FALSE,"8","T M PW 25","South Africa","livestock",NA,NA,NA,NA
"2370","NN0180.1","PW 50","Meat Yield..kg/individual..25.3","T M PW HALF",NA,38.9,1.43,"Meat Yield","kg/individual/day",25.3,"kg","Sheep",FALSE,FALSE,"8","T M PW HALF","South Africa","livestock",NA,NA,NA,NA
"2371","NN0180.1","PW 75","Meat Yield..kg/individual..26.1","T M PW 75",NA,32,1.43,"Meat Yield","kg/individual/day",26.1,"kg","Sheep",FALSE,FALSE,"8","T M PW 75","South Africa","livestock",NA,NA,NA,NA
"2372","NN0180.2","Control","Meat Yield..kg/individual..24.7","Control",NA,38.4,3.94,"Meat Yield","kg/individual/day",24.7,"kg","Sheep",FALSE,FALSE,"8","Control","South Africa","livestock",NA,NA,NA,NA
"2373","NN0180.2","DB","Meat Yield..kg/individual..24.6","DB",NA,34.7,3.94,"Meat Yield","kg/individual/day",24.6,"kg","Sheep",FALSE,FALSE,"8","DB","South Africa","livestock",NA,NA,NA,NA
"2374","NN0180.2","DB + PHS","Meat Yield..kg/individual..24.1","DB + PHS",NA,29.7,3.94,"Meat Yield","kg/individual/day",24.1,"kg","Sheep",FALSE,FALSE,"8","DB + PHS","South Africa","livestock",NA,NA,NA,NA
"2375","NN0189","150g Dual purpose","Meat Yield..kg/individual..19.32","D5 150g Dual-purpose type",NA,21.5,1.503,"Meat Yield","kg/individual/day",19.32,"kg","Sheep",FALSE,FALSE,"8","D5 150g Dual-purpose type","Ethiopia","livestock",NA,NA,NA,NA
"2376","NN0189","150g Forage type","Meat Yield..kg/individual..19.23","D3 150g Forage type",NA,22.22,1.503,"Meat Yield","kg/individual/day",19.23,"kg","Sheep",FALSE,FALSE,"8","D3 150g Forage type","Ethiopia","livestock",NA,NA,NA,NA
"2377","NN0189","300g CC","Meat Yield..kg/individual..19.93","D2 300g CC",NA,25.63,1.503,"Meat Yield","kg/individual/day",19.93,"kg","Sheep",FALSE,FALSE,"8","D2 300g CC","Ethiopia","livestock",NA,NA,NA,NA
"2378","NN0189","300g Dual purpose","Meat Yield..kg/individual..19.43","D6 300g Dual-purpose",NA,24.09,1.503,"Meat Yield","kg/individual/day",19.43,"kg","Sheep",FALSE,FALSE,"8","D6 300g Dual-purpose","Ethiopia","livestock",NA,NA,NA,NA
"2379","NN0189","300g Forage type","Meat Yield..kg/individual..19.61","D4 300g Forage type",NA,23.98,1.503,"Meat Yield","kg/individual/day",19.61,"kg","Sheep",FALSE,FALSE,"8","D4 300g Forage type","Ethiopia","livestock",NA,NA,NA,NA
"2380","NN0189","No supplement","Meat Yield..kg/individual..19.28","D1 No supplimentation",NA,16.94,1.503,"Meat Yield","kg/individual/day",19.28,"kg","Sheep",FALSE,FALSE,"8","D1 No supplimentation","Ethiopia","livestock",NA,NA,NA,NA
"2381","NN0196","A. angustissima 15132","Meat Yield..kg..15.6","A. angustissima 15132",NA,17.6,0.5,"Meat Yield","kg/individual/day",15.6,"kg","Sheep",FALSE,FALSE,"6","A. angustissima 15132","Ethiopia","livestock",NA,NA,NA,NA
"2382","NN0196","L. pallida 14203","Meat Yield..kg..15.9","L. pallida 14203",NA,19.5,0.5,"Meat Yield","kg/individual/day",15.9,"kg","Sheep",FALSE,FALSE,"6","L. pallida 14203","Ethiopia","livestock",NA,NA,NA,NA
"2383","NN0196","S. sesban 1198","Meat Yield..kg..15.6","S. sesban 1198",NA,19.7,0.5,"Meat Yield","kg/individual/day",15.6,"kg","Sheep",FALSE,FALSE,"6","S. sesban 1198","Ethiopia","livestock",NA,NA,NA,NA
"2384","NN0196","S. sesban 15019","Meat Yield..kg..15.6","S. sesban 15019",NA,20.2,0.5,"Meat Yield","kg/individual/day",15.6,"kg","Sheep",FALSE,FALSE,"6","S. sesban 15019","Ethiopia","livestock",NA,NA,NA,NA
"2385","NN0196","SS 1198 + AA 15132","Meat Yield..kg..15.7","SS 1198 + AA 15132",NA,20.2,0.5,"Meat Yield","kg/individual/day",15.7,"kg","Sheep",FALSE,FALSE,"6","SS 1198 + AA 15132","Ethiopia","livestock",NA,NA,NA,NA
"2386","NN0196","SS 1198 + LP 14203","Meat Yield..kg..15.8","SS 1198 + LP 14203",NA,21.2,0.5,"Meat Yield","kg/individual/day",15.8,"kg","Sheep",FALSE,FALSE,"6","SS 1198 + LP 14203","Ethiopia","livestock",NA,NA,NA,NA
"2387","NN0196","SS 15019 + AA 15132","Meat Yield..kg..15.6","SS 15019 + AA 15132",NA,20.2,0.5,"Meat Yield","kg/individual/day",15.6,"kg","Sheep",FALSE,FALSE,"6","SS 15019 + AA 15132","Ethiopia","livestock",NA,NA,NA,NA
"2388","NN0196","SS 15019 + LP 14203","Meat Yield..kg..15.5","SS 15019 + LP 14203",NA,20.2,0.5,"Meat Yield","kg/individual/day",15.5,"kg","Sheep",FALSE,FALSE,"6","SS 15019 + LP 14203","Ethiopia","livestock",NA,NA,NA,NA
"2389","NN0196","Wheat bran (control)","Meat Yield..kg..15.6","Wheat bran (control)",NA,19.3,0.5,"Meat Yield","kg/individual/day",15.6,"kg","Sheep",FALSE,FALSE,"6","Wheat bran (control)","Ethiopia","livestock",NA,NA,NA,NA
"2390","NN0198","CON T1","Meat Yield..g/individual..Unspecified","T CON",NA,0.92,64.8,"Meat Yield","kg/individual/day",NA,"Unspecified","Chicken",FALSE,FALSE,"10","T CON","Ethiopia","livestock",NA,NA,NA,NA
"2391","NN0198","MLM T2","Meat Yield..g/individual..Unspecified","T MLM T2",NA,1.066,64.8,"Meat Yield","kg/individual/day",NA,"Unspecified","Chicken",FALSE,FALSE,"10","T MLM T2","Ethiopia","livestock",NA,NA,NA,NA
"2392","NN0198","MLM T3","Meat Yield..g/individual..Unspecified","T MLM T3",NA,1.173,64.8,"Meat Yield","kg/individual/day",NA,"Unspecified","Chicken",FALSE,FALSE,"10","T MLM T3","Ethiopia","livestock",NA,NA,NA,NA
"2393","NN0198","MLM T4","Meat Yield..g/individual..Unspecified","T MLM T4",NA,1.211,64.8,"Meat Yield","kg/individual/day",NA,"Unspecified","Chicken",FALSE,FALSE,"10","T MLM T4","Ethiopia","livestock",NA,NA,NA,NA
"2394","NN0198","MLM T5","Meat Yield..g/individual..Unspecified","T MLM T5",NA,1.11,64.8,"Meat Yield","kg/individual/day",NA,"Unspecified","Chicken",FALSE,FALSE,"10","T MLM T5","Ethiopia","livestock",NA,NA,NA,NA
"2395","NN0200","1RB:2NSM","Meat Yield..kg/individual..19.4","1RB:2NSM",NA,22.9,0.43,"Meat Yield","kg/individual/day",19.4,"kg","Sheep",FALSE,FALSE,"5","1RB:2NSM","Ethiopia","livestock",NA,NA,NA,NA
"2396","NN0200","2RB:1NSM","Meat Yield..kg/individual..19.2","2RB:1NSM",NA,23.1,0.43,"Meat Yield","kg/individual/day",19.2,"kg","Sheep",FALSE,FALSE,"5","2RB:1NSM","Ethiopia","livestock",NA,NA,NA,NA
"2397","NN0200","Control","Meat Yield..kg/individual..19.3","Control",NA,19.3,0.43,"Meat Yield","kg/individual/day",19.3,"kg","Sheep",FALSE,FALSE,"5","Control","Ethiopia","livestock",NA,NA,NA,NA
"2398","NN0200","NSM","Meat Yield..kg/individual..19","NSM",NA,24.2,0.43,"Meat Yield","kg/individual/day",19,"kg","Sheep",FALSE,FALSE,"5","NSM","Ethiopia","livestock",NA,NA,NA,NA
"2399","NN0200","RB","Meat Yield..kg/individual..19.4","RB",NA,19.9,0.43,"Meat Yield","kg/individual/day",19.4,"kg","Sheep",FALSE,FALSE,"5","RB","Ethiopia","livestock",NA,NA,NA,NA
"2400","NN0201","Lablab, maize","Meat Yield..kg/individual..24.7","Lablab, maize",NA,28.2,NA,"Meat Yield","kg/individual/day",24.7,"kg","Sheep",FALSE,FALSE,"6","Lablab, maize","Ethiopia","livestock",NA,NA,NA,NA
"2401","NN0201","Lablab, no maize","Meat Yield..kg/individual..24.7","Lablab, no maize",NA,28,NA,"Meat Yield","kg/individual/day",24.7,"kg","Sheep",FALSE,FALSE,"6","Lablab, no maize","Ethiopia","livestock",NA,NA,NA,NA
"2402","NN0201","Sesbania, maize","Meat Yield..kg/individual..24.7","Sesbania, maize",NA,28.9,NA,"Meat Yield","kg/individual/day",24.7,"kg","Sheep",FALSE,FALSE,"6","Sesbania, maize","Ethiopia","livestock",NA,NA,NA,NA
"2403","NN0201","Sesbania, no maize","Meat Yield..kg/individual..24.7","Sesbania, no maize",NA,28.2,NA,"Meat Yield","kg/individual/day",24.7,"kg","Sheep",FALSE,FALSE,"6","Sesbania, no maize","Ethiopia","livestock",NA,NA,NA,NA
"2404","NN0202","CON","Meat Yield..kg/individual..17.84","CON",NA,16.88,1.026,"Meat Yield","kg/individual/day",17.84,"kg","Sheep",FALSE,FALSE,"1","CON","Ethiopia","livestock",NA,NA,NA,NA
"2405","NN0202","CSC","Meat Yield..kg/individual..17.86","CSC",NA,23.26,1.026,"Meat Yield","kg/individual/day",17.86,"kg","Sheep",FALSE,FALSE,"1","CSC","Ethiopia","livestock",NA,NA,NA,NA
"2406","NN0202","LEU","Meat Yield..kg/individual..17.84","LEU",NA,21.2,1.026,"Meat Yield","kg/individual/day",17.84,"kg","Sheep",FALSE,FALSE,"1","LEU","Ethiopia","livestock",NA,NA,NA,NA
"2407","NN0202","SESE","Meat Yield..kg/individual..17.75","SESE",NA,21.33,1.026,"Meat Yield","kg/individual/day",17.75,"kg","Sheep",FALSE,FALSE,"1","SESE","Ethiopia","livestock",NA,NA,NA,NA
"2408","NN0202","SESM","Meat Yield..kg/individual..17.84","SESM",NA,21.26,1.026,"Meat Yield","kg/individual/day",17.84,"kg","Sheep",FALSE,FALSE,"1","SESM","Ethiopia","livestock",NA,NA,NA,NA
"2409","NN0202","SESME","Meat Yield..kg/individual..17.86","SESME",NA,21.26,1.026,"Meat Yield","kg/individual/day",17.86,"kg","Sheep",FALSE,FALSE,"1","SESME","Ethiopia","livestock",NA,NA,NA,NA
"2410","NN0203","CON ATELLA","Meat Yield..kg/individual..19.8","T CON WS+A",NA,26.3,1.1,"Meat Yield","kg/individual/day",19.8,"kg","Sheep",FALSE,FALSE,"6","T CON WS+A","Ethiopia","livestock",NA,NA,NA,NA
"2411","NN0203","T2 ATELLA+PL","Meat Yield..kg/individual..20.3","T WS+A+PL",NA,27.8,1.1,"Meat Yield","kg/individual/day",20.3,"kg","Sheep",FALSE,FALSE,"6","T WS+A+PL","Ethiopia","livestock",NA,NA,NA,NA
"2412","NN0203","T3 ATELLA+CP","Meat Yield..kg/individual..19.3","T WS+A+CP",NA,25.4,1.1,"Meat Yield","kg/individual/day",19.3,"kg","Sheep",FALSE,FALSE,"6","T WS+A+CP","Ethiopia","livestock",NA,NA,NA,NA
"2413","NN0203","T4 ATELLA+CP+PL","Meat Yield..kg/individual..19.8","T WS+A+PL+CP",NA,26.6,1.1,"Meat Yield","kg/individual/day",19.8,"kg","Sheep",FALSE,FALSE,"6","T WS+A+PL+CP","Ethiopia","livestock",NA,NA,NA,NA
"2414","NN0205","T1","Meat Yield..kg..17.38","T1",NA,18.9,0.39,"Meat Yield","kg/individual/day",17.38,"kg","Sheep",FALSE,FALSE,"5","T1","Ethiopia","livestock",NA,NA,NA,NA
"2415","NN0205","T2","Meat Yield..kg..17.42","T2",NA,19.1,0.39,"Meat Yield","kg/individual/day",17.42,"kg","Sheep",FALSE,FALSE,"5","T2","Ethiopia","livestock",NA,NA,NA,NA
"2416","NN0205","T3","Meat Yield..kg..17.46","T3",NA,23.4,0.39,"Meat Yield","kg/individual/day",17.46,"kg","Sheep",FALSE,FALSE,"5","T3","Ethiopia","livestock",NA,NA,NA,NA
"2417","NN0205","T4","Meat Yield..kg..17.44","T4",NA,22.4,0.39,"Meat Yield","kg/individual/day",17.44,"kg","Sheep",FALSE,FALSE,"5","T4","Ethiopia","livestock",NA,NA,NA,NA
"2418","NN0205","T5","Meat Yield..kg..17.44","T5",NA,22.3,0.39,"Meat Yield","kg/individual/day",17.44,"kg","Sheep",FALSE,FALSE,"5","T5","Ethiopia","livestock",NA,NA,NA,NA
"2419","NN0205","T6","Meat Yield..kg..17.4","T6",NA,17.3,0.39,"Meat Yield","kg/individual/day",17.4,"kg","Sheep",FALSE,FALSE,"5","T6","Ethiopia","livestock",NA,NA,NA,NA
"2420","NN0211","CON T1","Meat Yield..kg/individual..16","T CON DIET 1",NA,16.9,0.65,"Meat Yield","kg/individual/day",16,"kg","Goat",FALSE,FALSE,"6","T CON DIET 1","Ethiopia","livestock",NA,NA,NA,NA
"2421","NN0211","T2 LOW","Meat Yield..kg/individual..16.6","T DIET 2",NA,20.3,0.65,"Meat Yield","kg/individual/day",16.6,"kg","Goat",FALSE,FALSE,"6","T DIET 2","Ethiopia","livestock",NA,NA,NA,NA
"2422","NN0211","T3 MEDIUM","Meat Yield..kg/individual..17.3","T DIET 3",NA,23.2,0.65,"Meat Yield","kg/individual/day",17.3,"kg","Goat",FALSE,FALSE,"6","T DIET 3","Ethiopia","livestock",NA,NA,NA,NA
"2423","NN0211","T4 HIGH","Meat Yield..kg/individual..17.2","T DIET 4",NA,22.2,0.65,"Meat Yield","kg/individual/day",17.2,"kg","Goat",FALSE,FALSE,"6","T DIET 4","Ethiopia","livestock",NA,NA,NA,NA
"2424","NN0212","Control","Meat Yield..kg/individual..15.5","Control",NA,15.3,0.24,"Meat Yield","kg/individual/day",15.5,"kg","Sheep",FALSE,FALSE,"6","Control","Ethiopia","livestock",NA,NA,NA,NA
"2425","NN0217","C0","Meat Yield..kg..20","T1",NA,21,NA,"Meat Yield","kg/individual/day",20,"kg","Sheep",FALSE,FALSE,"8","T1","Ethiopia","livestock",NA,NA,NA,NA
"2426","NN0217","C20","Meat Yield..kg..20","T2",NA,23,NA,"Meat Yield","kg/individual/day",20,"kg","Sheep",FALSE,FALSE,"8","T2","Ethiopia","livestock",NA,NA,NA,NA
"2427","NN0217","C40","Meat Yield..kg..19.8","T3",NA,22,NA,"Meat Yield","kg/individual/day",19.8,"kg","Sheep",FALSE,FALSE,"8","T3","Ethiopia","livestock",NA,NA,NA,NA
"2428","NN0217","C60","Meat Yield..kg..19.5","T4",NA,22,NA,"Meat Yield","kg/individual/day",19.5,"kg","Sheep",FALSE,FALSE,"8","T4","Ethiopia","livestock",NA,NA,NA,NA
"2429","NN0217","C80","Meat Yield..kg..19","T5",NA,19,NA,"Meat Yield","kg/individual/day",19,"kg","Sheep",FALSE,FALSE,"8","T5","Ethiopia","livestock",NA,NA,NA,NA
"2430","NN0223","Goats diet","Meat Yield..kg/individual..24.9","T 50 Boer",NA,29.8,0.93,"Meat Yield","kg/individual/day",24.9,"kg","Goat",FALSE,FALSE,"9","T 50 Boer","Ethiopia","livestock",NA,NA,NA,NA
"2431","NN0223","Sheeps diet","Meat Yield..kg/individual..17.9","T 50 Dorper",NA,31.8,1.26,"Meat Yield","kg/individual/day",17.9,"kg","Sheep",FALSE,FALSE,"9","T 50 Dorper","Ethiopia","livestock",NA,NA,NA,NA
"2432","NN0229","Control Farm","Meat Yield..kg/individual..18.9","Control Farm",NA,21.5,0.17,"Meat Yield","kg/individual/day",18.9,"kg","Goat",FALSE,FALSE,"4","Control Farm","Ethiopia","livestock",NA,NA,NA,NA
"2433","NN0229","Control Station","Meat Yield..kg/individual..18.1","Control Station",NA,18.9,0.88,"Meat Yield","kg/individual/day",18.1,"kg","Goat",FALSE,FALSE,"6","Control Station","Ethiopia","livestock",NA,NA,NA,NA
