"","B.Code","D.Item","is_group","is_entire_diet","DC.Variable","DC.Value","DC.Unit","Source","n_ing","n_tar","kind","Feedipedia","feedipedia_node","ilri_code","GE_source","n_source_rows"
"1","AG0015","Floating feed",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"2","AG0015","Sinking feed",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"3","AG0018","BSM",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"4","AG0018","LLM",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"5","AG0018","MFM",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"6","AG0018","NP",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"7","AG0018","UTS",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"8","AG0042","60% F SOPM",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"9","AG0042","60% UF SOPM",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"10","AG0042","Con",FALSE,TRUE,"GE",17.94712,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,4
"11","AG0042","Gamba grass",FALSE,FALSE,"GE",17.15465104,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"12","AG0050","CPL",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"13","AG0050","CSH",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"14","AG0050","CST",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"15","AG0050","CTB",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"16","AG0050","Cassava Peel",FALSE,FALSE,"GE",19.5,"MJ/kg","livestock",NA,NA,NA,12805,12805,"FEED0502","feedipedia",29
"17","AG0050","Cassava Shaft Ground",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match",NA,NA
"18","AG0050","Cassava Starch",FALSE,FALSE,"GE",17.4,"MJ/kg","livestock",NA,NA,NA,14602,14602,"No Match","feedipedia",5
"19","AG0050","Cassava Tuber Boiled Dried Ground",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match",NA,NA
"20","AG0050","Control",FALSE,TRUE,"GE",18.38292,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,5
"21","AG0051","NG",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"22","AG0051","NGD",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"23","AG0051","PG",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"24","AG0051","PGD",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"25","AG0087","Control",FALSE,TRUE,"GE",18.38292,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,5
"26","AG0087","Direct boiling DF 1.5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"27","AG0087","Direct boiling DF 3.5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"28","AG0087","Direct boiling DF 5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"29","AG0087","Fish Boiled Ground",FALSE,FALSE,"GE",16.94511632,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No match","inferred_from_same_ingredient-Step2",NA
"30","AG0087","Fish Ground Roasted",FALSE,FALSE,"GE",17.21272496,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match","inferred_from_same_ingredient-Step2",NA
"31","AG0087","Groundnut Cake",FALSE,FALSE,"GE",21.15279776,"MJ/kg","livestock",NA,NA,NA,NA,NA,"FEED0018","inferred_from_same_ingredient",40
"32","AG0087","Imported Concentrate",FALSE,FALSE,"GE",16.1644656,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match","inferred_from_same_ingredient-Step2",NA
"33","AG0087","Indirect boiling DF 1.5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"34","AG0087","Indirect boiling DF 3.5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"35","AG0087","Indirect boiling DF 5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"36","AG0087","Roasted DF 1.5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"37","AG0087","Roasted DF 3.5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"38","AG0087","Roasted DF 5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"39","AG0087","Sorghum Grain",FALSE,FALSE,"GE",18.8,"MJ/kg","livestock",NA,NA,NA,11655,11655,"FEED0035","feedipedia",5
"40","AG0087","Sun dried DF 1.5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"41","AG0087","Sun dried DF 3.5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"42","AG0087","Sun dried DF 5%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"43","AG0087","Sun-dried Fish Meal",FALSE,FALSE,"GE",17.19624,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"44","AG0087","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","livestock",NA,NA,NA,12751,12751,"FEED0044","feedipedia",249
"45","AN0007","Brewers Grain",FALSE,FALSE,"GE",19.7,"MJ/kg","livestock",NA,NA,NA,11893,11893,"FEED0002","feedipedia",15
"46","AN0007","Cassava Peel Ground",FALSE,FALSE,"GE",19.5,"MJ/kg","livestock",NA,NA,NA,12805,12805,"FEED0502","feedipedia",29
"47","AN0007","Gmelina arborea Leaves Ground",FALSE,FALSE,"GE",17.19624,"MJ/kg","livestock",NA,NA,NA,NA,NA,"FEED0058",NA,2
"48","AN0007","T1",FALSE,TRUE,"GE",18.813356,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,1
"49","AN0007","T2",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"50","AN0007","T3",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"51","AN0007","T4",FALSE,TRUE,"GE",18.8317656,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,1
"52","AN0007","T5",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"53","AN0020","African Palm Larvae Dried Ground",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match",NA,NA
"54","AN0020","Finisher  WTM",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"55","AN0020","Finisher APLM",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"56","AN0020","Finisher Con",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"57","AN0020","Starter APLM",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"58","AN0020","Starter Con",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"59","AN0020","Starter WTM",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"60","AN0020","Winged Termite Dried Ground",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match",NA,NA
"61","AN0021","U0",FALSE,TRUE,"GE",16.12,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,1
"62","AN0021","U10",FALSE,TRUE,"GE",7.40537007407407,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"63","AN0021","U15",FALSE,TRUE,"GE",8.96429748148148,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"64","AN0021","U20",FALSE,TRUE,"GE",9.55129718518519,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"65","AN0027","Control PDS",FALSE,TRUE,"GE",18.0744925925926,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"66","AN0027","R1",FALSE,TRUE,"GE",17.3012274074074,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"67","AN0027","R2",FALSE,TRUE,"GE",17.3012274074074,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"68","AN0029","T1 Control",FALSE,FALSE,"GE",20.3852848,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"69","AN0029","T2 1.5%",FALSE,TRUE,"GE",20.3852848,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"70","AN0029","T3 2.5%",FALSE,TRUE,"GE",20.3852848,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"71","AN0057","Cynadon dactylon Dried",FALSE,FALSE,"GE",18.3,"MJ/kg","livestock",NA,NA,NA,11850,11850,"FEED0954","feedipedia",11
"72","AN0057","Pigeon Pea Leaves Dried",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match",NA,NA
"73","AN0058","PJP 0",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"74","AN0058","PJP 10",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"75","AN0058","PJP 20",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"76","AN0058","PJP 30",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"77","DK0001","16-20 wk Silage Diet",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"78","DK0001","16-24 Forage Diet",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"79","DK0001","21-32 wk Silage Diet",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"80","DK0001","28-32 Forage Diet",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"81","DK0001","9-15 wk Forage Diet",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"82","DK0001","9-15 wk Silage Diet",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"83","DK0037","Concentrate MCC",TRUE,FALSE,"GE",18.8581248,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"84","DK0037","Concentrate MCM",TRUE,FALSE,"GE",18.9819712,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"85","DK0037","Pasture",TRUE,FALSE,"GE",17.2728629866667,"MJ/kg","livestock",NA,NA,NA,NA,NA,"FEED0712","inferred_from_same_ingredient-Step2",NA
"86","EO0027","CBS",FALSE,TRUE,"GE",14.7,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"87","EO0027","COC",FALSE,TRUE,"GE",13.9,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"88","EO0027","Reference diet",FALSE,TRUE,"GE",15.1,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"89","EO0032","Cotton Seed Cake",FALSE,FALSE,"GE",21.2,"MJ/kg","livestock",NA,NA,NA,12022,12022,"FEED0010","feedipedia",76
"90","EO0032","Ficus thonningii Leaves Ground",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"FEED0104",NA,NA
"91","EO0032","Maize Grain",FALSE,FALSE,"GE",18.8,"MJ/kg","livestock",NA,NA,NA,11662,11662,"FEED0023","feedipedia",47
"92","EO0032","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","livestock",NA,NA,NA,12751,12751,"FEED0044","feedipedia",249
"93","EO0032","Wheat straw",FALSE,FALSE,"GE",18.3774444444444,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,27
"94","EO0041","Groundnut Cake",FALSE,FALSE,"GE",21.15279776,"MJ/kg","livestock",NA,NA,NA,NA,NA,"FEED0018","inferred_from_same_ingredient",40
"95","EO0041","Maize stover",FALSE,FALSE,"GE",18.2,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,23
"96","EO0041","Poultry Litter Deep Stacked Dried",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"FEED0030",NA,NA
"97","EO0041","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","livestock",NA,NA,NA,12751,12751,"FEED0044","feedipedia",249
"98","EO0041","Wheat Shorts",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match",NA,NA
"99","EO0046","0% CFL",FALSE,TRUE,"GE",18.5522434074074,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"100","EO0046","10% CFL",FALSE,TRUE,"GE",23.0532201481481,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"101","EO0046","20% CFL",FALSE,TRUE,"GE",19.6854875555556,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"102","EO0046","30% CFL",FALSE,TRUE,"GE",18.5781222222222,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"103","EO0046","Cassava Leaves Dried",FALSE,FALSE,"GE",19.7,"MJ/kg","livestock",NA,NA,NA,11680,11680,"FEED0522","feedipedia",11
"104","EO0047","PP0-0%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"105","EO0047","PP10-10%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"106","EO0047","PP20-20%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"107","EO0047","PP30-30%",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"108","EO0047","Prosopis juliflora Pods Ground",FALSE,FALSE,"GE",17.3,"MJ/kg","livestock",NA,NA,NA,12330,12330,"FEED0271","raw data",4
"109","EO0057","Chloris gayana Dried",FALSE,FALSE,"GE",18.1,"MJ/kg","livestock",NA,NA,NA,12519,12519,"FEED0713","feedipedia",34
"110","EO0057","T1",FALSE,TRUE,"GE",18.813356,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,1
"111","EO0057","T2",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"112","EO0067","Supplements",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"113","EO0074","Natural Pasture Dried",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"FEED0731",NA,NA
"114","EO0074","Noug Seed Cake",FALSE,FALSE,"GE",20.2,"MJ/kg","livestock",NA,NA,NA,12373,12373,"FEED0025","feedipedia",61
"115","EO0074","Tata Dried",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match",NA,NA
"116","EO0074","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","livestock",NA,NA,NA,12751,12751,"FEED0044","feedipedia",249
"117","EO0078","0% PJP",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"118","EO0078","10%PJP",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"119","EO0078","20%PJP",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"120","EO0078","30%PJP",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"121","EO0078","40%PJP",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"122","EO0078","Cotton Seed Cake",FALSE,FALSE,"GE",21.2,"MJ/kg","livestock",NA,NA,NA,12022,12022,"FEED0010","feedipedia",76
"123","EO0078","Cynadon dactylon Dried",FALSE,FALSE,"GE",18.3,"MJ/kg","livestock",NA,NA,NA,11850,11850,"FEED0954","feedipedia",11
"124","EO0078","Maize Grain",FALSE,FALSE,"GE",18.8,"MJ/kg","livestock",NA,NA,NA,11662,11662,"FEED0023","feedipedia",47
"125","EO0078","Prosopis juliflora Dried Ground",FALSE,FALSE,"GE",19.2,"MJ/kg","livestock",NA,NA,NA,NA,NA,"FEED0271",NA,2
"126","EO0078","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","livestock",NA,NA,NA,12751,12751,"FEED0044","feedipedia",249
"127","EO0086","0JKM1",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"128","EO0086","0JKM2",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"129","EO0086","4JKM1",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"130","EO0086","8JKM1",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"131","EO0086","8JKM2",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"132","EO0086","Jatropha curcas Cake Defatted Ground",FALSE,FALSE,"GE",19.7,"MJ/kg","livestock",NA,NA,NA,18969,18969,"No Match","feedipedia",1
"133","EO0102","Pennisetum purpureum",FALSE,FALSE,"GE",17.4,"MJ/kg","livestock",NA,NA,NA,12365,12365,"FEED0709","feedipedia",43
"134","EO0102","Rabbit Type Feed",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"135","EO0102","Tithonia diversifolia",FALSE,FALSE,"GE",17.7,"MJ/kg","livestock",NA,NA,NA,19894,19894,"No Match","feedipedia",3
"136","HK0005","Finisher",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"137","HK0005","Sorghum Brewers Grain Dried Refermented",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match",NA,NA
"138","HK0005","Starter",TRUE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"139","HK0006","Cassava Peel Dried",FALSE,FALSE,"GE",19.5,"MJ/kg","livestock",NA,NA,NA,12805,12805,"FEED0502","feedipedia",29
"140","HK0006","D1 No F.polita",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"141","HK0006","D2 30 F.polita",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"142","HK0006","D3  60 F.polita",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"143","HK0006","D4 90 F.polita",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"144","HK0006","Ficus polita",FALSE,FALSE,"GE",18.6949488,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match","inferred_from_same_ingredient-Step2",NA
"145","HK0006","Panicum maximum",FALSE,FALSE,"GE",17.7,"MJ/kg","livestock",NA,NA,NA,11522,11522,"FEED0685","feedipedia",24
"146","HK0007","Con",FALSE,TRUE,"GE",17.94712,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,4
"147","HK0007","Egg Boiled Dried Ground",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match",NA,NA
"148","HK0007","HWM1",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"149","HK0007","HWM2",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"150","HK0007","HWM3",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"151","HK0008","0% Leucaena Goat",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"152","HK0008","0% Leucaena Sheep",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"153","HK0008","20% Leucaena Goat",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"154","HK0008","20% Leucaena Sheep",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"155","HK0008","40% Leucaena Goat",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"156","HK0008","40% Leucaena Sheep",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"157","HK0008","60% Leucaena Goat",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"158","HK0008","60% Leucaena Sheep",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"159","HK0008","80% Leucaena Goat",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"160","HK0008","80% Leucaena Sheep",FALSE,TRUE,"GE",NA,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,NA,NA
"161","HK0011","CW",FALSE,TRUE,"GE",16.81968,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"162","HK0011","CW:DSBG",FALSE,TRUE,"GE",18.28408,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"163","HK0011","Cassava Waste",FALSE,FALSE,"GE",16.736,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match","raw data",2
"164","HK0011","Centrosema pubescens",FALSE,FALSE,"GE",17.782,"MJ/kg","livestock",NA,NA,NA,11544,11544,"FEED0650","raw data",3
"165","HK0011","DSBG",FALSE,TRUE,"GE",19.874,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"166","HK0011","Panicum maximum",FALSE,FALSE,"GE",16.48496,"MJ/kg","livestock",NA,NA,NA,11522,11522,"FEED0685","raw data",24
"167","HK0011","Sorghum Brewers Grain Dried",FALSE,FALSE,"GE",19.95768,"MJ/kg","livestock",NA,NA,NA,15783,15783,"No Match","raw data",1
"168","HK0014","D1 No Macuna Bundle 1",FALSE,TRUE,"GE",12.3168592,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"169","HK0014","D2 5% Treated Macuna Bundle 1",FALSE,TRUE,"GE",12.1285792,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"170","HK0014","D2 5% Treated Macuna Bundle 2",FALSE,TRUE,"GE",12.1285792,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"171","HK0014","D3 5% Raw Macuna Bundle 1",FALSE,TRUE,"GE",11.9235632,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"172","HK0014","D3 5% Raw Macuna Bundle 2",FALSE,TRUE,"GE",11.9235632,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"173","HK0014","D4 10% Treated Macuna Bundle 1",FALSE,TRUE,"GE",11.9114296,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"174","HK0014","D5 15% Treated Macuna Bundle 1",FALSE,TRUE,"GE",11.4972136,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"175","HK0014","Fish Ground",FALSE,FALSE,"GE",21.9,"MJ/kg","livestock",NA,NA,NA,11685,11685,"FEED0546","feedipedia",100
"176","HK0014","Maize",FALSE,FALSE,"GE",18.8,"MJ/kg","livestock",NA,NA,NA,11662,11662,"FEED0023","feedipedia",226
"177","HK0014","Soybean Ground",FALSE,FALSE,"GE",19.7,"MJ/kg","livestock",NA,NA,NA,11683,11683,"FEED0369","feedipedia",134
"178","HK0014","Velvet Bean Ground",FALSE,FALSE,"GE",19.6581056,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"179","HK0014","Velvet Bean Seeds Boiled Meal Decorticated  Dried Soaked",FALSE,FALSE,"GE",20.4103888,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"180","HK0017","0% Animal  Protein Mixture",FALSE,TRUE,"GE",19.4543448,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"181","HK0017","100% Animal Protein Mixture",FALSE,TRUE,"GE",19.0436852,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"182","HK0017","25% Animal Protein Mixture",FALSE,TRUE,"GE",19.4940928,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"183","HK0017","50% Animal Protein Mixture",FALSE,TRUE,"GE",19.47225232,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"184","HK0017","75% Animal Protein Mixture",FALSE,TRUE,"GE",19.02887384,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"185","HK0017","Animal Protein Mixture",TRUE,FALSE,"GE",20.1760848,"MJ/kg","livestock",NA,NA,NA,NA,NA,NA,"raw data",1
"186","HK0017","Chicken Offal Dried Ground",FALSE,FALSE,"GE",24.4,"MJ/kg","livestock",NA,NA,NA,12474,12474,"No Match",NA,2
"187","HK0017","Feather Boiled Dried Ground",FALSE,FALSE,"GE",22.0082584,"MJ/kg","livestock",NA,NA,NA,NA,NA,"No Match","raw data",1
"188","HK0017","Fish Ground",FALSE,FALSE,"GE",19.85554856,"MJ/kg","livestock",NA,NA,NA,11685,11685,"FEED0546","raw data",100
"189","HK0017","Groundnut Cake",FALSE,FALSE,"GE",21.15279776,"MJ/kg","livestock",NA,NA,NA,NA,NA,"FEED0018","raw data",40
