"","B.Code","D.Item","is_group","is_entire_diet","DC.Variable","DC.Value","DC.Unit","Source","n_ing","n_tar","kind","Feedipedia","feedipedia_node","ilri_code","GE_source","n_source_rows"
"2364","AN0021","Salt",FALSE,FALSE,"GE",0,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2365","AN0021","Sulphur",FALSE,FALSE,"GE",0,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2366","AN0021","Urea",FALSE,FALSE,"GE",0,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2367","AN0021","Yam Peels Dried",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"FEED0530",NA,NA
"2368","AN0027","Asperozym (Fibrolytic Enzymes)",FALSE,FALSE,"GE",0,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2369","AN0027","Cotton Seed Ground",FALSE,FALSE,"GE",21.2,"MJ/kg","livestock",NA,NA,"Item",12022,12022,"No Match","feedipedia",42
"2370","AN0027","Date Seed Ground",FALSE,FALSE,"GE",20,"MJ/kg","livestock",NA,NA,"Item",12050,12050,"No Match","feedipedia",1
"2371","AN0027","Lime",FALSE,FALSE,"GE",0,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"FEED0541","assumed_zero",NA
"2372","AN0027","Maize",FALSE,FALSE,"GE",18.8,"MJ/kg","livestock",NA,NA,"Item",11662,11662,"FEED0023","feedipedia",226
"2373","AN0027","Minerals and Vitamins Mix",FALSE,FALSE,"GE",0,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2374","AN0027","Salt",FALSE,FALSE,"GE",0,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2375","AN0027","Trifolium alexandrinum Dried",FALSE,FALSE,"GE",17.5,"MJ/kg","livestock",NA,NA,"Item",11852,11852,"FEED0858","feedipedia",35
"2376","AN0027","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","livestock",NA,NA,"Item",12751,12751,"FEED0044","feedipedia",249
"2377","AN0029","Cassava Bran",FALSE,FALSE,"GE",17.7,"MJ/kg","livestock",NA,NA,"Item",14534,14534,"No Match","feedipedia",1
"2378","AN0029","Cassava Peel Dried",FALSE,FALSE,"GE",19.5,"MJ/kg","livestock",NA,NA,"Item",12805,12805,"FEED0502","feedipedia",29
"2379","AN0029","Concentrate",TRUE,FALSE,"GE",18,"MJ/kg","livestock",NA,NA,"Group",NA,NA,"No Match","raw data",70
"2380","AN0029","Fish Processing Waste",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"No Match",NA,NA
"2381","AN0058","Dicalcium Phosphate",FALSE,FALSE,"GE",0,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2382","AN0058","Fish Ground",FALSE,FALSE,"GE",21.9,"MJ/kg","livestock",NA,NA,"Item",11685,11685,"FEED0546","feedipedia",100
"2383","AN0058","Maize Ground",FALSE,FALSE,"GE",18.8,"MJ/kg","livestock",NA,NA,"Item",11662,11662,"FEED0422","feedipedia",226
"2384","AN0058","Prosopis juliflora Pods Ground",FALSE,FALSE,"GE",18.8,"MJ/kg","livestock",NA,NA,"Item",12330,12330,"FEED0271","feedipedia",4
"2385","AN0058","Salt",FALSE,FALSE,"GE",0,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2386","AN0058","Soybean Ground",FALSE,FALSE,"GE",19.7,"MJ/kg","livestock",NA,NA,"Item",11683,11683,"FEED0369","feedipedia",134
"2387","AN0058","Vegetable Oil",FALSE,FALSE,"GE",NA,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"No Match",NA,NA
"2388","AN0058","Vitamin Mix",FALSE,FALSE,"GE",0,"MJ/kg","livestock",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2389","B01063","Bicarbonate of Soda",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2390","B01063","Choline Cloride Ground",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2391","B01063","Lime",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0541","assumed_zero",NA
"2392","B01063","Lysine",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2393","B01063","Maize Ground",FALSE,FALSE,"GE",18.8,"MJ/kg","camel",NA,NA,"Item",11662,11662,"FEED0422","feedipedia",226
"2394","B01063","Methionine",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2395","B01063","Minerals and Vitamins Mix",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2396","B01063","Monocalcium Phosphate",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2397","B01063","Moringa oleifera Leaves Ground",FALSE,FALSE,"GE",18.8,"MJ/kg","camel",NA,NA,"Item",19833,19833,"FEED0172","feedipedia",16
"2398","B01063","Olaquindox",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","inferred_from_same_ingredient-Step2",NA
"2399","B01063","Phytase Ground",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2400","B01063","Polyethylene glycol",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match",NA,NA
"2401","B01063","Prime Gluten 60",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match",NA,NA
"2402","B01063","Salt",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2403","B01063","Soybean Full Fat Ground",FALSE,FALSE,"GE",23.6,"MJ/kg","camel",NA,NA,"Item",12625,12625,"FEED0379","feedipedia",13
"2404","B01063","Soybean Ground",FALSE,FALSE,"GE",19.7,"MJ/kg","camel",NA,NA,"Item",11683,11683,"FEED0369","feedipedia",134
"2405","B01063","Threonine",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2406","B01063","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2407","BO1000","Ficus thonningii Leaves Dried",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match",NA,NA
"2408","BO1000","Natural Pasture Dried",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0731",NA,NA
"2409","BO1000","Noug Seed Cake",FALSE,FALSE,"GE",20.2,"MJ/kg","camel",NA,NA,"Item",12373,12373,"FEED0025","feedipedia",61
"2410","BO1000","Salt",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2411","BO1000","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2412","BO1000","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","camel",NA,NA,"Item",12751,12751,"FEED0044","feedipedia",249
"2413","BO1001","Rice Straw Ensiled Urea Treated",FALSE,FALSE,"GE",15.5,"MJ/kg","camel",NA,NA,"Item",11646,11646,"No Match","feedipedia",3
"2414","BO1001","Sesbania sesban Dried",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match",NA,NA
"2415","BO1002","Chlorella vulgaris",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2416","BO1002","Concentrate",FALSE,FALSE,"GE",18,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","raw data",70
"2417","BO1002","Cotton Seed Cake",FALSE,FALSE,"GE",21.2,"MJ/kg","camel",NA,NA,"Item",12022,12022,"FEED0010","feedipedia",76
"2418","BO1002","Lime",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0541","assumed_zero",NA
"2419","BO1002","Maize",FALSE,FALSE,"GE",18.8,"MJ/kg","camel",NA,NA,"Item",11662,11662,"FEED0023","feedipedia",226
"2420","BO1002","Moringa oleifera Ensiled",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0047",NA,NA
"2421","BO1002","Rice Bran",FALSE,FALSE,"GE",20.2,"MJ/kg","camel",NA,NA,"Item",11637,11637,"FEED0032","feedipedia",43
"2422","BO1002","Rice Straw",FALSE,FALSE,"GE",15.5,"MJ/kg","camel",NA,NA,"Item",11646,11646,"FEED0429","feedipedia",26
"2423","BO1002","Salt",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2424","BO1002","Unspecified Molasses",FALSE,FALSE,"GE",16.0827590533333,"MJ/kg","camel",NA,NA,"Item",NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"2425","BO1002","Urea",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2426","BO1002","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2427","BO1002","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","camel",NA,NA,"Item",12751,12751,"FEED0044","feedipedia",249
"2428","BO1003","Bracharia Dried",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0813",NA,NA
"2429","BO1003","Cynodon Dried",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0954",NA,NA
"2430","BO1003","Opuntia ficus indica Cladode Crushed",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match",NA,NA
"2431","BO1003","Pigeon Pea",FALSE,FALSE,"GE",19.2,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0324",NA,2
"2432","BO1003","Urea",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2433","BO1003","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2434","BO1004","Natural Pasture Dried",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0731",NA,NA
"2435","BO1004","Noug Seed Cake",FALSE,FALSE,"GE",20.2,"MJ/kg","camel",NA,NA,"Item",12373,12373,"FEED0025","feedipedia",61
"2436","BO1004","Sesbania sesban Leaves Dried Ground",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",12581,NA,"No Match",NA,NA
"2437","BO1004","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2438","BO1005","Cotton Seed Cake Ground",FALSE,FALSE,"GE",21.2,"MJ/kg","camel",NA,NA,"Item",12022,12022,"FEED0010","feedipedia",76
"2439","BO1005","Eragrostis curvula",FALSE,FALSE,"GE",19.1,"MJ/kg","camel",NA,NA,"Item",12746,12746,"FEED0947","feedipedia",9
"2440","BO1005","Leucaena leucocephala Dried Ground",FALSE,FALSE,"GE",19,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0062",NA,12
"2441","BO1005","Maize Ground",FALSE,FALSE,"GE",18.8,"MJ/kg","camel",NA,NA,"Item",11662,11662,"FEED0422","feedipedia",226
"2442","BO1005","Mineral Mix",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0542","assumed_zero",NA
"2443","BO1005","Soybean Full Fat Ground",FALSE,FALSE,"GE",23.6,"MJ/kg","camel",NA,NA,"Item",12625,12625,"FEED0379","feedipedia",13
"2444","BO1005","Sunflower Seed Cake Ground",FALSE,FALSE,"GE",21.8,"MJ/kg","camel",NA,NA,"Item",12664,12664,"FEED0039","feedipedia",29
"2445","BO1005","Unspecified Molasses Ground",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,NA,NA,NA
"2446","BO1005","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2447","BO1005","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","camel",NA,NA,"Item",12751,12751,"FEED0044","feedipedia",249
"2448","BO1006","Cotton Seed",FALSE,FALSE,"GE",23.8,"MJ/kg","camel",NA,NA,"Item",12024,12024,"No Match","feedipedia",42
"2449","BO1006","Lime",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0541","assumed_zero",NA
"2450","BO1006","Maize Ground",FALSE,FALSE,"GE",18.8,"MJ/kg","camel",NA,NA,"Item",11662,11662,"FEED0422","feedipedia",226
"2451","BO1006","Maize Stover Ensiled",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0334",NA,NA
"2452","BO1006","Minerals and Vitamins Mix",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2453","BO1006","Opuntia ficus indica Cladode Ensiled",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0615",NA,NA
"2454","BO1006","Rice Straw",FALSE,FALSE,"GE",15.5,"MJ/kg","camel",NA,NA,"Item",11646,11646,"FEED0429","feedipedia",26
"2455","BO1006","Salt",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2456","BO1006","Soybean Ground",FALSE,FALSE,"GE",19.7,"MJ/kg","camel",NA,NA,"Item",11683,11683,"FEED0369","feedipedia",134
"2457","BO1006","Sugarcane Molasses",FALSE,FALSE,"GE",14.7,"MJ/kg","camel",NA,NA,"Item",12341,12341,"FEED0024","feedipedia",3
"2458","BO1006","Urea",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2459","BO1006","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2460","BO1006","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","camel",NA,NA,"Item",12751,12751,"FEED0044","feedipedia",249
"2461","BO1007","Acacia karroo Leaves Dried",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0182",NA,NA
"2462","BO1007","Oat Dried",FALSE,FALSE,"GE",19.5,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0336",NA,3
"2463","BO1008","Cotton Seed Cake",FALSE,FALSE,"GE",21.2,"MJ/kg","camel",NA,NA,"Item",12022,12022,"FEED0010","feedipedia",76
"2464","BO1008","Lime",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0541","assumed_zero",NA
"2465","BO1008","Linseed Cake Ground",FALSE,FALSE,"GE",20.7,"MJ/kg","camel",NA,NA,"Item",12262,12262,"FEED0020","feedipedia",5
"2466","BO1008","Maize",FALSE,FALSE,"GE",18.8,"MJ/kg","camel",NA,NA,"Item",11662,11662,"FEED0023","feedipedia",226
"2467","BO1008","Propionibacterium freudenreinchi",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match",NA,NA
"2468","BO1008","Salt",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2469","BO1008","Unspecified Molasses",FALSE,FALSE,"GE",16.0827590533333,"MJ/kg","camel",NA,NA,"Item",NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"2470","BO1008","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2471","BO1008","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","camel",NA,NA,"Item",12751,12751,"FEED0044","feedipedia",249
"2472","BO1009","Bone Ground",FALSE,FALSE,"GE",11.4,"MJ/kg","camel",NA,NA,"Item",11876,11876,"FEED0006","feedipedia",99
"2473","BO1009","Brewers Grain",FALSE,FALSE,"GE",19.7,"MJ/kg","camel",NA,NA,"Item",11893,11893,"FEED0002","feedipedia",15
"2474","BO1009","Lime",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0541","assumed_zero",NA
"2475","BO1009","Palm Kernel Cake Dried Ground",FALSE,FALSE,"GE",20.1,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No match",NA,46
"2476","BO1009","Salt",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2477","BO1009","Unspecified Molasses",FALSE,FALSE,"GE",16.0827590533333,"MJ/kg","camel",NA,NA,"Item",NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"2478","BO1009","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2479","BO1011","Acacia saligna Dried",FALSE,FALSE,"GE",17.066481608,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0053","inferred_from_same_ingredient-Step2",NA
"2480","BO1011","Barley Grain Sprouted",FALSE,FALSE,"GE",17.9673512,"MJ/kg","camel",NA,NA,"Item",NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"2481","BO1011","Barley Straw Dried",FALSE,FALSE,"GE",18.2,"MJ/kg","camel",NA,NA,"Item",11830,11830,"FEED0404","feedipedia",3
"2482","BO1011","Cotton Seed Cake",FALSE,FALSE,"GE",21.2,"MJ/kg","camel",NA,NA,"Item",12022,12022,"FEED0010","feedipedia",76
"2483","BO1011","Lime",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0541","assumed_zero",NA
"2484","BO1011","Maize",FALSE,FALSE,"GE",18.8,"MJ/kg","camel",NA,NA,"Item",11662,11662,"FEED0023","feedipedia",226
"2485","BO1011","Rice Bran",FALSE,FALSE,"GE",20.2,"MJ/kg","camel",NA,NA,"Item",11637,11637,"FEED0032","feedipedia",43
"2486","BO1011","Salt",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2487","BO1011","Trifolium alexandrinum Dried",FALSE,FALSE,"GE",17.5,"MJ/kg","camel",NA,NA,"Item",11852,11852,"FEED0858","feedipedia",35
"2488","BO1011","Unspecified Molasses",FALSE,FALSE,"GE",16.0827590533333,"MJ/kg","camel",NA,NA,"Item",NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"2489","BO1011","Urea",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No match","assumed_zero",NA
"2490","BO1011","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","camel",NA,NA,"Item",12751,12751,"FEED0044","feedipedia",249
"2491","BO1012","Concentrate Mix DLL0",TRUE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Group",NA,NA,NA,NA,NA
"2492","BO1012","Concentrate Mix DLL10",TRUE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Group",NA,NA,NA,NA,NA
"2493","BO1012","Concentrate Mix DLL15",TRUE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Group",NA,NA,NA,NA,NA
"2494","BO1012","Concentrate Mix DLL20",TRUE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Group",NA,NA,NA,NA,NA
"2495","BO1012","Concentrate Mix DLL5",TRUE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Group",NA,NA,NA,NA,NA
"2496","BO1012","Leucaena Leaves Dried",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0120",NA,NA
"2497","BO1012","Linseed Cake",FALSE,FALSE,"GE",20.7,"MJ/kg","camel",NA,NA,"Item",12262,12262,"FEED0020","feedipedia",5
"2498","BO1012","Maize Grain Ground",FALSE,FALSE,"GE",18.8,"MJ/kg","camel",NA,NA,"Item",11662,11662,"FEED0422","feedipedia",47
"2499","BO1012","Salt",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2500","BO1012","Unspecified Grass Dried",FALSE,FALSE,"GE",16.700034336,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0856","inferred_from_same_ingredient-Step2",NA
"2501","BO1012","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2502","BO1012","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","camel",NA,NA,"Item",12751,12751,"FEED0044","feedipedia",249
"2503","BO1013","Commelina benghalensis Dried",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0221",NA,NA
"2504","BO1013","Commelina imberbis Dried",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0723",NA,NA
"2505","BO1013","Maize",FALSE,FALSE,"GE",18.8,"MJ/kg","camel",NA,NA,"Item",11662,11662,"FEED0023","feedipedia",226
"2506","BO1013","Mineral Lick",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0542","assumed_zero",NA
"2507","BO1013","Moringa stenopetala Dried",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0047",NA,NA
"2508","BO1013","Noug Seed Cake",FALSE,FALSE,"GE",20.2,"MJ/kg","camel",NA,NA,"Item",12373,12373,"FEED0025","feedipedia",61
"2509","BO1013","Teff Straw",FALSE,FALSE,"GE",18.1,"MJ/kg","camel",NA,NA,"Item",22526,22526,"FEED0440","feedipedia",15
"2510","BO1013","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2511","BO1013","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","camel",NA,NA,"Item",12751,12751,"FEED0044","feedipedia",249
"2512","BO1014","Atriplex halimus Leaves and Twigs",FALSE,FALSE,"GE",15.4,"MJ/kg","camel",NA,NA,"Item",22432,22432,"FEED0105","feedipedia",1
"2513","BO1014","Atriplex nummularia Leaves and Twigs",FALSE,FALSE,"GE",15.4,"MJ/kg","camel",NA,NA,"Item",22432,22432,"FEED0105","feedipedia",1
"2514","BO1014","Concentrate",FALSE,FALSE,"GE",18,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","raw data",70
"2515","BO1014","Mineral Lick",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0542","assumed_zero",NA
"2516","BO1014","Trifolium alexandrinum Straw",FALSE,FALSE,"GE",17.4922176,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match",NA,10
"2517","BO1014","Trifolium alexandrinum Straw Dried",FALSE,FALSE,"GE",17.5,"MJ/kg","camel",NA,NA,"Item",11852,11852,"No Match","feedipedia",10
"2518","BO1014","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2519","BO1015","Concentrate Feed Mixture",TRUE,FALSE,"GE",18.0355504,"MJ/kg","camel",NA,NA,"Group",NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"2520","BO1015","Cotton Seed Ground",FALSE,FALSE,"GE",21.2,"MJ/kg","camel",NA,NA,"Item",12022,12022,"No Match","feedipedia",42
"2521","BO1015","Lime",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0541","assumed_zero",NA
"2522","BO1015","Maize",FALSE,FALSE,"GE",18.8,"MJ/kg","camel",NA,NA,"Item",11662,11662,"FEED0023","feedipedia",226
"2523","BO1015","Maize Ensiled",FALSE,FALSE,"GE",18.9,"MJ/kg","camel",NA,NA,"Item",13883,12869,"No Match","feedipedia",48
"2524","BO1015","Maize Ensiled",FALSE,FALSE,"GE",19,"MJ/kg","camel",NA,NA,"Item",13883,12870,"No Match","feedipedia",48
"2525","BO1015","Maize Ensiled",FALSE,FALSE,"GE",18.8,"MJ/kg","camel",NA,NA,"Item",13883,12871,"No Match","feedipedia",48
"2526","BO1015","Maize Ensiled",FALSE,FALSE,"GE",19.1,"MJ/kg","camel",NA,NA,"Item",13883,12872,"No Match","feedipedia",48
"2527","BO1015","Mineral Mix",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0542","assumed_zero",NA
"2528","BO1015","Salt",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2529","BO1015","Sesbania sesban Seed",FALSE,FALSE,"GE",30.9,"MJ/kg","camel",NA,NA,"Item",12584,12584,"No Match","feedipedia",1
"2530","BO1015","Sesbania sesban Seed Roasted",FALSE,FALSE,"GE",30.9,"MJ/kg","camel",NA,NA,"Item",12584,12584,"No Match","feedipedia",1
"2531","BO1015","Unspecified Molasses",FALSE,FALSE,"GE",16.0827590533333,"MJ/kg","camel",NA,NA,"Item",NA,NA,NA,"inferred_from_same_ingredient-Step2",NA
"2532","BO1015","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2533","BO1015","Wheat Bran",FALSE,FALSE,"GE",18.9,"MJ/kg","camel",NA,NA,"Item",12751,12751,"FEED0044","feedipedia",249
"2534","BO1016","Mineral Block",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2535","BO1016","Polyethylene glycol",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match",NA,NA
"2536","BO1016","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2537","BO1017","Bracharia",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0813",NA,NA
"2538","BO1017","Bracharia Dried Ground",FALSE,FALSE,"GE",NA,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0813",NA,NA
"2539","BO1017","Calliandra calothyrsus Leaves Dried Ground",FALSE,FALSE,"GE",20.5,"MJ/kg","camel",NA,NA,"Item",NA,NA,"FEED0112",NA,1
"2540","BO1017","Chloris gayana",FALSE,FALSE,"GE",18.3,"MJ/kg","camel",NA,NA,"Item",12518,12518,"FEED0713","feedipedia",34
"2541","BO1017","Chloris gayana Dried Ground",FALSE,FALSE,"GE",18.1,"MJ/kg","camel",NA,NA,"Item",12519,12519,"FEED0713","feedipedia",34
"2542","BO1017","Mineral",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
"2543","BO1017","Water",FALSE,FALSE,"GE",0,"MJ/kg","camel",NA,NA,"Item",NA,NA,"No Match","assumed_zero",NA
