"","B.Code","D.Item","P.Product","Herd.Stage","GE_daily","CH4_kg_year","Total_Amount","D.Unit.Amount","CH4_flag","Ym","source","final_intake_kg_day","ED.Mean.T","T.Name","T.Control"
"447","BO1087","T2 (75 NSC:25 CSH %)","Sheep","Intact Yearling Male",15.8822571533396,6.97934588831842,0.85079,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.85079,"T2 (75 NSC:25 CSH %)","no"
"448","BO1087","T3 (50 NSC:50 CSH %)","Sheep","Intact Yearling Male",15.8192431079311,6.95165481050232,0.864,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.864,"T3 (50 NSC:50 CSH %)","no"
"449","BO1087","T4 (25 NSC:75 CSH %)","Sheep","Intact Yearling Male",15.9719566311214,7.01876369117832,0.88758,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.88758,"T4 (25 NSC:75 CSH %)","no"
"450","BO1087","T5 (100% CSH)","Sheep","Intact Yearling Male",19.076696347418,8.38311966174495,0.94539,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.94539,"T5 (100% CSH)","no"
"451","BO1088","T1 (cassava peel untreated)","Goat",NA,5.13289202381334,1.851622774089,0.91062,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"T1 (cassava peel untreated)","no"
"452","BO1088","T2 (corn cob untreated)","Goat",NA,4.31336816426667,1.55599040247355,0.8664,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"T2 (corn cob untreated)","no"
"453","BO1088","T3 (treated cassava peel)","Goat",NA,5.72718862506667,2.06600739709278,0.9792,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"T3 (treated cassava peel)","no"
"454","BO1088","T4 (treated corn cob)","Goat",NA,5.99071640841481,2.16107155254137,0.9472,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"T4 (treated corn cob)","no"
"455","BO1089","A. africana","Goat",NA,NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"A. africana","no"
"456","BO1089","A. occidentale diet","Goat",NA,NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"A. occidentale diet","no"
"457","BO1089","A.barteri diet","Goat",NA,NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"A.barteri diet","no"
"458","BO1089","M.indica diet","Goat",NA,NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"M.indica diet","no"
"459","BO1090","Diet 1","Sheep",NA,NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"Diet 1","no"
"460","BO1090","Diet 2","Sheep",NA,NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"Diet 2","no"
"461","BO1090","Diet 3","Sheep",NA,NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"Diet 3","no"
"462","BO1090","Diet 4","Sheep",NA,NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"Diet 4","no"
"463","BO1091","Diet 184 g/d","Goat","Intact Yearling Male",3.34231450022775,1.20569566203184,0.184,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.184,"Diet 184 g/d","no"
"464","BO1091","Diet 184 g/d","Goat","Intact Yearling Male",3.34231450022775,1.20569566203184,0.184,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.184,"Diet 184 g/d","no"
"465","BO1091","Diet 184 g/d","Goat","Intact Yearling Male",3.34231450022775,1.20569566203184,0.184,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.184,"Diet 184 g/d","no"
"466","BO1091","Diet 184 g/d","Goat","Intact Yearling Male",3.34231450022775,1.20569566203184,0.184,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.184,"Diet 184 g/d","no"
"467","BO1091","Diet 368 g/d","Goat","Intact Yearling Male",6.6846290004555,2.41139132406369,0.368,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.368,"Diet 368 g/d","no"
"468","BO1091","Diet 368 g/d","Goat","Intact Yearling Male",6.6846290004555,2.41139132406369,0.368,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.368,"Diet 368 g/d","no"
"469","BO1091","Diet 368 g/d","Goat","Intact Yearling Male",6.6846290004555,2.41139132406369,0.368,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.368,"Diet 368 g/d","no"
"470","BO1091","Diet 368 g/d","Goat","Intact Yearling Male",6.6846290004555,2.41139132406369,0.368,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.368,"Diet 368 g/d","no"
"471","BO1091","Diet 552 g/d","Goat","Intact Yearling Male",10.0269435006833,3.61708698609553,0.552,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.552,"Diet 552 g/d","no"
"472","BO1091","Diet 552 g/d","Goat","Intact Yearling Male",10.0269435006833,3.61708698609553,0.552,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.552,"Diet 552 g/d","no"
"473","BO1091","Diet 552 g/d","Goat","Intact Yearling Male",10.0269435006833,3.61708698609553,0.552,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.552,"Diet 552 g/d","no"
"474","BO1091","Diet 552 g/d","Goat","Intact Yearling Male",10.0269435006833,3.61708698609553,0.552,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.552,"Diet 552 g/d","no"
"475","BO1092","0 RCNS","Goat",NA,3.24624533711852,1.17103998459397,0.45637,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"0 RCNS","no"
"476","BO1092","10 RCNS","Goat",NA,1.9620410898,0.7077803212531,0.29457,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"10 RCNS","no"
"477","BO1092","15 RCNS","Goat",NA,1.39282203172,0.502442089609686,0.20769,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"15 RCNS","no"
"478","BO1092","5 RCNS","Goat",NA,3.24842505777778,1.17182628993511,0.40216,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"5 RCNS","no"
"479","BO1093","0CPM","Goat",NA,9.3927853263636,3.38832282887241,0.49609,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.49609,"0CPM","yes"
"480","BO1093","100 CPM","Goat",NA,11.3706317786394,4.10180472517856,0.58099,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.58099,"100 CPM","no"
"481","BO1093","60 CPM","Goat",NA,10.7548357813385,3.87966447997072,0.55678,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.55678,"60 CPM","no"
"482","BO1093","80 CPM","Goat",NA,7.56182278587569,2.72782735716899,0.38891,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.38891,"80 CPM","no"
"483","BO1095","Control Post-partum","Cattle","Lactating Female",2.54116964083167,1.05003047423045,0.14175,"kg","GE_diet_based",0.063,"GE_diet_from_ingredients",NA,0.14175,NA,NA
"484","BO1096","0% Sweet Potato Peels","Sheep","Lamb Male",NA,NA,0.78,"kg","missing_GE_value",0.045,"GE_all",NA,NA,"0% Sweet Potato Peels","yes"
"485","BO1096","10% Sweet Potato Peels","Sheep","Lamb Male",NA,NA,0.97,"kg","missing_GE_value",0.045,"GE_all",NA,NA,"10% Sweet Potato Peels","no"
"486","BO1096","20% Sweet Potato Peels","Sheep","Lamb Male",NA,NA,0.75,"kg","missing_GE_value",0.045,"GE_all",NA,NA,"20% Sweet Potato Peels","no"
"487","BO1096","30% Sweet Potato Peels","Sheep","Lamb Male",NA,NA,0.79,"kg","missing_GE_value",0.045,"GE_all",NA,NA,"30% Sweet Potato Peels","no"
"488","BO1097","0% Alfafa","Sheep","Yearling",NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"0% Alfafa","yes"
"489","BO1097","100% Alfafa","Sheep","Yearling",NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"100% Alfafa","no"
"490","BO1097","25% Alfafa","Sheep","Yearling",NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"25% Alfafa","no"
"491","BO1097","50% Alfafa","Sheep","Yearling",NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"50% Alfafa","no"
"492","BO1097","75% Alfafa","Sheep","Yearling",NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"75% Alfafa","no"
"493","BO1098","0 CRSCLM","Goat",NA,NA,NA,NA,NA,"missing_amount",0.055,"GE_all",NA,NA,"0 CRSCLM","yes"
"494","BO1098","20 CRSCLM","Goat",NA,NA,NA,NA,NA,"missing_amount",0.055,"GE_all",NA,NA,"20 CRSCLM","no"
"495","BO1098","40 CRSCLM","Goat",NA,NA,NA,NA,NA,"missing_amount",0.055,"GE_all",NA,NA,"40 CRSCLM","no"
"496","BO1098","60 CRSCLM","Goat",NA,NA,NA,NA,NA,"missing_amount",0.055,"GE_all",NA,NA,"60 CRSCLM","no"
"497","BO1099","0  Cashew Nut Shell","Goat","Yearling Male",NA,NA,0.0897,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"0  Cashew Nut Shell","no"
"498","BO1099","10  Cashew Nut Shell","Goat","Yearling Male",NA,NA,0.0897,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"10  Cashew Nut Shell","no"
"499","BO1099","15  Cashew Nut Shell","Goat","Yearling Male",NA,NA,0.0814,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"15  Cashew Nut Shell","no"
"500","BO1099","20  Cashew Nut Shell","Goat","Yearling Male",NA,NA,0.0847,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"20  Cashew Nut Shell","no"
"501","CJ1001","Zero Percent","Sheep","Lamb",17.0713691347276,5.03858469070802,0.8783,"kg","GE_diet_based",0.045,"GE_diet_from_ingredients",NA,0.8783,"Zero Percent","yes"
"502","CJ1002","Leucaena hay","Goat","Lactating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"Leucaena hay","no"
"503","CJ1002","OSCM","Goat","Lactating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"OSCM","yes"
"504","CJ1003","Baobab","Cattle","Intact Finisher Male",NA,NA,5.05,"kg","missing_GE_value",0.063,"GE_all",NA,NA,"Baobab","no"
"505","CJ1003","Soybean","Cattle","Intact Finisher Male",117.498108848,48.5511053541736,4.99,"kg","amount_from_total_amounts",0.063,"GE_all",NA,NA,"Soybean","no"
"506","CJ1003","Vachellia","Cattle","Intact Finisher Male",NA,NA,4.35,"kg","missing_GE_value",0.063,"GE_all",NA,NA,"Vachellia","no"
"507","CJ1004","Feed Blocks","Sheep",NA,5.76353010222324,2.53274265318723,0.4644,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.4644,"Feed Blocks","no"
"508","CJ1004","Maize off","Sheep",NA,12.0880134630333,5.31199225945158,0.633,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.633,"Maize off","no"
"509","CJ1004","Poult Manure","Sheep",NA,NA,NA,0.596,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Poult Manure","no"
"510","CJ1006","R1","Cattle","Lactating Female",NA,NA,15.9,"kg","missing_GE_value",0.063,"GE_all",NA,NA,"R1","yes"
"511","CJ1006","R2","Cattle","Lactating Female",NA,NA,16.1,"kg","missing_GE_value",0.063,"GE_all",NA,NA,"R2","no"
"512","CJ1006","R3","Cattle","Lactating Female",NA,NA,15.89,"kg","missing_GE_value",0.063,"GE_all",NA,NA,"R3","no"
"513","CJ1007","alfalfa hay goat","Goat","Gestating Female",22.4658741968569,8.10426638817435,1.25008880040352,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,1.25008880040352,"alfalfa hay goat","yes"
"514","CJ1007","alfalfa hay sheep","Goat","Gestating Female",22.8170399513019,8.23094478027648,1.26962903163914,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,1.26962903163914,"alfalfa hay sheep","yes"
"515","CJ1007","mixture forage goat","Goat","Gestating Female",14.3325302918015,5.17027036132821,0.769878204653178,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.769878204653178,"mixture forage goat","no"
"516","CJ1007","mixture forage sheep","Goat","Gestating Female",15.4816347718089,5.58479457401732,0.831602860105893,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.831602860105893,"mixture forage sheep","no"
"517","CJ1008","T1","Sheep",NA,NA,NA,NA,"kg","missing_GE_diet",0.067,"GE_diet_from_ingredients",NA,NA,"T1","yes"
"518","CJ1008","T3","Sheep",NA,NA,NA,NA,"kg","missing_GE_diet",0.067,"GE_diet_from_ingredients",NA,NA,"T3","no"
"519","CJ1008","T5","Sheep",NA,NA,NA,NA,"kg","missing_GE_diet",0.067,"GE_diet_from_ingredients",NA,NA,"T5","no"
"520","CJ1009","Commercial fed","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"Commercial fed","yes"
"521","CJ1009","Commercial fed","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"Commercial fed","yes"
"522","CJ1009","Commercial fed","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"Commercial fed","yes"
"523","CJ1009","Commercial fed","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"Commercial fed","yes"
"524","CJ1009","DC20","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC20","no"
"525","CJ1009","DC20","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC20","no"
"526","CJ1009","DC20","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC20","no"
"527","CJ1009","DC20","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC20","no"
"528","CJ1009","DC40","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC40","no"
"529","CJ1009","DC40","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC40","no"
"530","CJ1009","DC40","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC40","no"
"531","CJ1009","DC40","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC40","no"
"532","CJ1009","DC60","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC60","no"
"533","CJ1009","DC60","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC60","no"
"534","CJ1009","DC60","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC60","no"
"535","CJ1009","DC60","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"DC60","no"
"536","CJ1009","VE20","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE20","no"
"537","CJ1009","VE20","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE20","no"
"538","CJ1009","VE20","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE20","no"
"539","CJ1009","VE20","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE20","no"
"540","CJ1009","VE40","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE40","no"
"541","CJ1009","VE40","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE40","no"
"542","CJ1009","VE40","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE40","no"
"543","CJ1009","VE40","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE40","no"
"544","CJ1009","VE60","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE60","no"
"545","CJ1009","VE60","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE60","no"
"546","CJ1009","VE60","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE60","no"
"547","CJ1009","VE60","Goat","Gestating Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"VE60","no"
"548","CJ1014","Daniellia oliveri Leaf Meal 0","Goat","Adult Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"Daniellia oliveri Leaf Meal 0","yes"
"549","CJ1014","Daniellia oliveri Leaf Meal 20","Goat","Adult Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"Daniellia oliveri Leaf Meal 20","no"
"550","CJ1014","Daniellia oliveri Leaf Meal 30","Goat","Adult Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"Daniellia oliveri Leaf Meal 30","no"
"551","CJ1014","Daniellia oliveri Leaf Meal 40","Goat","Adult Female",NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"Daniellia oliveri Leaf Meal 40","no"
"552","CJ1015","20%ALH","Sheep","Gestating Female",10.3946342895396,4.5678487250798,1.14407369730753,"kg","amount_from_total_amounts",0.067,"GE_all",NA,NA,"20%ALH","no"
"553","CJ1015","40%ALH","Sheep","Gestating Female",11.1234386538097,4.88811666269391,1.21749842911176,"kg","amount_from_total_amounts",0.067,"GE_all",NA,NA,"40%ALH","no"
"554","CJ1015","60%ALH","Sheep","Gestating Female",10.8615021088707,4.77301049546153,1.18516000526661,"kg","amount_from_total_amounts",0.067,"GE_all",NA,NA,"60%ALH","no"
"555","CJ1015","Control","Sheep","Gestating Female",10.105314086208,4.440709002304,1.18589457648012,"kg","amount_from_total_amounts",0.067,"GE_all",NA,NA,"Control","yes"
"556","CJ1016","T1","Goat","Yearling Male",7.26047792272332,2.61912119135078,0.386,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.386,"T1","yes"
"557","CJ1016","T2","Goat","Yearling Male",4.80189613684815,1.73222039437963,0.2525,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.2525,"T2","no"
"558","CJ1016","T3","Goat","Yearling Male",5.58594001417094,2.01505383260524,0.2955,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.2955,"T3","no"
"559","CJ1016","T4","Goat","Yearling Male",5.48100086064301,1.97719842367311,0.289,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.289,"T4","no"
"560","CJ1017","25% AFH","Sheep","Lactating Female",20.3319483137597,8.93473128504931,1.1193077400337,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.1193077400337,"25% AFH","no"
"561","CJ1017","25% AFH","Sheep","Lactating Female",20.3319483137597,8.93473128504931,1.1193077400337,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.1193077400337,"25% AFH","no"
"562","CJ1017","25% AFH","Sheep","Lactating Female",20.3319483137597,8.93473128504931,1.1193077400337,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.1193077400337,"25% AFH","no"
"563","CJ1017","25% AFH","Sheep","Lactating Female",20.3319483137597,8.93473128504931,1.1193077400337,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.1193077400337,"25% AFH","no"
"564","CJ1017","50%AFH","Sheep","Lactating Female",21.1223719291783,9.28207736797945,1.16282188127538,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.16282188127538,"50%AFH","no"
"565","CJ1017","50%AFH","Sheep","Lactating Female",21.1223719291783,9.28207736797945,1.16282188127538,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.16282188127538,"50%AFH","no"
"566","CJ1017","50%AFH","Sheep","Lactating Female",21.1223719291783,9.28207736797945,1.16282188127538,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.16282188127538,"50%AFH","no"
"567","CJ1017","50%AFH","Sheep","Lactating Female",21.1223719291783,9.28207736797945,1.16282188127538,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.16282188127538,"50%AFH","no"
"568","CJ1017","75%AFH","Sheep","Lactating Female",21.2359371870015,9.33198281955295,1.16907383854572,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.16907383854572,"75%AFH","no"
"569","CJ1017","75%AFH","Sheep","Lactating Female",21.2359371870015,9.33198281955295,1.16907383854572,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.16907383854572,"75%AFH","no"
"570","CJ1017","75%AFH","Sheep","Lactating Female",21.2359371870015,9.33198281955295,1.16907383854572,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.16907383854572,"75%AFH","no"
"571","CJ1017","75%AFH","Sheep","Lactating Female",21.2359371870015,9.33198281955295,1.16907383854572,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.16907383854572,"75%AFH","no"
"572","CJ1017","Control","Sheep","Lactating Female",20.6529335156754,9.07578596811936,1.13697851193397,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.13697851193397,"Control","yes"
"573","CJ1017","Control","Sheep","Lactating Female",20.6529335156754,9.07578596811936,1.13697851193397,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.13697851193397,"Control","yes"
"574","CJ1017","Control","Sheep","Lactating Female",20.6529335156754,9.07578596811936,1.13697851193397,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.13697851193397,"Control","yes"
"575","CJ1017","Control","Sheep","Lactating Female",20.6529335156754,9.07578596811936,1.13697851193397,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.13697851193397,"Control","yes"
"576","CJ1018","Maize","Goat",NA,13.4641176470588,4.85700200835051,0.716176470588235,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.716176470588235,"Maize","no"
"577","CJ1018","Soya","Goat",NA,14.8530498845029,5.35804090622453,0.755147058823529,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.755147058823529,"Soya","no"
"578","DK0037","MCC","Goat",NA,NA,NA,NA,"kg","missing_GE_diet",0.055,"GE_diet_from_ingredients",NA,NA,"MB MCC","yes"
"579","DK0037","MCC","Goat",NA,NA,NA,NA,"kg","missing_GE_diet",0.055,"GE_diet_from_ingredients",NA,NA,"MDE MCC","no"
"580","DK0037","MCC","Goat",NA,NA,NA,NA,"kg","missing_GE_diet",0.055,"GE_diet_from_ingredients",NA,NA,"MCC+MDE","no"
"581","DK0037","MCC","Goat",NA,NA,NA,NA,"kg","missing_GE_diet",0.055,"GE_diet_from_ingredients",NA,NA,"MCC+MB","no"
"582","DK0037","MCM","Goat",NA,NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"MB MCM","yes"
"583","DK0037","MCM","Goat",NA,NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"MDE MCM","no"
"584","DK0037","MCM","Goat",NA,NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"MCM+MDE","no"
"585","DK0037","MCM","Goat",NA,NA,NA,NA,NA,"missing_GE_value",0.055,"GE_all",NA,NA,"MCM+MB","no"
"586","EM1005","Control Ration1","Goat","Yearling Male",27.2414382265753,9.82698782387241,1.44375,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,1.44375,"Control Ration1","yes"
"587","EM1005","Ration 2","Goat","Yearling Male",27.6103779472016,9.96007793872547,1.4625,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,1.4625,"Ration 2","no"
"588","EM1005","Ration3","Goat","Yearling Male",27.5546980564207,9.93999215602237,1.45875,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,1.45875,"Ration3","no"
"589","EM1008","Leucaena 1","Goat",NA,20.84219496184,7.51854562190365,1.421,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,1.421,"Leucaena 1","no"
"590","EM1008","Leucaena 2","Goat",NA,16.6120977738684,5.99259412058237,1.472,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,1.472,"Leucaena 2","no"
"591","EM1008","Leucaena 3","Goat",NA,16.54207365748,5.9673338485878,2.022,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,2.022,"Leucaena 3","no"
"592","EM1008","Leucaena 4","Goat",NA,8.01764096112,2.89225772317132,1.788,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,1.788,"Leucaena 4","yes"
"593","EM1011","T1 CM","Goat","Intact Yearling Male",13.1889470697284,4.7577378692686,0.6951,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.6951,"T1 CM","yes"
"594","EM1011","T2 CM+ML","Goat","Intact Yearling Male",NA,NA,0.69838,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"T2 CM+ML","no"
"595","EM1011","T3 CM+ML","Goat","Intact Yearling Male",NA,NA,0.70927,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"T3 CM+ML","no"
"596","EM1011","T4 CM+ML","Goat","Intact Yearling Male",NA,NA,0.71151,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"T4 CM+ML","no"
"597","EM1011","T5 ML","Goat","Intact Yearling Male",NA,NA,0.70609,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"T5 ML","yes"
"598","EM1012","T1  NSC","Cattle","Adult Female",98.81724,42.1282842587601,5.01,"kg","GE_diet_based",0.065,"GE_diet_from_ingredients",NA,5.01,"T1  NSC","yes"
"599","EM1013.1","FS50C50","Goat","Yearling Male",8.925,3.21957547169811,0.5,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.5,"FS50C50",NA
"600","EM1013.1","FS60C40","Goat","Yearling Male",8.52992,3.07705559748428,0.476,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.476,"FS60C40",NA
"601","EM1013.1","FS70C30","Goat","Yearling Male",8.43731,3.0436477672956,0.469,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.469,"FS70C30",NA
"602","EM1013.1","FS80C20","Goat","Yearling Male",9.22866,3.32911679245283,0.511,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.511,"FS80C20",NA
"603","EM1013.1","FS90C10","Goat","Yearling Male",6.7081,2.41985817610063,0.37,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.37,"FS90C10",NA
"604","EM1013.2","FS50L50","Goat","Yearling Male",9.83675,3.54847720125786,0.539,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.539,"FS50L50",NA
"605","EM1013.2","FS60L40","Goat","Yearling Male",10.3056,3.71760862533693,0.565,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.565,"FS60L40",NA
"606","EM1013.2","FS70L30","Goat","Yearling Male",10.62809,3.83394261904762,0.583,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.583,"FS70L30",NA
"607","EM1013.2","FS80L20","Goat","Yearling Male",10.05744,3.62808819407008,0.552,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.552,"FS80L20",NA
