"","B.Code","D.Item","P.Product","Herd.Stage","GE_daily","CH4_kg_year","Total_Amount","D.Unit.Amount","CH4_flag","Ym","source","final_intake_kg_day","ED.Mean.T","T.Name","T.Control"
"952","HK0270","Supplement Diet","Cattle",NA,386.717807892706,152.185444615459,22,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,22,"T2 Tuli Sup","no"
"953","HK0270","Supplement Diet","Cattle",NA,386.717807892706,152.185444615459,22,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,22,"T2 Tuli*Jesey Sup","no"
"954","HK0270","Supplement Diet","Cattle",NA,386.717807892706,152.185444615459,22,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,22,"T2 Nkone*Jersey Sup.","no"
"955","HK0287","Conc Commercial","Cattle",NA,NA,NA,NA,"kg","missing_amount",0.06,"GE_diet_from_ingredients",NA,NA,"T D1 Jersey Commercial","no"
"956","HK0287","Conc Commercial","Cattle",NA,NA,NA,NA,"kg","missing_amount",0.06,"GE_diet_from_ingredients",NA,NA,"T D2 Red Dane Commercial","no"
"957","HK0287","Conc Commercial","Cattle",NA,NA,NA,NA,"kg","missing_amount",0.06,"GE_diet_from_ingredients",NA,NA,"T D3 Crossbreed Commercial","yes"
"958","HK0287","Concentrate HM","Cattle",NA,NA,NA,NA,"kg","missing_GE_diet",0.06,"GE_diet_from_ingredients",NA,NA,"T D1 Jersey Homemade","no"
"959","HK0287","Concentrate HM","Cattle",NA,NA,NA,NA,"kg","missing_GE_diet",0.06,"GE_diet_from_ingredients",NA,NA,"T D2 Red Dane Homemade","no"
"960","HK0287","Concentrate HM","Cattle",NA,NA,NA,NA,"kg","missing_GE_diet",0.06,"GE_diet_from_ingredients",NA,NA,"T D3 Crossbreed Homemade","yes"
"961","HK0288","ML1","Sheep",NA,NA,NA,0.536,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T3 ML1","no"
"962","HK0288","ML2","Sheep",NA,NA,NA,0.691,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T5 ML2","no"
"963","HK0288","Maize Only","Sheep",NA,7.50801406232558,3.29934382559159,0.4,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.4,"T1 Maize Only","yes"
"964","HK0288","SL1","Sheep",NA,NA,NA,0.462,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T4 SL1","no"
"965","HK0288","SL2","Sheep",NA,NA,NA,0.607,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T6 SL2","no"
"966","HK0288","Sorghum Only","Sheep",NA,6.77598269124884,2.97765780259641,0.361,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.361,"T2 Sorghum Only","yes"
"967","HK0327.1","LH WH1 B1","Cattle",NA,NA,NA,20.2,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D1 Con","yes"
"968","HK0327.1","LH WH2 B1","Cattle",NA,NA,NA,1000,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D2","no"
"969","HK0327.1","LH WH3  B1","Cattle",NA,NA,NA,18.8,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D3","no"
"970","HK0327.1","LH WH4  B1","Cattle",NA,NA,NA,18.7,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D4","no"
"971","HK0327.1","LH WH5  B1","Cattle",NA,NA,NA,17.9,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D5","no"
"972","HK0327.2","OH WH1 B2","Cattle",NA,NA,NA,22.6,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D1 Con OH","yes"
"973","HK0327.2","OH WH2 B2","Cattle",NA,NA,NA,21.9,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D2 OH","no"
"974","HK0327.2","OH WH3 B2","Cattle",NA,NA,NA,21.9,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D3 OH","no"
"975","HK0327.2","OH WH4 B2","Cattle",NA,NA,NA,22.3,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D4 OH","no"
"976","HK0327.2","OH WH5 B2","Cattle",NA,NA,NA,21.1,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D5 OH","no"
"977","HK0327.3","LH:OH WH1 B3","Cattle",NA,NA,NA,20.7,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D1 Con LH:OH","yes"
"978","HK0327.3","LH:OH WH2 B3","Cattle",NA,NA,NA,20.4,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D2  LH:OH","no"
"979","HK0327.3","LH:OH WH3 B3","Cattle",NA,NA,NA,21.1,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D3  LH:OH","no"
"980","HK0327.3","LH:OH WH4 B3","Cattle",NA,NA,NA,20.9,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D4  LH:OH","no"
"981","HK0327.3","LH:OH WH5 B3","Cattle",NA,NA,NA,19.8,"kg","missing_GE_value",0.06,"GE_all",NA,NA,"T D5  LH:OH","no"
"982","HK0329","DC0","Sheep",NA,NA,NA,1.6,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"DC0","yes"
"983","HK0329","DC100","Sheep",NA,NA,NA,1.552,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"DC100","no"
"984","HK0329","DC150","Sheep",NA,NA,NA,1.47,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"DC150","no"
"985","HK0329","DC200","Sheep",NA,NA,NA,1.42,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"DC200","no"
"986","HK0337","T100 Concentrate","Goat",NA,NA,NA,NA,"kg","missing_amount",0.055,"GE_diet_from_ingredients",NA,NA,"T 100 SEA...T100 SEA*N","no"
"987","HK0337","T100 Concentrate","Goat",NA,NA,NA,NA,"kg","missing_amount",0.055,"GE_diet_from_ingredients",NA,NA,"T 100 SEA","no"
"988","HK0337","T100 Concentrate","Goat",NA,NA,NA,NA,"kg","missing_amount",0.055,"GE_diet_from_ingredients",NA,NA,"T100 SEA*N","no"
"989","HK0337","T66 Concentrate","Goat",NA,NA,NA,NA,"kg","missing_amount",0.055,"GE_diet_from_ingredients",NA,NA,"T 66 SEA...T66 SEA*N","no"
"990","HK0337","T66 Concentrate","Goat",NA,NA,NA,NA,"kg","missing_amount",0.055,"GE_diet_from_ingredients",NA,NA,"T 66 SEA","no"
"991","HK0337","T66 Concentrate","Goat",NA,NA,NA,NA,"kg","missing_amount",0.055,"GE_diet_from_ingredients",NA,NA,"T66 SEA*N","no"
"992","HK0346","CM Bundle1","Goat",NA,0.402068976333333,0.145041054804881,0.025,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.025,"T D2 CM B1","no"
"993","HK0346","CM Bundle2","Goat",NA,0.402068976333333,0.145041054804881,0.025,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.025,"T D1 Con CM B2","yes"
"994","HK0350","Con CSM","Goat",NA,2.87895952195657,1.03854649421883,0.149,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.149,"T D1 Con CSM","yes"
"995","HK0350","Velvet BM 1","Goat",NA,3.3786737392,1.21881177564133,0.175,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.175,"T D2 Velvet BM 1","no"
"996","HK0350","Velvet BM 2","Goat",NA,3.27554467629714,1.18160933291402,0.17,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.17,"T D3 Velvet BM 2","no"
"997","HK0350","Velvet BM 3","Goat",NA,3.234460480512,1.16678875375163,0.168,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.168,"T D4 Velvet BM 3","no"
"998","JO1000","MSC0%","Cattle",NA,115.229129677037,47.6135460363605,6.82,"kg","amount_from_total_amounts",0.063,"GE_all",NA,NA,"MSC0%","yes"
"999","JO1000","MSC100%","Cattle",NA,123.683828355556,32.4489468821404,6.7,"kg","amount_from_total_amounts",0.04,"GE_all",NA,NA,"MSC100%","no"
"1000","JO1000","MSC25%","Cattle",NA,122.015225911111,50.4176122161007,6.9,"kg","amount_from_total_amounts",0.063,"GE_all",NA,NA,"MSC25%","no"
"1001","JO1000","MSC50%","Cattle",NA,121.48398808,31.8718099904402,7.02,"kg","amount_from_total_amounts",0.04,"GE_all",NA,NA,"MSC50%","no"
"1002","JO1002","M30","Cattle","Lactating Female",239.910505477262,94.4122204843132,12.9,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,12.9,"M30","no"
"1003","JO1002","M60","Cattle","Lactating Female",234.275367513095,92.1946190213259,12.6,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,12.6,"M60","no"
"1004","JO1003","CG AS","Goat","Adult Male",5.86956624,2.1173682348248,0.618,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"CG AS","no"
"1005","JO1003","CG ASG","Goat","Adult Male",7.29605504699256,2.6319551674461,0.598,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"CG ASG","no"
"1006","JO1003","CG AT","Goat","Adult Male",6.89948852266665,2.48889904928181,0.638,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"CG AT","no"
"1007","JO1003","CG MF","Goat","Adult Male",6.20874089831109,2.23972099790827,0.5874,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"CG MF","no"
"1008","JO1003","CG VA","Goat","Adult Male",5.77319725274074,2.08260439979821,0.556,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"CG VA","no"
"1009","JO1004","10% cactus","Cattle","Grower Female",118.227502190112,31.0174578971363,6.5,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,6.5,"10% cactus","no"
"1010","JO1004","20% cactus","Cattle","Grower Female",104.014244686953,27.288552963693,6,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,6,"20% cactus","no"
"1011","JO1004","Control Diet","Cattle","Grower Female",136.791250521362,35.8877314934749,7.3,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,7.3,"Control Diet","yes"
"1012","JO1004","commercial diet","Cattle","Grower Female",137.908022671593,36.18072113217,7.5,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,7.5,"commercial diet","no"
"1013","JO1017","R1","Sheep","Gestating Female",12.5919035479276,5.53342320331662,0.67613,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67613,"R1","yes"
"1014","JO1017","R1","Sheep","Gestating Female",12.5919035479276,5.53342320331662,0.67613,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67613,"R1","yes"
"1015","JO1017","R1","Sheep","Gestating Female",12.5919035479276,5.53342320331662,0.67613,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67613,"R1","yes"
"1016","JO1017","R1","Sheep","Gestating Female",12.5919035479276,5.53342320331662,0.67613,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67613,"R1","yes"
"1017","JO1017","R2","Sheep","Gestating Female",12.5904073201797,5.53276569658573,0.67313,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67313,"R2","no"
"1018","JO1017","R2","Sheep","Gestating Female",12.5904073201797,5.53276569658573,0.67313,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67313,"R2","no"
"1019","JO1017","R2","Sheep","Gestating Female",12.5904073201797,5.53276569658573,0.67313,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67313,"R2","no"
"1020","JO1017","R2","Sheep","Gestating Female",12.5904073201797,5.53276569658573,0.67313,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67313,"R2","no"
"1021","JO1017","R3","Sheep","Gestating Female",12.6025152114616,5.53808642401248,0.67088,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67088,"R3","no"
"1022","JO1017","R3","Sheep","Gestating Female",12.6025152114616,5.53808642401248,0.67088,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67088,"R3","no"
"1023","JO1017","R3","Sheep","Gestating Female",12.6025152114616,5.53808642401248,0.67088,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67088,"R3","no"
"1024","JO1017","R3","Sheep","Gestating Female",12.6025152114616,5.53808642401248,0.67088,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.67088,"R3","no"
"1025","JO1017","R4","Sheep","Gestating Female",12.5718114842143,5.52459388762731,0.66638,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.66638,"R4","no"
"1026","JO1017","R4","Sheep","Gestating Female",12.5718114842143,5.52459388762731,0.66638,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.66638,"R4","no"
"1027","JO1017","R4","Sheep","Gestating Female",12.5718114842143,5.52459388762731,0.66638,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.66638,"R4","no"
"1028","JO1017","R4","Sheep","Gestating Female",12.5718114842143,5.52459388762731,0.66638,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.66638,"R4","no"
"1029","JO1019","Feed 1","Goat","Adult Male",18.9640796190476,6.84104040166003,1.78095238095238,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,NA,NA
"1030","JO1019","Feed 2","Goat","Adult Male",21.3286432366843,7.69402539041219,2.1952380952381,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,NA,NA
"1031","JO1019","Feed 3","Goat","Adult Male",35.7853959910406,12.9091073588525,2.55761904761905,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,NA,NA
"1032","JO1019","Feed 4","Goat","Adult Male",39.4646528787302,14.236350521842,2.56571428571429,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,NA,NA
"1033","JO1020","Ration 1","Sheep","Lamb",3.72852976,1.10046902619946,0.408,"kg","amount_from_total_amounts",0.045,"GE_all",NA,NA,"Ration 1","yes"
"1034","JO1020","Ration 2","Sheep","Lamb",4.00524324888889,1.18214052763702,0.401,"kg","amount_from_total_amounts",0.045,"GE_all",NA,NA,"Ration 2","no"
"1035","JO1020","Ration 3","Sheep","Lamb",3.65914765022222,1.0799910180575,0.381,"kg","amount_from_total_amounts",0.045,"GE_all",NA,NA,"Ration 3","no"
"1036","JO1020","Ration 4","Sheep","Lamb",4.06638683022221,1.20018694854267,0.384,"kg","amount_from_total_amounts",0.045,"GE_all",NA,NA,"Ration 4","no"
"1037","JO1022","Feed 1","Sheep","Yearling Male",15.7715955925192,6.93071644591299,0.8134,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.8134,"Feed 1","yes"
"1038","JO1022","Feed 2","Sheep","Yearling Male",14.8943803948539,6.54523041430642,0.7778,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.7778,"Feed 2","no"
"1039","JO1022","Feed 3","Sheep","Yearling Male",14.3305537065281,6.29746075279684,0.7601,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.7601,"Feed 3","no"
"1040","JO1022","Feed 4","Sheep","Yearling Male",13.8823348515858,6.10049413828449,0.7513,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.7513,"Feed 4","no"
"1041","JO1022","Feed 5","Sheep","Yearling Male",13.2988527697455,5.84408705272462,0.74,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.74,"Feed 5","no"
"1042","JO1023","Lablab 300g NF","Goat","Yearling Male",14.27704968,5.15025646587601,0.789,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.789,"Lablab 300g NF","yes"
"1043","JO1024","T1 300CPH","Sheep","Lamb Male",12.299269,3.6301076967655,0.68711,"kg","GE_diet_based",0.045,"GE_diet_from_ingredients",NA,0.68711,"T1 300CPH","yes"
"1044","JO1024","T2 225CPH 75WB","Sheep","Lamb Male",12.1465223958313,3.58502480416045,0.66941,"kg","GE_diet_based",0.045,"GE_diet_from_ingredients",NA,0.66941,"T2 225CPH 75WB","no"
"1045","JO1024","T3 150CPH 150WB","Sheep","Lamb Male",13.2301174356224,3.90484598167291,0.71941,"kg","GE_diet_based",0.045,"GE_diet_from_ingredients",NA,0.71941,"T3 150CPH 150WB","no"
"1046","JO1024","T4 75CPH 225WB","Sheep","Lamb Male",11.7587190666658,3.47056533099705,0.63099,"kg","GE_diet_based",0.045,"GE_diet_from_ingredients",NA,0.63099,"T4 75CPH 225WB","no"
"1047","JO1024","T5 300WB","Sheep","Lamb Male",12.7154272743042,3.75293608230812,0.67347,"kg","GE_diet_based",0.045,"GE_diet_from_ingredients",NA,0.67347,"T5 300WB","yes"
"1048","JO1025","SPV 0","Cattle","Lactating Female",123.140032340299,48.4594197349962,6.8,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,6.8,"SPV 0","yes"
"1049","JO1026","T2 PH100% 300CM","Sheep","Yearling Male",11.2294965176688,4.93472304293965,0.575,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.575,"T2 PH100% 300CM","no"
"1050","JO1026","T3 PH100% 1HB","Sheep","Yearling Male",9.7704,4.29353336927224,0.531,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.531,"T3 PH100% 1HB","no"
"1051","JO1026","T4 PH100% 948HO","Sheep","Yearling Male",10.7835,4.73873301886792,0.553,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.553,"T4 PH100% 948HO","no"
"1052","JO1026","T5 PH100% 250HB 237HO 150CM","Sheep","Yearling Male",10.796591166064,4.74448583946262,0.566,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.566,"T5 PH100% 250HB 237HO 150CM","no"
"1053","JO1027","100C","Sheep",NA,14.2590630389493,6.26604468315372,0.742,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.742,"100C","no"
"1054","JO1028","T1 Feed","Sheep","Lamb",19.9849031805307,5.89850915975233,1.05768,"kg","GE_diet_based",0.045,"GE_diet_from_ingredients",NA,1.05768,"T1 Feed","no"
"1055","JO1028","T2 Feed","Sheep","Lamb",20.412475548842,6.02470639514338,1.07768,"kg","GE_diet_based",0.045,"GE_diet_from_ingredients",NA,1.07768,"T2 Feed","no"
"1056","JO1028","T3 Feed","Sheep","Lamb",22.8340030272499,6.73941598782713,1.22388,"kg","GE_diet_based",0.045,"GE_diet_from_ingredients",NA,1.22388,"T3 Feed","no"
"1057","JO1029","Feed 1","Cattle","Lactating Female",NA,NA,NA,NA,"missing_GE_value",0.06,"GE_all",NA,NA,"Feed 1","yes"
"1058","JO1029","Feed 2","Cattle","Lactating Female",NA,NA,NA,NA,"missing_GE_value",0.06,"GE_all",NA,NA,"Feed 2","no"
"1059","JO1029","Feed 3","Cattle","Lactating Female",NA,NA,NA,NA,"missing_GE_value",0.06,"GE_all",NA,NA,"Feed 3","no"
"1060","JO1029","Feed 4","Cattle","Lactating Female",NA,NA,NA,NA,"missing_GE_value",0.06,"GE_all",NA,NA,"Feed 4","no"
"1061","JO1030","Diet A","Sheep","Adult Male",NA,NA,0.9,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Diet A","yes"
"1062","JO1030","Diet B","Sheep","Adult Male",NA,NA,0.96,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Diet B","no"
"1063","JO1030","Diet C","Sheep","Adult Male",NA,NA,1,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Diet C","no"
"1064","JO1033","Feed 3","Sheep","Yearling Male",NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"Feed 3","no"
"1065","JO1033","Feed 4","Sheep","Yearling Male",NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"Feed 4","no"
"1066","JO1034","Control Feed","Goat","Yearling Male",3.21275635860148,1.15895927940566,0.09982,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"Control Feed","yes"
"1067","JO1034","PBb 15 Feed","Goat","Yearling Male",21.0583770399437,7.59653044163288,0.57043,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"PBb 15 Feed","no"
"1068","JO1034","WBb 15 Feed","Goat","Yearling Male",20.23271766672,7.29868476476916,0.62658,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"WBb 15 Feed","no"
"1069","JO1035","Fattening Ba Feed","Sheep","Lamb Male",9.2,2.71536388140162,0.5,"kg","GE_diet_based",0.045,"GE_diet_from_ingredients",NA,0.5,"Fattening Ba Feed","no"
"1070","JO1035","Suckling Ba Feed","Sheep","Lamb Male",7.36,2.17229110512129,0.4,"kg","GE_diet_based",0.045,"GE_diet_from_ingredients",NA,0.4,NA,NA
"1071","JO1036","Feed 2","Sheep","Yearling Male",1042.85409504668,458.274876808025,54,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,54,"Feed 2","no"
"1072","JO1036","Feed 3","Sheep","Yearling Male",NA,NA,55,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Feed 3","no"
"1073","JO1036","Feed 4","Sheep","Yearling Male",NA,NA,51,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Feed 4","no"
"1074","JO1036","Feed 5","Sheep","Yearling Male",NA,NA,49,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Feed 5","no"
"1075","JO1038","Feed 2","Sheep","Yearling Male",NA,NA,0.948,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Feed 2","no"
"1076","JO1038","Feed 3","Sheep","Yearling Male",NA,NA,0.935,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Feed 3","no"
"1077","JO1038","Feed 4","Sheep","Yearling Male",NA,NA,0.985,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Feed 4","no"
"1078","JO1039.1","PRQ Feed","Sheep",NA,18.3700377696,8.07258353379278,1.1,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.1,"PRQ Feed","no"
"1079","JO1039.2","IQR Feed","Goat",NA,NA,NA,0.92,"kg","missing_GE_value",0.055,"GE_all",NA,NA,NA,NA
"1080","JO1039.2","PRQ Feed","Goat",NA,10.5904412208,3.82036132089057,0.63,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.63,NA,NA
"1081","JO1039.2","SIRQ Feed","Goat",NA,NA,NA,0.89,"kg","missing_GE_value",0.055,"GE_all",NA,NA,NA,NA
"1082","JO1039.3","100%LH Feed","Sheep",NA,28.5745620322909,12.5568897484218,1.59,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.59,"100%LH Feed","no"
"1083","JO1039.3","100%PRQ Feed","Sheep",NA,18.20303742624,7.9991964107583,1.09,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.09,"100%PRQ Feed","yes"
"1084","JO1039.3","25%PRQ 75%LH Feed","Sheep",NA,24.1853985450982,10.6281028107884,1.37,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.37,"25%PRQ 75%LH Feed","no"
"1085","JO1039.3","50%PRQ 50%LH Feed","Sheep",NA,24.4433771834618,10.7414697038914,1.41,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.41,"50%PRQ 50%LH Feed","no"
"1086","JO1039.3","75%PRQ 25%LH Feed","Sheep",NA,21.2723517718182,9.34798495201822,1.25,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.25,"75%PRQ 25%LH Feed","no"
"1087","JO1039.5a","TTH 16%FM CFM","Sheep",NA,16.5556130715163,7.27524739737524,0.91,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.91,"TTH 16%FM CFM","no"
"1088","JO1039.5a","TTH 20%FM CFM","Sheep",NA,16.9264617878426,7.43821425016515,0.92,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.92,"TTH 20%FM CFM","no"
"1089","JO1039.5a","TTH 24%FM CFM","Sheep",NA,17.1213918888409,7.52387490820493,0.92,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.92,"TTH 24%FM CFM","no"
"1090","JO1039.5a","TTH 28%FM CFM","Sheep",NA,16.7424598647599,7.35735590283385,0.89,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.89,"TTH 28%FM CFM","no"
"1091","JO1039.5b","TTH 16%FM SFM","Sheep",NA,23.3370071825508,10.2552832102297,0.9,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.9,"TTH 16%FM SFM","no"
"1092","JO1039.5b","TTH 20%FM SFM","Sheep",NA,23.0227437464892,10.1171823597555,0.92,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.92,"TTH 20%FM SFM","no"
"1093","JO1039.5b","TTH 24%FM SFM","Sheep",NA,22.6821312875269,9.96750261700755,0.94,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.94,"TTH 24%FM SFM","no"
"1094","JO1039.5b","TTH 28%FM SFM","Sheep",NA,20.9121020870876,9.18967576890794,0.9,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.9,"TTH 28%FM SFM","no"
"1095","JO1041","Feed 2","Sheep","Yearling Male",15.023,6.60175139263252,0.83,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.83,"Feed 2","no"
"1096","JO1041","Feed 3","Sheep","Yearling Male",NA,NA,0.867,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Feed 3","no"
"1097","JO1041","Feed 4","Sheep","Yearling Male",NA,NA,0.87,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Feed 4","no"
"1098","JO1042","154MBH 156CM T3","Sheep","Yearling Male",15.8311180346947,6.95687316331461,0.8569,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.8569,"154MBH 156CM T3","no"
"1099","JO1042","226CM T1","Sheep","Yearling Male",14.9635439206217,6.57562383789405,0.77689,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.77689,"226CM T1","yes"
"1100","JO1042","231MBH 120CM T4","Sheep","Yearling Male",16.325287557839,7.17403247487787,0.89628,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.89628,"231MBH 120CM T4","no"
"1101","JO1042","308MBH 87CM T5","Sheep","Yearling Male",16.5122152019286,7.25617650967051,0.91656,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.91656,"308MBH 87CM T5","no"
"1102","JO1042","77MBH 192CM T2","Sheep","Yearling Male",15.5193154177613,6.81985370245019,0.82547,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.82547,"77MBH 192CM T2","no"
"1103","JO1044","Feed 1","Goat","Yearling Male",5.98035140845925,2.15733251616926,0.2851,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"Feed 1","yes"
"1104","JO1044","Feed 2","Goat","Yearling Male",7.25077353653332,2.61562046263983,0.2826,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"Feed 2","no"
"1105","JO1044","Feed 3","Goat","Yearling Male",7.8973815725037,2.84887574246203,0.27808,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"Feed 3","no"
"1106","JO1044","Feed 4","Goat","Yearling Male",7.6248268169037,2.75055522640327,0.24998,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"Feed 4","no"
"1107","JO1045","CCH Feed","Cattle","Adult",115.629389745313,53.0877072415586,6.4,"kg","GE_diet_based",0.07,"GE_diet_from_ingredients",NA,6.4,"CCH Feed","yes"
"1108","JO1045","TRH Feed","Cattle","Adult",121.438152312533,55.7546233887732,6.8,"kg","GE_diet_based",0.07,"GE_diet_from_ingredients",NA,6.8,"TRH Feed","no"
