B.Code,A.Level.Name,ED.Intake.Item,ED.Intake.Item.Raw,ED.Mean.T,ED.Error,Out.Subind,P.Product,is_entire_diet,is_group,T.Animals,Out.Unit.Animals,Out.Unit.Time,Out.Unit.Amount,Out.WG.Start,Out.WG.Unit
EM1045,Treatment T2,Water,Water,578.1,37.78,Feed Intake,NA,FALSE,NA,4,individual,day,ml,10.84,kg
EM1045,Treatment T3,Entire Diet,Entire Diet,0.48129,16.39,Feed Intake,NA,TRUE,NA,4,individual,day,kg,12.24,kg
EM1045,Treatment T3,Water,Water,691.1,37.78,Feed Intake,NA,FALSE,NA,4,individual,day,ml,12.24,kg
EM1045,Treatment T4,Entire Diet,Entire Diet,0.34114,16.39,Feed Intake,NA,TRUE,NA,4,individual,day,kg,10.6,kg
EM1045,Treatment T4,Water,Water,674.7,37.78,Feed Intake,NA,FALSE,NA,4,individual,day,ml,10.6,kg
EM1045,Treatment T5,Entire Diet,Entire Diet,0.45272,16.39,Feed Intake,NA,TRUE,NA,4,individual,day,kg,11.2,kg
EM1045,Treatment T5,Water,Water,675.7,37.78,Feed Intake,NA,FALSE,NA,4,individual,day,ml,11.2,kg
EM1046,Treatment T1,Entire Diet,Entire Diet,1.19879,NA,Feed Intake,NA,TRUE,NA,7,individual,day,kg,25.27,kg
EM1046,Treatment T2,Entire Diet,Entire Diet,1.2173399999999999,NA,Feed Intake,NA,TRUE,NA,7,individual,day,kg,25.05,kg
EM1046,Treatment T3,Entire Diet,Entire Diet,1.2778900000000002,NA,Feed Intake,NA,TRUE,NA,7,individual,day,kg,25.2,kg
EM1047,GH0,Bone||Grinding;Maize Grain;Cotton Seed Cake;Wheat Offal;Salt;Minerals and Vitamins Premix,Bone||Grinding;Maize Grain;Cotton Seed Cake;Wheat Offal;Salt;Minerals and Vitamins Premix,319.4,0.56,Feed Intake,NA,FALSE,NA,5,individual,NA,kg,160.2,kg
EM1047,GH0,Entire Diet,Entire Diet,4.99,0.08,Feed Intake,NA,TRUE,NA,5,individual,day,kg,160.2,kg
EM1047,GH0,Andropogon gayanus Dried,Gamba grass||Drying,332.6,8.54,Feed Intake,NA,FALSE,NA,5,individual,NA,kg,160.2,kg
EM1047,GH25,Bone||Grinding;Maize Grain;Cotton Seed Cake;Wheat Offal;Salt;Minerals and Vitamins Premix,Bone||Grinding;Maize Grain;Cotton Seed Cake;Wheat Offal;Salt;Minerals and Vitamins Premix,319.24,0.56,Feed Intake,NA,FALSE,NA,5,individual,NA,kg,164.8,kg
EM1047,GH25,Entire Diet,Entire Diet,5.09,0.08,Feed Intake,NA,TRUE,NA,5,individual,day,kg,164.8,kg
EM1047,GH25,Andropogon gayanus Dried,Gamba grass||Drying,288.15999999999997,8.54,Feed Intake,NA,FALSE,NA,5,individual,NA,kg,164.8,kg
EM1047,GH50,Bone||Grinding;Maize Grain;Cotton Seed Cake;Wheat Offal;Salt;Minerals and Vitamins Premix,Bone||Grinding;Maize Grain;Cotton Seed Cake;Wheat Offal;Salt;Minerals and Vitamins Premix,283.992,0.56,Feed Intake,NA,FALSE,NA,5,individual,NA,kg,165.8,kg
EM1047,GH50,Entire Diet,Entire Diet,4.54,0.08,Feed Intake,NA,TRUE,NA,5,individual,day,kg,165.8,kg
EM1047,GH50,Andropogon gayanus Dried,Gamba grass||Drying,274.848,8.54,Feed Intake,NA,FALSE,NA,5,individual,NA,kg,165.8,kg
EM1047,GH75,Bone||Grinding;Maize Grain;Cotton Seed Cake;Wheat Offal;Salt;Minerals and Vitamins Premix,Bone||Grinding;Maize Grain;Cotton Seed Cake;Wheat Offal;Salt;Minerals and Vitamins Premix,276.568,0.56,Feed Intake,NA,FALSE,NA,5,individual,NA,kg,163.8,kg
EM1047,GH75,Entire Diet,Entire Diet,4.42,0.08,Feed Intake,NA,TRUE,NA,5,individual,day,kg,163.8,kg
EM1047,GH75,Andropogon gayanus Dried,Gamba grass||Drying,259.832,8.54,Feed Intake,NA,FALSE,NA,5,individual,NA,kg,163.8,kg
EM1048,T1 Control,Entire Diet,Entire Diet,0.64322,1.68,Feed Intake,NA,TRUE,NA,6,individual,day,kg,19.33,kg
EM1048,T1 Control,Natural Pasture Dried,Native hay||Drying,0.34639,0.78,Feed Intake,NA,FALSE,NA,6,individual,day,kg,19.33,kg
EM1048,T1 Control,Noug Cake;Maize;Salt,Noug Cake;Maize;Salt,0.29683,1.23,Feed Intake,NA,FALSE,NA,6,individual,day,kg,19.33,kg
EM1048,T2 35FPH,Entire Diet,Entire Diet,0.70551,1.68,Feed Intake,NA,TRUE,NA,6,individual,day,kg,19.08,kg
EM1048,T2 35FPH,Natural Pasture Dried,Native hay||Drying,0.36356,0.78,Feed Intake,NA,FALSE,NA,6,individual,day,kg,19.08,kg
EM1048,T2 35FPH,Noug Cake;Wheat Bran;Pea Seed Hull;Salt,Noug Cake;Wheat Bran;Pea Seed Hull;Salt,0.34195,1.23,Feed Intake,NA,FALSE,NA,6,individual,day,kg,19.08,kg
EM1048,T3 50FPH,Entire Diet,Entire Diet,0.71415,1.68,Feed Intake,NA,TRUE,NA,6,individual,day,kg,19.33,kg
EM1048,T3 50FPH,Natural Pasture Dried,Native hay||Drying,0.36819999999999997,0.78,Feed Intake,NA,FALSE,NA,6,individual,day,kg,19.33,kg
EM1048,T3 50FPH,Noug Cake;Wheat Bran;Pea Seed Hull;Salt,Noug Cake;Wheat Bran;Pea Seed Hull;Salt,0.34595,1.23,Feed Intake,NA,FALSE,NA,6,individual,day,kg,19.33,kg
EM1049,Treatment T1,Maize Offal;Cowpea Husk,Maize Offal;Cowpea Husk,0,0.7215,Feed Intake,NA,FALSE,NA,3,individual,day,kg,23,kg
EM1049,Treatment T2,Maize Offal;Cowpea Husk,Maize Offal;Cowpea Husk,0.14396,0.7215,Feed Intake,NA,FALSE,NA,3,individual,day,kg,23,kg
EM1049,Treatment T3,Maize Offal;Cowpea Husk,Maize Offal;Cowpea Husk,0.18787,0.7215,Feed Intake,NA,FALSE,NA,3,individual,day,kg,23,kg
EM1049,Treatment T4,Maize Offal;Cowpea Husk,Maize Offal;Cowpea Husk,0.22355,0.7215,Feed Intake,NA,FALSE,NA,3,individual,day,kg,23.667,kg
EM1050,Treatment T1,Entire Diet,Entire Diet,6.93,0.02,Feed Intake,NA,TRUE,NA,5,individual,day,kg,197,kg
EM1050,Treatment T2,Entire Diet,Entire Diet,7.16,0.02,Feed Intake,NA,TRUE,NA,5,individual,day,kg,196.8,kg
EM1050,Treatment T3,Entire Diet,Entire Diet,7.49,0.02,Feed Intake,NA,TRUE,NA,5,individual,day,kg,197.2,kg
EM1050,Treatment T4,Entire Diet,Entire Diet,7.57,0.02,Feed Intake,NA,TRUE,NA,5,individual,day,kg,196.8,kg
EM1051,T1  A,Entire Diet,Entire Diet,0.4179,19.096,Feed Intake,NA,TRUE,NA,4,individual,day,kg,6.83,kg
EM1051,T2 B,Entire Diet,Entire Diet,0.42893000000000003,19.096,Feed Intake,NA,TRUE,NA,4,individual,day,kg,6.63,kg
EM1051,T3 C,Entire Diet,Entire Diet,0.322,19.096,Feed Intake,NA,TRUE,NA,4,individual,day,kg,6.58,kg
EM1051,T4 D,Entire Diet,Entire Diet,0.2881,19.096,Feed Intake,NA,TRUE,NA,4,individual,day,kg,6.5,kg
EM1052,Diet 1,Entire Diet,Entire Diet,0.46270999999999995,4.04,Feed Intake,NA,TRUE,NA,6,individual,day,kg,10.43,kg
EM1052,Diet 2,Entire Diet,Entire Diet,0.46556000000000003,4.04,Feed Intake,NA,TRUE,NA,6,individual,day,kg,10.45,kg
EM1052,Diet 3,Entire Diet,Entire Diet,0.48636,4.04,Feed Intake,NA,TRUE,NA,6,individual,day,kg,10.46,kg
EM1052,Diet 4,Entire Diet,Entire Diet,0.46738999999999997,4.04,Feed Intake,NA,TRUE,NA,6,individual,day,kg,10.46,kg
EM1052,Diet 5,Entire Diet,Entire Diet,0.46666,4.04,Feed Intake,NA,TRUE,NA,6,individual,day,kg,10.52,kg
EM1053,Diet A,Entire Diet,Entire Diet,0.2243,8.72,Feed Intake,NA,TRUE,NA,4,individual,day,kg,6.5,kg
EM1053,Diet B,Entire Diet,Entire Diet,0.21530000000000002,8.72,Feed Intake,NA,TRUE,NA,4,individual,day,kg,6.5,kg
EM1053,Diet C,Entire Diet,Entire Diet,0.26389999999999997,8.72,Feed Intake,NA,TRUE,NA,4,individual,day,kg,6.5,kg
EM1053,Diet D,Entire Diet,Entire Diet,0.29025,8.72,Feed Intake,NA,TRUE,NA,4,individual,day,kg,6.5,kg
EM1054,M0,Trifolium alexandrinum,Egyptian Berseem Clover,2.08,0.03,Feed Intake,NA,FALSE,NA,10,individual,day,kg,153.7,kg
EM1054,M0,Entire Diet,Entire Diet,6.94,0.08,Feed Intake,NA,TRUE,NA,10,individual,day,kg,153.7,kg
EM1054,M0,Maize Yellow;Wheat Bran;Soybean||Grinding;Limestone;Salt;Minerals and Vitamins Premix,Maize Yellow;Wheat Bran;Soybean||Grinding;Limestone;Salt;Minerals and Vitamins Premix,4.86,0.06,Feed Intake,NA,FALSE,NA,10,individual,day,kg,153.7,kg
EM1054,M15,Trifolium alexandrinum,Egyptian Berseem Clover,2.13,0.01,Feed Intake,NA,FALSE,NA,10,individual,day,kg,153,kg
EM1054,M15,Entire Diet,Entire Diet,7.1,0.04,Feed Intake,NA,TRUE,NA,10,individual,day,kg,153,kg
EM1054,M15,Maize Yellow;Wheat Bran;Soybean||Grinding;Moringa oleifera leaf||Grinding;Limestone;Salt;Minerals and Vitamins Premix,Maize Yellow;Wheat Bran;Soybean||Grinding;Moringa oleifera leaf||Grinding;Limestone;Salt;Minerals and Vitamins Premix,4.97,0.03,Feed Intake,NA,FALSE,NA,10,individual,day,kg,153,kg
EM1054,M20,Trifolium alexandrinum,Egyptian Berseem Clover,1.91,0.02,Feed Intake,NA,FALSE,NA,10,individual,day,kg,154.7,kg
EM1054,M20,Entire Diet,Entire Diet,6.35,0.07,Feed Intake,NA,TRUE,NA,10,individual,day,kg,154.7,kg
EM1054,M20,Maize Yellow;Wheat Bran;Soybean||Grinding;Moringa oleifera leaf||Grinding;Limestone;Salt;Minerals and Vitamins Premix,Maize Yellow;Wheat Bran;Soybean||Grinding;Moringa oleifera leaf||Grinding;Limestone;Salt;Minerals and Vitamins Premix,4.44,0.05,Feed Intake,NA,FALSE,NA,10,individual,day,kg,154.7,kg
EM1055,Treatment T1,Entire Diet,Entire Diet,0.1865,0.117,Feed Intake,NA,TRUE,NA,10,individual,day,kg,1.2185,kg
EM1055,Treatment T2,Entire Diet,Entire Diet,0.2088,0.117,Feed Intake,NA,TRUE,NA,10,individual,day,kg,1.093,kg
EM1055,Treatment T3,Entire Diet,Entire Diet,0.21380000000000002,0.117,Feed Intake,NA,TRUE,NA,10,individual,day,kg,1.161,kg
EM1055,Treatment T4,Entire Diet,Entire Diet,0.2067,0.117,Feed Intake,NA,TRUE,NA,10,individual,day,kg,1.1588,kg
EM1056,Treatment T1,Entire Diet,Entire Diet,0.51455,23.12,Feed Intake,NA,TRUE,NA,3,individual,day,kg,9.83,kg
EM1056,Treatment T2,Entire Diet,Entire Diet,0.5411699999999999,23.12,Feed Intake,NA,TRUE,NA,3,individual,day,kg,9.1,kg
EM1056,Treatment T3,Entire Diet,Entire Diet,0.5614,23.12,Feed Intake,NA,TRUE,NA,3,individual,day,kg,9.6,kg
EM1056,Treatment T4,Entire Diet,Entire Diet,0.5657000000000001,23.12,Feed Intake,NA,TRUE,NA,3,individual,day,kg,9.4,kg
EM1057,Diet R1,Entire Diet,Entire Diet,2859,2.23,Feed Intake,NA,TRUE,NA,10,individual,experiment,g/experiment,0.115,kg
EM1057,Diet R2,Entire Diet,Entire Diet,2746,2.23,Feed Intake,NA,TRUE,NA,10,individual,experiment,g/experiment,0.125,kg
EM1057,Diet R3,Entire Diet,Entire Diet,2763,2.23,Feed Intake,NA,TRUE,NA,10,individual,experiment,g/experiment,0.12,kg
EM1057,Diet R4,Entire Diet,Entire Diet,2801,2.23,Feed Intake,NA,TRUE,NA,10,individual,experiment,g/experiment,0.118,kg
EM1058,Treatment T1,Entire Diet,Entire Diet,0.54414,93.19,Feed Intake,NA,TRUE,NA,4,individual,day,kg,14.7,kg
EM1058,Treatment T1,Maize Offal,Maize Offal,0.27686,84.4,Feed Intake,NA,FALSE,NA,4,individual,day,kg,14.7,kg
EM1058,Treatment T1,Rice Straw,Rice Straw,0.26727999999999996,18.75,Feed Intake,NA,FALSE,NA,4,individual,day,kg,14.7,kg
EM1058,Treatment T2,Entire Diet,Entire Diet,0.49721,93.19,Feed Intake,NA,TRUE,NA,4,individual,day,kg,14.53,kg
EM1058,Treatment T2,Maize Offal;Mango Seed Kernel||Chopping||Hammer Milling||Drying,Maize Offal;Mango Seed Kernel||Chopping||Hammer Milling||Drying,0.23564,84.4,Feed Intake,NA,FALSE,NA,4,individual,day,kg,14.53,kg
EM1058,Treatment T2,Rice Straw,Rice Straw,0.26156999999999997,18.75,Feed Intake,NA,FALSE,NA,4,individual,day,kg,14.53,kg
EM1058,Treatment T3,Entire Diet,Entire Diet,0.50746,93.19,Feed Intake,NA,TRUE,NA,4,individual,day,kg,14.23,kg
EM1058,Treatment T3,Maize Offal;Mango Seed Kernel||Chopping||Hammer Milling||Drying,Maize Offal;Mango Seed Kernel||Chopping||Hammer Milling||Drying,0.24789,84.4,Feed Intake,NA,FALSE,NA,4,individual,day,kg,14.23,kg
EM1058,Treatment T3,Rice Straw,Rice Straw,0.25956999999999997,18.75,Feed Intake,NA,FALSE,NA,4,individual,day,kg,14.23,kg
EM1058,Treatment T4,Entire Diet,Entire Diet,0.49438,93.19,Feed Intake,NA,TRUE,NA,4,individual,day,kg,14.65,kg
EM1058,Treatment T4,Maize Offal;Mango Seed Kernel||Chopping||Hammer Milling||Drying,Maize Offal;Mango Seed Kernel||Chopping||Hammer Milling||Drying,0.22635,84.4,Feed Intake,NA,FALSE,NA,4,individual,day,kg,14.65,kg
EM1058,Treatment T4,Rice Straw,Rice Straw,0.26803,18.75,Feed Intake,NA,FALSE,NA,4,individual,day,kg,14.65,kg
EM1059,Diet 1,Entire Diet,Entire Diet,0.10975,3.55,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.02542,kg
EM1059,Diet 2,Entire Diet,Entire Diet,0.10942,3.48,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.031170000000000003,kg
EM1059,Diet 3,Entire Diet,Entire Diet,0.12908,6.77,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.032,kg
EM1059,Diet 4,Entire Diet,Entire Diet,0.10592,3.23,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.02583,kg
EM1060,Treatment T1,Entire Diet,Entire Diet,0.08288,3.85,Feed Intake,NA,TRUE,NA,15,individual,day,kg,0.1544,kg
EM1060,Treatment T2,Entire Diet,Entire Diet,0.07891,3.85,Feed Intake,NA,TRUE,NA,15,individual,day,kg,0.1545,kg
EM1060,Treatment T3,Entire Diet,Entire Diet,0.0683,3.85,Feed Intake,NA,TRUE,NA,15,individual,day,kg,0.15416999999999997,kg
EM1060,Treatment T4,Entire Diet,Entire Diet,0.06376,3.85,Feed Intake,NA,TRUE,NA,15,individual,day,kg,0.15412,kg
EM1061,BSF-based diet,Entire Diet,Entire Diet,0.111940555555556,7.33611111111111,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,NA,NA
EM1061,Control Diet,Entire Diet,Entire Diet,0.11951472222222201,6.63166666666667,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.1709,NA
EM1062,Diet A M+V+C,Entire Diet,Entire Diet,0.07759999999999999,3.66714285714286,Feed Intake,NA,TRUE,NA,60,individual,day,kg,0.0446,kg
EM1062,Diet B M+C,Entire Diet,Entire Diet,0.07667714285714279,3.85,Feed Intake,NA,TRUE,NA,60,individual,day,kg,0.04207,kg
EM1062,Diet C V+C,Entire Diet,Entire Diet,0.0829814285714286,3.98714285714286,Feed Intake,NA,TRUE,NA,60,individual,day,kg,0.0434,kg
EM1062,Diet D,Entire Diet,Entire Diet,0.11216285714285701,7.21428571428571,Feed Intake,NA,TRUE,NA,60,individual,day,kg,0.0432,kg
EM1063,Treatment T1,Entire Diet,Entire Diet,0.10572857142857142,152.8,Feed Intake,NA,TRUE,NA,NA,individual,NA,kg,0.0603,kg
EM1063,Treatment T2,Entire Diet,Entire Diet,0.13154285714285716,152.8,Feed Intake,NA,TRUE,NA,NA,individual,NA,kg,0.061,kg
EM1063,Treatment T3,Entire Diet,Entire Diet,0.13514285714285715,152.8,Feed Intake,NA,TRUE,NA,NA,individual,NA,kg,0.061200000000000004,kg
EM1063,Treatment T4,Entire Diet,Entire Diet,0.12958571428571428,152.8,Feed Intake,NA,TRUE,NA,NA,individual,NA,kg,0.06,kg
EM1063,Treatment T5,Entire Diet,Entire Diet,0.1343857142857143,152.8,Feed Intake,NA,TRUE,NA,NA,individual,NA,kg,0.06,kg
EM1063,Treatment T6,Entire Diet,Entire Diet,0.13137142857142856,152.8,Feed Intake,NA,TRUE,NA,NA,individual,NA,kg,0.0605,kg
EM1064,Diet 1,Entire Diet,Entire Diet,4.82,NA,Feed Intake,NA,TRUE,NA,10,individual,experiment,kg/experiment,0.040920000000000005,kg
EM1064,Diet 2,Entire Diet,Entire Diet,4.39,NA,Feed Intake,NA,TRUE,NA,10,individual,experiment,kg/experiment,0.04099,kg
EM1064,Diet 3,Entire Diet,Entire Diet,4.34,NA,Feed Intake,NA,TRUE,NA,10,individual,experiment,kg/experiment,0.04096,kg
EM1064,Diet 4,Entire Diet,Entire Diet,4.11,NA,Feed Intake,NA,TRUE,NA,10,individual,experiment,kg/experiment,0.04094,kg
EM1065,Treatment T1,Entire Diet,Entire Diet,0.07065,2.63,Feed Intake,NA,TRUE,NA,5,individual,day,kg,0.4525,kg
EM1065,Treatment T2,Entire Diet,Entire Diet,0.08068,2.63,Feed Intake,NA,TRUE,NA,5,individual,day,kg,0.4465,kg
EM1065,Treatment T3,Entire Diet,Entire Diet,0.08952,2.63,Feed Intake,NA,TRUE,NA,5,individual,day,kg,0.43,kg
EM1066,Con,Entire Diet,Entire Diet,0.0230178571428571,0.521428571428571,Feed Intake,NA,TRUE,NA,12,individual,day,kg,9.83,NA
EM1066,PEG0,Entire Diet,Entire Diet,0.0242785714285714,0.521428571428571,Feed Intake,NA,TRUE,NA,12,individual,day,kg,NA,NA
EM1066,PEG100,Entire Diet,Entire Diet,0.0266107142857143,0.521428571428571,Feed Intake,NA,TRUE,NA,12,individual,day,kg,NA,NA
EM1066,PEG25,Entire Diet,Entire Diet,0.0238178571428571,0.521428571428571,Feed Intake,NA,TRUE,NA,12,individual,day,kg,NA,NA
EM1066,PEG50,Entire Diet,Entire Diet,0.025378571428571403,0.521428571428571,Feed Intake,NA,TRUE,NA,12,individual,day,kg,NA,NA
EM1066,PEG75,Entire Diet,Entire Diet,0.0254107142857143,0.521428571428571,Feed Intake,NA,TRUE,NA,12,individual,day,kg,NA,NA
EM1067,Control (A),Entire Diet,Entire Diet,0.020078571428571428,NA,Feed Intake,NA,TRUE,NA,8,individual,NA,kg,0.05781,kg
EM1067,Treatment 1(B),Entire Diet,Entire Diet,0.019969999999999998,NA,Feed Intake,NA,TRUE,NA,8,individual,NA,kg,0.05758,kg
EM1067,Treatment 2 (C),Entire Diet,Entire Diet,0.01995,NA,Feed Intake,NA,TRUE,NA,8,individual,NA,kg,0.05794,kg
EM1067,Treatment 3 (D),Entire Diet,Entire Diet,0.019934285714285713,NA,Feed Intake,NA,TRUE,NA,8,individual,NA,kg,0.05788,kg
EM1068,RFM,Entire Diet,Entire Diet,0.07701000000000001,NA,Feed Intake,NA,TRUE,NA,15,individual,day,kg,NA,NA
EM1068,RIM,Entire Diet,Entire Diet,0.07698,NA,Feed Intake,NA,TRUE,NA,15,individual,day,kg,NA,NA
EM1068,RTS,Entire Diet,Entire Diet,0.07862999999999999,NA,Feed Intake,NA,TRUE,NA,15,individual,day,kg,NA,NA
EM1069,Treatment T1,Entire Diet,Entire Diet,0.19108,3.7,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.04063,kg
EM1069,Treatment T2,Entire Diet,Entire Diet,0.19190000000000002,3.7,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.04057,kg
EM1069,Treatment T3,Entire Diet,Entire Diet,0.20356,3.7,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.04068,kg
EM1069,Treatment T4,Entire Diet,Entire Diet,0.2006,3.7,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.04064,kg
EM1070,Treatment T1,Entire Diet,Entire Diet,0.06168,8.39,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.032100000000000004,kg
EM1070,Treatment T2,Entire Diet,Entire Diet,0.06788,8.39,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.032100000000000004,kg
EM1070,Treatment T3,Entire Diet,Entire Diet,0.063,8.39,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.032100000000000004,kg
EM1070,Treatment T4,Entire Diet,Entire Diet,0.06502,8.39,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,0.032100000000000004,kg
EM1072,Control CA,Entire Diet,Entire Diet,0.22308,1.09,Feed Intake,NA,TRUE,NA,2,individual,day,kg,7.46,kg
EM1072,GB,Entire Diet,Entire Diet,0.23956,1.09,Feed Intake,NA,TRUE,NA,2,individual,day,kg,7.25,kg
EM1072,GC,Entire Diet,Entire Diet,0.30062,1.09,Feed Intake,NA,TRUE,NA,2,individual,day,kg,6.63,kg
EM1072,GD,Entire Diet,Entire Diet,0.32562,1.09,Feed Intake,NA,TRUE,NA,2,individual,day,kg,6.45,kg
EM1072,GE,Entire Diet,Entire Diet,0.25858,1.09,Feed Intake,NA,TRUE,NA,2,individual,day,kg,7.18,kg
EM1073,GKA,Entire Diet,Entire Diet,0.19986,1.34,Feed Intake,NA,TRUE,NA,2,individual,day,kg,7.99,kg
EM1073,GKB,Entire Diet,Entire Diet,0.17923,1.34,Feed Intake,NA,TRUE,NA,2,individual,day,kg,7.12,kg
EM1073,GKC,Entire Diet,Entire Diet,0.17029,1.34,Feed Intake,NA,TRUE,NA,2,individual,day,kg,6.87,kg
EM1073,GKD,Entire Diet,Entire Diet,0.17299,1.34,Feed Intake,NA,TRUE,NA,2,individual,day,kg,7.52,kg
EM1074,RSM1,Entire Diet,Entire Diet,0.375,11.82,Feed Intake,NA,TRUE,NA,3,individual,day,kg,18.27,kg
EM1074,RSM2,Entire Diet,Entire Diet,0.32289999999999996,11.82,Feed Intake,NA,TRUE,NA,3,individual,day,kg,18.27,kg
EM1074,RSM3,Entire Diet,Entire Diet,0.3445,11.82,Feed Intake,NA,TRUE,NA,3,individual,day,kg,18.27,kg
EM1076,CFM T1,Maize Ensiled,Corn||Ensilation,0.47145,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,41.5,kg
EM1076,CFM T1,Entire Diet,Entire Diet,1.33933,NA,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,41.5,kg
EM1076,CFM T1,Rice Straw,Rice Straw,0.11785,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,41.5,kg
EM1076,CFM T2,Maize Ensiled,Corn||Ensilation,0.4674,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,41.5,kg
EM1076,CFM T2,Entire Diet,Entire Diet,1.3278599999999998,NA,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,41.5,kg
EM1076,CFM T2,Rice Straw,Rice Straw,0.11685,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,41.5,kg
EM1076,CFM T3,Maize Ensiled,Corn||Ensilation,0.46964999999999996,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,41.5,kg
EM1076,CFM T3,Entire Diet,Entire Diet,1.3332899999999999,NA,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,41.5,kg
EM1076,CFM T3,Rice Straw,Rice Straw,0.11735,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,41.5,kg
EM1076,CFM T4,Maize Ensiled,Corn||Ensilation,0.46464999999999995,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,41.5,kg
EM1076,CFM T4,Entire Diet,Entire Diet,1.3195,NA,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,41.5,kg
EM1076,CFM T4,Rice Straw,Rice Straw,0.1161,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,41.5,kg
EM1077,Ration1,Trifolium alexandrinum Dried,Berseem Clover||Drying,0.81875,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,28.34,kg
EM1077,Ration1,Citrus Pulp Alkali Treated Dried Fermented,Citrus Pulp||Alkali Treatment||Fermentation||Drying,0,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,28.34,kg
EM1077,Ration1,Cotton Seed Cake||Decorticated;Corn Grain;Wheat Bran;Molasses;Limestone;Salt;Minerals and Vitamins Mix,Cotton Seed Cake||Decorticated;Corn Grain;Wheat Bran;Molasses;Limestone;Salt;Minerals and Vitamins Mix,0.7125,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,28.34,kg
EM1077,Ration1,Entire Diet,Entire Diet,1.37,NA,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,28.34,kg
EM1077,Ration2,Trifolium alexandrinum Dried,Berseem Clover||Drying,0.83,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,31.17,kg
EM1077,Ration2,Citrus Pulp Alkali Treated Dried Fermented,Citrus Pulp||Alkali Treatment||Fermentation||Drying,0.18,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,31.17,kg
EM1077,Ration2,Cotton Seed Cake||Decorticated;Corn Grain;Wheat Bran;Molasses;Limestone;Salt;Minerals and Vitamins Mix,Cotton Seed Cake||Decorticated;Corn Grain;Wheat Bran;Molasses;Limestone;Salt;Minerals and Vitamins Mix,0.55,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,31.17,kg
EM1077,Ration2,Entire Diet,Entire Diet,1.39,NA,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,31.17,kg
EM1077,Ration3,Trifolium alexandrinum Dried,Berseem Clover||Drying,0.848,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,32.38,kg
EM1077,Ration3,Citrus Pulp Alkali Treated Dried Fermented,Citrus Pulp||Alkali Treatment||Fermentation||Drying,0.365,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,32.38,kg
EM1077,Ration3,Cotton Seed Cake||Decorticated;Corn Grain;Wheat Bran;Molasses;Limestone;Salt;Minerals and Vitamins Mix,Cotton Seed Cake||Decorticated;Corn Grain;Wheat Bran;Molasses;Limestone;Salt;Minerals and Vitamins Mix,0.347,NA,Feed Intake,NA,FALSE,NA,NA,individual,day,kg,32.38,kg
EM1077,Ration3,Entire Diet,Entire Diet,1.38,NA,Feed Intake,NA,TRUE,NA,NA,individual,day,kg,32.38,kg
EM1079,T1,Entire Diet,Entire Diet,9.29,0.022,Feed Intake,NA,TRUE,NA,4,individual,day,kg,316.5,kg
EM1079,T2,Entire Diet,Entire Diet,9.35,0.022,Feed Intake,NA,TRUE,NA,4,individual,day,kg,317.75,kg
EM1079,T3,Entire Diet,Entire Diet,9.04,0.022,Feed Intake,NA,TRUE,NA,4,individual,day,kg,318,kg
EM1079,T4,Entire Diet,Entire Diet,9.32,0.022,Feed Intake,NA,TRUE,NA,4,individual,day,kg,319,kg
EM1079,T5,Entire Diet,Entire Diet,9.32,0.022,Feed Intake,NA,TRUE,NA,4,individual,day,kg,319.75,kg
