"","B.Code","D.Item","DC.Variable","DC.Value","is_entire_diet","is_group"
"6591","JO1003","CG AT","Ash",49.4,TRUE,FALSE
"6592","JO1003","CG MF","Ash",57.9,TRUE,FALSE
"6593","JO1003","CG VA","Ash",62.9,TRUE,FALSE
"6594","JO1003","Maize","Ash",43,FALSE,FALSE
"6595","JO1003","CG AS","CP",90,TRUE,FALSE
"6596","JO1003","CG ASG","CP",129.08,TRUE,FALSE
"6597","JO1003","CG AT","CP",111.4,TRUE,FALSE
"6598","JO1003","CG MF","CP",111.3,TRUE,FALSE
"6599","JO1003","CG VA","CP",113.3,TRUE,FALSE
"6600","JO1003","Maize","CP",80,FALSE,FALSE
"6601","JO1003","CG AS","EE",31.9,TRUE,FALSE
"6602","JO1003","CG ASG","EE",34.3,TRUE,FALSE
"6603","JO1003","CG AT","EE",31.4,TRUE,FALSE
"6604","JO1003","CG MF","EE",32.4,TRUE,FALSE
"6605","JO1003","CG VA","EE",30.8,TRUE,FALSE
"6606","JO1003","Maize","EE",45,FALSE,FALSE
"6607","JO1003","CG AS","NDF",462.9,TRUE,FALSE
"6608","JO1003","CG ASG","NDF",482.9,TRUE,FALSE
"6609","JO1003","CG AT","NDF",476.6,TRUE,FALSE
"6610","JO1003","CG MF","NDF",483.2,TRUE,FALSE
"6611","JO1003","CG VA","NDF",483.2,TRUE,FALSE
"6612","JO1003","Maize","NDF",155,FALSE,FALSE
"6613","JO1004","Maize","CP",80,FALSE,FALSE
"6614","JO1004","Maize","EE",43,FALSE,FALSE
"6615","JO1004","Maize","Ash",43,FALSE,FALSE
"6616","JO1004","Maize","NDF",155,FALSE,FALSE
"6617","JO1010","Control","CP",41,TRUE,FALSE
"6618","JO1010","LPBB","CP",132,TRUE,FALSE
"6619","JO1010","SCBB","CP",126,TRUE,FALSE
"6620","JO1010","UBB","CP",262,TRUE,FALSE
"6621","JO1010","Control","NDF",570,TRUE,FALSE
"6622","JO1010","LPBB","NDF",277,TRUE,FALSE
"6623","JO1010","SCBB","NDF",253,TRUE,FALSE
"6624","JO1010","UBB","NDF",285,TRUE,FALSE
"6625","JO1010","Control","Ash",68,TRUE,FALSE
"6626","JO1010","LPBB","Ash",191,TRUE,FALSE
"6627","JO1010","SCBB","Ash",193,TRUE,FALSE
"6628","JO1010","UBB","Ash",165,TRUE,FALSE
"6629","JO1022","Feed 1","CP",67,TRUE,FALSE
"6630","JO1022","Feed 2","CP",57,TRUE,FALSE
"6631","JO1022","Feed 3","CP",65,TRUE,FALSE
"6632","JO1022","Feed 4","CP",59,TRUE,FALSE
"6633","JO1022","Feed 5","CP",54,TRUE,FALSE
"6634","JO1022","Feed 1","NDF",600,TRUE,FALSE
"6635","JO1022","Feed 2","NDF",637,TRUE,FALSE
"6636","JO1022","Feed 3","NDF",658,TRUE,FALSE
"6637","JO1022","Feed 4","NDF",687,TRUE,FALSE
"6638","JO1022","Feed 5","NDF",702,TRUE,FALSE
"6639","JO1042","154MBH 156CM T3","Ash",95.6,TRUE,FALSE
"6640","JO1042","226CM T1","Ash",101.5,TRUE,FALSE
"6641","JO1042","231MBH 120CM T4","Ash",95.6,TRUE,FALSE
"6642","JO1042","308MBH 87CM T5","Ash",78.5,TRUE,FALSE
"6643","JO1042","77MBH 192CM T2","Ash",105.8,TRUE,FALSE
"6644","JO1042","154MBH 156CM T3","CP",247.2,TRUE,FALSE
"6645","JO1042","226CM T1","CP",273.1,TRUE,FALSE
"6646","JO1042","231MBH 120CM T4","CP",245.2,TRUE,FALSE
"6647","JO1042","308MBH 87CM T5","CP",244.9,TRUE,FALSE
"6648","JO1042","77MBH 192CM T2","CP",276.2,TRUE,FALSE
"6649","JO1042","154MBH 156CM T3","NDF",284.2,TRUE,FALSE
"6650","JO1042","226CM T1","NDF",284.2,TRUE,FALSE
"6651","JO1042","231MBH 120CM T4","NDF",295,TRUE,FALSE
"6652","JO1042","308MBH 87CM T5","NDF",263.7,TRUE,FALSE
"6653","JO1042","77MBH 192CM T2","NDF",302.7,TRUE,FALSE
"6654","JO1044","Feed 1","CP",188.9,TRUE,FALSE
"6655","JO1044","Feed 2","CP",184.4,TRUE,FALSE
"6656","JO1044","Feed 3","CP",183.9,TRUE,FALSE
"6657","JO1044","Feed 4","CP",182,TRUE,FALSE
"6658","JO1044","Feed 1","EE",50.5,TRUE,FALSE
"6659","JO1044","Feed 2","EE",87.5,TRUE,FALSE
"6660","JO1044","Feed 3","EE",106.4,TRUE,FALSE
"6661","JO1044","Feed 4","EE",123.3,TRUE,FALSE
"6662","JO1044","Feed 1","Ash",96.2,TRUE,FALSE
"6663","JO1044","Feed 2","Ash",83,TRUE,FALSE
"6664","JO1044","Feed 3","Ash",74,TRUE,FALSE
"6665","JO1044","Feed 4","Ash",67.1,TRUE,FALSE
"6666","JO1044","Feed 1","NDF",305.1,TRUE,FALSE
"6667","JO1044","Feed 2","NDF",302.9,TRUE,FALSE
"6668","JO1044","Feed 3","NDF",293.6,TRUE,FALSE
"6669","JO1044","Feed 4","NDF",296.7,TRUE,FALSE
"6670","JO1045","TRS Feed","Ash",268.3,TRUE,FALSE
"6671","JO1045","URS Feed","Ash",216,TRUE,FALSE
"6672","JO1045","TRS Feed","CP",72.6,TRUE,FALSE
"6673","JO1045","URS Feed","CP",54.2,TRUE,FALSE
"6674","JO1045","TRS Feed","EE",NA,TRUE,FALSE
"6675","JO1045","URS Feed","EE",NA,TRUE,FALSE
"6676","JO1047","EMWS T4","CP",27.6,TRUE,FALSE
"6677","JO1047","ULTWS T3","CP",48.8,TRUE,FALSE
"6678","JO1047","UMTWS T2","CP",63.1,TRUE,FALSE
"6679","JO1047","UWS T1","CP",29.4,TRUE,FALSE
"6680","JO1047","EMWS T4","Ash",113,TRUE,FALSE
"6681","JO1047","ULTWS T3","Ash",116,TRUE,FALSE
"6682","JO1047","UMTWS T2","Ash",119,TRUE,FALSE
"6683","JO1047","UWS T1","Ash",105,TRUE,FALSE
"6684","JO1047","EMWS T4","NDF",534.3,TRUE,FALSE
"6685","JO1047","ULTWS T3","NDF",721.4,TRUE,FALSE
"6686","JO1047","UMTWS T2","NDF",749.8,TRUE,FALSE
"6687","JO1047","UWS T1","NDF",764.8,TRUE,FALSE
"6688","JO1048","F1 Control","Ash",103.8,TRUE,FALSE
"6689","JO1048","F2 25","Ash",126.6,TRUE,FALSE
"6690","JO1048","F3 50","Ash",139.6,TRUE,FALSE
"6691","JO1048","F4 75","Ash",142.1,TRUE,FALSE
"6692","JO1048","F5 100","Ash",153.8,TRUE,FALSE
"6693","JO1048","F1 Control","NDF",574,TRUE,FALSE
"6694","JO1048","F2 25","NDF",543,TRUE,FALSE
"6695","JO1048","F3 50","NDF",525,TRUE,FALSE
"6696","JO1048","F4 75","NDF",502,TRUE,FALSE
"6697","JO1048","F5 100","NDF",474,TRUE,FALSE
"6698","JO1048","F1 Control","EE",46.7,TRUE,FALSE
"6699","JO1048","F2 25","EE",43.3,TRUE,FALSE
"6700","JO1048","F3 50","EE",41.3,TRUE,FALSE
"6701","JO1048","F4 75","EE",38.4,TRUE,FALSE
"6702","JO1048","F5 100","EE",32.5,TRUE,FALSE
"6703","JO1048","F1 Control","CP",138.8,TRUE,FALSE
"6704","JO1048","F2 25","CP",139.6,TRUE,FALSE
"6705","JO1048","F3 50","CP",136.5,TRUE,FALSE
"6706","JO1048","F4 75","CP",135.6,TRUE,FALSE
"6707","JO1048","F5 100","CP",137.6,TRUE,FALSE
"6708","JO1048","F1 Control","GE",16.138,TRUE,FALSE
"6709","JO1048","F2 25","GE",15.895,TRUE,FALSE
"6710","JO1048","F3 50","GE",15.285,TRUE,FALSE
"6711","JO1048","F4 75","GE",14.87,TRUE,FALSE
"6712","JO1048","F5 100","GE",14.51,TRUE,FALSE
"6713","JO1050","CSC33 WB66 Salt1","CP",190.6,TRUE,FALSE
"6714","JO1050","NSC33 WB66 Salt1","CP",196.2,TRUE,FALSE
"6715","JO1050","Sole WB","CP",173.1,TRUE,FALSE
"6716","JO1050","WB UMFB","CP",274.6,TRUE,FALSE
"6717","JO1050","CSC33 WB66 Salt1","NDF",389,TRUE,FALSE
"6718","JO1050","NSC33 WB66 Salt1","NDF",392.7,TRUE,FALSE
"6719","JO1050","Sole WB","NDF",486.4,TRUE,FALSE
"6720","JO1050","WB UMFB","NDF",194.3,TRUE,FALSE
"6721","JO1051","Feed A","CP",175,TRUE,FALSE
"6722","JO1051","Feed B","CP",182,TRUE,FALSE
"6723","JO1051","Feed C","CP",183.2,TRUE,FALSE
"6724","JO1051","Feed D","CP",187.5,TRUE,FALSE
"6725","JO1051","Feed A","EE",98.9,TRUE,FALSE
"6726","JO1051","Feed B","EE",109.2,TRUE,FALSE
"6727","JO1051","Feed C","EE",96.2,TRUE,FALSE
"6728","JO1051","Feed D","EE",95,TRUE,FALSE
"6729","JO1051","Feed A","Ash",70,TRUE,FALSE
"6730","JO1051","Feed B","Ash",85.6,TRUE,FALSE
"6731","JO1051","Feed C","Ash",106.2,TRUE,FALSE
"6732","JO1051","Feed D","Ash",100.8,TRUE,FALSE
"6733","JO1051","Feed A","NDF",460,TRUE,FALSE
"6734","JO1051","Feed B","NDF",700,TRUE,FALSE
"6735","JO1051","Feed C","NDF",680,TRUE,FALSE
"6736","JO1051","Feed D","NDF",640,TRUE,FALSE
"6737","JO1052","Faba Bean","CP",145,TRUE,FALSE
"6738","JO1052","Field Pea","CP",139,TRUE,FALSE
"6739","JO1052","Soybean Meal","CP",143,TRUE,FALSE
"6740","JO1054","T1 CFM60 BH15 DRS25","CP",133.3,TRUE,FALSE
"6741","JO1054","T2 CFM60 BH15 CSL25","CP",134.3,TRUE,FALSE
"6742","JO1054","T3 CFM60 BH15 UR25","CP",134,TRUE,FALSE
"6743","JO1054","T1 CFM60 BH15 DRS25","EE",30.2,TRUE,FALSE
"6744","JO1054","T2 CFM60 BH15 CSL25","EE",25.8,TRUE,FALSE
"6745","JO1054","T3 CFM60 BH15 UR25","EE",25.5,TRUE,FALSE
"6746","JO1054","T1 CFM60 BH15 DRS25","Ash",147.8,TRUE,FALSE
"6747","JO1054","T2 CFM60 BH15 CSL25","Ash",134.2,TRUE,FALSE
"6748","JO1054","T3 CFM60 BH15 UR25","Ash",133.3,TRUE,FALSE
"6749","JO1055","Feed 1 BSC10","EE",56,TRUE,FALSE
"6750","JO1055","Feed 2 BSC15","EE",56.9,TRUE,FALSE
"6751","JO1055","Feed 3 MOC10","EE",52.6,TRUE,FALSE
"6752","JO1055","Feed 4 MOC15","EE",51.8,TRUE,FALSE
"6753","JO1055","Feed 1 BSC10","CP",159.3,TRUE,FALSE
"6754","JO1055","Feed 2 BSC15","CP",158.9,TRUE,FALSE
"6755","JO1055","Feed 3 MOC10","CP",159.3,TRUE,FALSE
"6756","JO1055","Feed 4 MOC15","CP",158.9,TRUE,FALSE
"6757","JO1055","Feed 1 BSC10","NDF",140.5,TRUE,FALSE
"6758","JO1055","Feed 2 BSC15","NDF",147.5,TRUE,FALSE
"6759","JO1055","Feed 3 MOC10","NDF",145.2,TRUE,FALSE
"6760","JO1055","Feed 4 MOC15","NDF",144.5,TRUE,FALSE
"6761","JO1056","G1 CFM50 BS25","CP",154.7,TRUE,FALSE
"6762","JO1056","G2 CFM50 PMS25","CP",149.6,TRUE,FALSE
"6763","JO1056","G3 CFM50 PMS50","CP",146.9,TRUE,FALSE
"6764","JO1056","G1 CFM50 BS25","EE",20.6,TRUE,FALSE
"6765","JO1056","G2 CFM50 PMS25","EE",26.2,TRUE,FALSE
"6766","JO1056","G3 CFM50 PMS50","EE",30.2,TRUE,FALSE
"6767","JO1056","G1 CFM50 BS25","Ash",122.9,TRUE,FALSE
"6768","JO1056","G2 CFM50 PMS25","Ash",110.5,TRUE,FALSE
"6769","JO1056","G3 CFM50 PMS50","Ash",97.4,TRUE,FALSE
"6770","JO1058","Diet 1","CP",100,TRUE,FALSE
"6771","JO1058","Diet 2","CP",93,TRUE,FALSE
"6772","JO1058","Diet 3","CP",90,TRUE,FALSE
"6773","JO1058","Diet 4","CP",81,TRUE,FALSE
"6774","JO1058","Diet 5","CP",74,TRUE,FALSE
"6775","JO1058","Diet 1","EE",102.6,TRUE,FALSE
"6776","JO1058","Diet 2","EE",101.2,TRUE,FALSE
"6777","JO1058","Diet 3","EE",96.5,TRUE,FALSE
"6778","JO1058","Diet 4","EE",97.2,TRUE,FALSE
"6779","JO1058","Diet 5","EE",94.7,TRUE,FALSE
"6780","JO1058","Diet 1","Ash",80,TRUE,FALSE
"6781","JO1058","Diet 2","Ash",76.5,TRUE,FALSE
"6782","JO1058","Diet 3","Ash",74,TRUE,FALSE
"6783","JO1058","Diet 4","Ash",70,TRUE,FALSE
"6784","JO1058","Diet 5","Ash",66.9,TRUE,FALSE
"6785","JO1060","Diet 1","CP",145,TRUE,FALSE
"6786","JO1060","Diet 2","CP",140,TRUE,FALSE
"6787","JO1060","Diet 3","CP",154,TRUE,FALSE
"6788","JO1060","Diet 4","CP",157,TRUE,FALSE
"6789","JO1060","Diet 5","CP",140,TRUE,FALSE
"6790","JO1060","Diet 1","EE",75,TRUE,FALSE
"6791","JO1060","Diet 2","EE",66,TRUE,FALSE
"6792","JO1060","Diet 3","EE",41,TRUE,FALSE
"6793","JO1060","Diet 4","EE",42,TRUE,FALSE
"6794","JO1060","Diet 5","EE",70,TRUE,FALSE
"6795","JO1060","Diet 1","Ash",53,TRUE,FALSE
"6796","JO1060","Diet 2","Ash",54.5,TRUE,FALSE
"6797","JO1060","Diet 3","Ash",64,TRUE,FALSE
"6798","JO1060","Diet 4","Ash",67.5,TRUE,FALSE
"6799","JO1060","Diet 5","Ash",92,TRUE,FALSE
"6800","JO1062","Intervention Diet","Ash",NA,TRUE,FALSE
"6801","JO1062","Traditional Diet","Ash",NA,TRUE,FALSE
"6802","JO1062","Intervention Diet","CP",132,TRUE,FALSE
"6803","JO1062","Traditional Diet","CP",91.8,TRUE,FALSE
"6804","JO1062","Intervention Diet","NDF",545.5,TRUE,FALSE
"6805","JO1062","Traditional Diet","NDF",624.1,TRUE,FALSE
"6806","JO1064","CFM BH","Ash",110.7,TRUE,FALSE
"6807","JO1064","CFM SBHtv BH","Ash",95.6,TRUE,FALSE
"6808","JO1064","CFM SBP BH","Ash",84.4,TRUE,FALSE
"6809","JO1064","CFM SBPcc BH","Ash",95.1,TRUE,FALSE
"6810","JO1064","CFM SBPsc BH","Ash",95.2,TRUE,FALSE
"6811","JO1064","CFM BH","EE",26.1,TRUE,FALSE
"6812","JO1064","CFM SBHtv BH","EE",24.3,TRUE,FALSE
"6813","JO1064","CFM SBP BH","EE",20.7,TRUE,FALSE
"6814","JO1064","CFM SBPcc BH","EE",24.3,TRUE,FALSE
"6815","JO1064","CFM SBPsc BH","EE",24.9,TRUE,FALSE
"6816","JO1064","CFM BH","CP",118.6,TRUE,FALSE
"6817","JO1064","CFM SBHtv BH","CP",145.4,TRUE,FALSE
"6818","JO1064","CFM SBP BH","CP",101.2,TRUE,FALSE
"6819","JO1064","CFM SBPcc BH","CP",144.8,TRUE,FALSE
"6820","JO1064","CFM SBPsc BH","CP",147.8,TRUE,FALSE
"6821","JO1067","Diet 1","CP",210.3,TRUE,FALSE
"6822","JO1067","Diet 2","CP",207,TRUE,FALSE
"6823","JO1067","Diet 3","CP",205.4,TRUE,FALSE
"6824","JO1067","Diet 4","CP",203.8,TRUE,FALSE
"6825","JO1067","Diet 5","CP",200.2,TRUE,FALSE
"6826","JO1067","Diet 1","EE",37.8,TRUE,FALSE
"6827","JO1067","Diet 2","EE",37.2,TRUE,FALSE
"6828","JO1067","Diet 3","EE",36.8,TRUE,FALSE
"6829","JO1067","Diet 4","EE",36.8,TRUE,FALSE
"6830","JO1067","Diet 5","EE",36.8,TRUE,FALSE
"6831","JO1067","Diet 1","Ash",NA,TRUE,FALSE
"6832","JO1067","Diet 2","Ash",NA,TRUE,FALSE
"6833","JO1067","Diet 3","Ash",NA,TRUE,FALSE
"6834","JO1067","Diet 4","Ash",NA,TRUE,FALSE
"6835","JO1067","Diet 5","Ash",NA,TRUE,FALSE
"6836","JO1068","Control","CP",160.7,TRUE,FALSE
"6837","JO1068","Control","EE",56,TRUE,FALSE
"6838","JO1068","Control","Ash",54.1,TRUE,FALSE
"6839","JO1069","0 Inclusion","CP",192.3,TRUE,FALSE
"6840","JO1069","5 inclusion","CP",194,TRUE,FALSE
"6841","JO1069","0 Inclusion","EE",77.5,TRUE,FALSE
"6842","JO1069","5 inclusion","EE",115.5,TRUE,FALSE
"6843","JO1069","0 Inclusion","Ash",62,TRUE,FALSE
"6844","JO1069","5 inclusion","Ash",65.5,TRUE,FALSE
"6845","JO1070","MOLM 0","CP",189,TRUE,FALSE
"6846","JO1070","MOLM 70","CP",189,TRUE,FALSE
"6847","JO1070","MOLM 0","EE",52,TRUE,FALSE
"6848","JO1070","MOLM 70","EE",61,TRUE,FALSE
"6849","JO1070","MOLM 0","Ash",49,TRUE,FALSE
"6850","JO1070","MOLM 70","Ash",45,TRUE,FALSE
"6851","JO1070","MOLM 0","NDF",96,TRUE,FALSE
"6852","JO1070","MOLM 70","NDF",106,TRUE,FALSE
"6853","JO1071","Treatment 1","CP",271.3,TRUE,FALSE
"6854","JO1071","Treatment 2","CP",276.4,TRUE,FALSE
"6855","JO1071","Treatment 3","CP",281.6,TRUE,FALSE
"6856","JO1071","Treatment 4","CP",286.7,TRUE,FALSE
"6857","JO1071","Treatment 1","Ash",NA,TRUE,FALSE
"6858","JO1071","Treatment 2","Ash",NA,TRUE,FALSE
"6859","JO1071","Treatment 3","Ash",NA,TRUE,FALSE
"6860","JO1071","Treatment 4","Ash",NA,TRUE,FALSE
"6861","JO1078","Control","CP",164.7,TRUE,FALSE
"6862","JO1078","Mistletoe","CP",179.4,TRUE,FALSE
"6863","JO1078","Moringa","CP",165.8,TRUE,FALSE
"6864","JO1078","Phyllanthus","CP",176.67,TRUE,FALSE
"6865","JO1078","Control","EE",33.4,TRUE,FALSE
"6866","JO1078","Mistletoe","EE",37.5,TRUE,FALSE
"6867","JO1078","Moringa","EE",30.2,TRUE,FALSE
"6868","JO1078","Phyllanthus","EE",24.2,TRUE,FALSE
"6869","JO1079","Block A","CP",80.5,TRUE,FALSE
"6870","JO1079","Block B","CP",179.4,TRUE,FALSE
"6871","JO1079","Block C","CP",229.3,TRUE,FALSE
"6872","JO1079","Block D","CP",297.9,TRUE,FALSE
"6873","JO1079","Block A","EE",68.4,TRUE,FALSE
"6874","JO1079","Block B","EE",45.3,TRUE,FALSE
"6875","JO1079","Block C","EE",30.2,TRUE,FALSE
"6876","JO1079","Block D","EE",40.7,TRUE,FALSE
"6877","JO1079","Block A","Ash",81.2,TRUE,FALSE
"6878","JO1079","Block B","Ash",95.1,TRUE,FALSE
"6879","JO1079","Block C","Ash",72.1,TRUE,FALSE
"6880","JO1079","Block D","Ash",79.1,TRUE,FALSE
"6881","JO1079","Block A","NDF",570.4,TRUE,FALSE
"6882","JO1079","Block B","NDF",442,TRUE,FALSE
"6883","JO1079","Block C","NDF",439.3,TRUE,FALSE
"6884","JO1079","Block D","NDF",437.4,TRUE,FALSE
"6885","JO1079","Block A","GE",8.05,TRUE,FALSE
"6886","JO1079","Block B","GE",14.85,TRUE,FALSE
"6887","JO1079","Block C","GE",13.08,TRUE,FALSE
"6888","JO1079","Block D","GE",11.94,TRUE,FALSE
"6889","JO1080","Diet 1","CP",114,TRUE,FALSE
"6890","JO1080","Diet 2","CP",137.2,TRUE,FALSE
"6891","JO1080","Diet 3","CP",163.9,TRUE,FALSE
"6892","JO1080","Diet 4","CP",182.8,TRUE,FALSE
"6893","JO1080","Diet 5","CP",210.5,TRUE,FALSE
"6894","JO1080","Diet 1","Ash",121.6,TRUE,FALSE
"6895","JO1080","Diet 2","Ash",110.6,TRUE,FALSE
"6896","JO1080","Diet 3","Ash",106.3,TRUE,FALSE
"6897","JO1080","Diet 4","Ash",98.1,TRUE,FALSE
"6898","JO1080","Diet 5","Ash",79.4,TRUE,FALSE
"6899","JO1080","Diet 1","EE",16.1,TRUE,FALSE
"6900","JO1080","Diet 2","EE",21.4,TRUE,FALSE
"6901","JO1080","Diet 3","EE",16.6,TRUE,FALSE
"6902","JO1080","Diet 4","EE",15.1,TRUE,FALSE
"6903","JO1080","Diet 5","EE",17.1,TRUE,FALSE
"6904","JO1080","Diet 1","NDF",701.7,TRUE,FALSE
"6905","JO1080","Diet 2","NDF",664.1,TRUE,FALSE
"6906","JO1080","Diet 3","NDF",512,TRUE,FALSE
"6907","JO1080","Diet 4","NDF",458,TRUE,FALSE
"6908","JO1080","Diet 5","NDF",388.8,TRUE,FALSE
"6909","JO1081","Diet 1","EE",45,TRUE,FALSE
"6910","JO1081","Diet 2","EE",46.1,TRUE,FALSE
"6911","JO1081","Diet 3","EE",48,TRUE,FALSE
"6912","JO1081","Diet 4","EE",49.4,TRUE,FALSE
"6913","JO1081","Diet 1","Ash",105.5,TRUE,FALSE
"6914","JO1081","Diet 2","Ash",91.2,TRUE,FALSE
"6915","JO1081","Diet 3","Ash",86.2,TRUE,FALSE
"6916","JO1081","Diet 4","Ash",84.9,TRUE,FALSE
"6917","JO1081","Diet 1","GE",22.8028,TRUE,FALSE
"6918","JO1081","Diet 2","GE",22.67728,TRUE,FALSE
"6919","JO1081","Diet 3","GE",23.05384,TRUE,FALSE
"6920","JO1081","Diet 4","GE",22.09152,TRUE,FALSE
"6921","JO1082","Control","CP",106,TRUE,FALSE
"6922","JO1082","DOC","CP",114,TRUE,FALSE
"6923","JO1082","ESOC","CP",116,TRUE,FALSE
"6924","JO1082","SOC","CP",103,TRUE,FALSE
"6925","JO1082","Control","EE",64,TRUE,FALSE
"6926","JO1082","DOC","EE",65,TRUE,FALSE
"6927","JO1082","ESOC","EE",68,TRUE,FALSE
"6928","JO1082","SOC","EE",74,TRUE,FALSE
"6929","JO1082","Control","NDF",506,TRUE,FALSE
"6930","JO1082","DOC","NDF",538,TRUE,FALSE
"6931","JO1082","ESOC","NDF",526,TRUE,FALSE
"6932","JO1082","SOC","NDF",514,TRUE,FALSE
"6933","JO1085","CD","CP",141,TRUE,FALSE
"6934","JO1085","MKCD","CP",159,TRUE,FALSE
"6935","JO1085","SCD","CP",141,TRUE,FALSE
"6936","JO1085","CD","EE",48,TRUE,FALSE
"6937","JO1085","MKCD","EE",94,TRUE,FALSE
"6938","JO1085","SCD","EE",29,TRUE,FALSE
"6939","JO1085","CD","Ash",73,TRUE,FALSE
"6940","JO1085","MKCD","Ash",70,TRUE,FALSE
"6941","JO1085","SCD","Ash",73,TRUE,FALSE
"6942","JO1085","CD","NDF",335,TRUE,FALSE
"6943","JO1085","MKCD","NDF",417,TRUE,FALSE
"6944","JO1085","SCD","NDF",394,TRUE,FALSE
"6945","JO1085","CD","GE",8.4,TRUE,FALSE
"6946","JO1085","MKCD","GE",8.3,TRUE,FALSE
"6947","JO1085","SCD","GE",8.8,TRUE,FALSE
"6948","JO1086","G1","Ash",62,TRUE,FALSE
"6949","JO1086","G2","Ash",68.8,TRUE,FALSE
"6950","JO1086","G3","Ash",64.6,TRUE,FALSE
"6951","JO1086","G1","CP",167,TRUE,FALSE
"6952","JO1086","G2","CP",172.4,TRUE,FALSE
"6953","JO1086","G3","CP",174,TRUE,FALSE
"6954","JO1086","G1","EE",45.1,TRUE,FALSE
"6955","JO1086","G2","EE",42.6,TRUE,FALSE
"6956","JO1086","G3","EE",43.9,TRUE,FALSE
"6957","JO1087","Diet 1","CP",99.5,FALSE,FALSE
"6958","JO1087","Diet 2","CP",118.9,FALSE,FALSE
"6959","JO1087","Diet 3","CP",110.9,FALSE,FALSE
"6960","JO1087","Diet 4","CP",107,FALSE,FALSE
"6961","JO1087","Diet 5","CP",108.9,FALSE,FALSE
"6962","JO1087","Diet 1","EE",31.3,FALSE,FALSE
"6963","JO1087","Diet 2","EE",32.5,FALSE,FALSE
"6964","JO1087","Diet 3","EE",32.5,FALSE,FALSE
"6965","JO1087","Diet 4","EE",32,FALSE,FALSE
"6966","JO1087","Diet 5","EE",29.9,FALSE,FALSE
"6967","JO1087","Diet 1","Ash",55.5,FALSE,FALSE
"6968","JO1087","Diet 2","Ash",52.5,FALSE,FALSE
"6969","JO1087","Diet 3","Ash",57.7,FALSE,FALSE
"6970","JO1087","Diet 4","Ash",51.5,FALSE,FALSE
"6971","JO1087","Diet 5","Ash",48.5,FALSE,FALSE
"6972","JO1087","Diet 1","NDF",292.2,FALSE,FALSE
"6973","JO1087","Diet 2","NDF",399.5,FALSE,FALSE
"6974","JO1087","Diet 3","NDF",500.1,FALSE,FALSE
"6975","JO1087","Diet 4","NDF",290,FALSE,FALSE
"6976","JO1087","Diet 5","NDF",397.3,FALSE,FALSE
"6977","JO1089","Maize","CP",80,FALSE,FALSE
"6978","JO1089","Ration 1","CP",167.4,TRUE,FALSE
"6979","JO1089","Ration 2","CP",165,TRUE,FALSE
"6980","JO1089","Ration 3","CP",162.5,TRUE,FALSE
"6981","JO1089","Maize","EE",42.1,FALSE,FALSE
"6982","JO1089","Ration 1","EE",29.4,TRUE,FALSE
"6983","JO1089","Ration 2","EE",32.5,TRUE,FALSE
"6984","JO1089","Ration 3","EE",35.6,TRUE,FALSE
"6985","JO1089","Maize","Ash",43,FALSE,FALSE
"6986","JO1089","Ration 1","Ash",84.6,TRUE,FALSE
"6987","JO1089","Ration 2","Ash",92.2,TRUE,FALSE
"6988","JO1089","Ration 3","Ash",99.7,TRUE,FALSE
"6989","JO1089","Maize","NDF",155,FALSE,FALSE
"6990","JO1089","Ration 1","NDF",394.4,TRUE,FALSE
"6991","JO1089","Ration 2","NDF",407.9,TRUE,FALSE
"6992","JO1089","Ration 3","NDF",421.3,TRUE,FALSE
"6993","JO1089","Maize","GE",18.564408,FALSE,FALSE
"6994","JO1089","Ration 1","GE",17.589536,TRUE,FALSE
"6995","JO1089","Ration 2","GE",17.51004,TRUE,FALSE
"6996","JO1089","Ration 3","GE",17.434728,TRUE,FALSE
"6997","JO1091","CDC","Ash",69.4,TRUE,FALSE
"6998","JO1091","SPVSWB","Ash",93.4,TRUE,FALSE
"6999","JO1091","CDC","CP",153.6,TRUE,FALSE
"7000","JO1091","SPVSWB","CP",137.3,TRUE,FALSE
"7001","JO1091","CDC","NDF",227.9,TRUE,FALSE
"7002","JO1091","SPVSWB","NDF",402,TRUE,FALSE
"7003","JO1093","MSK0","CP",145.2,TRUE,FALSE
"7004","JO1093","MSK25","CP",145.2,TRUE,FALSE
"7005","JO1093","MSK50","CP",145.2,TRUE,FALSE
"7006","JO1093","Maize","CP",80,FALSE,FALSE
"7007","JO1093","MSK0","EE",40.7,TRUE,FALSE
"7008","JO1093","MSK25","EE",44.3,TRUE,FALSE
"7009","JO1093","MSK50","EE",47.9,TRUE,FALSE
"7010","JO1093","Maize","EE",45,FALSE,FALSE
"7011","JO1093","MSK0","Ash",101.5,TRUE,FALSE
"7012","JO1093","MSK25","Ash",102.1,TRUE,FALSE
"7013","JO1093","MSK50","Ash",102.7,TRUE,FALSE
"7014","JO1093","Maize","Ash",43,FALSE,FALSE
"7015","JO1093","MSK0","GE",17.40544,TRUE,FALSE
"7016","JO1093","MSK25","GE",17.476568,TRUE,FALSE
"7017","JO1093","MSK50","GE",17.543512,TRUE,FALSE
"7018","JO1093","Maize","GE",18.8,FALSE,FALSE
"7019","JO1093","MSK0","NDF",400.9,TRUE,FALSE
"7020","JO1093","MSK25","NDF",401.2,TRUE,FALSE
"7021","JO1093","MSK50","NDF",401.4,TRUE,FALSE
"7022","JO1093","Maize","NDF",155,FALSE,FALSE
"7023","JO1094","Diet 1","CP",202.5,TRUE,FALSE
"7024","JO1094","Diet 2","CP",206.6,TRUE,FALSE
