"","B.Code","D.Item","DC.Variable","DC.Value","is_entire_diet","is_group"
"2590","LM0100","Diet GHP 2","GE",NA,TRUE,FALSE
"2591","LM0100","Diet GHP 3","CP",242.5,TRUE,FALSE
"2592","LM0100","Diet GHP 3","NDF",NA,TRUE,FALSE
"2593","LM0100","Diet GHP 3","Ash",27,TRUE,FALSE
"2594","LM0100","Diet GHP 3","EE",52.5,TRUE,FALSE
"2595","LM0100","Diet GHP 3","GE",NA,TRUE,FALSE
"2596","LM0100","Diet GHP 4","CP",240.3,TRUE,FALSE
"2597","LM0100","Diet GHP 4","NDF",NA,TRUE,FALSE
"2598","LM0100","Diet GHP 4","Ash",29,TRUE,FALSE
"2599","LM0100","Diet GHP 4","EE",68.9,TRUE,FALSE
"2600","LM0100","Diet GHP 4","GE",NA,TRUE,FALSE
"2601","LM0103","1","CP",186,TRUE,FALSE
"2602","LM0103","1","NDF",557,TRUE,FALSE
"2603","LM0103","1","Ash",42,TRUE,FALSE
"2604","LM0103","1","EE",46,TRUE,FALSE
"2605","LM0103","1","GE",NA,TRUE,FALSE
"2606","LM0103","2","CP",165,TRUE,FALSE
"2607","LM0103","2","NDF",446,TRUE,FALSE
"2608","LM0103","2","Ash",110,TRUE,FALSE
"2609","LM0103","2","EE",42,TRUE,FALSE
"2610","LM0103","2","GE",NA,TRUE,FALSE
"2611","LM0103","3","CP",136,TRUE,FALSE
"2612","LM0103","3","NDF",492,TRUE,FALSE
"2613","LM0103","3","Ash",52,TRUE,FALSE
"2614","LM0103","3","EE",29,TRUE,FALSE
"2615","LM0103","3","GE",NA,TRUE,FALSE
"2616","LM0103","4","CP",129,TRUE,FALSE
"2617","LM0103","4","NDF",469,TRUE,FALSE
"2618","LM0103","4","Ash",71,TRUE,FALSE
"2619","LM0103","4","EE",15,TRUE,FALSE
"2620","LM0103","4","GE",NA,TRUE,FALSE
"2621","LM0103","5","CP",114,TRUE,FALSE
"2622","LM0103","5","NDF",541,TRUE,FALSE
"2623","LM0103","5","Ash",72,TRUE,FALSE
"2624","LM0103","5","EE",34,TRUE,FALSE
"2625","LM0103","5","GE",NA,TRUE,FALSE
"2626","LM0104","0% A. sieberiana","CP",NA,TRUE,FALSE
"2627","LM0104","0% A. sieberiana","NDF",NA,TRUE,FALSE
"2628","LM0104","0% A. sieberiana","Ash",210,TRUE,FALSE
"2629","LM0104","0% A. sieberiana","EE",75,TRUE,FALSE
"2630","LM0104","0% A. sieberiana","GE",NA,TRUE,FALSE
"2631","LM0104","15% A. sieberiana","CP",NA,TRUE,FALSE
"2632","LM0104","15% A. sieberiana","NDF",NA,TRUE,FALSE
"2633","LM0104","15% A. sieberiana","Ash",187,TRUE,FALSE
"2634","LM0104","15% A. sieberiana","EE",60,TRUE,FALSE
"2635","LM0104","15% A. sieberiana","GE",NA,TRUE,FALSE
"2636","LM0104","30% A. sieberiana","CP",NA,TRUE,FALSE
"2637","LM0104","30% A. sieberiana","NDF",NA,TRUE,FALSE
"2638","LM0104","30% A. sieberiana","Ash",180,TRUE,FALSE
"2639","LM0104","30% A. sieberiana","EE",55,TRUE,FALSE
"2640","LM0104","30% A. sieberiana","GE",NA,TRUE,FALSE
"2641","LM0104","45% A. sieberiana","CP",NA,TRUE,FALSE
"2642","LM0104","45% A. sieberiana","NDF",NA,TRUE,FALSE
"2643","LM0104","45% A. sieberiana","Ash",135,TRUE,FALSE
"2644","LM0104","45% A. sieberiana","EE",35,TRUE,FALSE
"2645","LM0104","45% A. sieberiana","GE",NA,TRUE,FALSE
"2646","LM0104","60% A. sieberiana","CP",NA,TRUE,FALSE
"2647","LM0104","60% A. sieberiana","NDF",NA,TRUE,FALSE
"2648","LM0104","60% A. sieberiana","Ash",134,TRUE,FALSE
"2649","LM0104","60% A. sieberiana","EE",33,TRUE,FALSE
"2650","LM0104","60% A. sieberiana","GE",NA,TRUE,FALSE
"2651","LM0113.1","1","CP",173.7,TRUE,FALSE
"2652","LM0113.1","1","NDF",NA,TRUE,FALSE
"2653","LM0113.1","1","Ash",55.3,TRUE,FALSE
"2654","LM0113.1","1","EE",41.3,TRUE,FALSE
"2655","LM0113.1","1","GE",NA,TRUE,FALSE
"2656","LM0113.1","2","CP",174.2,TRUE,FALSE
"2657","LM0113.1","2","NDF",NA,TRUE,FALSE
"2658","LM0113.1","2","Ash",56.5,TRUE,FALSE
"2659","LM0113.1","2","EE",37.5,TRUE,FALSE
"2660","LM0113.1","2","GE",NA,TRUE,FALSE
"2661","LM0113.1","3","CP",178.2,TRUE,FALSE
"2662","LM0113.1","3","NDF",NA,TRUE,FALSE
"2663","LM0113.1","3","Ash",57.5,TRUE,FALSE
"2664","LM0113.1","3","EE",32,TRUE,FALSE
"2665","LM0113.1","3","GE",NA,TRUE,FALSE
"2666","LM0113.1","4","CP",181.8,TRUE,FALSE
"2667","LM0113.1","4","NDF",NA,TRUE,FALSE
"2668","LM0113.1","4","Ash",55.4,TRUE,FALSE
"2669","LM0113.1","4","EE",29.3,TRUE,FALSE
"2670","LM0113.1","4","GE",NA,TRUE,FALSE
"2671","LM0113.2","1","CP",167.3,TRUE,FALSE
"2672","LM0113.2","1","NDF",NA,TRUE,FALSE
"2673","LM0113.2","1","Ash",60.8,TRUE,FALSE
"2674","LM0113.2","1","EE",46.6,TRUE,FALSE
"2675","LM0113.2","1","GE",NA,TRUE,FALSE
"2676","LM0113.2","2","CP",167.3,TRUE,FALSE
"2677","LM0113.2","2","NDF",NA,TRUE,FALSE
"2678","LM0113.2","2","Ash",57.5,TRUE,FALSE
"2679","LM0113.2","2","EE",53.7,TRUE,FALSE
"2680","LM0113.2","2","GE",NA,TRUE,FALSE
"2681","LM0113.2","3","CP",171.4,TRUE,FALSE
"2682","LM0113.2","3","NDF",NA,TRUE,FALSE
"2683","LM0113.2","3","Ash",57,TRUE,FALSE
"2684","LM0113.2","3","EE",58.5,TRUE,FALSE
"2685","LM0113.2","3","GE",NA,TRUE,FALSE
"2686","LM0113.2","4","CP",159.7,TRUE,FALSE
"2687","LM0113.2","4","NDF",NA,TRUE,FALSE
"2688","LM0113.2","4","Ash",55.4,TRUE,FALSE
"2689","LM0113.2","4","EE",67.6,TRUE,FALSE
"2690","LM0113.2","4","GE",NA,TRUE,FALSE
"2691","LM0114","Bundle 1 0 WS","CP",189,TRUE,FALSE
"2692","LM0114","Bundle 1 0 WS","NDF",326,TRUE,FALSE
"2693","LM0114","Bundle 1 0 WS","Ash",NA,TRUE,FALSE
"2694","LM0114","Bundle 1 0 WS","EE",NA,TRUE,FALSE
"2695","LM0114","Bundle 1 0 WS","GE",NA,TRUE,FALSE
"2696","LM0114","Bundle 1 13 WS","CP",180,TRUE,FALSE
"2697","LM0114","Bundle 1 13 WS","NDF",387,TRUE,FALSE
"2698","LM0114","Bundle 1 13 WS","Ash",NA,TRUE,FALSE
"2699","LM0114","Bundle 1 13 WS","EE",NA,TRUE,FALSE
"2700","LM0114","Bundle 1 13 WS","GE",NA,TRUE,FALSE
"2701","LM0114","Bundle 1 19.5 WS","CP",172,TRUE,FALSE
"2702","LM0114","Bundle 1 19.5 WS","NDF",377,TRUE,FALSE
"2703","LM0114","Bundle 1 19.5 WS","Ash",NA,TRUE,FALSE
"2704","LM0114","Bundle 1 19.5 WS","EE",NA,TRUE,FALSE
"2705","LM0114","Bundle 1 19.5 WS","GE",NA,TRUE,FALSE
"2706","LM0114","Bundle 1 26 WS","CP",183,TRUE,FALSE
"2707","LM0114","Bundle 1 26 WS","NDF",408,TRUE,FALSE
"2708","LM0114","Bundle 1 26 WS","Ash",NA,TRUE,FALSE
"2709","LM0114","Bundle 1 26 WS","EE",NA,TRUE,FALSE
"2710","LM0114","Bundle 1 26 WS","GE",NA,TRUE,FALSE
"2711","LM0114","Bundle 1 6.5 WS","CP",185,TRUE,FALSE
"2712","LM0114","Bundle 1 6.5 WS","NDF",355,TRUE,FALSE
"2713","LM0114","Bundle 1 6.5 WS","Ash",NA,TRUE,FALSE
"2714","LM0114","Bundle 1 6.5 WS","EE",NA,TRUE,FALSE
"2715","LM0114","Bundle 1 6.5 WS","GE",NA,TRUE,FALSE
"2716","LM0114","Bundle 2 26 AWS","CP",187,TRUE,FALSE
"2717","LM0114","Bundle 2 26 AWS","NDF",420,TRUE,FALSE
"2718","LM0114","Bundle 2 26 AWS","Ash",NA,TRUE,FALSE
"2719","LM0114","Bundle 2 26 AWS","EE",NA,TRUE,FALSE
"2720","LM0114","Bundle 2 26 AWS","GE",NA,TRUE,FALSE
"2721","LM0114","Bundle 2 26 WS","CP",187,TRUE,FALSE
"2722","LM0114","Bundle 2 26 WS","NDF",420,TRUE,FALSE
"2723","LM0114","Bundle 2 26 WS","Ash",NA,TRUE,FALSE
"2724","LM0114","Bundle 2 26 WS","EE",NA,TRUE,FALSE
"2725","LM0114","Bundle 2 26 WS","GE",NA,TRUE,FALSE
"2726","LM0115","Diet 2","CP",137,TRUE,FALSE
"2727","LM0115","Diet 2","NDF",NA,TRUE,FALSE
"2728","LM0115","Diet 2","Ash",NA,TRUE,FALSE
"2729","LM0115","Diet 2","EE",NA,TRUE,FALSE
"2730","LM0115","Diet 2","GE",NA,TRUE,FALSE
"2731","LM0115","Diet 3","CP",133,TRUE,FALSE
"2732","LM0115","Diet 3","NDF",NA,TRUE,FALSE
"2733","LM0115","Diet 3","Ash",NA,TRUE,FALSE
"2734","LM0115","Diet 3","EE",NA,TRUE,FALSE
"2735","LM0115","Diet 3","GE",NA,TRUE,FALSE
"2736","LM0115","Diet 4","CP",138,TRUE,FALSE
"2737","LM0115","Diet 4","NDF",NA,TRUE,FALSE
"2738","LM0115","Diet 4","Ash",NA,TRUE,FALSE
"2739","LM0115","Diet 4","EE",NA,TRUE,FALSE
"2740","LM0115","Diet 4","GE",NA,TRUE,FALSE
"2741","LM0115","Diet Con","CP",135,TRUE,FALSE
"2742","LM0115","Diet Con","NDF",NA,TRUE,FALSE
"2743","LM0115","Diet Con","Ash",NA,TRUE,FALSE
"2744","LM0115","Diet Con","EE",NA,TRUE,FALSE
"2745","LM0115","Diet Con","GE",NA,TRUE,FALSE
"2746","LM0120","Cabbage Diet","CP",116.7,TRUE,FALSE
"2747","LM0120","Cabbage Diet","NDF",NA,TRUE,FALSE
"2748","LM0120","Cabbage Diet","Ash",60.6,TRUE,FALSE
"2749","LM0120","Cabbage Diet","EE",NA,TRUE,FALSE
"2750","LM0120","Cabbage Diet","GE",16.09,TRUE,FALSE
"2751","LM0120","Duckweed Diet","CP",274.2,TRUE,FALSE
"2752","LM0120","Duckweed Diet","NDF",NA,TRUE,FALSE
"2753","LM0120","Duckweed Diet","Ash",122.6,TRUE,FALSE
"2754","LM0120","Duckweed Diet","EE",NA,TRUE,FALSE
"2755","LM0120","Duckweed Diet","GE",16.43,TRUE,FALSE
"2756","LM0120","Fish Meal Pelletes Diet","CP",344.8,TRUE,FALSE
"2757","LM0120","Fish Meal Pelletes Diet","NDF",NA,TRUE,FALSE
"2758","LM0120","Fish Meal Pelletes Diet","Ash",107.8,TRUE,FALSE
"2759","LM0120","Fish Meal Pelletes Diet","EE",NA,TRUE,FALSE
"2760","LM0120","Fish Meal Pelletes Diet","GE",17,TRUE,FALSE
"2761","LM0120","Kikuyu Grass Diet","CP",264,TRUE,FALSE
"2762","LM0120","Kikuyu Grass Diet","NDF",NA,TRUE,FALSE
"2763","LM0120","Kikuyu Grass Diet","Ash",124.9,TRUE,FALSE
"2764","LM0120","Kikuyu Grass Diet","EE",NA,TRUE,FALSE
"2765","LM0120","Kikuyu Grass Diet","GE",17.99,TRUE,FALSE
"2766","LM0120","Vallisneria Diet","CP",127.9,TRUE,FALSE
"2767","LM0120","Vallisneria Diet","NDF",NA,TRUE,FALSE
"2768","LM0120","Vallisneria Diet","Ash",138.4,TRUE,FALSE
"2769","LM0120","Vallisneria Diet","EE",NA,TRUE,FALSE
"2770","LM0120","Vallisneria Diet","GE",14.74,TRUE,FALSE
"2771","LM0121","Diet 0","CP",175.7,TRUE,FALSE
"2772","LM0121","Diet 0","NDF",NA,TRUE,FALSE
"2773","LM0121","Diet 0","Ash",NA,TRUE,FALSE
"2774","LM0121","Diet 0","EE",NA,TRUE,FALSE
"2775","LM0121","Diet 0","GE",NA,TRUE,FALSE
"2776","LM0121","Diet 20","CP",171.1,TRUE,FALSE
"2777","LM0121","Diet 20","NDF",NA,TRUE,FALSE
"2778","LM0121","Diet 20","Ash",NA,TRUE,FALSE
"2779","LM0121","Diet 20","EE",NA,TRUE,FALSE
"2780","LM0121","Diet 20","GE",NA,TRUE,FALSE
"2781","LM0121","Diet 40","CP",168.7,TRUE,FALSE
"2782","LM0121","Diet 40","NDF",NA,TRUE,FALSE
"2783","LM0121","Diet 40","Ash",NA,TRUE,FALSE
"2784","LM0121","Diet 40","EE",NA,TRUE,FALSE
"2785","LM0121","Diet 40","GE",NA,TRUE,FALSE
"2786","LM0121","Diet 60","CP",162.4,TRUE,FALSE
"2787","LM0121","Diet 60","NDF",NA,TRUE,FALSE
"2788","LM0121","Diet 60","Ash",NA,TRUE,FALSE
"2789","LM0121","Diet 60","EE",NA,TRUE,FALSE
"2790","LM0121","Diet 60","GE",NA,TRUE,FALSE
"2791","LM0121","Diet 80","CP",157.2,TRUE,FALSE
"2792","LM0121","Diet 80","NDF",NA,TRUE,FALSE
"2793","LM0121","Diet 80","Ash",NA,TRUE,FALSE
"2794","LM0121","Diet 80","EE",NA,TRUE,FALSE
"2795","LM0121","Diet 80","GE",NA,TRUE,FALSE
"2796","LM0122","Fish Meal Diet","CP",358,TRUE,FALSE
"2797","LM0122","Fish Meal Diet","NDF",NA,TRUE,FALSE
"2798","LM0122","Fish Meal Diet","Ash",NA,TRUE,FALSE
"2799","LM0122","Fish Meal Diet","EE",NA,TRUE,FALSE
"2800","LM0122","Fish Meal Diet","GE",19.18,TRUE,FALSE
"2801","LM0122","Maize","CP",80,FALSE,FALSE
"2802","LM0122","Maize","NDF",155,FALSE,FALSE
"2803","LM0122","Maize","Ash",43,FALSE,FALSE
"2804","LM0122","Maize","EE",45,FALSE,FALSE
"2805","LM0122","Maize","GE",18.8,FALSE,FALSE
"2806","LM0122","Mix Diet","CP",371,TRUE,FALSE
"2807","LM0122","Mix Diet","NDF",NA,TRUE,FALSE
"2808","LM0122","Mix Diet","Ash",NA,TRUE,FALSE
"2809","LM0122","Mix Diet","EE",NA,TRUE,FALSE
"2810","LM0122","Mix Diet","GE",19.48,TRUE,FALSE
"2811","LM0122","Soy-1 Diet","CP",383,TRUE,FALSE
"2812","LM0122","Soy-1 Diet","NDF",NA,TRUE,FALSE
"2813","LM0122","Soy-1 Diet","Ash",NA,TRUE,FALSE
"2814","LM0122","Soy-1 Diet","EE",NA,TRUE,FALSE
"2815","LM0122","Soy-1 Diet","GE",20,TRUE,FALSE
"2816","LM0122","Soy-2 Diet","CP",364,TRUE,FALSE
"2817","LM0122","Soy-2 Diet","NDF",NA,TRUE,FALSE
"2818","LM0122","Soy-2 Diet","Ash",NA,TRUE,FALSE
"2819","LM0122","Soy-2 Diet","EE",NA,TRUE,FALSE
"2820","LM0122","Soy-2 Diet","GE",19.99,TRUE,FALSE
"2821","LM0122","Tomato Diet","CP",364,TRUE,FALSE
"2822","LM0122","Tomato Diet","NDF",NA,TRUE,FALSE
"2823","LM0122","Tomato Diet","Ash",NA,TRUE,FALSE
"2824","LM0122","Tomato Diet","EE",NA,TRUE,FALSE
"2825","LM0122","Tomato Diet","GE",21.28,TRUE,FALSE
"2826","LM0122","Yeast Diet","CP",342,TRUE,FALSE
"2827","LM0122","Yeast Diet","NDF",NA,TRUE,FALSE
"2828","LM0122","Yeast Diet","Ash",NA,TRUE,FALSE
"2829","LM0122","Yeast Diet","EE",NA,TRUE,FALSE
"2830","LM0122","Yeast Diet","GE",19.85,TRUE,FALSE
"2831","LM0123","1","CP",127.8,FALSE,FALSE
"2832","LM0123","1","NDF",159,FALSE,FALSE
"2833","LM0123","1","Ash",84,FALSE,FALSE
"2834","LM0123","1","EE",NA,FALSE,FALSE
"2835","LM0123","1","GE",NA,FALSE,FALSE
"2836","LM0123","2","CP",127.9,FALSE,FALSE
"2837","LM0123","2","NDF",241,FALSE,FALSE
"2838","LM0123","2","Ash",84,FALSE,FALSE
"2839","LM0123","2","EE",NA,FALSE,FALSE
"2840","LM0123","2","GE",NA,FALSE,FALSE
"2841","LM0123","3","CP",123.8,FALSE,FALSE
"2842","LM0123","3","NDF",197,FALSE,FALSE
"2843","LM0123","3","Ash",88,FALSE,FALSE
"2844","LM0123","3","EE",NA,FALSE,FALSE
"2845","LM0123","3","GE",NA,FALSE,FALSE
"2846","LM0123","4","CP",123.4,FALSE,FALSE
"2847","LM0123","4","NDF",228,FALSE,FALSE
"2848","LM0123","4","Ash",92,FALSE,FALSE
"2849","LM0123","4","EE",NA,FALSE,FALSE
"2850","LM0123","4","GE",NA,FALSE,FALSE
"2851","LM0123","5","CP",123.4,FALSE,FALSE
"2852","LM0123","5","NDF",295,FALSE,FALSE
"2853","LM0123","5","Ash",89,FALSE,FALSE
"2854","LM0123","5","EE",NA,FALSE,FALSE
"2855","LM0123","5","GE",NA,FALSE,FALSE
"2856","LM0128","H300D12","CP",NA,TRUE,FALSE
"2857","LM0128","H300D12","NDF",NA,TRUE,FALSE
"2858","LM0128","H300D12","Ash",NA,TRUE,FALSE
"2859","LM0128","H300D12","EE",NA,TRUE,FALSE
"2860","LM0128","H300D12","GE",NA,TRUE,FALSE
"2861","LM0128","H300D6","CP",NA,TRUE,FALSE
"2862","LM0128","H300D6","NDF",NA,TRUE,FALSE
"2863","LM0128","H300D6","Ash",NA,TRUE,FALSE
"2864","LM0128","H300D6","EE",NA,TRUE,FALSE
"2865","LM0128","H300D6","GE",NA,TRUE,FALSE
"2866","LM0129","HPS  Con Bundle2","CP",NA,TRUE,FALSE
"2867","LM0129","HPS  Con Bundle2","NDF",NA,TRUE,FALSE
"2868","LM0129","HPS  Con Bundle2","Ash",NA,TRUE,FALSE
"2869","LM0129","HPS  Con Bundle2","EE",NA,TRUE,FALSE
"2870","LM0129","HPS  Con Bundle2","GE",NA,TRUE,FALSE
"2871","LM0129","HPS Bundle1","CP",NA,TRUE,FALSE
"2872","LM0129","HPS Bundle1","NDF",NA,TRUE,FALSE
"2873","LM0129","HPS Bundle1","Ash",NA,TRUE,FALSE
"2874","LM0129","HPS Bundle1","EE",NA,TRUE,FALSE
"2875","LM0129","HPS Bundle1","GE",NA,TRUE,FALSE
"2876","LM0129","HPS+FM Bundle1","CP",NA,TRUE,FALSE
"2877","LM0129","HPS+FM Bundle1","NDF",NA,TRUE,FALSE
"2878","LM0129","HPS+FM Bundle1","Ash",NA,TRUE,FALSE
"2879","LM0129","HPS+FM Bundle1","EE",NA,TRUE,FALSE
"2880","LM0129","HPS+FM Bundle1","GE",NA,TRUE,FALSE
"2881","LM0129","HPS+FM Bundle2","CP",NA,TRUE,FALSE
"2882","LM0129","HPS+FM Bundle2","NDF",NA,TRUE,FALSE
"2883","LM0129","HPS+FM Bundle2","Ash",NA,TRUE,FALSE
"2884","LM0129","HPS+FM Bundle2","EE",NA,TRUE,FALSE
"2885","LM0129","HPS+FM Bundle2","GE",NA,TRUE,FALSE
"2886","LM0129","MP+FM Con Bundle1","CP",NA,TRUE,FALSE
"2887","LM0129","MP+FM Con Bundle1","NDF",NA,TRUE,FALSE
"2888","LM0129","MP+FM Con Bundle1","Ash",NA,TRUE,FALSE
"2889","LM0129","MP+FM Con Bundle1","EE",NA,TRUE,FALSE
"2890","LM0129","MP+FM Con Bundle1","GE",NA,TRUE,FALSE
"2891","LM0129","MP+HPS Bundle1","CP",NA,TRUE,FALSE
"2892","LM0129","MP+HPS Bundle1","NDF",NA,TRUE,FALSE
"2893","LM0129","MP+HPS Bundle1","Ash",NA,TRUE,FALSE
"2894","LM0129","MP+HPS Bundle1","EE",NA,TRUE,FALSE
"2895","LM0129","MP+HPS Bundle1","GE",NA,TRUE,FALSE
"2896","LM0129","MP+HPS Bundle2","CP",NA,TRUE,FALSE
"2897","LM0129","MP+HPS Bundle2","NDF",NA,TRUE,FALSE
"2898","LM0129","MP+HPS Bundle2","Ash",NA,TRUE,FALSE
"2899","LM0129","MP+HPS Bundle2","EE",NA,TRUE,FALSE
"2900","LM0129","MP+HPS Bundle2","GE",NA,TRUE,FALSE
"2901","LM0136.1","14% Crude Protein","CP",140,TRUE,FALSE
"2902","LM0136.1","14% Crude Protein","NDF",NA,TRUE,FALSE
"2903","LM0136.1","14% Crude Protein","Ash",NA,TRUE,FALSE
"2904","LM0136.1","14% Crude Protein","EE",NA,TRUE,FALSE
"2905","LM0136.1","14% Crude Protein","GE",NA,TRUE,FALSE
"2906","LM0136.1","16% Crude Protein","CP",160,TRUE,FALSE
"2907","LM0136.1","16% Crude Protein","NDF",NA,TRUE,FALSE
"2908","LM0136.1","16% Crude Protein","Ash",NA,TRUE,FALSE
"2909","LM0136.1","16% Crude Protein","EE",NA,TRUE,FALSE
"2910","LM0136.1","16% Crude Protein","GE",NA,TRUE,FALSE
"2911","LM0136.1","18% Crude Protein","CP",180,TRUE,FALSE
"2912","LM0136.1","18% Crude Protein","NDF",NA,TRUE,FALSE
"2913","LM0136.1","18% Crude Protein","Ash",NA,TRUE,FALSE
"2914","LM0136.1","18% Crude Protein","EE",NA,TRUE,FALSE
"2915","LM0136.1","18% Crude Protein","GE",NA,TRUE,FALSE
"2916","LM0136.1","20% Crude Protein","CP",200,TRUE,FALSE
"2917","LM0136.1","20% Crude Protein","NDF",NA,TRUE,FALSE
"2918","LM0136.1","20% Crude Protein","Ash",NA,TRUE,FALSE
"2919","LM0136.1","20% Crude Protein","EE",NA,TRUE,FALSE
"2920","LM0136.1","20% Crude Protein","GE",NA,TRUE,FALSE
"2921","LM0136.2","14% Crude Protein","CP",135,TRUE,FALSE
"2922","LM0136.2","14% Crude Protein","NDF",NA,TRUE,FALSE
"2923","LM0136.2","14% Crude Protein","Ash",NA,TRUE,FALSE
"2924","LM0136.2","14% Crude Protein","EE",NA,TRUE,FALSE
"2925","LM0136.2","14% Crude Protein","GE",NA,TRUE,FALSE
"2926","LM0136.2","16% Crude Protein","CP",156,TRUE,FALSE
"2927","LM0136.2","16% Crude Protein","NDF",NA,TRUE,FALSE
"2928","LM0136.2","16% Crude Protein","Ash",NA,TRUE,FALSE
"2929","LM0136.2","16% Crude Protein","EE",NA,TRUE,FALSE
"2930","LM0136.2","16% Crude Protein","GE",NA,TRUE,FALSE
"2931","LM0136.2","18% Crude Protein","CP",176,TRUE,FALSE
"2932","LM0136.2","18% Crude Protein","NDF",NA,TRUE,FALSE
"2933","LM0136.2","18% Crude Protein","Ash",NA,TRUE,FALSE
"2934","LM0136.2","18% Crude Protein","EE",NA,TRUE,FALSE
"2935","LM0136.2","18% Crude Protein","GE",NA,TRUE,FALSE
"2936","LM0136.2","20% Crude Protein","CP",196,TRUE,FALSE
"2937","LM0136.2","20% Crude Protein","NDF",NA,TRUE,FALSE
"2938","LM0136.2","20% Crude Protein","Ash",NA,TRUE,FALSE
"2939","LM0136.2","20% Crude Protein","EE",NA,TRUE,FALSE
"2940","LM0136.2","20% Crude Protein","GE",NA,TRUE,FALSE
"2941","LM0138","Fish Meal Con","CP",252.3,TRUE,FALSE
"2942","LM0138","Fish Meal Con","NDF",NA,TRUE,FALSE
"2943","LM0138","Fish Meal Con","Ash",59.6,TRUE,FALSE
"2944","LM0138","Fish Meal Con","EE",22.8,TRUE,FALSE
"2945","LM0138","Fish Meal Con","GE",NA,TRUE,FALSE
"2946","LM0138","Hatchery Waste Meal1","CP",245.9,TRUE,FALSE
"2947","LM0138","Hatchery Waste Meal1","NDF",NA,TRUE,FALSE
"2948","LM0138","Hatchery Waste Meal1","Ash",70.4,TRUE,FALSE
"2949","LM0138","Hatchery Waste Meal1","EE",22.2,TRUE,FALSE
"2950","LM0138","Hatchery Waste Meal1","GE",NA,TRUE,FALSE
"2951","LM0138","Hatchery Waste Meal2","CP",251.6,TRUE,FALSE
"2952","LM0138","Hatchery Waste Meal2","NDF",NA,TRUE,FALSE
"2953","LM0138","Hatchery Waste Meal2","Ash",69.2,TRUE,FALSE
"2954","LM0138","Hatchery Waste Meal2","EE",25.8,TRUE,FALSE
"2955","LM0138","Hatchery Waste Meal2","GE",NA,TRUE,FALSE
"2956","LM0138","Hatchery Waste Meal3","CP",250.9,TRUE,FALSE
"2957","LM0138","Hatchery Waste Meal3","NDF",NA,TRUE,FALSE
"2958","LM0138","Hatchery Waste Meal3","Ash",64,TRUE,FALSE
"2959","LM0138","Hatchery Waste Meal3","EE",30.6,TRUE,FALSE
"2960","LM0138","Hatchery Waste Meal3","GE",NA,TRUE,FALSE
"2961","LM0139","240g/kg of Opuntia ficus-indica","CP",177,TRUE,FALSE
"2962","LM0139","240g/kg of Opuntia ficus-indica","NDF",363,TRUE,FALSE
"2963","LM0139","240g/kg of Opuntia ficus-indica","Ash",NA,TRUE,FALSE
"2964","LM0139","240g/kg of Opuntia ficus-indica","EE",24,TRUE,FALSE
"2965","LM0139","240g/kg of Opuntia ficus-indica","GE",16.7,TRUE,FALSE
"2966","LM0139","360g/kg of Opuntia ficus-indica","CP",177,TRUE,FALSE
"2967","LM0139","360g/kg of Opuntia ficus-indica","NDF",313,TRUE,FALSE
"2968","LM0139","360g/kg of Opuntia ficus-indica","Ash",NA,TRUE,FALSE
"2969","LM0139","360g/kg of Opuntia ficus-indica","EE",22,TRUE,FALSE
"2970","LM0139","360g/kg of Opuntia ficus-indica","GE",15.5,TRUE,FALSE
"2971","LM0139","No Opuntia ficus-indica","CP",171,TRUE,FALSE
"2972","LM0139","No Opuntia ficus-indica","NDF",413,TRUE,FALSE
"2973","LM0139","No Opuntia ficus-indica","Ash",NA,TRUE,FALSE
"2974","LM0139","No Opuntia ficus-indica","EE",24,TRUE,FALSE
"2975","LM0139","No Opuntia ficus-indica","GE",17.3,TRUE,FALSE
"2976","LM0163","MT D1","CP",NA,TRUE,FALSE
"2977","LM0163","MT D1","NDF",NA,TRUE,FALSE
"2978","LM0163","MT D1","Ash",NA,TRUE,FALSE
"2979","LM0163","MT D1","EE",NA,TRUE,FALSE
"2980","LM0163","MT D1","GE",NA,TRUE,FALSE
"2981","LM0163","MT D2","CP",NA,TRUE,FALSE
"2982","LM0163","MT D2","NDF",NA,TRUE,FALSE
"2983","LM0163","MT D2","Ash",NA,TRUE,FALSE
"2984","LM0163","MT D2","EE",NA,TRUE,FALSE
"2985","LM0163","MT D2","GE",NA,TRUE,FALSE
"2986","LM0163","MT D3","CP",NA,TRUE,FALSE
"2987","LM0163","MT D3","NDF",NA,TRUE,FALSE
"2988","LM0163","MT D3","Ash",NA,TRUE,FALSE
"2989","LM0163","MT D3","EE",NA,TRUE,FALSE
"2990","LM0163","MT D3","GE",NA,TRUE,FALSE
"2991","LM0163","MT D4","CP",NA,TRUE,FALSE
"2992","LM0163","MT D4","NDF",NA,TRUE,FALSE
"2993","LM0163","MT D4","Ash",NA,TRUE,FALSE
"2994","LM0163","MT D4","EE",NA,TRUE,FALSE
"2995","LM0163","MT D4","GE",NA,TRUE,FALSE
"2996","LM0164","D1 Napier Grass alone","CP",117,TRUE,FALSE
"2997","LM0164","D1 Napier Grass alone","NDF",559,TRUE,FALSE
"2998","LM0164","D1 Napier Grass alone","Ash",NA,TRUE,FALSE
"2999","LM0164","D1 Napier Grass alone","EE",NA,TRUE,FALSE
"3000","LM0164","D1 Napier Grass alone","GE",NA,TRUE,FALSE
"3001","LM0164","D2 Napier/Desmodium","CP",142,TRUE,FALSE
"3002","LM0164","D2 Napier/Desmodium","NDF",504,TRUE,FALSE
"3003","LM0164","D2 Napier/Desmodium","Ash",NA,TRUE,FALSE
