"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Item.Group","D.Item.AOM","AOM.Scientific.Name","Source","Units","T.Animals","D.Unit.Standard","Out.WG.Start","Out.WG.Unit","intake_source","ignore_for_balance","T.Name","T.Control"
"345","B01063","Control Diet","Lysine","Supplement",0.01341,"g","day","individual","Yes",NA,"Base","AOM_000739",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"Control Diet","yes"
"346","B01063","Control Diet","Prime Gluten 60","Other Ingredients",0.086207142857143,"g","day","individual","Yes",NA,"Base","AOM_001870",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"Control Diet","yes"
"347","B01063","Control Diet","Threonine","Supplement",0.00191571428571429,"g","day","individual","Yes",NA,"Base","AOM_000738",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"Control Diet","yes"
"348","B01063","Control Diet","Phytase Ground","Supplement",0.00814178571428572,"g","day","individual","Yes",NA,"Base","AOM_006114",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"Control Diet","yes"
"349","B01063","Control Diet","Olaquindox","Other Ingredients",0.00191571428571429,"g","day","individual","Yes",NA,"Base","AOM_001825",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"Control Diet","yes"
"350","B01063","Control Diet","Soybean Ground","Crop Product",0.942052500000001,"g","day","individual","Yes",NA,NA,"AOM_000613","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"Control Diet","yes"
"351","B01063","Control Diet","Bicarbonate of Soda","Supplement",0.00814178571428572,"g","day","individual","Yes",NA,"Base","AOM_000753",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"Control Diet","yes"
"352","B01063","Control Diet","Lime","Supplement",0.0694446428571429,"g","day","individual","Yes",NA,"Base","AOM_000760",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"Control Diet","yes"
"353","B01063","Control Diet","Soybean Full Fat Ground","Crop Product",0.242816785714286,"g","day","individual","Yes",NA,NA,"AOM_002033","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"Control Diet","yes"
"354","B01063","Control Diet","Monocalcium Phosphate","Supplement",0.0344828571428572,"g","day","individual","Yes",NA,"Base","AOM_000768",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"Control Diet","yes"
"355","B01063","Control Diet","Choline Cloride Ground","Supplement",0.00383142857142858,"g","day","individual","Yes",NA,"Base","AOM_001375",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"Control Diet","yes"
"356","B01063","PEG0","Bicarbonate of Soda","Supplement",0.00792321428571429,"g","day","individual","Yes",NA,"Base","AOM_000753",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"357","B01063","PEG0","Soybean Full Fat Ground","Crop Product",0.692582142857143,"g","day","individual","Yes",NA,NA,"AOM_002033","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"358","B01063","PEG0","Lysine","Supplement",0.01305,"g","day","individual","Yes",NA,"Base","AOM_000739",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"359","B01063","PEG0","Choline Cloride Ground","Supplement",0.00372857142857143,"g","day","individual","Yes",NA,"Base","AOM_001375",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"360","B01063","PEG0","Maize Ground","Crop Product",2.92180178571429,"g","day","individual","Yes",NA,NA,"AOM_001674","Zea mays","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"361","B01063","PEG0","Soybean Ground","Crop Product",0.328580357142857,"g","day","individual","Yes",NA,NA,"AOM_000613","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"362","B01063","PEG0","Lime","Supplement",0.0675803571428572,"g","day","individual","Yes",NA,"Base","AOM_000760",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"363","B01063","PEG0","Threonine","Supplement",0.00186428571428572,"g","day","individual","Yes",NA,"Base","AOM_000738",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"364","B01063","PEG0","Prime Gluten 60","Other Ingredients",0.0838928571428572,"g","day","individual","Yes",NA,"Base","AOM_001870",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"365","B01063","PEG0","Monocalcium Phosphate","Supplement",0.0335571428571429,"g","day","individual","Yes",NA,"Base","AOM_000768",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"366","B01063","PEG0","Salt","Other Ingredients",0.0149142857142857,"g","day","individual","Yes",NA,"Base","AOM_000772",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",TRUE,"PEG0","no"
"367","B01063","PEG0","Moringa oleifera Leaves Ground","Forage Plants",0.466071428571429,"g","day","individual","Yes",NA,NA,"AOM_000711","Moringa oleifera","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"368","B01063","PEG0","Methionine","Supplement",0.00885535714285715,"g","day","individual","Yes",NA,"Base","AOM_001377",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"369","B01063","PEG0","Olaquindox","Other Ingredients",0.00186428571428572,"g","day","individual","Yes",NA,"Base","AOM_001825",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"370","B01063","PEG0","Minerals and Vitamins Mix","Supplement",0.00233035714285714,"g","day","individual","Yes",NA,"Base","AOM_000794",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",TRUE,"PEG0","no"
"371","B01063","PEG0","Phytase Ground","Supplement",0.00792321428571429,"g","day","individual","Yes",NA,"Base","AOM_006114",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG0","no"
"372","B01063","PEG100","Prime Gluten 60","Other Ingredients",0.0825235714285715,"g","day","individual","Yes",NA,"Base","AOM_001870",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"373","B01063","PEG100","Lime","Supplement",0.0664773214285715,"g","day","individual","Yes",NA,"Base","AOM_000760",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"374","B01063","PEG100","Choline Cloride Ground","Supplement",0.00366771428571429,"g","day","individual","Yes",NA,"Base","AOM_001375",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"375","B01063","PEG100","Bicarbonate of Soda","Supplement",0.00779389285714286,"g","day","individual","Yes",NA,"Base","AOM_000753",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"376","B01063","PEG100","Moringa oleifera Leaves Ground","Forage Plants",0.458464285714286,"g","day","individual","Yes",NA,NA,"AOM_000711","Moringa oleifera","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"377","B01063","PEG100","Maize Ground","Crop Product",2.87411260714286,"g","day","individual","Yes",NA,NA,"AOM_001674","Zea mays","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"378","B01063","PEG100","Threonine","Supplement",0.00183385714285714,"g","day","individual","Yes",NA,"Base","AOM_000738",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"379","B01063","PEG100","Soybean Ground","Crop Product",0.323217321428572,"g","day","individual","Yes",NA,NA,"AOM_000613","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"380","B01063","PEG100","Polyethylene glycol","Other Ingredients",0.000458464285714286,"kg","day","individual","Yes",NA,NA,"AOM_001504",NA,"camel","%;day;individual",12,"% day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"381","B01063","PEG100","Monocalcium Phosphate","Supplement",0.0330094285714286,"g","day","individual","Yes",NA,"Base","AOM_000768",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"382","B01063","PEG100","Salt","Other Ingredients",0.0146708571428572,"g","day","individual","Yes",NA,"Base","AOM_000772",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",TRUE,"PEG100","no"
"383","B01063","PEG100","Soybean Full Fat Ground","Crop Product",0.681277928571429,"g","day","individual","Yes",NA,NA,"AOM_002033","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"384","B01063","PEG100","Phytase Ground","Supplement",0.00779389285714286,"g","day","individual","Yes",NA,"Base","AOM_006114",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"385","B01063","PEG100","Minerals and Vitamins Mix","Supplement",0.00229232142857143,"g","day","individual","Yes",NA,"Base","AOM_000794",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",TRUE,"PEG100","no"
"386","B01063","PEG100","Lysine","Supplement",0.012837,"g","day","individual","Yes",NA,"Base","AOM_000739",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"387","B01063","PEG100","Olaquindox","Other Ingredients",0.00183385714285714,"g","day","individual","Yes",NA,"Base","AOM_001825",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"388","B01063","PEG100","Methionine","Supplement",0.00871082142857143,"g","day","individual","Yes",NA,"Base","AOM_001377",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG100","no"
"389","B01063","PEG25","Soybean Full Fat Ground","Crop Product",0.731855,"g","day","individual","Yes",NA,NA,"AOM_002033","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"390","B01063","PEG25","Bicarbonate of Soda","Supplement",0.0083725,"g","day","individual","Yes",NA,"Base","AOM_000753",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"391","B01063","PEG25","Prime Gluten 60","Other Ingredients",0.08865,"g","day","individual","Yes",NA,"Base","AOM_001870",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"392","B01063","PEG25","Polyethylene glycol","Other Ingredients",0.000123125,"kg","day","individual","Yes",NA,NA,"AOM_001504",NA,"camel","%;day;individual",12,"% day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"393","B01063","PEG25","Choline Cloride Ground","Supplement",0.00394,"g","day","individual","Yes",NA,"Base","AOM_001375",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"394","B01063","PEG25","Salt","Other Ingredients",0.01576,"g","day","individual","Yes",NA,"Base","AOM_000772",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",TRUE,"PEG25","no"
"395","B01063","PEG25","Minerals and Vitamins Mix","Supplement",0.0024625,"g","day","individual","Yes",NA,"Base","AOM_000794",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",TRUE,"PEG25","no"
"396","B01063","PEG25","Soybean Ground","Crop Product",0.3472125,"g","day","individual","Yes",NA,NA,"AOM_000613","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"397","B01063","PEG25","Lime","Supplement",0.0714125,"g","day","individual","Yes",NA,"Base","AOM_000760",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"398","B01063","PEG25","Phytase Ground","Supplement",0.0083725,"g","day","individual","Yes",NA,"Base","AOM_006114",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"399","B01063","PEG25","Lysine","Supplement",0.01379,"g","day","individual","Yes",NA,"Base","AOM_000739",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"400","B01063","PEG25","Olaquindox","Other Ingredients",0.00197,"g","day","individual","Yes",NA,"Base","AOM_001825",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"401","B01063","PEG25","Monocalcium Phosphate","Supplement",0.03546,"g","day","individual","Yes",NA,"Base","AOM_000768",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"402","B01063","PEG25","Methionine","Supplement",0.0093575,"g","day","individual","Yes",NA,"Base","AOM_001377",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"403","B01063","PEG25","Moringa oleifera Leaves Ground","Forage Plants",0.4925,"g","day","individual","Yes",NA,NA,"AOM_000711","Moringa oleifera","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"404","B01063","PEG25","Maize Ground","Crop Product",3.0874825,"g","day","individual","Yes",NA,NA,"AOM_001674","Zea mays","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"405","B01063","PEG25","Threonine","Supplement",0.00197,"g","day","individual","Yes",NA,"Base","AOM_000738",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG25","no"
"406","B01063","PEG50","Polyethylene glycol","Other Ingredients",0.000245535714285715,"kg","day","individual","Yes",NA,NA,"AOM_001504",NA,"camel","%;day;individual",12,"% day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"407","B01063","PEG50","Salt","Other Ingredients",0.0157142857142857,"g","day","individual","Yes",NA,"Base","AOM_000772",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",TRUE,"PEG50","no"
"408","B01063","PEG50","Moringa oleifera Leaves Ground","Forage Plants",0.491071428571429,"g","day","individual","Yes",NA,NA,"AOM_000711","Moringa oleifera","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"409","B01063","PEG50","Phytase Ground","Supplement",0.00834821428571429,"g","day","individual","Yes",NA,"Base","AOM_006114",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"410","B01063","PEG50","Soybean Ground","Crop Product",0.346205357142857,"g","day","individual","Yes",NA,NA,"AOM_000613","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"411","B01063","PEG50","Methionine","Supplement",0.00933035714285715,"g","day","individual","Yes",NA,"Base","AOM_001377",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"412","B01063","PEG50","Minerals and Vitamins Mix","Supplement",0.00245535714285714,"g","day","individual","Yes",NA,"Base","AOM_000794",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",TRUE,"PEG50","no"
"413","B01063","PEG50","Olaquindox","Other Ingredients",0.00196428571428572,"g","day","individual","Yes",NA,"Base","AOM_001825",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"414","B01063","PEG50","Soybean Full Fat Ground","Crop Product",0.729732142857143,"g","day","individual","Yes",NA,NA,"AOM_002033","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"415","B01063","PEG50","Prime Gluten 60","Other Ingredients",0.0883928571428572,"g","day","individual","Yes",NA,"Base","AOM_001870",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"416","B01063","PEG50","Monocalcium Phosphate","Supplement",0.0353571428571429,"g","day","individual","Yes",NA,"Base","AOM_000768",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"417","B01063","PEG50","Threonine","Supplement",0.00196428571428572,"g","day","individual","Yes",NA,"Base","AOM_000738",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"418","B01063","PEG50","Bicarbonate of Soda","Supplement",0.00834821428571429,"g","day","individual","Yes",NA,"Base","AOM_000753",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"419","B01063","PEG50","Choline Cloride Ground","Supplement",0.00392857142857143,"g","day","individual","Yes",NA,"Base","AOM_001375",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"420","B01063","PEG50","Maize Ground","Crop Product",3.07852678571429,"g","day","individual","Yes",NA,NA,"AOM_001674","Zea mays","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"421","B01063","PEG50","Lysine","Supplement",0.01375,"g","day","individual","Yes",NA,"Base","AOM_000739",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"422","B01063","PEG50","Lime","Supplement",0.0712053571428572,"g","day","individual","Yes",NA,"Base","AOM_000760",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG50","no"
"423","B01063","PEG75","Phytase Ground","Supplement",0.00808107142857143,"g","day","individual","Yes",NA,"Base","AOM_006114",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"424","B01063","PEG75","Olaquindox","Other Ingredients",0.00190142857142857,"g","day","individual","Yes",NA,"Base","AOM_001825",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"425","B01063","PEG75","Methionine","Supplement",0.00903178571428572,"g","day","individual","Yes",NA,"Base","AOM_001377",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"426","B01063","PEG75","Threonine","Supplement",0.00190142857142857,"g","day","individual","Yes",NA,"Base","AOM_000738",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"427","B01063","PEG75","Monocalcium Phosphate","Supplement",0.0342257142857143,"g","day","individual","Yes",NA,"Base","AOM_000768",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"428","B01063","PEG75","Moringa oleifera Leaves Ground","Forage Plants",0.475357142857143,"g","day","individual","Yes",NA,NA,"AOM_000711","Moringa oleifera","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"429","B01063","PEG75","Bicarbonate of Soda","Supplement",0.00808107142857143,"g","day","individual","Yes",NA,"Base","AOM_000753",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"430","B01063","PEG75","Choline Cloride Ground","Supplement",0.00380285714285714,"g","day","individual","Yes",NA,"Base","AOM_001375",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"431","B01063","PEG75","Lysine","Supplement",0.01331,"g","day","individual","Yes",NA,"Base","AOM_000739",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"432","B01063","PEG75","Maize Ground","Crop Product",2.98001392857143,"g","day","individual","Yes",NA,NA,"AOM_001674","Zea mays","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"433","B01063","PEG75","Minerals and Vitamins Mix","Supplement",0.00237678571428571,"g","day","individual","Yes",NA,"Base","AOM_000794",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",TRUE,"PEG75","no"
"434","B01063","PEG75","Prime Gluten 60","Other Ingredients",0.0855642857142857,"g","day","individual","Yes",NA,"Base","AOM_001870",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"435","B01063","PEG75","Lime","Supplement",0.0689267857142857,"g","day","individual","Yes",NA,"Base","AOM_000760",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"436","B01063","PEG75","Polyethylene glycol","Other Ingredients",0.000356517857142857,"kg","day","individual","Yes",NA,NA,"AOM_001504",NA,"camel","%;day;individual",12,"% day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"437","B01063","PEG75","Soybean Full Fat Ground","Crop Product",0.706380714285714,"g","day","individual","Yes",NA,NA,"AOM_002033","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"438","B01063","PEG75","Salt","Other Ingredients",0.0152114285714286,"g","day","individual","Yes",NA,"Base","AOM_000772",NA,"camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",TRUE,"PEG75","no"
"439","B01063","PEG75","Soybean Ground","Crop Product",0.335126785714286,"g","day","individual","Yes",NA,NA,"AOM_000613","Glycine max","camel","g/kg;day;individual",12,"g/kg day individual",NA,NA,"diet_intake",FALSE,"PEG75","no"
"440","BO1001","Diet 2","Sesbania sesban Dried","Forage Plants",0.1,"kg","day","individual","Yes",NA,NA,"AOM_001229","Sesbania sesban","camel","g;day;individual",5,"g day individual",18.56,"kg","ingredient_intake",FALSE,"T2","no"
"441","BO1001","Diet 3","Sesbania sesban Dried","Forage Plants",0.2,"kg","day","individual","Yes",NA,NA,"AOM_001229","Sesbania sesban","camel","g;day;individual",5,"g day individual",18.54,"kg","ingredient_intake",FALSE,"T3","no"
"442","BO1001","Diet 4","Sesbania sesban Dried","Forage Plants",0.3,"kg","day","individual","Yes",NA,NA,"AOM_001229","Sesbania sesban","camel","g;day;individual",5,"g day individual",19.08,"kg","ingredient_intake",FALSE,"T4","no"
"443","BO1001","Diet 5","Sesbania sesban Dried","Forage Plants",0.4,"kg","day","individual","Yes",NA,NA,"AOM_001229","Sesbania sesban","camel","g;day;individual",5,"g day individual",18.16,"kg","ingredient_intake",FALSE,"T5","no"
"444","BO1002","Control","Lime","Supplement",23.62,"g","day","individual","Yes",NA,"Base","AOM_000760",NA,"camel","g/kg;day;individual",5,"g/kg day individual",41,"kg","diet_intake",FALSE,"Control","yes"
"445","BO1002","Control","Concentrate",NA,0.7086,"kg","day","individual","Yes",NA,NA,"AOM_000800",NA,"camel","% Diet;day;individual",5,"% Diet day individual",41,"kg","diet_intake",FALSE,"Control","yes"
"446","BO1002","Control","Urea","Supplement",11.81,"g","day","individual","Yes",NA,"Base","AOM_001749",NA,"camel","g/kg;day;individual",5,"g/kg day individual",41,"kg","diet_intake",FALSE,"Control","yes"
"447","BO1002","Control","Salt","Other Ingredients",11.81,"g","day","individual","Yes",NA,"Base","AOM_000772",NA,"camel","g/kg;day;individual",5,"g/kg day individual",41,"kg","diet_intake",TRUE,"Control","yes"
"448","BO1002","Control","Rice Straw","Crop Byproduct",0.4724,"kg","day","individual","Yes",NA,"Base","AOM_000579","Oryza sativa","camel","% Diet;day;individual",5,"% Diet day individual",41,"kg","diet_intake",FALSE,"Control","yes"
"449","BO1002","Control","Cotton Seed Cake","Crop Byproduct",295.25,"g","day","individual","Yes",NA,"Base","AOM_000620","Gossypium","camel","g/kg;day;individual",5,"g/kg day individual",41,"kg","diet_intake",FALSE,"Control","yes"
"450","BO1002","Control","Rice Bran","Crop Byproduct",35.43,"g","day","individual","Yes",NA,"Base","AOM_002114","Oryza sativa","camel","g/kg;day;individual",5,"g/kg day individual",41,"kg","diet_intake",FALSE,"Control","yes"
"451","BO1002","Control","Wheat Bran","Crop Byproduct",413.35,"g","day","individual","Yes",NA,"Base","AOM_000585","Triticum aestivum","camel","g/kg;day;individual",5,"g/kg day individual",41,"kg","diet_intake",FALSE,"Control","yes"
"452","BO1002","Control","Unspecified Molasses","Crop Byproduct",35.43,"g","day","individual","Yes",NA,"Base","AOM_006003",NA,"camel","g/kg;day;individual",5,"g/kg day individual",41,"kg","diet_intake",FALSE,"Control","yes"
"453","BO1002","Control","Maize","Crop Product",354.3,"g","day","individual","Yes",NA,"Base","AOM_000648","Zea mays","camel","g/kg;day;individual",5,"g/kg day individual",41,"kg","diet_intake",FALSE,"Control","yes"
"454","BO1003","C25","Bracharia Dried","Forage Plants;from_pct_using_pred_archimede2014",0.0362088068340819,"kg","day","individual","Yes",NA,NA,"AOM_001396","Brachiaria","camel","% Diet;day;individual",5,"% Diet day individual",11.36,"kg","original",FALSE,"T1","no"
"455","BO1003","C25","Urea","Supplement;from_pct_using_pred_archimede2014",0.00654376027121962,"kg","day","individual","Yes",NA,NA,"AOM_001749",NA,"camel","% Diet;day;individual",5,"% Diet day individual",11.36,"kg","original",FALSE,"T1","no"
"456","BO1003","C25","Opuntia ficus indica Cladode Crushed","Forage Plants;from_pct_using_pred_archimede2014",0.111243924610734,"kg","day","individual","Yes",NA,NA,"AOM_006205","Opuntia ficus indica","camel","% Diet;day;individual",5,"% Diet day individual",11.36,"kg","original",FALSE,"T1","no"
"457","BO1003","C25","Pigeon Pea","Crop Byproduct;from_pct_using_pred_archimede2014",0.0436250684747975,"kg","day","individual","Yes",NA,"Base","AOM_001314","Cajanus cajan","camel","% Diet;day;individual",5,"% Diet day individual",11.36,"kg","original",FALSE,"T1","no"
"458","BO1003","C25","Cynodon Dried","Forage Plants;from_pct_using_pred_archimede2014",0.238629124557142,"kg","day","individual","Yes",NA,NA,"AOM_006075","Cynodon","camel","% Diet;day;individual",5,"% Diet day individual",11.36,"kg","original",FALSE,"T1","no"
"459","BO1003","C50","Opuntia ficus indica Cladode Crushed","Forage Plants;from_pct_using_pred_archimede2014",0.239271018301745,"kg","day","individual","Yes",NA,NA,"AOM_006205","Opuntia ficus indica","camel","% Diet;day;individual",5,"% Diet day individual",12.36,"kg","original",FALSE,"T2","no"
"460","BO1003","C50","Bracharia Dried","Forage Plants;from_pct_using_pred_archimede2014",0.0229887841113441,"kg","day","individual","Yes",NA,NA,"AOM_001396","Brachiaria","camel","% Diet;day;individual",5,"% Diet day individual",12.36,"kg","original",FALSE,"T2","no"
"461","BO1003","C50","Urea","Supplement;from_pct_using_pred_archimede2014",0.00938317718830372,"kg","day","individual","Yes",NA,NA,"AOM_001749",NA,"camel","% Diet;day;individual",5,"% Diet day individual",12.36,"kg","original",FALSE,"T2","no"
