"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Item.Group","D.Item.AOM","AOM.Scientific.Name","Source","Units","T.Animals","D.Unit.Standard","Out.WG.Start","Out.WG.Unit","intake_source","ignore_for_balance","T.Name","T.Control"
"11775","NN0137.4","DGSM 4","Giant Snail Boiled Dried Ground","Animal;from_pct_using_pred_archimede2014",0.00046870829385471,"kg","day","individual","Yes",NA,NA,"AOM_001937","Theba pisana","livestock","%;NA;individual",6,"% NA individual",0.171,"kg","original",FALSE,"DGSM 4","no"
"11776","NN0137.4","DGSM 4","Maize","Crop Product;from_pct_using_pred_archimede2014",0.00646817445519499,"kg","day","individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","%;NA;individual",6,"% NA individual",0.171,"kg","original",FALSE,"DGSM 4","no"
"11777","NN0137.4","DGSM 4","Methionine","Non-ERA Feed;from_pct_using_pred_archimede2014",1.1248999052513e-05,"kg","day","individual","Yes",NA,NA,"AOM_001377",NA,"livestock","%;NA;individual",6,"% NA individual",0.171,"kg","original",FALSE,"DGSM 4","no"
"11778","NN0137.4","DGSM 4","Vegetable Oil","Crop Byproduct;from_pct_using_pred_archimede2014",0.000208106482471491,"kg","day","individual","Yes",NA,NA,"AOM_000676",NA,"livestock","%;NA;individual",6,"% NA individual",0.171,"kg","original",FALSE,"DGSM 4","no"
"11779","NN0137.4","DGSM 4","Minerals and Vitamins Mix","Non-ERA Feed;from_pct_using_pred_archimede2014",2.81224976312826e-05,"kg","day","individual","Yes",NA,NA,"AOM_000794",NA,"livestock","%;NA;individual",6,"% NA individual",0.171,"kg","original",TRUE,"DGSM 4","no"
"11780","NN0137.4","DGSM 4","Salt","Non-ERA Feed;from_pct_using_pred_archimede2014",3.37469971575391e-05,"kg","day","individual","Yes",NA,NA,"AOM_000772",NA,"livestock","%;NA;individual",6,"% NA individual",0.171,"kg","original",TRUE,"DGSM 4","no"
"11781","NN0137.4","DGSM 4","Soybean Ground","Crop Product;from_pct_using_pred_archimede2014",0.00415978610796055,"kg","day","individual","Yes",NA,NA,"AOM_000613","Glycine max","livestock","%;NA;individual",6,"% NA individual",0.171,"kg","original",FALSE,"DGSM 4","no"
"11782","NN0137.4","DGSM 6","Giant Snail Boiled Dried Ground","Animal;from_pct_using_pred_archimede2014",0.000699516914989578,"kg","day","individual","Yes",NA,NA,"AOM_001937","Theba pisana","livestock","%;NA;individual",6,"% NA individual",0.17,"kg","original",FALSE,"DGSM 6","no"
"11783","NN0137.4","DGSM 6","Salt","Non-ERA Feed;from_pct_using_pred_archimede2014",3.28772950045101e-05,"kg","day","individual","Yes",NA,NA,"AOM_000772",NA,"livestock","%;NA;individual",6,"% NA individual",0.17,"kg","original",TRUE,"DGSM 6","no"
"11784","NN0137.4","DGSM 6","Maize","Crop Product;from_pct_using_pred_archimede2014",0.00630731085015602,"kg","day","individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","%;NA;individual",6,"% NA individual",0.17,"kg","original",FALSE,"DGSM 6","no"
"11785","NN0137.4","DGSM 6","Methionine","Non-ERA Feed;from_pct_using_pred_archimede2014",1.09590983348367e-05,"kg","day","individual","Yes",NA,NA,"AOM_001377",NA,"livestock","%;NA;individual",6,"% NA individual",0.17,"kg","original",FALSE,"DGSM 6","no"
"11786","NN0137.4","DGSM 6","Minerals and Vitamins Mix","Non-ERA Feed;from_pct_using_pred_archimede2014",2.73977458370918e-05,"kg","day","individual","Yes",NA,NA,"AOM_000794",NA,"livestock","%;NA;individual",6,"% NA individual",0.17,"kg","original",TRUE,"DGSM 6","no"
"11787","NN0137.4","DGSM 6","Bone Ground","Other Feed;from_pct_using_pred_archimede2014",0.000328772950045101,"kg","day","individual","Yes",NA,NA,"AOM_000539",NA,"livestock","%;NA;individual",6,"% NA individual",0.17,"kg","original",FALSE,"DGSM 6","no"
"11788","NN0137.4","DGSM 6","Soybean Ground","Crop Product;from_pct_using_pred_archimede2014",0.00405719810693955,"kg","day","individual","Yes",NA,NA,"AOM_000613","Glycine max","livestock","%;NA;individual",6,"% NA individual",0.17,"kg","original",FALSE,"DGSM 6","no"
"11789","NN0137.4","DGSM 6","Vegetable Oil","Crop Byproduct;from_pct_using_pred_archimede2014",0.000202743319194479,"kg","day","individual","Yes",NA,NA,"AOM_000676",NA,"livestock","%;NA;individual",6,"% NA individual",0.17,"kg","original",FALSE,"DGSM 6","no"
"11790","NN0154","Lupins Supplimentation","White Lupin Grain","Crop Product",0.214285714285714,"% Body Mass","day","individual","Yes",NA,NA,"AOM_002116","Lupinus albus","livestock","% Body Mass;day;individual",NA,"% Body Mass day individual",NA,NA,"original",FALSE,"Lupins Supplimentation Merino","no"
"11791","NN0154","Lupins Supplimentation","White Lupin Grain","Crop Product",0.214285714285714,"% Body Mass","day","individual","Yes",NA,NA,"AOM_002116","Lupinus albus","livestock","% Body Mass;day;individual",NA,"% Body Mass day individual",NA,NA,"original",FALSE,"SAMM Lupin Supplimentation","no"
"11792","NN0154","Lupins Supplimentation","White Lupin Grain","Crop Product",0.214285714285714,"% Body Mass","day","individual","Yes",NA,NA,"AOM_002116","Lupinus albus","livestock","% Body Mass;day;individual",NA,"% Body Mass day individual",NA,NA,"original",FALSE,"SAMM Lupin Supplimentation...Merino Lupin Supplimentation","no"
"11793","NN0154","Lupins Supplimentation","White Lupin Grain","Crop Product",0.214285714285714,"% Body Mass","day","individual","Yes",NA,NA,"AOM_002116","Lupinus albus","livestock","% Body Mass;day;individual",NA,"% Body Mass day individual",NA,NA,"original",FALSE,"Merino Lupin Supplimentation","no"
"11794","NN0154","Lupins Supplimentation","White Lupin Grain","Crop Product",0.214285714285714,"% Body Mass","day","individual","Yes",NA,NA,"AOM_002116","Lupinus albus","livestock","% Body Mass;day;individual",NA,"% Body Mass day individual",NA,NA,"original",FALSE,"Lupins Supplimentation SAMM","no"
"11795","NN0156","Meal","Dicalcium Phosphate","Non-ERA Feed",0.014256,"kg",NA,"individual","Yes",NA,"Base","AOM_000757",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Meal","no"
"11796","NN0156","Meal","Minerals and Vitamins Mix","Non-ERA Feed",0.004752,"kg",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",TRUE,"Meal","no"
"11797","NN0156","Meal","Fish Ground","Animal",0.27324,"kg",NA,"individual","Yes",NA,"Base","AOM_000543",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Meal","no"
"11798","NN0156","Meal","Lime","Non-ERA Feed",0.007128,"kg",NA,"individual","Yes",NA,"Base","AOM_000760",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Meal","no"
"11799","NN0156","Meal","Lysine - HCl","Non-ERA Feed",0.009504,"kg",NA,"individual","Yes",NA,"Base","AOM_000740",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Meal","no"
"11800","NN0156","Meal","Barley Ground","Crop Product",0.98604,"kg",NA,"individual","Yes",NA,NA,"AOM_001613","Hordeum vulgare","livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Meal","no"
"11801","NN0156","Meal","Salt","Non-ERA Feed",0.02376,"kg",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",TRUE,"Meal","no"
"11802","NN0156","Meal","Unspecified Molasses Ground","Crop Byproduct",0.07128,"kg",NA,"individual","Yes",NA,"Base","AOM_006004",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Meal","no"
"11803","NN0156","Meal","Wheat Ground","Crop Byproduct",0.98604,"kg",NA,"individual","Yes",NA,NA,"AOM_001346","Triticum aestivum","livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Meal","no"
"11804","NN0156","Whole-grain","Barley","Crop Product",0.90885,"kg",NA,"individual","Yes",NA,NA,"AOM_001202","Hordeum vulgare","livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Whole-grain","yes"
"11805","NN0156","Whole-grain","Minerals and Vitamins Mix","Non-ERA Feed",0.00438,"kg",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",TRUE,"Whole-grain","yes"
"11806","NN0156","Whole-grain","Salt","Non-ERA Feed",0.0219,"kg",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",TRUE,"Whole-grain","yes"
"11807","NN0156","Whole-grain","Unspecified Molasses Ground","Crop Byproduct",0.0657,"kg",NA,"individual","Yes",NA,"Base","AOM_006004",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Whole-grain","yes"
"11808","NN0156","Whole-grain","Wheat","Crop Product",0.90885,"kg",NA,"individual","Yes",NA,NA,"AOM_001319","Triticum aestivum","livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Whole-grain","yes"
"11809","NN0156","Whole-grain","Lysine - HCl","Non-ERA Feed",0.00876,"kg",NA,"individual","Yes",NA,"Base","AOM_000740",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Whole-grain","yes"
"11810","NN0156","Whole-grain","Dicalcium Phosphate","Non-ERA Feed",0.01314,"kg",NA,"individual","Yes",NA,"Base","AOM_000757",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Whole-grain","yes"
"11811","NN0156","Whole-grain","Fish Ground","Animal",0.25185,"kg",NA,"individual","Yes",NA,"Base","AOM_000543",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Whole-grain","yes"
"11812","NN0156","Whole-grain","Lime","Non-ERA Feed",0.00657,"kg",NA,"individual","Yes",NA,"Base","AOM_000760",NA,"livestock","%;NA;individual",15,"% NA individual",27.8,"kg","diet_intake",FALSE,"Whole-grain","yes"
"11813","NN0179","Diet 1","Wheat Bran","Crop Byproduct",270,"g","day","individual","Yes","No",NA,"AOM_000585","Triticum aestivum","livestock","g;day;individual",6,"g day individual",24.4,"kg","diet_intake",FALSE,"Diet 1","yes"
"11814","NN0179","Diet 2","Acacia Sieberiana Dried Ensiled Ground","Agroforestry Fodders",82.5,"g","day","individual","Yes","No",NA,"AOM_001599","Vachellia sieberiana","livestock","g;day;individual",6,"g day individual",24.5,"kg","diet_intake",FALSE,"Diet 2","no"
"11815","NN0179","Diet 2","Wheat Bran","Crop Byproduct",202.5,"g","day","individual","Yes","No",NA,"AOM_000585","Triticum aestivum","livestock","g;day;individual",6,"g day individual",24.5,"kg","diet_intake",FALSE,"Diet 2","no"
"11816","NN0179","Diet 3","Acacia Sieberiana Dried Ensiled Ground","Agroforestry Fodders",165,"g","day","individual","Yes","No",NA,"AOM_001599","Vachellia sieberiana","livestock","g;day;individual",6,"g day individual",24.6,"kg","diet_intake",FALSE,"Diet 3","no"
"11817","NN0179","Diet 3","Wheat Bran","Crop Byproduct",135,"g","day","individual","Yes","No",NA,"AOM_000585","Triticum aestivum","livestock","g;day;individual",6,"g day individual",24.6,"kg","diet_intake",FALSE,"Diet 3","no"
"11818","NN0179","Diet 4","Acacia Sieberiana Dried Ensiled Ground","Agroforestry Fodders",330,"g","day","individual","Yes","No",NA,"AOM_001599","Vachellia sieberiana","livestock","g;day;individual",6,"g day individual",23.3,"kg","diet_intake",FALSE,"Diet 4","no"
"11819","NN0179","Diet 5","Acacia sieberiana Pods Dried Ground","Agroforestry Fodders",305.5,"g","day","individual","Yes","No",NA,"AOM_002043","Vachellia sieberiana","livestock","g;day;individual",6,"g day individual",23.4,"kg","diet_intake",FALSE,"Diet 5","no"
"11820","NN0180.2","Control","Grass Dried","Herbaceous Fodders",0.223875,"kg","day","individual","Yes",NA,NA,"AOM_001809",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.7,"kg","diet_intake",FALSE,"Control","yes"
"11821","NN0180.2","Control","Lime","Non-ERA Feed",0.0223875,"kg","day","individual","Yes",NA,NA,"AOM_000760",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.7,"kg","diet_intake",FALSE,"Control","yes"
"11822","NN0180.2","Control","Salt","Non-ERA Feed",0.0074625,"kg","day","individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.7,"kg","diet_intake",TRUE,"Control","yes"
"11823","NN0180.2","Control","Unspecified Molasses Ground","Crop Byproduct",0.14925,"kg","day","individual","Yes",NA,NA,"AOM_006004",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.7,"kg","diet_intake",FALSE,"Control","yes"
"11824","NN0180.2","Control","Maize Ground","Crop Product",0.8134125,"kg","day","individual","Yes",NA,NA,"AOM_001674","Zea mays","livestock","% Diet;day;individual",8,"% Diet day individual",24.7,"kg","diet_intake",FALSE,"Control","yes"
"11825","NN0180.2","Control","Minerals and Vitamins Mix","Non-ERA Feed",0.0074625,"kg","day","individual","Yes",NA,NA,"AOM_000794",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.7,"kg","diet_intake",TRUE,"Control","yes"
"11826","NN0180.2","Control","Ammonium Sulphate","Non-ERA Feed",0.0074625,"kg","day","individual","Yes",NA,NA,"AOM_001368",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.7,"kg","diet_intake",FALSE,"Control","yes"
"11827","NN0180.2","Control","Cotton Seed Cake","Crop Byproduct",0.074625,"kg","day","individual","Yes",NA,NA,"AOM_000620","Gossypium","livestock","% Diet;day;individual",8,"% Diet day individual",24.7,"kg","diet_intake",FALSE,"Control","yes"
"11828","NN0180.2","Control","Urea","Non-ERA Feed",0.0074625,"kg","day","individual","Yes",NA,NA,"AOM_001749",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.7,"kg","diet_intake",FALSE,"Control","yes"
"11829","NN0180.2","Control","Wheat Bran","Crop Byproduct",0.1791,"kg","day","individual","Yes",NA,NA,"AOM_000585","Triticum aestivum","livestock","% Diet;day;individual",8,"% Diet day individual",24.7,"kg","diet_intake",FALSE,"Control","yes"
"11830","NN0180.2","DB","Ammonium Sulphate","Non-ERA Feed",0.0076878,"kg","day","individual","Yes",NA,NA,"AOM_001368",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.6,"kg","diet_intake",FALSE,"DB","no"
"11831","NN0180.2","DB","Beetroot Discards Dried","Crop Byproduct",0.192195,"kg","day","individual","Yes",NA,NA,"AOM_001952","Beta vulgaris","livestock","% Diet;day;individual",8,"% Diet day individual",24.6,"kg","diet_intake",FALSE,"DB","no"
"11832","NN0180.2","DB","Minerals and Vitamins Mix","Non-ERA Feed",0.0089691,"kg","day","individual","Yes",NA,NA,"AOM_000794",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.6,"kg","diet_intake",TRUE,"DB","no"
"11833","NN0180.2","DB","Salt","Non-ERA Feed",0.0064065,"kg","day","individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.6,"kg","diet_intake",TRUE,"DB","no"
"11834","NN0180.2","DB","Unspecified Molasses Ground","Crop Byproduct",0.12813,"kg","day","individual","Yes",NA,NA,"AOM_006004",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.6,"kg","diet_intake",FALSE,"DB","no"
"11835","NN0180.2","DB","Urea","Non-ERA Feed",0.0025626,"kg","day","individual","Yes",NA,NA,"AOM_001749",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.6,"kg","diet_intake",FALSE,"DB","no"
"11836","NN0180.2","DB","Wheat Bran","Crop Byproduct",0.12813,"kg","day","individual","Yes",NA,NA,"AOM_000585","Triticum aestivum","livestock","% Diet;day;individual",8,"% Diet day individual",24.6,"kg","diet_intake",FALSE,"DB","no"
"11837","NN0180.2","DB","Cotton Seed Cake","Crop Byproduct",0.179382,"kg","day","individual","Yes",NA,NA,"AOM_000620","Gossypium","livestock","% Diet;day;individual",8,"% Diet day individual",24.6,"kg","diet_intake",FALSE,"DB","no"
"11838","NN0180.2","DB","Grass Dried","Herbaceous Fodders",0.102504,"kg","day","individual","Yes",NA,NA,"AOM_001809",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.6,"kg","diet_intake",FALSE,"DB","no"
"11839","NN0180.2","DB","Lime","Non-ERA Feed",0.012813,"kg","day","individual","Yes",NA,NA,"AOM_000760",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.6,"kg","diet_intake",FALSE,"DB","no"
"11840","NN0180.2","DB","Maize Ground","Crop Product",0.525333,"kg","day","individual","Yes",NA,NA,"AOM_001674","Zea mays","livestock","% Diet;day;individual",8,"% Diet day individual",24.6,"kg","diet_intake",FALSE,"DB","no"
"11841","NN0180.2","DB + PHS","Ammonium Sulphate","Non-ERA Feed",0.0051815,"kg","day","individual","Yes",NA,NA,"AOM_001368",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",FALSE,"DB + PHS","no"
"11842","NN0180.2","DB + PHS","Beetroot Discards Dried","Crop Byproduct",0.093267,"kg","day","individual","Yes",NA,NA,"AOM_001952","Beta vulgaris","livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",FALSE,"DB + PHS","no"
"11843","NN0180.2","DB + PHS","Cotton Seed Cake","Crop Byproduct",0.0663232,"kg","day","individual","Yes",NA,NA,"AOM_000620","Gossypium","livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",FALSE,"DB + PHS","no"
"11844","NN0180.2","DB + PHS","Grass Dried Ensiled","Herbaceous Fodders",0.0466335,"kg","day","individual","Yes",NA,"PHS","AOM_001965",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",FALSE,"DB + PHS","no"
"11845","NN0180.2","DB + PHS","Salt","Non-ERA Feed",0.0051815,"kg","day","individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",TRUE,"DB + PHS","no"
"11846","NN0180.2","DB + PHS","Unspecified Molasses Ground","Crop Byproduct",0.082904,"kg","day","individual","Yes",NA,NA,"AOM_006004",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",FALSE,"DB + PHS","no"
"11847","NN0180.2","DB + PHS","Urea","Non-ERA Feed",0.0031089,"kg","day","individual","Yes",NA,NA,"AOM_001749",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",FALSE,"DB + PHS","no"
"11848","NN0180.2","DB + PHS","Wheat Bran","Crop Byproduct",0.10363,"kg","day","individual","Yes",NA,NA,"AOM_000585","Triticum aestivum","livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",FALSE,"DB + PHS","no"
"11849","NN0180.2","DB + PHS","Potato Hash Ensiled","Crop Byproduct",0.186534,"kg","day","individual","Yes",NA,"PHS","AOM_001953","Solanum tuberosum","livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",FALSE,"DB + PHS","no"
"11850","NN0180.2","DB + PHS","Lime","Non-ERA Feed",0.0134719,"kg","day","individual","Yes",NA,NA,"AOM_000760",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",FALSE,"DB + PHS","no"
"11851","NN0180.2","DB + PHS","Maize Ground","Crop Product",0.424883,"kg","day","individual","Yes",NA,NA,"AOM_001674","Zea mays","livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",FALSE,"DB + PHS","no"
"11852","NN0180.2","DB + PHS","Minerals and Vitamins Mix","Non-ERA Feed",0.0051815,"kg","day","individual","Yes",NA,NA,"AOM_000794",NA,"livestock","% Diet;day;individual",8,"% Diet day individual",24.1,"kg","diet_intake",TRUE,"DB + PHS","no"
"11853","NN0188","Diet 0","Concentrate","Other Feed",4,"kg","day","individual","Yes","No",NA,"AOM_000800",NA,"livestock","g;day;individual",4,"g day individual",NA,NA,"ingredient_intake",FALSE,"Diet 0","yes"
"11854","NN0189","150g Dual purpose","Maize Straw","Crop Byproduct",0.445,"kg","day","individual","Yes",NA,"Base","AOM_000572","Zea mays","livestock","g;day;individual",8,"g day individual",19.32,"kg","ingredient_intake",FALSE,"D5 150g Dual-purpose type","no"
"11855","NN0189","150g Dual purpose","Salt","Non-ERA Feed",2,"g","day","individual","Yes",NA,"Base","AOM_000772",NA,"livestock","g;day;individual",8,"g day individual",19.32,"kg","original",TRUE,"D5 150g Dual-purpose type","no"
"11856","NN0189","150g Dual purpose","Cowpea Haulm Dried","Crop Byproduct",0.155,"kg","day","individual","Yes",NA,NA,"AOM_001754","Vigna unguiculata","livestock","g;day;individual",8,"g day individual",19.32,"kg","ingredient_intake",FALSE,"D5 150g Dual-purpose type","no"
"11857","NN0189","150g Dual purpose","Bone Ground","Other Feed",3,"g","day","individual","Yes",NA,"Base","AOM_000539",NA,"livestock","g;day;individual",8,"g day individual",19.32,"kg","original",FALSE,"D5 150g Dual-purpose type","no"
"11858","NN0189","150g Forage type","Bone Ground","Other Feed",3,"g","day","individual","Yes",NA,"Base","AOM_000539",NA,"livestock","g;day;individual",8,"g day individual",19.93,"kg","original",FALSE,"D3 150g Forage type","no"
"11859","NN0189","150g Forage type","Cowpea Haulm Dried","Crop Byproduct",0.155,"kg","day","individual","Yes",NA,NA,"AOM_001754","Vigna unguiculata","livestock","g;day;individual",8,"g day individual",19.93,"kg","ingredient_intake",FALSE,"D3 150g Forage type","no"
"11860","NN0189","150g Forage type","Maize Straw","Crop Byproduct",0.474,"kg","day","individual","Yes",NA,"Base","AOM_000572","Zea mays","livestock","g;day;individual",8,"g day individual",19.93,"kg","ingredient_intake",FALSE,"D3 150g Forage type","no"
"11861","NN0189","150g Forage type","Salt","Non-ERA Feed",2,"g","day","individual","Yes",NA,"Base","AOM_000772",NA,"livestock","g;day;individual",8,"g day individual",19.93,"kg","original",TRUE,"D3 150g Forage type","no"
"11862","NN0189","300g Forage type","Salt","Non-ERA Feed",2,"g","day","individual","Yes",NA,"Base","AOM_000772",NA,"livestock","g;day;individual",8,"g day individual",19.61,"kg","original",TRUE,"D4 300g Forage type","no"
"11863","NN0189","300g Forage type","Bone Ground","Other Feed",3,"g","day","individual","Yes",NA,"Base","AOM_000539",NA,"livestock","g;day;individual",8,"g day individual",19.61,"kg","original",FALSE,"D4 300g Forage type","no"
"11864","NN0189","300g Forage type","Cowpea Haulm Dried","Crop Byproduct",0.311,"kg","day","individual","Yes",NA,NA,"AOM_001754","Vigna unguiculata","livestock","g;day;individual",8,"g day individual",19.61,"kg","ingredient_intake",FALSE,"D4 300g Forage type","no"
"11865","NN0189","300g Forage type","Maize Straw","Crop Byproduct",0.428,"kg","day","individual","Yes",NA,"Base","AOM_000572","Zea mays","livestock","g;day;individual",8,"g day individual",19.61,"kg","ingredient_intake",FALSE,"D4 300g Forage type","no"
"11866","NN0191.2","1000g Goat","Erythrina abyssinica Wilted","Agroforestry Fodders",1000,"g","day","individual","Yes",NA,NA,"AOM_001796","Erythrina abyssinica","livestock","g;day;individual",6,"g day individual",14.1,"kg","original",FALSE,"1000g Goat","no"
"11867","NN0191.2","1000g Sheep","Erythrina abyssinica Wilted","Agroforestry Fodders",1000,"g","day","individual","Yes",NA,NA,"AOM_001796","Erythrina abyssinica","livestock","g;day;individual",6,"g day individual",15.1,"kg","original",FALSE,"1000g Sheep","no"
"11868","NN0191.2","500g Goat","Erythrina abyssinica Wilted","Agroforestry Fodders",500,"g","day","individual","Yes",NA,NA,"AOM_001796","Erythrina abyssinica","livestock","g;day;individual",6,"g day individual",14.1,"kg","original",FALSE,"500g Goat","no"
"11869","NN0191.2","500g Sheep","Erythrina abyssinica Wilted","Agroforestry Fodders",500,"g","day","individual","Yes",NA,NA,"AOM_001796","Erythrina abyssinica","livestock","g;day;individual",6,"g day individual",15.1,"kg","original",FALSE,"500g Sheep","no"
"11870","NN0196","A. angustissima 15132","Acacia angustissima","Agroforestry Fodders",0.1404,"kg",NA,NA,"Yes","No",NA,"AOM_000703","Acacia angustissima","livestock","% Body Mass;NA;NA",6,"% Body Mass NA NA",15.6,"kg","diet_intake",FALSE,"A. angustissima 15132","no"
"11871","NN0196","L. pallida 14203","Leucaena pallida","Agroforestry Fodders",0.1431,"kg",NA,NA,"Yes","No",NA,"AOM_001771","Leucaena pallida","livestock","% Body Mass;NA;NA",6,"% Body Mass NA NA",15.9,"kg","diet_intake",FALSE,"L. pallida 14203","no"
"11872","NN0196","S. sesban 1198","Sesbania sesban","Agroforestry Fodders",0.1404,"kg",NA,NA,"Yes","No",NA,"AOM_003079","Sesbania sesban","livestock","% Body Mass;NA;NA",6,"% Body Mass NA NA",15.6,"kg","diet_intake",FALSE,"S. sesban 1198","no"
"11873","NN0196","S. sesban 15019","Sesbania sesban","Agroforestry Fodders",0.1404,"kg",NA,NA,"Yes","No",NA,"AOM_003079","Sesbania sesban","livestock","% Body Mass;NA;NA",6,"% Body Mass NA NA",15.6,"kg","diet_intake",FALSE,"S. sesban 15019","no"
"11874","NN0196","SS 1198 + AA 15132","Acacia angustissima","Agroforestry Fodders",0.0471,"kg",NA,NA,"Yes","No",NA,"AOM_000703","Acacia angustissima","livestock","% Body Mass;NA;NA",6,"% Body Mass NA NA",15.7,"kg","diet_intake",FALSE,"SS 1198 + AA 15132","no"
"11875","NN0196","SS 1198 + AA 15132","Sesbania sesban","Agroforestry Fodders",0.0942,"kg",NA,NA,"Yes","No",NA,"AOM_003079","Sesbania sesban","livestock","% Body Mass;NA;NA",6,"% Body Mass NA NA",15.7,"kg","diet_intake",FALSE,"SS 1198 + AA 15132","no"
"11876","NN0196","SS 1198 + LP 14203","Sesbania sesban","Agroforestry Fodders",0.0948,"kg",NA,NA,"Yes","No",NA,"AOM_003079","Sesbania sesban","livestock","% Body Mass;NA;NA",6,"% Body Mass NA NA",15.8,"kg","diet_intake",FALSE,"SS 1198 + LP 14203","no"
"11877","NN0196","SS 1198 + LP 14203","Leucaena pallida","Agroforestry Fodders",0.0474,"kg",NA,NA,"Yes","No",NA,"AOM_001771","Leucaena pallida","livestock","% Body Mass;NA;NA",6,"% Body Mass NA NA",15.8,"kg","diet_intake",FALSE,"SS 1198 + LP 14203","no"
"11878","NN0196","SS 15019 + AA 15132","Acacia angustissima","Agroforestry Fodders",0.0468,"kg",NA,NA,"Yes","No",NA,"AOM_000703","Acacia angustissima","livestock","% Body Mass;NA;NA",6,"% Body Mass NA NA",15.6,"kg","diet_intake",FALSE,"SS 15019 + AA 15132","no"
"11879","NN0196","SS 15019 + AA 15132","Sesbania sesban","Agroforestry Fodders",0.0936,"kg",NA,NA,"Yes","No",NA,"AOM_003079","Sesbania sesban","livestock","% Body Mass;NA;NA",6,"% Body Mass NA NA",15.6,"kg","diet_intake",FALSE,"SS 15019 + AA 15132","no"
"11880","NN0196","SS 15019 + LP 14203","Leucaena pallida","Agroforestry Fodders",0.0465,"kg",NA,NA,"Yes","No",NA,"AOM_001771","Leucaena pallida","livestock","% Body Mass;NA;NA",6,"% Body Mass NA NA",15.5,"kg","diet_intake",FALSE,"SS 15019 + LP 14203","no"
